"D1","D2","D3","Output3","D4","D5","D6","D7","D8","D9","D10","D11"
12.066,"V",42,"Class1",56,38.149,57,89.087,58.377,83.637,30.569,"T"
3.69,"H",37,"Class1",65,40.232,79,89.625,18.901,94.835,31.381,"Q"
74.43,"N",93,"Class2",62,5.049,36,20.752,24.247,19.988,88.043,"C"
64.138,"N",69,"Class3",17,84.657,62,83.867,78.24,75.908,86.215,"K"
9.365,"Z",40,"Class1",48,37.253,62,91.178,16.942,87.108,NA,"K"
2.721,"V",41,"Class1",42,36.676,77,92.253,61.962,85.829,33.351,"X"
82.337,"D",94,"Class2",68,6.676,42,32.087,24.829,38.502,73.059,"X"
85.113,"N",93,"Class2",64,6.307,57,17.796,62.489,31.574,60.49,"H"
15.417,"L",41,"Class1",46,38.469,73,91.511,41.762,76.858,30.998,"Q"
85.009,"D",94,"Class2",68,5.373,58,NA,63.32,68.097,66.541,"A"
13.895,"V",37,"Class1",43,37.998,69,84.423,59.424,87.858,34.158,"X"
51.988,"Y",93,"Class2",75,8.306,50,12.432,44.736,57.525,77.995,"X"
71.782,"Y",94,"Class2",66,5.53,45,23.363,60.424,57.551,67.185,"X"
5.006,"L",38,"Class1",58,37.554,73,84.706,35.4,85.551,34.907,"R"
87.357,"D",96,"Class2",65,5.884,31,41.95,64.702,27.928,85.808,"A"
2.567,"V",41,"Class1",50,37.895,73,87.183,38.628,80.289,36.96,"R"
82.735,"X",72,"Class3",19,84.462,26,87.043,38.502,87.72,88.224,"C"
79.262,"G",70,"Class3",15,84.894,53,85.509,63.56,92.985,86.237,"T"
16.016,"B",38,"Class1",46,39.323,82,92.179,37.661,74.561,29.093,"T"
9.631,"L",38,"Class1",67,36.583,56,90.429,63.929,82.215,33.051,"K"
55.933,"M",93,"Class2",64,7.781,58,0.139,37.498,46.557,83.31,"A"
65.272,"L",75,"Class3",16,84.886,27,88.613,19.743,75.506,86.861,"B"
77.332,"L",94,"Class2",68,6.488,51,33.131,37.724,45.469,63.196,"Y"
5.424,"H",42,"Class1",44,38.107,65,92.066,40.042,95.826,37.879,"X"
11.577,"V",42,"Class1",66,37.678,60,88.37,16.645,98.594,32.628,"T"
89.593,"L",77,"Class3",17,84.903,25,84.265,69.55,76.24,88.855,"B"
85.217,"J",75,"Class3",24,84.229,56,85.262,20.353,85.076,87.783,"A"
13.022,"B",38,"Class1",56,38.201,63,89.22,27.925,73.373,35.085,"K"
7.606,"B",40,"Class1",47,37.747,77,89.003,55.276,80.596,39.043,"T"
2.358,"H",41,"Class1",46,40.655,67,93.624,17.49,86.248,38.634,"K"
11.488,"B",41,"Class1",39,36.783,66,93.053,34.822,81.573,36.783,"Q"
5.363,"B",38,"Class1",57,37.162,66,NA,60.934,73.246,38.612,"T"
84.414,"N",70,"Class3",18,84.468,62,86.343,86.59,68.684,88.318,"A"
81.593,"N",93,"Class2",67,7.555,55,15.284,11.963,34.572,89.443,"H"
8.587,"L",39,"Class1",39,39.09,60,91.392,53.709,74.89,35.693,"T"
70.94,"L",68,"Class3",17,84.442,47,88.409,76.57,82.189,86.826,"T"
60.867,"Y",93,"Class2",69,6.909,66,19.39,24.05,40.602,60.005,"Y"
8.909,"B",40,"Class1",56,37.922,63,91.258,56.181,83.684,38.597,"X"
3.179,"L",39,"Class1",57,39.667,73,88.177,52.448,74.86,29.558,"T"
80.875,"J",72,"Class3",22,85.188,53,84.26,84.204,89.771,87.779,"C"
79.854,"N",78,"Class3",21,84.929,33,89.709,22.225,92.675,87.266,"C"
4.059,"L",38,"Class1",63,38.081,63,89.162,24.555,95.009,35.892,"K"
3.109,"Z",42,"Class1",55,39.681,63,89.365,60.495,94.518,39.047,"Q"
66.871,"X",78,"Class3",19,84.6,39,83.319,50.236,81.16,88.475,"T"
76.819,"J",74,"Class3",17,84.648,19,85.992,67.066,77.974,86.132,"B"
8.626,"H",42,"Class1",57,37.454,82,91.653,42.635,87.217,35.62,"T"
79.444,"D",95,"Class2",75,6.119,34,12.347,55.693,37.166,92.286,"C"
15.063,"B",41,"Class1",65,38.919,77,89.12,54.076,94.171,33.546,"K"
62.769,"X",66,"Class3",16,84.771,32,81.948,73.645,77.158,88.483,"C"
74.64,"X",65,"Class3",24,84.327,35,83.984,50.284,74.9,88.169,"C"
88.424,"N",71,"Class3",21,84.19,47,84.099,27.196,82.503,86.514,"A"
75.217,"D",94,"Class2",65,5.5,45,9.088,39.843,31.542,59.054,"X"
82.734,"J",65,"Class3",21,84.499,64,85.05,40.151,76.665,87.362,"T"
72.49,"D",94,"Class2",75,9.528,51,38.169,45.473,49.81,68.234,"C"
73.765,"N",68,"Class3",18,84.667,23,87.997,67.385,90.982,87.417,"K"
80.54,"L",96,"Class2",70,7.753,41,14.011,39.937,70.313,75.135,"C"
47.96,"M",94,"Class2",63,10.824,41,20.892,37.803,54.528,92.622,"Y"
60.804,"D",94,"Class2",62,5.247,69,33.697,52.792,16.142,69.447,"Y"
87.827,"J",74,"Class3",14,84.382,62,84.488,82.561,86.451,88.342,"A"
15.703,"H",40,"Class1",51,39.362,59,87.672,24.384,76.77,37.925,"X"
16.958,"V",39,"Class1",41,39.271,59,87.542,55.062,81.595,36.574,"T"
86.397,"L",96,"Class2",67,8.479,56,26.685,55.383,29.573,67.654,"X"
9.651,"B",42,"Class1",62,38.053,70,90.87,48.851,85.406,36.903,"X"
52.936,"M",93,"Class2",67,4.234,69,18.276,32.303,58.609,91.259,"A"
84.059,"Y",96,"Class2",64,6.476,31,-0.262,63.659,76.313,52.102,"C"
9.862,"Z",41,"Class1",60,39.135,77,89.551,55.692,91.465,29.472,"K"
84.144,"Y",96,"Class2",76,3.612,63,28.769,39.953,51.638,73.622,"A"
2.534,"V",40,"Class1",64,40.601,81,86.045,30.702,88.723,33.92,"Q"
4.719,"H",42,"Class1",51,37.186,82,94.122,21.501,90.011,34.689,"Q"
12.061,"V",42,"Class1",38,39.027,78,88.568,18.933,91.103,38.338,"T"
3.991,"L",37,"Class1",54,37.682,81,92.194,30.293,72.929,30.536,"X"
4.663,"V",37,"Class1",37,41.026,61,87.911,16.534,76.817,36.171,"R"
88.585,"X",69,"Class3",17,84.79,33,83.911,59.382,91.431,86.98,"K"
4.697,"L",41,"Class1",58,38.715,65,91.866,22.068,95.844,32.897,"T"
75.864,"X",65,"Class3",24,84.5,23,NA,28.476,91.308,86.074,"T"
6.973,"B",39,"Class1",67,38.026,81,90.555,45.327,95.011,NA,"T"
62.207,"N",95,"Class2",62,9.679,35,35.113,58.706,60.4,54.341,"Y"
67.127,"L",76,"Class3",23,85.076,60,87.002,31.105,78.909,88.364,"C"
61.576,"L",93,"Class2",63,7.937,61,10.961,26.172,49.208,49.592,"X"
8.639,"Z",41,"Class1",55,38.142,55,90.818,43.151,77.101,36.666,"K"
84.202,"J",74,"Class3",15,84.442,24,85.52,87.461,78.49,88.188,"K"
3.837,"L",39,"Class1",51,38.321,81,87.302,55.777,82.307,39.831,"R"
58.294,"L",68,"Class3",21,84.362,29,NA,34.658,70.635,88.867,"K"
4.183,"Z",41,"Class1",51,37.218,55,93.435,24.901,66.41,30.384,"Q"
8.423,"Z",42,"Class1",57,36.789,56,90.528,42.651,81.097,38.359,"R"
54.372,"Y",96,"Class2",73,8.114,41,43.056,49.797,72.143,NA,"Y"
63.558,"L",93,"Class2",66,4.539,42,22.847,15.896,40.554,55.584,"Y"
61.762,"J",67,"Class3",19,84.431,27,84.73,41.924,81.813,88.876,"B"
15.102,"L",42,"Class1",54,39.126,73,90.083,50.761,84.023,36.363,"K"
7.11,"H",42,"Class1",58,39.302,76,90.002,33.846,79.79,31.154,"Q"
69.689,"Y",95,"Class2",71,6.438,41,37.196,59.235,45.706,86.074,"A"
79.196,"J",69,"Class3",15,84.258,54,83.509,86.58,84.522,86.273,"A"
50.331,"N",95,"Class2",71,5.37,52,29.991,14.503,30.642,57.814,"H"
74.846,"L",69,"Class3",15,84.44,39,87.582,49.29,89.546,87.986,"A"
84.922,"M",93,"Class2",62,6.537,61,19.275,32.389,17.384,52.942,"H"
58.542,"J",78,"Class3",24,84.262,63,81.484,82.628,92.616,87.072,"K"
62.219,"J",65,"Class3",20,84.859,43,90.171,53.762,72.314,88.591,"B"
79.915,"L",73,"Class3",16,83.789,20,82.835,32.485,73.586,86.85,"K"
69.466,"X",70,"Class3",24,84.526,30,83.38,40.987,74.381,87.879,"K"
82.235,"L",96,"Class2",65,4.349,50,-11.538,42.477,71.195,58.779,"C"
8.026,"Z",37,"Class1",60,37.388,75,92.953,55.133,92.014,29.357,"K"
52.768,"M",94,"Class2",63,9.023,42,25.45,60.545,55.17,51.973,"Y"
90.911,"J",72,"Class3",14,84.553,46,82.229,37.923,83.548,88.977,"B"
68.122,"N",74,"Class3",15,84.938,42,84.627,67.617,86.452,88.916,"T"
82.799,"G",77,"Class3",18,84.119,33,85.272,29.207,86.063,87.507,"K"
58.457,"N",67,"Class3",16,83.799,30,84.013,60.229,86.144,87.717,"T"
70.616,"Y",95,"Class2",75,6.32,60,24.154,32.831,36.768,92.009,"H"
85.028,"Y",93,"Class2",64,6.606,61,15.675,39.59,36.527,87.512,"C"
49.275,"Y",95,"Class2",74,4.431,44,23.44,52.175,19.551,63.272,"X"
7.643,"V",39,"Class1",45,39.654,55,90.437,52.396,74.611,31.646,"T"
68.146,"Y",95,"Class2",64,6.393,37,48.533,32.809,50.131,58.039,"C"
6.449,"H",42,"Class1",66,39.881,69,89.594,50.363,82.601,37.809,"T"
81.061,"J",73,"Class3",24,84.592,22,86.219,66.803,89.451,87.401,"T"
50.685,"N",93,"Class2",68,6.403,48,30.774,62.276,39.799,69.605,"C"
6.594,"H",37,"Class1",64,37.598,78,85.667,55.157,76.159,32.56,"R"
56.739,"Y",94,"Class2",75,6.551,36,26.463,53.631,52.837,50.231,"A"
82.088,"L",67,"Class3",14,84.129,30,85.888,40.616,72.001,86.449,"C"
62.497,"M",93,"Class2",71,5.437,62,40.051,62.448,35.568,74.013,"H"
14.305,"Z",39,"Class1",37,39.048,78,85.482,23.503,80.569,32.967,"K"
16.65,"L",39,"Class1",65,39.326,65,88.126,29.574,86.756,35.02,"Q"
76.642,"G",65,"Class3",15,84.277,20,83.835,61.65,89.986,88.377,"A"
10.789,"B",42,"Class1",48,36.186,65,87.613,62.505,79.923,35.778,"K"
64.501,"N",93,"Class2",72,5.546,59,28.894,52.004,77.915,52.124,"C"
74.469,"L",73,"Class3",16,84.148,29,79.475,66.208,87.006,87.22,"A"
67.27,"N",93,"Class2",72,4.323,49,21.622,22.932,49.599,54.914,"X"
53.342,"M",94,"Class2",65,6.921,39,39.383,26.29,43.755,73.192,"H"
69.484,"M",96,"Class2",66,3.225,57,25.613,60.102,80.338,94.444,"X"
56.339,"J",69,"Class3",22,84.359,40,85.552,33.21,85.539,86.178,"A"
88.735,"G",65,"Class3",22,84.452,44,82.884,58.487,98.183,87.972,"B"
88.532,"L",66,"Class3",20,85.07,36,83.43,73.322,75.943,87.781,"T"
69.294,"M",96,"Class2",76,5.212,32,51.185,15.425,21.944,72.031,"X"
80.962,"N",77,"Class3",23,84.231,54,83.506,82.827,96.096,88.072,"B"
61.474,"N",71,"Class3",25,84.206,34,83.736,41.788,78.33,87.829,"B"
4.138,"V",41,"Class1",52,38.559,63,NA,49.124,93.205,37.981,"T"
80.697,"N",96,"Class2",67,9.616,33,37.766,40.739,58.76,65.005,"Y"
71.97,"G",69,"Class3",20,85.156,19,79.983,76.422,80.055,86.466,"T"
69.305,"N",74,"Class3",20,84.227,47,80.518,70.767,85.278,87.284,"B"
62.778,"J",66,"Class3",18,84.262,25,90.072,85.745,81.28,86.272,"T"
68.216,"X",70,"Class3",21,85.054,62,84.505,53.106,86.488,87.026,"B"
68.319,"M",96,"Class2",73,8.374,32,48.075,47.809,62.096,93.113,"H"
71.085,"L",94,"Class2",66,6.621,60,39.637,12.001,41.675,61.936,"A"
80.714,"L",94,"Class2",74,9.037,68,26.389,34.83,-4.289,NA,"H"
88.687,"L",77,"Class3",19,85.356,20,86.105,82.423,76.744,88.114,"T"
15.153,"L",41,"Class1",51,38.537,65,92.084,29.169,75.982,35.133,"T"
13.538,"V",37,"Class1",59,37.893,70,88.281,22.17,78.802,NA,"K"
10.868,"B",42,"Class1",41,38.616,55,93.245,26.191,104.15,38.233,"Q"
56.908,"X",70,"Class3",25,83.891,36,84.042,29.021,81.145,87.14,"K"
79.184,"L",93,"Class2",75,6.587,62,24.511,55.085,49.221,48.909,"A"
2.351,"L",39,"Class1",51,38.625,83,89.286,50.122,67.809,34.901,"T"
14.282,"V",39,"Class1",60,38.819,65,88.523,62.13,68.239,31.241,"T"
3.55,"L",38,"Class1",59,37.503,56,88.216,40.092,82.402,36.225,"T"
86.59,"D",96,"Class2",73,2.921,56,29.051,29.727,36.321,72.692,"C"
49.801,"D",94,"Class2",62,9.211,45,38.167,21.503,51.278,67.77,"C"
84.252,"L",96,"Class2",71,5.61,43,18.349,25.868,31.549,89.065,"H"
73.28,"J",77,"Class3",17,84.588,49,83.083,16.701,83.252,87.299,"K"
15.365,"L",42,"Class1",57,38.094,65,90.234,60.222,86.254,35.715,"X"
86.145,"X",78,"Class3",21,84.36,37,83.114,28.402,77.176,86.051,"A"
14.683,"Z",42,"Class1",48,39.787,73,91.517,35.545,88.371,32.829,"Q"
16.266,"H",39,"Class1",61,37.199,72,87.244,41.347,88.195,35.061,"T"
76.539,"N",73,"Class3",17,84.847,45,86.995,87.67,84.52,86.004,"T"
61.932,"J",76,"Class3",25,85.23,63,89.755,29.339,84.763,87.462,"T"
85.097,"G",69,"Class3",20,84.287,54,85.755,55.925,80.938,87.289,"T"
64.548,"D",95,"Class2",72,5.669,54,39.207,42.515,41.451,54.156,"Y"
10.714,"B",38,"Class1",38,38.247,77,88.631,55.007,77.89,35.746,"K"
0.431,"H",38,"Class1",36,38.738,83,92.397,62.682,93.818,30.275,"R"
4.984,"B",42,"Class1",54,38.628,66,92.563,39.636,68.33,29.566,"X"
79.193,"L",77,"Class3",24,84.237,50,81.999,52.675,88.227,NA,"B"
2.962,"H",37,"Class1",37,38.358,82,90.54,57.777,94.817,39.908,"Q"
12.268,"L",38,"Class1",49,38.459,66,89.866,28.957,101.488,34.783,"X"
0.763,"L",38,"Class1",41,38.028,74,90.902,38.041,83.656,38.715,"R"
89.982,"G",78,"Class3",22,84.676,62,89.2,57.893,85.606,86.708,"C"
69.935,"D",95,"Class2",75,6.244,65,24.032,46.198,50.794,52.729,"Y"
68.433,"L",94,"Class2",71,4.887,53,1.861,20.55,45.007,51.146,"H"
5.503,"V",42,"Class1",52,39.49,75,88.673,40.112,80.544,30.515,"K"
13.243,"H",38,"Class1",44,39.022,61,90.75,32.178,97.75,34.406,"T"
74.547,"L",68,"Class3",24,85.158,62,87.117,33.051,79.806,86.926,"B"
83.983,"J",66,"Class3",25,84.224,64,80.085,80.659,76.41,87.539,"C"
0.628,"L",40,"Class1",60,37.4,80,87.834,61.4,89.772,33.124,"T"
84.726,"L",96,"Class2",73,6.188,61,35.306,56.663,57.385,48.338,"X"
62.399,"G",72,"Class3",17,84.297,40,83.295,72.872,75.866,87.502,"T"
74.051,"G",73,"Class3",15,84.538,19,82.018,55.172,94.472,86.318,"A"
87.439,"N",76,"Class3",21,84.703,31,80.514,74.182,87.878,88.397,"K"
1.875,"H",39,"Class1",39,38.586,83,91.745,37.699,83.72,30.877,"K"
73.384,"X",72,"Class3",17,84.822,63,77.446,72.144,86.341,87.465,"B"
49.474,"M",96,"Class2",73,6.093,31,41.657,19.291,64.749,51.695,"Y"
72.245,"X",76,"Class3",16,84.876,34,86.034,55.066,79.217,88.984,"C"
83.692,"X",76,"Class3",20,84.173,44,87.953,83.527,75.841,86.489,"T"
10.338,"H",39,"Class1",60,39.127,81,87.175,52.311,89.12,32.099,"K"
67.901,"M",95,"Class2",73,4.819,40,36.025,33.598,61.753,NA,"H"
70.452,"J",66,"Class3",15,84.531,35,85.135,65.995,84.157,88.339,"A"
74.976,"G",66,"Class3",19,84.607,31,89.247,18.357,93.176,87.554,"B"
70.809,"D",94,"Class2",70,7.203,33,26.176,11.624,70.521,60.204,"X"
7.195,"V",41,"Class1",42,39.006,69,90.305,30.951,82.16,34.238,"Q"
81.462,"N",66,"Class3",15,84.805,52,86.954,56.894,90.517,88.632,"B"
76.103,"G",76,"Class3",21,84.261,27,82.593,36.649,75.705,87.384,"C"
87.831,"Y",93,"Class2",70,7.355,57,27.065,33.244,42.997,94.25,"C"
69.709,"J",66,"Class3",24,84.265,53,83.73,69.763,85.534,NA,"T"
12.328,"Z",39,"Class1",58,39.687,58,87.819,42.745,81.01,32.775,"X"
61.935,"Y",96,"Class2",71,4.5,48,38.345,26.989,54.12,56.22,"A"
84.547,"J",76,"Class3",21,84.53,35,79.251,68.178,70.64,87.297,"K"
88.931,"J",75,"Class3",25,84.352,48,87.274,47.498,79.058,88.196,"B"
71.909,"L",76,"Class3",25,84.092,23,83.428,72.739,89.661,87.016,"B"
10.448,"L",42,"Class1",42,39.927,76,90.873,30.112,81.658,30.612,"X"
85.064,"G",76,"Class3",17,85.073,61,84.913,29.315,75.051,86.824,"B"
5.91,"V",42,"Class1",38,38.622,81,91.247,25.086,80.511,31.116,"T"
15.836,"L",40,"Class1",63,38.737,69,87.092,53.721,81.142,33.361,"R"
58.002,"J",68,"Class3",19,84.607,50,84.435,54.144,72.942,NA,"T"
9.524,"V",38,"Class1",52,37.7,75,87.75,19.338,97.25,36.833,"X"
79.535,"D",95,"Class2",64,4.741,34,48.101,48.972,26.915,75.504,"C"
86.458,"L",76,"Class3",23,84.24,47,84.665,28.182,86.011,87.55,"K"
3.335,"V",42,"Class1",66,38.338,81,90.156,31.787,87.003,33.923,"K"
87.873,"L",96,"Class2",63,6.941,60,19.051,28.292,37.268,67.943,"X"
4.714,"L",40,"Class1",67,38.42,63,87.036,42.945,84.543,38.049,"Q"
79.834,"N",96,"Class2",63,5.146,38,7.634,10.994,69.891,87.918,"Y"
72.086,"L",95,"Class2",64,7.316,38,20.653,24.203,54.599,80.386,"X"
84.901,"X",73,"Class3",14,84.045,30,85.575,17.447,85.517,88.96,"B"
14.578,"B",38,"Class1",48,40.523,60,91.129,44.93,80.607,36.182,"T"
9.41,"B",38,"Class1",46,37.489,56,89.823,34.534,71.518,33.634,"Q"
70.187,"N",75,"Class3",17,84.875,56,83.127,74.852,83.164,86.687,"C"
86.222,"N",94,"Class2",75,8.025,50,2.532,32.299,32.36,94.077,"A"
90.001,"L",68,"Class3",15,84.194,39,85.492,51.325,82.132,86.771,"B"
49.521,"D",93,"Class2",71,5.388,58,9.484,14.003,57.055,58.197,"H"
59.457,"G",66,"Class3",25,84.358,45,83.879,79.347,85.401,87.79,"C"
3.171,"H",41,"Class1",53,39.904,74,88.506,23.483,78.757,29.607,"T"
72.798,"L",70,"Class3",14,84.319,41,84.064,67.088,71.248,88.214,"B"
50.153,"D",95,"Class2",68,5.319,42,22.726,40.325,35.305,72.657,"C"
75.085,"N",77,"Class3",22,83.99,52,88.576,27.439,79.398,86.738,"T"
11.189,"B",40,"Class1",67,38.795,56,89.784,56.787,95.001,39.762,"T"
14.636,"Z",40,"Class1",65,37.475,67,90.667,48.367,69.395,36.508,"T"
65.397,"J",76,"Class3",18,84.499,23,80.33,48.911,87.597,86.225,"B"
75.523,"L",95,"Class2",74,5.086,57,19.071,51.067,68.754,76.911,"A"
4.812,"V",39,"Class1",50,38.801,55,89.431,16.151,95.42,37.781,"K"
12.544,"H",40,"Class1",43,37.595,60,88.164,44.184,87.3,34.198,"R"
15.267,"Z",42,"Class1",39,39.181,61,90.131,47.661,58.632,32.969,"R"
89.376,"X",78,"Class3",16,84.806,63,83.241,48.629,84.193,86.197,"C"
79.829,"D",94,"Class2",75,7.408,45,34.334,49.749,34.078,87.293,"H"
60.375,"L",95,"Class2",64,6.231,32,34.192,46.769,87.867,53.293,"H"
48.866,"D",94,"Class2",62,7.317,43,NA,43.963,28.786,79.019,"Y"
65.197,"N",74,"Class3",15,84.66,45,87.308,19.236,81.512,87.193,"T"
1.75,"H",39,"Class1",37,37.495,77,91.261,22.256,69.261,33.436,"K"
60.101,"N",94,"Class2",62,7.09,68,13.588,17.599,24.992,78.917,"H"
83.958,"M",95,"Class2",71,3.613,48,40.054,60.905,29.341,65.028,"X"
8.144,"V",42,"Class1",62,39.027,69,91.545,36.977,86.416,35.795,"Q"
10.302,"L",38,"Class1",40,39.558,58,88.26,33.84,79.928,NA,"K"
77.673,"N",78,"Class3",16,84.491,38,84.625,26.682,80.305,87.978,"B"
57.511,"N",66,"Class3",15,84.467,48,85.704,46.902,68.264,87.321,"B"
66.386,"D",96,"Class2",65,9.514,64,6.984,26.23,27.891,86.014,"A"
2.213,"H",41,"Class1",51,37.143,72,91.279,22.177,91.05,36.099,"R"
59.647,"X",75,"Class3",18,84.049,27,86.706,82.474,89.02,87.487,"A"
67.558,"L",75,"Class3",14,84.503,27,87.001,45.101,83.323,88.487,"K"
48.992,"M",95,"Class2",72,5.382,42,7.755,65.51,22.083,89.487,"H"
75.749,"G",74,"Class3",25,85.012,54,84.499,46.267,91.803,86.593,"B"
69.019,"J",73,"Class3",18,84.626,32,85.565,25.201,90.11,88.968,"B"
0.441,"V",39,"Class1",51,38.086,57,92.092,57.016,94.698,36.545,"K"
5.943,"L",37,"Class1",38,38.764,65,87.942,57.436,100.693,30.077,"R"
86.015,"N",95,"Class2",66,9.453,66,1.168,45.542,24.008,NA,"A"
47.671,"M",93,"Class2",68,7.27,51,37.876,34.069,49.975,59.78,"C"
78.933,"M",96,"Class2",64,7.956,36,17.369,20.004,44.756,50.82,"H"
62.103,"D",96,"Class2",73,8.081,51,14.293,15.073,31.622,82.524,"C"
76.696,"X",70,"Class3",25,84.345,55,85.017,30.857,88.731,87.916,"B"
62.734,"G",72,"Class3",18,84.867,56,86.528,52.805,77.955,88.261,"B"
52.095,"N",94,"Class2",75,5.642,63,39.57,25.726,34.54,53.083,"C"
89.906,"N",67,"Class3",22,84.748,21,85.863,58.145,83.801,86.914,"K"
85.943,"G",77,"Class3",21,84.568,35,NA,71.09,76.281,86.084,"A"
59.115,"N",95,"Class2",65,4.276,52,32.602,16.053,51.694,51.707,"X"
71.797,"L",73,"Class3",17,84.607,51,87.123,16.504,76.253,87.43,"C"
1.974,"V",40,"Class1",64,37.849,81,91.698,46.15,82.55,35.042,"R"
73.263,"L",66,"Class3",21,84.177,25,88.348,18.104,79.816,86.778,"K"
47.078,"M",94,"Class2",71,4.137,40,38.121,11.178,45.473,65.309,"Y"
77.133,"J",69,"Class3",14,85.181,59,89.299,85.775,83.128,88.21,"T"
13.495,"H",37,"Class1",65,38.855,74,89.871,55.395,72.804,38.417,"R"
61.372,"D",93,"Class2",63,6.331,38,19.615,12.401,44.394,58.553,"X"
82.972,"J",66,"Class3",21,84.707,33,85.402,30.22,74.461,86.851,"K"
66.188,"D",93,"Class2",66,8.759,45,21.171,33.454,15.424,82.233,"Y"
67.745,"Y",95,"Class2",68,5.73,62,31.567,60.835,38.142,88.688,"C"
0.32,"L",41,"Class1",43,38.45,79,89.943,35.226,83.512,34.454,"T"
6.531,"Z",38,"Class1",36,37.233,59,89.771,61.218,81.603,29.408,"Q"
60.676,"D",96,"Class2",63,5.48,57,42.439,31.377,50.297,69.863,"A"
16.286,"Z",37,"Class1",41,36.471,68,89.727,35.35,83.601,39.298,"R"
67.52,"G",72,"Class3",23,84.289,30,88.908,71.37,83.057,87.202,"K"
65.216,"L",67,"Class3",22,83.798,40,83.422,44.854,76.045,86.902,"T"
62.504,"D",96,"Class2",73,5.327,36,NA,26.314,48.285,56.328,"Y"
84.359,"J",67,"Class3",15,84.458,44,86.557,68.148,86.569,88.533,"A"
54.317,"M",94,"Class2",62,8.307,40,29.709,38.058,73.924,57.186,"Y"
49.138,"L",95,"Class2",65,5.748,67,6.992,41.556,39.479,70.634,"X"
85.057,"L",72,"Class3",21,84.635,34,87.524,35.407,85.024,86.605,"B"
54.225,"N",96,"Class2",64,6.514,58,2.075,58.949,41.69,60.203,"A"
60.333,"L",96,"Class2",73,6.625,55,8.279,63.762,43.832,58.032,"C"
81.786,"N",78,"Class3",18,84.883,61,86.647,70.47,87.685,87.418,"K"
61.019,"M",95,"Class2",73,2.814,65,20.961,16.698,35.598,69.68,"C"
72.929,"X",76,"Class3",20,84.666,64,NA,66.112,86.812,87.694,"K"
67.211,"L",74,"Class3",21,84.418,60,82.066,36.141,71.414,86.487,"A"
91.924,"G",78,"Class3",20,84.501,49,83.928,23.143,73.745,88.162,"K"
76.342,"Y",95,"Class2",67,6.248,62,37.788,27.311,53.624,NA,"C"
60.914,"G",73,"Class3",14,84.703,33,85.574,50.577,75.93,87.137,"C"
70.241,"N",95,"Class2",70,7.207,31,20.15,56.72,33.56,90.432,"C"
5.858,"H",41,"Class1",62,38.106,83,87.219,42.924,81.569,29.253,"Q"
71.298,"J",77,"Class3",21,84.094,35,86.728,40.954,78.749,88.676,"B"
80.723,"L",94,"Class2",69,8.829,58,21.821,50.164,23.114,89.121,"H"
71.06,"L",94,"Class2",63,6.262,40,36.13,43.838,77.933,74.508,"Y"
54.56,"L",96,"Class2",62,8.553,58,16.685,13.409,93.046,69.924,"C"
4.255,"H",38,"Class1",57,38.065,58,87.454,28.575,72.94,30.345,"X"
77.224,"Y",96,"Class2",66,6.121,42,15.119,50.935,35.859,52.427,"X"
82.649,"N",69,"Class3",21,84.726,25,86.101,61.505,76.908,88.285,"T"
3.788,"H",38,"Class1",66,37.359,57,93.76,23.202,69.933,36.253,"R"
54.283,"Y",96,"Class2",66,5.528,57,29.983,44.592,22.453,68.664,"H"
8.471,"H",37,"Class1",57,37.559,82,87.229,42.941,94.155,34.531,"Q"
47.637,"N",93,"Class2",73,6.413,31,31.372,41.251,56.017,54.84,"H"
53.079,"M",93,"Class2",65,4.12,34,37.447,13.033,39.88,51.006,"H"
16.498,"L",38,"Class1",66,37.377,77,91.961,16.968,79.904,37.492,"X"
56.438,"N",96,"Class2",63,7.183,57,25.372,53.347,45.124,89.831,"H"
6.19,"Z",42,"Class1",36,39.909,64,90.418,56.086,82.876,29.8,"T"
5.12,"V",39,"Class1",64,37.393,66,90.137,29.997,83.074,35.454,"K"
79.439,"N",94,"Class2",74,7.531,44,17.026,34.687,67.765,91.147,"C"
6.685,"H",41,"Class1",45,40.411,64,88.692,49.418,88.7,33.958,"K"
81.603,"N",72,"Class3",17,85.025,32,84.313,68.627,80.138,87.376,"T"
5.764,"Z",40,"Class1",42,37.45,62,91.527,22.214,95.268,34.064,"R"
59.816,"J",65,"Class3",24,84.942,30,86.885,78.439,77.251,87.262,"K"
51.569,"N",95,"Class2",69,5.453,41,22.016,10.503,57.357,71.137,"C"
61.702,"N",73,"Class3",21,84.117,61,86.099,87.925,79.316,87.428,"K"
4.115,"H",40,"Class1",61,38.051,70,89.978,30.872,74.686,35.537,"X"
2.406,"L",40,"Class1",51,38.984,71,88.336,40.993,78.785,38.596,"X"
73.181,"J",69,"Class3",23,84.394,63,82.498,36.425,73.879,87.424,"C"
5.523,"L",38,"Class1",66,36.637,71,NA,24.652,89.186,36.039,"Q"
0.734,"V",40,"Class1",63,41.07,70,88.031,25.584,94.662,30.317,"T"
68.751,"N",96,"Class2",74,5.268,37,17.07,60.338,66.708,74.422,"C"
13.305,"B",39,"Class1",59,37.048,79,88.698,23.666,94.65,33.665,"R"
63.537,"G",67,"Class3",20,84.937,45,88.496,31.375,80.385,88.808,"C"
67.774,"G",66,"Class3",15,84.523,29,83.049,43.362,91.638,87.144,"T"
12.522,"B",39,"Class1",66,38.663,57,89.509,19.046,97.596,38.043,"K"
64.932,"G",72,"Class3",20,84.741,60,89.759,18.515,92.7,86.643,"C"
