"D1","D2","D3","D4","D5","D6","Output3","D7","D8","D9","D10","D11"
17.632,83.47,18.07,63.649,49,30.829,"Class2",54.737,"Q",41,"T",65
37.296,49.765,25.993,69.396,NA,128.228,"Class4",92.985,"V",49,"Z",9
80.157,95.482,87.786,69.968,27,74.945,"Class3",34.946,"A",38,"K",21
50.708,43.753,59.874,57.405,NA,69.458,"Class1",69.677,"S",33,"Q",29
63.357,78.964,78.831,70.095,41,82.911,"Class3",53.479,"H",76,"A",41
24.9,51.281,-0.148,69.449,53,65.382,"Class4",72.518,"V",83,"Z",24
53.959,82.553,64.962,19.26,37,67.361,"Class1",70.817,"H",30,"M",32
7.503,47.706,42.151,71.378,59,48.865,"Class4",82.923,"P",67,"C",66
47.929,41.852,30.948,34.124,38,NA,"Class5",92.571,"Y",81,"A",69
26.179,51.593,67.128,49.921,34,60.11,"Class1",84.383,"S",31,"W",45
67.632,93.898,73.31,69.526,51,71.068,"Class3",88.391,"V",79,"E",14
38.92,83.535,25.995,64.463,35,49.896,"Class2",34.947,"P",40,"H",54
25.741,20.979,62.896,39.112,24,70.046,"Class1",57.914,"A",32,"W",8
85.603,66.687,54.887,30.256,58,70.135,"Class5",87.336,"S",85,"D",87
47.099,48.273,53.483,70.089,79,64.158,"Class4",88.164,"I",51,"Y",57
43.965,83.89,28.352,63.947,NA,61.18,"Class2",49.587,"P",50,"F",56
25.165,83.581,30.867,62.913,29,56.665,"Class2",76.207,"A",39,"T",56
74.917,90.409,81.162,69.39,67,105.015,"Class3",72.077,"H",47,"E",9
7.933,51.58,29.531,70.791,51,62.629,"Class4",90.369,"P",74,"D",62
53.483,61.215,45.049,25.468,41,71.627,"Class5",86.94,"S",81,"N",75
53.254,85.58,78.282,68.828,51,3.944,"Class3",84.495,"A",71,"M",14
18.263,83.696,40.66,62.912,NA,14.757,"Class2",76.263,"Q",29,"F",62
87.746,47.667,27.803,69.851,97,60.302,"Class4",86.39,"V",65,"Z",11
18.895,29.21,68.149,20.066,23,NA,"Class1",51.49,"S",28,"P",32
19.204,48.363,59.33,69.701,79,76.308,"Class4",82.844,"X",64,"I",65
82.266,70.67,45.927,21.898,56,69.855,"Class5",84.682,"A",77,"A",58
54.677,81.442,86.597,68.739,57,30.169,"Class3",70.412,"V",47,"A",11
80.654,43.612,42.939,40.434,51,75.137,"Class5",85.101,"A",80,"D",79
47.731,57.301,64.821,35.093,26,67.641,"Class1",92.879,"M",34,"V",9
57.965,49.243,58.764,27.164,38,64.228,"Class1",55.518,"S",29,"P",10
22.907,48.535,55.514,71.295,70,24.808,"Class4",74.424,"V",77,"I",18
66.522,48.486,40.344,69.579,62,48.455,"Class4",78.633,"X",52,"I",64
62.289,78.66,75.772,68.049,58,32.495,"Class3",60.801,"L",56,"K",38
57.612,70.18,48.067,19.146,49,72.84,"Class5",96.746,"C",79,"F",94
23.324,83.115,23.831,63.085,42,30.789,"Class2",81.079,"F",81,"F",50
84.208,64.019,33.522,18.744,49,70.353,"Class5",89.419,"C",81,"A",67
53.253,83.632,82.291,68.423,27,77.93,"Class3",29.571,"H",81,"A",32
36.817,83.816,25.243,63.967,37,51.641,"Class2",37.852,"F",81,"F",54
94.023,45.7,37.776,19.359,49,74.688,"Class5",97.36,"Y",78,"D",91
40.312,83.44,28.407,64.089,38,30.689,"Class2",67.792,"P",44,"H",55
74.185,48.114,84.514,70.053,79,107.04,"Class4",78.248,"X",52,"Z",36
66.437,97.154,87.451,70.873,43,-3.356,"Class3",46.988,"V",39,"A",24
41.149,49.57,23.827,70.004,100,36.482,"Class4",78.827,"V",44,"C",31
69.117,82.335,81.564,69.31,34,74.578,"Class3",96.853,"A",63,"M",25
50.8,58.839,35.463,25.685,42,71.493,"Class5",92.45,"Y",86,"D",73
39.748,44.181,61.549,47.469,28,68.465,"Class1",50.735,"H",34,"V",8
62.585,98.957,80.696,69.856,60,67.941,"Class3",88.778,"M",53,"S",18
61.013,38.22,49.602,50.115,36,69.059,"Class1",50.945,"S",29,"W",13
62.801,48.662,27.092,20.475,54,62.496,"Class5",97.818,"W",79,"D",78
27.792,83.439,34.881,63.282,32,37.529,"Class2",50.149,"P",43,"T",54
24.819,91.781,60.93,10.677,25,67.007,"Class1",53.612,"H",30,"V",23
6.464,47.042,57.429,70.521,66,47.523,"Class4",91.134,"P",44,"Z",36
77.768,55.252,36.397,16.583,43,69.531,"Class5",98.014,"W",85,"A",67
88.552,43.094,38.291,27.401,38,66.04,"Class5",98.649,"S",83,"D",68
24.182,49.228,33.339,71.009,41,58.387,"Class4",90.979,"L",63,"C",37
13.713,83.57,28.632,65.408,29,31.968,"Class2",44.257,"F",49,"H",51
84.593,58.164,35.359,31.085,52,71.281,"Class5",91.838,"Y",84,"D",74
50.839,84.223,78.049,69.001,44,45.483,"Class3",55.377,"H",56,"E",20
29.412,83.667,40.296,63.23,31,53.337,"Class2",58.465,"F",77,"V",57
46.818,49.626,79.621,69.776,44,68.548,"Class4",86.791,"L",66,"D",23
55.297,80.406,60.479,48.228,NA,71.086,"Class1",59.959,"Z",34,"P",32
39.892,17.692,59.468,48.889,32,68.621,"Class1",91.907,"A",32,"Q",15
69.214,64.62,43.41,28.021,34,68.108,"Class5",91.081,"C",87,"D",80
37.097,48.546,46.745,22.664,23,64.623,"Class1",69.38,"Z",32,"Q",9
60.098,47.617,-3.456,69.338,94,63.697,"Class4",73.556,"I",77,"Y",63
88.608,81.857,69.689,68.291,55,49.994,"Class3",20.392,"H",51,"K",28
53.566,51.93,47.597,70.488,65,79.803,"Class4",87.681,"X",74,"Z",30
87.835,92.917,81.248,68.126,67,34.876,"Class3",71.687,"L",61,"M",25
75.471,86.763,89.669,69.663,64,52.751,"Class3",68.364,"H",69,"K",33
84.033,61.789,44.858,13.781,33,73.63,"Class5",85.789,"S",82,"N",78
49.88,95.67,79.92,69.671,34,50.187,"Class3",54.869,"H",42,"M",16
55.919,57.853,54.199,24.898,55,68.025,"Class5",87.866,"C",81,"E",93
58.504,55.302,52.751,34.257,NA,NA,"Class5",89.259,"Y",83,"F",71
82.723,43.838,49.843,20.985,42,68.73,"Class5",98.568,"W",87,"A",61
72.187,86.578,82.244,68.065,33,20.332,"Class3",85.932,"M",47,"S",40
23.989,83.923,33.02,62.243,48,26.766,"Class2",43.054,"Q",52,"V",62
31.634,83.906,23.492,62.66,45,49.49,"Class2",74.943,"F",55,"J",65
22.305,59.468,61.995,53.49,26,68.1,"Class1",88.624,"H",30,"V",13
96.764,48.939,35.843,27.059,37,62.685,"Class5",84.148,"C",84,"A",63
78.967,77.395,67.322,68.219,65,51.555,"Class3",26.166,"L",76,"E",16
30.94,67.688,71.722,59.124,36,65.744,"Class1",81.44,"H",30,"W",27
70.822,48.974,54.426,70.136,55,72.272,"Class4",76.836,"I",79,"D",58
33.921,88.52,77.092,25.682,36,68.154,"Class1",49.017,"A",29,"M",23
64.663,83.338,80.413,70.965,25,68.387,"Class3",76.556,"M",52,"A",20
61.394,86.956,67.089,23.797,37,52.289,"Class1",56.268,"Z",28,"W",18
26.721,66.737,62.371,52.123,26,68.048,"Class1",90.306,"H",33,"V",39
86.677,93.489,82.8,68.922,56,46.624,"Class3",35.083,"A",61,"A",37
47.76,72.268,61.511,9.883,32,76.578,"Class1",70.441,"M",32,"M",9
91.922,62.578,35.907,22.303,33,69.227,"Class5",88.513,"C",87,"E",85
13.189,83.773,31.533,63.367,40,36.15,"Class2",49.064,"Q",49,"V",64
70.315,49.362,9.595,69.27,24,65.03,"Class4",89.117,"I",47,"Z",43
72.762,70.777,31.509,20.626,35,70.867,"Class5",86.734,"Y",85,"D",83
27.273,61.092,64.046,12.524,37,65.119,"Class1",70.231,"H",29,"M",37
81.657,86.423,78.196,68.845,33,74.705,"Class3",60.324,"M",62,"E",32
20.297,83.802,34.024,63.21,53,54.049,"Class2",66.88,"A",31,"F",54
50.757,90.737,61.55,15.079,27,74.17,"Class1",54.601,"A",30,"W",25
34.1,43,63.46,65.038,33,61.156,"Class1",75.212,"M",34,"Q",16
72.268,52.703,17.38,68.945,88,98.661,"Class4",66.17,"X",74,"C",35
32.885,83.249,34.508,64.335,43,28.701,"Class2",66.441,"Q",32,"H",64
81.103,52.438,46.932,27.467,56,68.878,"Class5",84.975,"A",83,"F",65
25.3,32.369,62.333,41.432,34,58.172,"Class1",85.893,"H",31,"Q",36
82.78,71.7,81.113,68.109,38,NA,"Class3",59.31,"M",60,"K",8
75.914,46.958,41.709,26.556,35,69.605,"Class5",89.756,"S",86,"E",71
14.623,83.333,29.398,65.1,43,57.883,"Class2",82.807,"Q",58,"T",54
44.049,49.238,29.938,70.345,87,63.329,"Class4",77.482,"I",75,"D",6
21.655,29.494,61.584,42.99,NA,65.032,"Class1",79.756,"S",28,"P",22
77.964,53.227,40.119,29.989,42,70.111,"Class5",94.746,"A",78,"E",91
13.49,83.776,30.05,64.947,46,72.1,"Class2",56.299,"A",77,"F",51
21.554,83.022,20.024,64.916,48,29.61,"Class2",56.501,"Q",61,"F",56
45.421,52.172,25.32,70.492,NA,69.579,"Class4",73.595,"V",66,"D",14
88.533,41.896,24.33,16.935,48,65.536,"Class5",92.582,"A",78,"N",62
52.783,85.797,53.316,42.146,30,59.803,"Class1",72.452,"Z",34,"V",44
44.298,52.779,35.542,69.902,88,44.94,"Class4",70.53,"X",78,"D",8
82.573,99.284,87.989,67.285,45,54.889,"Class3",57.15,"L",75,"K",43
38.381,55.618,47.836,10.567,27,65.085,"Class1",80.079,"H",29,"V",31
89.764,52.952,30.129,69.578,44,70.402,"Class4",83.35,"P",52,"I",63
55.618,82.802,56.276,65.054,22,74.225,"Class1",81.27,"H",29,"P",16
11.578,51.198,39.783,70.36,52,74.697,"Class4",78.563,"P",51,"Z",49
36.204,86.799,71.062,53.508,28,67.996,"Class1",48.762,"M",32,"W",20
94.921,43.735,45.176,22.784,59,67.597,"Class5",98.989,"S",82,"N",84
16.435,83.686,21.339,62.711,40,34.336,"Class2",71.326,"B",56,"F",57
94.308,51.85,28.547,6.731,49,70.495,"Class5",92.419,"Y",87,"F",98
41.549,83.591,33.345,63.441,51,40.24,"Class2",82.336,"Q",71,"T",60
55.307,71.498,30.265,14.555,48,65.666,"Class5",92.647,"S",81,"N",70
22.507,66.052,58.198,62.6,22,59.513,"Class1",91.844,"Z",28,"W",47
29.213,83.3,32.586,63.326,31,21.381,"Class2",52.954,"Q",74,"H",58
80.474,52.378,57.562,69.8,87,24.862,"Class4",83.118,"X",51,"I",59
29.35,49.66,49.689,69.678,35,40.964,"Class4",74.867,"V",48,"Z",29
69.117,94.197,78.935,70.138,41,65.488,"Class3",20.901,"M",38,"S",37
89.479,81.495,78.243,71.119,43,70.394,"Class3",32.31,"A",58,"K",43
74.592,85.534,90.564,69.482,29,30.644,"Class3",96.764,"A",58,"E",19
36.999,76.553,62.291,50.689,27,59.952,"Class1",56.829,"S",32,"W",10
70.568,72.009,81.294,69.382,66,63.233,"Class3",40.197,"L",74,"A",12
90.124,72.743,74.767,68.891,34,84.078,"Class3",82.908,"V",51,"M",43
19.706,47.341,49.857,70.14,47,32.6,"Class4",75.914,"P",56,"C",9
18.294,83.951,22.511,61.897,29,47.958,"Class2",57.263,"Q",58,"F",59
77.218,86.469,81.19,70.017,62,87.29,"Class3",36.988,"L",73,"K",18
73.703,48.084,22.943,69.082,88,62.86,"Class4",89.099,"X",54,"Y",65
44.124,30.927,67.449,33.415,27,67.217,"Class1",51.063,"A",33,"P",44
63.636,52.209,51.698,70.27,64,60.282,"Class4",79.123,"L",46,"D",45
85.998,94.548,75.736,69.633,27,64.405,"Class3",32.328,"A",74,"A",43
86.954,89.026,78.399,69.046,61,29.872,"Class3",70.32,"L",79,"M",40
56.462,51.555,41.165,26.833,NA,70.646,"Class5",96.034,"A",82,"A",64
23.31,83.954,37.94,63.326,33,29.919,"Class2",32.981,"Q",52,"J",58
9.517,47.466,6.684,70.463,89,52.295,"Class4",80.484,"V",70,"Y",44
87.508,61.287,28.773,19.039,43,65.396,"Class5",89.114,"C",84,"N",81
51.837,48.382,19.034,70.723,74,81.956,"Class4",68.654,"L",54,"I",28
30.713,83.395,24.196,63.209,33,54.004,"Class2",47.395,"Q",47,"F",62
63.763,84.903,84.102,70.308,59,-12.036,"Class3",21.415,"M",45,"K",30
32.104,68.419,62.323,17.326,23,65.405,"Class1",61.977,"M",34,"P",38
33.702,47.847,65.11,69.819,NA,46.617,"Class4",64.815,"I",83,"Z",49
20.392,83.724,18.058,64.151,46,27.702,"Class2",35.548,"A",72,"F",51
91.218,51.098,57.581,19.105,41,69.341,"Class5",88.341,"C",82,"N",72
86.481,53.24,48.339,29.569,57,69.48,"Class5",88.146,"A",77,"N",70
89.447,72.787,66.937,69.106,45,34.545,"Class3",34.41,"M",58,"S",12
65.462,47.534,77.255,70.187,71,90.385,"Class4",72.227,"I",47,"Y",34
62.077,50.502,34.295,27.614,43,76.799,"Class5",86.026,"W",77,"F",58
12.161,83.623,21.064,62.999,29,49.883,"Class2",70.379,"A",36,"F",61
51.674,66.49,42.293,22.152,39,65.761,"Class5",91.109,"Y",86,"N",71
76.985,71.638,83.061,68.158,55,6.945,"Class3",69,"A",64,"E",37
53.534,99.486,70.683,69.595,39,67.407,"Class3",19.911,"V",79,"A",10
81.578,80.184,79.263,69.417,32,41.91,"Class3",69.876,"A",63,"E",36
61.072,93.816,84.171,67.469,41,91.847,"Class3",67.576,"V",70,"E",43
90.854,94.322,87.887,68.912,48,61.251,"Class3",26.778,"A",56,"S",44
17.702,83.391,34.771,63.54,33,7.612,"Class2",65.813,"F",56,"V",62
53.594,50.895,6.375,70.332,45,95.136,"Class4",70.588,"P",79,"I",30
66.608,89.708,82.849,68.421,36,71.182,"Class3",89.858,"H",55,"K",32
48.077,57.312,45.522,26.293,54,71.699,"Class5",95.136,"A",81,"E",70
82.091,71.411,81.11,67.856,30,51.456,"Class3",46.235,"V",41,"M",8
64.36,48.349,34.698,69.941,30,62.431,"Class4",75.993,"X",61,"D",57
45.339,51.885,24.987,70.415,75,52.533,"Class4",85.04,"L",80,"C",21
35.354,22.898,61.04,26.092,22,NA,"Class1",73.645,"M",32,"M",42
63.211,96.178,87.315,70.182,66,92.438,"Class3",71.386,"H",64,"M",9
41.681,83.621,38.715,63.727,51,38.455,"Class2",61.043,"Q",30,"V",61
21.158,83.207,33.982,64.861,51,32.4,"Class2",57.94,"Q",64,"T",59
78.822,48.467,15.988,69.887,95,49.806,"Class4",85.661,"V",46,"Y",14
85.735,94.784,88.263,69.103,67,52.408,"Class3",36.552,"V",48,"M",13
81.177,74.033,70.945,70.641,28,83.152,"Class3",56.47,"M",38,"K",12
86.748,65.21,43.636,21.622,NA,69.403,"Class5",98.647,"A",78,"N",78
77.983,50.833,74.124,70.586,57,106.861,"Class4",68.179,"P",55,"I",64
38.033,59.285,57.046,28.926,37,67.522,"Class1",69.633,"Z",34,"W",48
62.568,51.807,55.457,20.008,33,64.626,"Class1",72.892,"H",33,"W",30
30.535,83.834,32.133,64.027,41,40.291,"Class2",35.959,"F",74,"T",58
62.919,26.568,64.333,63.748,38,NA,"Class1",71.391,"H",28,"M",21
56.52,84.953,71.222,70.499,42,36.276,"Class3",29.229,"A",69,"E",19
81.561,51.437,64.846,69.925,62,NA,"Class4",79.738,"P",83,"C",40
40.492,49.275,63.576,70.138,51,33.301,"Class4",69.763,"V",52,"Z",41
49.622,82.223,60.543,12.676,20,NA,"Class1",52.796,"M",34,"V",28
39.223,83.471,28.985,63.251,48,54.459,"Class2",44.985,"B",81,"F",54
18.7,33.568,60.096,31.187,27,76.526,"Class1",66.833,"H",28,"V",31
17.806,47.619,52.594,71.104,74,37.758,"Class4",88.318,"I",69,"Z",47
60.47,67.432,50.602,52.081,35,60.522,"Class1",79.001,"A",30,"P",43
36.652,63.931,71.136,22.45,31,64.287,"Class1",84.159,"M",33,"M",27
51.744,15.75,55.622,62.962,NA,57.911,"Class1",70.128,"Z",32,"W",9
24.257,49.36,54.923,69.827,79,79.671,"Class4",80.709,"X",69,"I",51
64.286,93.227,77.688,70.082,40,41.521,"Class3",79.07,"H",78,"S",24
62.207,50.21,41.233,26.399,45,68.559,"Class5",87.249,"Y",87,"D",89
84.207,48.792,82.731,71.649,42,84.173,"Class4",70.447,"P",61,"Y",9
56.238,96.464,82.039,69.638,48,57.951,"Class3",94.579,"A",61,"M",44
58.252,70.047,35.12,15.453,NA,72.502,"Class5",95,"S",83,"A",86
62.128,50.785,39.897,70.513,NA,52.503,"Class4",73.961,"X",64,"I",53
64.672,49.58,51.89,69.78,87,80.138,"Class4",63.817,"P",59,"Y",61
40.191,51.801,61.933,11.228,20,61.968,"Class1",57.28,"S",30,"P",41
78.369,87.868,80.061,68.067,64,36.98,"Class3",55.825,"A",52,"E",23
43.623,69.772,44.086,30.912,35,68.663,"Class5",90.579,"A",85,"F",63
17.273,51.929,68.861,68.674,82,52.633,"Class4",66.227,"L",75,"D",19
73.327,76.126,83.97,69.562,53,46.37,"Class3",96.561,"A",56,"A",28
19.069,28.796,55.781,-1.594,37,59.584,"Class1",77.09,"H",28,"V",10
63.172,92.619,80.12,67.551,29,15.571,"Class3",47.915,"L",41,"M",12
17.093,83.048,9.517,63.69,36,44.344,"Class2",32.068,"B",28,"T",60
17.682,83.216,24.024,63.497,29,69.821,"Class2",64.355,"B",32,"V",61
31.896,83.475,17.735,62.734,43,47.436,"Class2",67.437,"P",35,"F",59
41.874,83.615,28.822,64.495,44,34.561,"Class2",66.542,"A",66,"F",54
17.322,86.655,62.959,2.167,34,69.819,"Class1",77.25,"S",33,"Q",30
54.812,44.245,60.975,16.477,31,70.046,"Class1",62.87,"S",34,"Q",17
26.731,83.386,26.899,65.117,44,34.65,"Class2",32.266,"Q",76,"H",52
27.935,83.459,21.941,64.534,53,14.496,"Class2",40.454,"F",48,"V",60
74.058,65.904,41.656,25.126,46,69.759,"Class5",85.372,"C",83,"A",59
66.997,76.853,78.992,69.729,30,73.862,"Class3",44.183,"H",57,"A",37
45.277,15.037,60.349,36.369,24,73.092,"Class1",78.544,"A",29,"P",12
61.108,66.261,40.037,34.698,54,70.928,"Class5",93.879,"C",81,"E",93
63.287,46.735,64.287,17.387,30,64.932,"Class1",68.244,"M",29,"Q",34
32.438,83.636,26.375,61.947,41,41.785,"Class2",66.238,"Q",46,"J",60
74.576,83.503,76.428,71.198,59,67.382,"Class3",76.75,"L",80,"E",26
89.666,42.952,46.784,34.335,46,69.356,"Class5",87.74,"A",81,"F",63
14.809,83.663,21.593,64.604,36,38.291,"Class2",64.561,"F",60,"T",57
93.349,90.685,84.421,68.796,53,37.935,"Class3",49.951,"V",64,"A",33
43.604,83.976,13.865,62.931,49,37.996,"Class2",86.813,"F",74,"V",57
11.208,83.859,20.983,64.318,36,37.481,"Class2",37.985,"B",52,"J",56
22.756,83.701,22.567,62.516,33,16.39,"Class2",45.457,"A",39,"V",62
37.714,83.822,24.139,65.303,52,NA,"Class2",73.147,"Q",63,"T",56
60.188,75.491,79.672,67.415,26,96.017,"Class3",67.119,"L",81,"M",39
42.811,83.544,24.475,63.451,31,52.176,"Class2",54.092,"P",40,"J",57
26.58,27.552,62.948,13.285,21,64.829,"Class1",47.411,"H",33,"W",46
33.547,83.535,27.44,62.009,33,33.627,"Class2",45.479,"F",52,"F",64
26.546,51.983,43.462,68.78,24,60.932,"Class4",82.154,"V",52,"D",57
52.723,41.896,32.716,29.748,61,68.958,"Class5",91.926,"A",82,"D",62
45.859,71.223,78.136,69.855,61,37.348,"Class3",59.108,"H",65,"M",9
17.935,83.89,28.18,63.765,43,34.221,"Class2",44.93,"Q",57,"T",57
40.17,83.497,48.53,64.079,32,36.136,"Class2",52.361,"B",44,"F",65
21.664,83.754,34.489,64.332,51,20.498,"Class2",70.203,"Q",80,"F",55
52.815,55.331,26.879,21.85,54,71.08,"Class5",86.847,"A",82,"N",82
64.11,50.723,8.826,68.188,91,51.296,"Class4",74.189,"X",70,"Y",44
62.665,49.891,55.798,70.491,60,53.807,"Class4",88.164,"V",72,"C",46
37.637,83.553,41.37,63.52,34,23.04,"Class2",84.451,"P",50,"F",65
83.751,49.202,90.478,70.702,27,69.06,"Class4",89.099,"L",70,"D",60
94.203,38.019,41.893,24.123,48,71.699,"Class5",92.233,"W",84,"D",69
94.134,72.968,79.834,71.197,66,9.56,"Class3",57.752,"A",74,"A",33
80.382,63.156,44.44,22.65,60,65.218,"Class5",94.097,"Y",83,"A",76
62.874,77.6,69.98,40.367,36,61.097,"Class1",64.888,"Z",31,"P",18
31.846,16.429,56.413,24.421,31,64.799,"Class1",64.879,"S",33,"Q",46
65.56,89.389,73.594,70.373,34,52.818,"Class3",39.915,"L",38,"K",30
82.118,97.037,84.275,69.526,NA,67.621,"Class3",44.666,"A",62,"M",8
91.184,92.842,79.114,69.672,53,94.182,"Class3",68.374,"V",76,"S",8
25.064,83.219,25.434,65.033,40,27.394,"Class2",60.377,"A",51,"F",63
43.402,75.402,55.335,45.181,28,69.222,"Class1",72.198,"M",30,"Q",46
73.343,88.816,75.702,67.506,34,16.355,"Class3",92.677,"M",45,"K",44
38.94,83.979,27.875,64.257,53,38.803,"Class2",78.308,"Q",29,"F",58
47.628,83.902,85.675,68.445,55,46.496,"Class3",83.722,"A",41,"M",21
91.569,68.198,53.28,30.971,36,71.294,"Class5",90.15,"S",83,"F",90
64.088,47.192,38.838,69.988,95,54.919,"Class4",80.28,"L",77,"I",51
66.633,60.585,42.256,20.189,53,71.73,"Class5",97.846,"S",77,"A",82
65.49,49.303,73.308,70.654,60,61.591,"Class4",81.421,"V",50,"Y",37
55.682,71.823,77.838,67.791,50,68.099,"Class3",52.139,"M",48,"E",38
15.03,49.012,104.42,69.929,93,53.747,"Class4",92.875,"P",66,"I",55
25.798,83.377,27.879,63.018,35,8.819,"Class2",61.21,"A",50,"H",54
85.573,97.176,77.497,71.329,46,66.127,"Class3",45.68,"A",77,"E",24
92.145,97.835,76.158,70.339,NA,14.214,"Class3",47.474,"A",58,"M",14
64.704,40.203,51.191,15.352,55,72.303,"Class5",95.923,"W",82,"A",79
34.679,25.642,72.37,20.117,26,64.727,"Class1",85.271,"S",31,"W",14
63.623,50.803,72.822,69.765,44,67.019,"Class4",76.112,"P",80,"C",23
27.937,83.598,21.194,63.546,30,27.801,"Class2",46.712,"Q",81,"T",60
72.784,95.972,77.65,68.821,39,41.042,"Class3",95.053,"V",78,"A",38
55.818,50.616,50.391,69.796,55,32.877,"Class4",81.526,"I",79,"Z",66
47.653,39.906,39.513,29.524,56,71.022,"Class5",96.473,"W",82,"N",87
67.918,47.657,37.321,69.155,98,63.556,"Class4",90.333,"X",62,"D",50
70.382,92.959,86.183,68.336,42,65.414,"Class3",73.9,"L",72,"K",9
69.283,77.475,82.768,70.953,26,60.814,"Class3",18.773,"V",55,"K",15
85.878,51.48,53.471,70.208,63,64.718,"Class4",75.211,"P",66,"Z",66
82.181,48.264,45.265,70.559,61,45.949,"Class4",91.432,"V",67,"Z",66
47.763,87.08,64.507,36.022,32,68.8,"Class1",86.784,"S",29,"V",49
40.437,47.879,33.799,70.384,32,36.832,"Class4",92.808,"V",57,"C",55
80.4,52.238,33.038,70.77,53,63.878,"Class4",66.014,"P",62,"I",33
92.898,52.987,23.152,69.876,24,32.656,"Class4",70.027,"V",66,"Z",39
33.847,36.741,66.604,-2.212,NA,70.096,"Class1",67.127,"S",30,"W",7
58.92,51.076,38.291,22.556,38,70.613,"Class5",89.766,"W",78,"E",83
71.339,48.016,69.934,70.738,58,79.847,"Class4",66.758,"I",77,"D",11
32.006,83.705,29.227,65.502,36,47.733,"Class2",64.901,"B",45,"F",60
19.637,55.595,63.31,19.82,34,66.844,"Class1",55.873,"H",29,"P",19
15.275,83.605,40.781,62.075,53,60.671,"Class2",56.797,"P",46,"T",64
17.445,83.903,17.637,64.208,29,35.636,"Class2",52.853,"A",35,"V",53
22.866,19.249,66.583,65.472,22,69.817,"Class1",69.034,"M",29,"V",45
82.678,53.903,50.294,22.102,48,72.432,"Class5",96.358,"C",77,"D",82
51.418,52.674,35.972,70.077,NA,90.967,"Class4",77.606,"L",73,"Y",57
35.274,50.534,68.165,70.511,88,72.111,"Class4",77.205,"L",59,"Z",16
21.805,47.155,62.841,71.623,56,55.832,"Class4",78.378,"L",45,"D",18
11.059,51.945,48.005,70.354,48,64.645,"Class4",66.218,"P",50,"Z",13
56.494,67.832,64.389,72.619,21,58.317,"Class1",60.3,"Z",32,"V",43
61.99,75.59,77.059,68.658,57,60.64,"Class3",97.181,"M",69,"A",39
50.433,78.805,89.951,70.165,32,70.667,"Class3",57.369,"L",66,"S",10
23.153,20.349,58.922,45.803,36,66.409,"Class1",60.455,"A",30,"V",12
77.73,92.183,78.146,71.687,64,105.436,"Class3",33.354,"A",80,"M",25
79.242,84.317,81.966,69.017,40,54.188,"Class3",63.984,"A",42,"A",35
70.686,79.481,85.919,70.664,45,6.185,"Class3",84.196,"M",57,"A",14
56.433,62.084,51.086,32.628,46,71.018,"Class5",95.227,"A",78,"A",75
41.604,52.51,-10.136,69.091,35,55.285,"Class4",85.256,"X",63,"I",15
27.463,51.878,59.826,68.788,97,110.939,"Class4",65.725,"P",46,"C",50
11.046,83.611,29.525,61.848,48,29.092,"Class2",67.35,"Q",52,"V",61
32.997,83.685,22.149,64.099,45,17.806,"Class2",35.946,"A",56,"F",50
42.547,48.469,70.097,69.514,41,73.825,"Class4",79.341,"I",54,"D",21
39.718,55.237,44.377,22.182,46,69.768,"Class5",84.66,"C",82,"D",99
57,51.299,32.505,70.503,52,52.226,"Class4",74.617,"X",58,"D",40
40.516,83.314,26.91,62.987,35,42.099,"Class2",48.356,"A",45,"T",57
43.423,50.59,60.423,3.598,31,66.311,"Class1",65.512,"M",30,"W",15
68.163,50.176,76.163,69.561,66,33.839,"Class4",85.052,"L",67,"Z",13
89.113,82.176,77.448,69.853,54,46.409,"Class3",45.25,"H",76,"E",9
85.251,57.606,30.194,22.399,38,70.608,"Class5",98.981,"Y",82,"N",86
43.701,50.43,22.708,70.319,76,61.998,"Class4",89.366,"V",59,"I",52
90.796,71.213,51.631,32.38,37,71.408,"Class5",92.905,"S",77,"D",77
41.583,40.052,33.781,12.49,41,70.958,"Class5",88.448,"A",86,"A",76
27.735,83.293,3.428,63.05,39,45.092,"Class2",70.64,"B",49,"H",57
35.552,83.849,28.015,64.353,52,40.432,"Class2",49.466,"Q",62,"V",52
17.281,83.647,34.279,62.961,41,45.588,"Class2",44.497,"Q",46,"F",63
35.941,83.041,38.505,63.243,44,22.17,"Class2",67.789,"B",66,"T",52
65.149,44.304,35.028,23.092,39,67.682,"Class5",85.839,"C",84,"E",69
26.655,77.248,57.735,63.262,26,64.311,"Class1",72.181,"S",29,"M",39
88.434,48.185,11.084,68.813,68,NA,"Class4",68.683,"P",52,"I",17
71.863,93.046,88.007,67.485,46,102.494,"Class3",64.842,"M",53,"K",19
20.522,83.793,24.162,63.886,47,52.154,"Class2",34.935,"F",54,"V",58
91.636,77.446,61.235,69.286,54,35.847,"Class3",60.02,"L",59,"M",32
25.53,83.419,31.537,61.029,43,60.601,"Class2",70.733,"A",66,"V",65
50.765,92.489,66.975,44.048,20,68.821,"Class1",69.435,"S",32,"P",41
37.176,83.326,33.497,67.387,43,46.819,"Class2",68.752,"A",73,"J",61
14.081,83.961,28.648,62.484,43,61.375,"Class2",85.1,"P",53,"V",57
79.712,49.603,46.729,70.271,65,119.76,"Class4",65.378,"I",46,"D",51
19.208,73.674,62.217,44.54,20,66.613,"Class1",61.101,"M",29,"Q",41
48.924,55.252,32.937,2.357,49,71.782,"Class5",94.827,"W",87,"D",80
64.731,52.336,24.86,70.661,68,69.8,"Class4",90.584,"X",50,"D",17
