"E1","E2","Output4","E3","E4","E5","E6","E7","E8","E9","E10","E11"
81.26,40.418,"Class4",47,"V",24,39.52,21.451,"A",13.364,49,76.607
78.962,8.809,"Class1",23,"R",76,58.698,40.704,"K",76.109,66,33.578
80.356,30.065,"Class3",56,"J",24,58.462,55.33,"H",6.32,49,52.996
90.616,19.058,"Class5",59,"I",33,61.249,94.432,"L",NA,91,66.913
65.655,23.248,"Class3",42,"D",28,28.119,15.298,"O",19.979,26,57.29
108.732,19.066,"Class5",63,"E",9,70.585,93.526,"L",15.7,91,74.765
68.075,9.035,"Class1",44,"R",38,61.341,51.904,"V",66.578,66,32.622
28.877,28.1,"Class3",50,"Y",23,44.079,62.146,"O",17.318,25,59.602
69.859,22.855,"Class3",58,"J",26,57.362,62.07,"H",NA,29,52.845
68.002,25.955,"Class5",28,"K",8,96.354,94.165,"L",34.771,91,66.17
42.702,9.815,"Class1",32,"M",44,57.209,41.831,"V",75.798,67,32.888
6.718,8.868,"Class1",30,"A",67,56.627,49.412,"D",69.816,66,34.127
69.238,9.279,"Class1",37,"T",64,54.863,41.441,"K",74.338,67,NA
20.269,64.623,"Class2",71,"A",29,80.572,74.153,"N",49.796,47,53.201
64.53,19.301,"Class5",62,"E",36,27.077,94.908,"G",28.911,91,86.608
20.91,64.757,"Class2",76,"U",38,81.117,70.436,"Y",51.155,72,69.881
60.284,17.801,"Class3",47,"L",26,35.28,35.283,"D",16.328,45,60.57
62.432,10.058,"Class1",24,"T",71,54.284,35.135,"K",62.411,66,35.916
58.133,20.689,"Class5",34,"S",33,51.362,94.582,"H",31.627,92,66.904
68.383,27.772,"Class3",54,"V",38,24.217,68.149,"O",10.147,45,60.998
61.494,26.385,"Class5",56,"E",28,58.933,94.061,"L",31.873,92,74.264
18.089,48.857,"Class4",46,"V",60,38.061,52.53,"A",15.669,45,24.625
68.319,31.894,"Class3",43,"D",33,50.33,40.285,"P",22.835,55,61.403
19.249,59.305,"Class2",76,"A",14,81.107,72.24,"F",41.052,72,72.248
21.176,79.536,"Class2",69,"B",36,81.714,74.539,"F",33.133,90,37.002
18.574,49.19,"Class4",49,"V",60,54.335,35.01,"H",19.579,64,NA
65.602,13.971,"Class3",55,"D",21,40.615,31.256,"O",19.606,24,55.084
31.08,21.92,"Class3",51,"D",36,43.532,62.527,"H",16.446,39,71.014
116.614,38.007,"Class4",49,"V",52,23.02,29.21,"H",10.749,25,78.828
63.449,42.315,"Class4",48,"R",6,31.508,31.899,"S",21.793,44,28.982
50.878,19.032,"Class5",59,"E",43,58.169,94.407,"L",24.679,92,79.186
20.96,65.112,"Class2",81,"B",43,81.175,73.921,"P",64.054,42,50.673
22.16,65.258,"Class2",81,"U",16,81.384,70.888,"P",63.998,46,52.903
9.795,7.808,"Class1",37,"M",45,55.609,26.517,"K",96.702,67,28.151
22.066,63.843,"Class2",74,"K",30,81.609,70.191,"N",53.865,42,49.28
20.766,63.946,"Class2",77,"B",24,80.703,71.551,"I",47.295,57,15.292
76.979,7.658,"Class1",33,"M",50,50.041,36.051,"V",78.211,67,34.48
51.536,27.805,"Class5",49,"Z",31,54.197,94.602,"H",13.874,91,78.587
21.09,88.604,"Class2",81,"K",42,80.896,73.538,"Y",53.373,85,48.843
21.411,68.905,"Class2",70,"B",26,81.228,68.165,"Y",69.064,33,33.338
32.324,24.97,"Class3",53,"V",19,64.033,26.811,"O",5.046,27,60.282
39.661,8.069,"Class1",40,"A",44,51.711,38.623,"L",86.102,67,33.929
68.591,19.972,"Class3",56,"J",34,43.094,37.423,"C",11.816,20,59.909
77.932,44.69,"Class4",48,"P",12,22.572,28.963,"E",9.054,41,51.887
19.083,24.81,"Class5",42,"Z",33,45.718,94.488,"Q",13.315,92,67.477
39.456,14.723,"Class5",75,"E",40,91.104,94.571,"H",26.02,91,72.271
35.255,18.507,"Class5",48,"S",45,16.785,94.416,"G",34.129,92,84.899
44.804,38.368,"Class4",46,"W",15,53.269,13.301,"H",14.264,28,34.058
32.393,9.15,"Class1",26,"R",66,61.244,23.019,"L",82.85,66,34.941
52.449,10.171,"Class1",34,"T",48,57.33,27.932,"K",NA,66,34.444
-2.714,17.065,"Class5",31,"E",37,56.614,94.829,"G",24.001,91,67.815
57.755,38.119,"Class4",46,"M",47,48.061,16.717,"A",21.974,60,44.68
21.429,42.859,"Class4",47,"M",67,45.63,11.501,"A",15.515,51,29.109
52.725,38.152,"Class3",53,"D",18,82.032,53.163,"O",4.214,31,77.35
3.069,37.128,"Class4",48,"W",37,22.06,39.355,"H",9.697,34,34.475
54.23,39.552,"Class3",44,"V",37,49.006,44.495,"O",12.864,53,71.989
65.482,37.309,"Class4",46,"W",18,67.886,23.424,"S",17.806,35,11.906
21.733,59.666,"Class2",78,"U",47,79.129,71.662,"Y",33.896,77,33.912
58.433,40.78,"Class4",47,"W",18,55.025,9.622,"E",14.174,49,37.098
67.24,24.61,"Class3",41,"L",15,33.152,58.229,"H",12.749,41,61.347
53.359,10.888,"Class1",33,"M",26,53.311,37.208,"C",81.221,66,NA
47.333,25.44,"Class5",69,"Z",11,84.964,94.72,"Q",33.871,91,82.864
68.044,17.919,"Class3",49,"Y",16,31.764,46.365,"D",21.988,47,55.807
40.355,41.861,"Class3",50,"V",30,31.833,1.265,"O",21.581,47,75.888
36.492,17.395,"Class5",47,"E",13,54.861,95.024,"H",NA,91,73.544
46.577,17.181,"Class3",57,"L",19,22.977,44.854,"P",7.964,47,66.429
55.906,21.472,"Class3",42,"V",23,55.06,57.941,"H",18.542,23,59.476
21.035,59.308,"Class2",76,"B",17,80.668,75.655,"N",43.672,82,26.399
21.306,21.984,"Class5",74,"I",24,34.751,94.766,"G",13.288,91,84.69
85.731,48.326,"Class4",49,"V",49,81.261,28.736,"A",18.182,29,68.455
21.187,66.382,"Class2",69,"I",33,81.113,74.015,"Y",40.286,45,48.946
62.678,8.218,"Class1",23,"M",72,56.305,44.845,"D",65.902,66,34.5
21.04,71.845,"Class2",75,"B",16,80.899,73.248,"F",57.676,64,78.581
52.281,7.619,"Class1",28,"Y",84,53.648,40.745,"V",80.779,67,31.126
67.683,39.158,"Class4",49,"M",48,46.271,4.729,"H",9.163,55,75.833
21.63,68.927,"Class2",79,"A",25,81.5,76.299,"F",49.833,75,12.567
31.788,38.998,"Class4",46,"W",22,20.927,37.378,"E",16.487,43,38.225
28.783,27.339,"Class5",58,"K",43,34.003,94.034,"L",7.292,91,66.118
23.54,16.689,"Class3",58,"J",24,24.176,27.241,"D",18.2,48,65.257
20.905,67.408,"Class2",76,"I",34,81.352,71.986,"I",66.251,36,46.565
58.209,49.883,"Class4",48,"M",65,57.153,33.374,"H",19.172,51,37.6
20.934,66.727,"Class2",73,"B",34,81.405,73.873,"Y",50.528,41,75.217
71.858,10.646,"Class1",30,"Y",73,53.915,35.843,"D",71.218,67,30.616
76.62,7.073,"Class1",26,"R",37,56.184,35.847,"D",78.367,67,34.633
21.305,62.37,"Class2",72,"I",14,81.623,74.877,"P",44.127,54,66.186
36.861,28.764,"Class5",44,"E",55,44.946,94.395,"L",9.726,91,80.986
24.494,10.171,"Class1",24,"Y",25,56.796,21.957,"D",73.421,67,36.334
54.495,36.664,"Class4",49,"P",26,41.112,61.244,"P",16.461,46,71.638
20.768,65.782,"Class2",76,"I",40,80.571,67.547,"P",64.265,61,39.984
20.697,87.186,"Class2",80,"A",16,82.019,69.877,"P",37.936,74,19.167
31.696,8.863,"Class1",42,"Y",54,56.419,33.9,"L",95.003,66,27.031
36.318,10.091,"Class1",43,"M",89,58.971,44.175,"C",92.184,66,32.879
-17.175,19.496,"Class5",27,"S",52,76.325,94.672,"H",NA,92,80.043
22.173,66.537,"Class2",79,"I",22,79.693,71.216,"P",33.064,36,62.543
58.156,15.187,"Class5",60,"K",27,50.246,94.501,"H",21.941,92,70.164
20.728,6.715,"Class5",57,"I",19,88.352,93.949,"P",22.933,92,77.88
21.618,76.771,"Class2",82,"U",41,80.013,68.824,"P",52.507,48,50.777
29.981,8.194,"Class5",31,"E",23,67.443,94.712,"Q",13.602,92,71.902
67.325,41.195,"Class3",37,"D",32,61.934,36.941,"D",NA,50,74.588
26.107,15.675,"Class3",42,"Y",15,45.83,43.839,"C",19.936,29,64.119
67.345,28.975,"Class3",39,"Y",30,82.527,15.914,"O",7.966,50,64.266
54.146,38.055,"Class4",46,"R",25,49.752,20.555,"E",NA,69,60.285
61.439,7.848,"Class1",36,"R",44,52.322,34.909,"K",69.995,67,NA
69.963,43.708,"Class4",49,"P",77,74.596,34.29,"E",9.506,70,NA
34.539,36.48,"Class4",46,"P",44,37.106,9.918,"H",17.076,46,60.335
75.173,42.717,"Class4",46,"V",71,48.022,37.303,"P",14.163,70,54.099
96.53,40.619,"Class4",46,"P",38,43.505,30.284,"H",12.624,34,61.13
57.331,9.206,"Class1",32,"R",50,58.49,34.192,"D",64.87,66,32.111
21.221,80.36,"Class2",77,"I",14,81.75,73.456,"I",58.535,67,51.189
30.065,15.962,"Class5",39,"I",23,83.966,94.436,"P",NA,92,68.625
68.733,48.697,"Class4",49,"M",65,43.09,37.157,"P",NA,67,NA
96.968,42.879,"Class4",46,"R",55,34.286,11.892,"P",10.832,30,40.41
21.488,84.276,"Class2",73,"A",46,81.667,72.95,"N",43.116,75,56.907
26.38,36.941,"Class4",47,"M",48,35.349,42.215,"H",15.078,71,8.387
66.105,39.288,"Class3",40,"L",32,28.212,28.268,"C",NA,53,61.773
59.569,14.028,"Class3",47,"Y",31,44.06,76.579,"C",5.265,9,58.311
40.596,9.043,"Class1",43,"R",42,55.697,39.459,"L",91.359,67,33.217
58.111,42.311,"Class4",47,"R",55,64.343,37.998,"A",12.38,63,53.117
36.717,10.136,"Class1",44,"T",30,60.426,38.995,"L",69.534,66,34.529
44.633,25.364,"Class3",47,"D",27,60.648,48.09,"H",6.924,27,77.645
35.157,11.004,"Class5",42,"S",40,98.639,94.404,"Q",10.524,91,65.718
20.552,69.172,"Class2",78,"B",39,81.366,73.1,"F",50.898,76,29.01
19.784,8.938,"Class1",18,"R",26,54.154,34.847,"D",94.529,67,32.101
54.061,10.853,"Class1",29,"Y",81,54.769,39.032,"D",90.914,67,31.324
73.474,35.227,"Class3",45,"V",32,32.472,72.535,"H",8.159,43,57.874
20.081,76.854,"Class2",75,"B",26,80.787,70.916,"F",54.311,71,62.294
92.561,39.459,"Class4",47,"R",25,56.742,23.48,"H",NA,71,62.519
66.448,8.7,"Class1",37,"A",80,51.133,41.619,"C",70.222,66,34.126
14.006,28.005,"Class5",57,"S",41,30.065,94.364,"P",34.863,91,70.552
72.406,7.68,"Class1",43,"T",55,49.278,29.934,"C",82.88,66,33.337
3.907,19.71,"Class5",35,"I",53,37.015,94.918,"H",34.239,91,85.719
20.556,79.455,"Class2",74,"K",36,80.97,71.988,"F",NA,68,57.473
97.36,34.338,"Class3",51,"Y",37,40.866,66.802,"C",21.224,22,58.416
52.631,42.548,"Class4",46,"R",34,33.902,9.961,"A",20.352,32,75.102
61.47,31.092,"Class3",49,"V",15,12.417,55.768,"H",15.488,8,NA
25.272,19.664,"Class5",44,"S",35,72.212,94.67,"L",8.912,92,NA
31.505,27.589,"Class5",78,"Z",32,15.077,94.49,"L",15.321,91,60.985
71.863,12.319,"Class5",42,"K",47,48.948,94.86,"L",23.646,91,80.051
20.532,79.107,"Class2",77,"A",44,80.821,70.331,"Y",41.187,64,82.78
66.083,8.822,"Class1",45,"R",45,52.89,29.513,"L",65.738,66,29.897
45.895,13.021,"Class5",26,"Z",14,50.418,94.653,"P",13.378,92,79.858
49.084,8.986,"Class1",24,"T",68,50.868,45.143,"K",87.542,67,NA
68.023,8.072,"Class1",18,"T",58,56.645,50.323,"K",70.994,66,34.935
21.814,78.497,"Class2",76,"K",26,80.568,68.965,"Y",41.223,60,22.055
86.441,6.582,"Class5",43,"E",31,37.584,94.497,"P",18.383,92,67.326
47.77,10.561,"Class1",33,"A",40,50.533,34.73,"C",69.854,67,34.503
19.903,59.835,"Class2",78,"U",38,81.415,74.163,"Y",63.489,46,63.864
71.805,31.199,"Class3",54,"L",15,55.883,54.708,"P",10.064,17,69.96
49.014,49.692,"Class4",49,"R",75,10.628,20.71,"S",15.325,22,47.854
20.915,80.388,"Class2",82,"A",39,80.813,71.357,"F",39.18,56,32.546
72.018,4.636,"Class5",45,"E",13,25.765,94.021,"Q",9.447,91,84.101
74.321,36.983,"Class3",49,"V",32,43.409,34.477,"D",17.617,40,53.512
42.456,36.13,"Class4",49,"W",51,67.684,36.213,"E",8.51,70,10.323
71.937,30.276,"Class3",52,"L",34,42.959,54.461,"D",10.323,44,NA
51.17,9.875,"Class1",17,"M",25,56.684,36.995,"V",86.228,67,28.732
84.537,15.899,"Class5",84,"S",31,52.687,94.658,"P",15.441,92,70.484
33.363,13.266,"Class5",35,"S",33,44.526,94.424,"L",16.24,91,85.147
49.486,31.803,"Class3",40,"J",35,52.675,27.022,"P",16.625,22,75.692
37.96,17.652,"Class5",31,"I",16,38.542,94.36,"H",16.997,92,70.253
21.759,26.587,"Class5",55,"E",49,56.852,94.485,"G",30.269,92,67.231
37.279,15.003,"Class5",74,"E",26,70.156,93.539,"Q",18.61,92,NA
47.796,35.652,"Class3",44,"J",18,32.636,62.592,"D",17.223,36,75.669
85.478,35.842,"Class3",41,"L",17,27.399,74.345,"C",21.037,13,63.513
26.159,22.48,"Class5",33,"E",8,34.447,94.618,"P",25.493,91,85.778
52.858,40.693,"Class4",49,"V",38,49.312,33.242,"H",20.176,56,15.84
20.043,8.205,"Class1",25,"Y",37,56.48,48.595,"V",96.123,67,32.015
72.499,17.145,"Class3",53,"V",15,55.426,19.298,"D",20.915,39,74.968
65.415,40.736,"Class3",49,"L",26,30.592,64.173,"D",3.021,42,54.641
50.237,46.943,"Class4",46,"M",25,2.162,26.152,"S",10.918,35,70.309
75.305,36.456,"Class4",48,"P",50,21.672,18.816,"A",19.425,60,63.578
48.794,7.954,"Class1",36,"Y",58,57.727,43.889,"D",69.963,66,29.714
75.649,45.43,"Class4",46,"M",71,44.899,35.888,"E",8.449,27,27.264
20.092,66.267,"Class2",68,"B",31,80.704,72.822,"P",33.995,39,66.706
77.3,35.04,"Class3",46,"Y",33,49.65,52.821,"H",18.325,51,58.005
21.893,83.016,"Class2",78,"U",21,81.019,71.773,"F",64.105,39,45.353
21.416,85.52,"Class2",81,"K",30,79.774,73.953,"F",39.094,53,73.733
20.64,85.571,"Class2",72,"I",35,80.037,73.306,"Y",47.526,34,69.869
51.107,46.537,"Class4",49,"V",69,64.433,20.172,"S",14.591,48,56.624
49.166,11,"Class1",41,"M",88,56.094,44.037,"V",83.111,66,33.594
67.522,8.777,"Class1",43,"A",61,51.179,50.115,"L",62.484,67,28.049
80.32,7.015,"Class1",17,"T",80,51.131,35.577,"V",68.812,66,31.254
45.848,9.773,"Class1",27,"Y",65,54.337,27.066,"K",62.093,67,30.734
55.195,8.92,"Class1",26,"T",38,58.054,39.575,"L",78.371,66,36.237
41.293,37.469,"Class3",46,"D",29,54.209,43.969,"C",5.483,40,58.858
34.899,10.912,"Class1",44,"Y",75,53.86,46.228,"V",77.533,66,33.282
47.825,8.517,"Class1",30,"A",34,49.984,26.804,"K",80.655,66,36.852
73.742,16.994,"Class5",52,"S",21,33.184,94.438,"P",9.077,92,74.063
51.028,9.527,"Class1",28,"T",52,56.68,24.442,"D",63.878,67,28.5
29.827,42.36,"Class3",51,"L",28,45.602,43.381,"C",4.091,48,65.557
20.835,71.345,"Class2",77,"B",29,81.512,73.812,"F",62.448,60,63.078
43.954,49.5,"Class4",47,"V",65,57.475,31.742,"H",20.094,24,46.33
14.019,35.517,"Class4",48,"V",78,43.115,20.442,"H",13.974,60,9.349
49.209,27.778,"Class3",44,"J",15,60.245,30.087,"H",3.721,14,58.919
21.204,63.662,"Class2",77,"K",16,80.574,69.637,"Y",52.763,72,83.332
72.211,8.653,"Class1",24,"Y",57,54.091,41.146,"V",63.822,67,32.782
19.728,70.041,"Class2",67,"U",32,80.714,70.356,"Y",48.312,35,50.832
20.61,87.569,"Class2",68,"U",32,81.219,70.429,"I",NA,89,79.602
23.006,82.164,"Class2",79,"U",35,80.882,71.557,"P",61.261,79,83.737
67.964,23.554,"Class3",52,"Y",37,35.329,48.134,"C",12.701,12,59.452
73.143,49.191,"Class4",49,"R",54,22.438,40.222,"A",18.254,29,24.126
49.813,17.458,"Class3",58,"V",28,55.167,78.089,"H",11.507,46,51.033
79.277,49.893,"Class4",49,"M",22,33.745,21.885,"E",18.489,43,55.789
73.786,9.539,"Class5",81,"K",49,84.125,94.186,"H",25.802,92,80.107
19.8,77.124,"Class2",78,"I",44,81.064,71.684,"I",64.706,43,12.808
19.758,87.524,"Class2",69,"A",35,81.111,72.173,"N",33.206,56,20.978
80.96,10.992,"Class1",25,"T",58,54.864,37.58,"L",62.757,67,33.86
20.357,70.526,"Class2",76,"K",34,81.442,71.726,"P",46.098,38,NA
21.302,77.874,"Class2",77,"I",46,80.897,74.385,"F",50.734,78,62.775
66.763,24.155,"Class5",50,"S",32,8.616,93.967,"Q",24.756,91,63.245
19.882,62.835,"Class2",69,"A",46,80.141,72.106,"Y",42.975,40,28.559
7.449,48.657,"Class4",48,"P",37,41.548,40.122,"P",15.701,41,75.789
60.798,10.946,"Class1",25,"T",60,53.418,39.218,"C",74.547,67,29.199
28.885,36.239,"Class3",57,"Y",37,49.62,70.583,"H",NA,36,53.6
45.769,10.521,"Class1",33,"Y",87,54.569,39.204,"K",82.316,67,36.645
78.272,7.889,"Class1",27,"R",87,51.073,48.75,"C",NA,66,35.784
88.528,47.314,"Class4",47,"W",47,12.504,34.651,"P",10.632,35,75.157
58.285,31.801,"Class3",54,"Y",34,43.259,16.018,"P",15.564,50,55.437
20.962,83.178,"Class2",68,"B",24,81.115,73.438,"N",61.892,85,NA
37.376,20.852,"Class3",56,"D",39,59.433,73.855,"C",NA,26,54.237
74.685,40.13,"Class4",46,"P",50,52.672,45.314,"E",9.526,24,33.776
20.547,87.401,"Class2",67,"K",24,80.226,68.763,"F",39.476,84,NA
69.746,7.21,"Class1",22,"A",35,52.064,29.916,"K",68.595,66,34.873
51.23,19.646,"Class3",38,"Y",22,27.344,37.485,"P",17.181,49,64.803
37.99,8.431,"Class1",29,"M",49,52.818,48.849,"D",86.532,67,34.54
70.037,17.934,"Class5",48,"E",8,37.538,94.431,"P",12.287,91,65.728
33.928,17.441,"Class5",41,"I",12,98.588,94.339,"G",14.349,92,79.215
90.514,26.594,"Class5",38,"Z",55,22.337,94.483,"H",13.65,91,76.949
43.609,18.667,"Class3",43,"Y",33,64.385,55.032,"C",19.342,43,69.724
76.622,14.349,"Class3",58,"V",19,55.418,41.577,"C",4.91,52,71.052
20.815,84.824,"Class2",76,"U",29,80.937,71.19,"F",NA,67,41.044
70.863,37.094,"Class3",40,"J",16,33.447,50.641,"C",9.414,54,74.205
47.69,27.458,"Class5",49,"Z",38,47.282,94.704,"Q",11.903,91,57.349
21.384,45.538,"Class4",47,"R",49,38.329,25.307,"A",9.704,62,25.665
66.218,6.667,"Class5",60,"S",47,40.072,94.313,"P",15.742,92,78.9
39.664,8.32,"Class1",40,"R",56,55.201,33.56,"D",75.912,66,27.485
44.044,49.432,"Class4",48,"P",14,18.855,44.521,"H",21.575,20,30.758
46.62,35.179,"Class3",40,"Y",30,20.428,68.058,"C",15.188,13,61.954
55.455,34.636,"Class3",58,"J",31,32.391,46.426,"H",19.547,21,62.24
47.139,8.547,"Class1",22,"T",77,56.493,31.697,"D",66.45,67,33.163
28.577,20.582,"Class5",74,"K",16,50.838,94.718,"H",30.323,92,58.985
85.871,39.227,"Class4",48,"W",56,28.26,28.278,"A",9.218,23,34.374
69.198,26.992,"Class3",44,"L",22,15.395,60.611,"P",17.048,24,67.464
65.817,40.485,"Class3",43,"Y",38,43.178,79.339,"H",16.822,7,62.472
58.209,19.026,"Class5",85,"Z",51,32.919,94.373,"H",28.096,91,86.292
50.281,7.953,"Class1",22,"M",77,57.749,39.718,"C",91.14,66,27.399
36.735,10.409,"Class1",26,"A",44,53.561,46.329,"L",NA,67,33.331
39.079,47.035,"Class4",46,"W",29,41.476,30.363,"A",17.94,40,12.292
85.663,27.224,"Class3",50,"J",33,45.212,43.397,"C",4.972,41,66.828
71.353,37.531,"Class4",46,"V",24,23.409,20.187,"A",10.827,61,26.571
38.228,9.002,"Class1",37,"T",45,53.765,43.039,"C",87.346,67,36.758
58.082,27.202,"Class5",55,"E",46,52.291,94.939,"H",NA,92,69.913
59.518,21.768,"Class3",39,"V",22,64.037,11.15,"C",17.247,31,62.148
19.833,83.687,"Class2",71,"I",36,80.946,72.479,"N",NA,46,16.03
80.749,48.482,"Class4",49,"P",53,29.027,36.211,"H",11.677,62,34.887
75.866,13.267,"Class3",40,"Y",22,21.023,61.659,"D",7.033,43,52.929
27.598,7.096,"Class1",32,"T",74,59.475,29.642,"V",70.681,66,29.976
42.915,6.066,"Class5",49,"K",30,34.801,94.226,"H",33.393,92,68.937
37.997,23.961,"Class5",68,"Z",15,48.616,94.535,"L",34.207,91,68.902
76.251,15.829,"Class3",50,"V",39,41.522,70.053,"H",20.875,32,51.316
81.022,40.452,"Class4",47,"W",32,64.07,34.425,"P",13.481,28,38.215
62.946,43.884,"Class4",46,"V",27,48.673,39.634,"E",18.971,36,25.465
18.185,6.781,"Class5",82,"S",37,45.784,94.552,"G",29.733,91,70.129
55.807,8,"Class1",35,"Y",70,51.977,44.271,"K",93.087,66,33.075
-4.061,4.787,"Class5",53,"K",21,65.593,94.262,"L",18.424,92,79.62
61.884,38.956,"Class4",47,"R",61,96.304,28.788,"A",15.324,65,13.286
19.889,35.589,"Class4",47,"M",15,62.73,22.592,"E",10.463,61,40.642
35.119,20.591,"Class3",49,"Y",24,40.187,43.684,"P",8.841,27,69.019
8.09,38.566,"Class4",48,"W",32,77.201,29.495,"H",10.572,54,38.263
19.96,41.015,"Class4",48,"P",35,31.398,12.351,"E",19.275,73,22.583
9.788,42.14,"Class4",49,"P",64,44.527,32.525,"S",21.441,49,NA
53.219,10.643,"Class1",23,"T",43,60.84,31.556,"D",90.817,66,33.651
64.258,39.861,"Class4",49,"M",53,20.925,38.054,"E",17.14,67,10.778
62.087,35.246,"Class3",46,"V",38,76.133,45.071,"C",9.598,57,NA
20.305,72.613,"Class2",71,"I",13,81.305,73.129,"Y",47.396,61,76.201
82.353,18.213,"Class3",42,"V",37,80.575,22.063,"O",22.24,8,75.496
20.808,79.364,"Class2",72,"U",18,82.373,71.783,"I",56.204,49,26.49
87.416,30.732,"Class3",39,"Y",19,67.157,66.301,"O",3.335,10,72.659
51.526,12.842,"Class3",54,"V",32,47.783,46.206,"C",15.765,34,73.508
22.022,76.427,"Class2",79,"U",34,80.955,72.243,"F",69.702,58,35.55
56.353,14.772,"Class5",27,"I",44,94.806,94.497,"G",17.014,91,58.262
40.835,9.092,"Class5",28,"S",28,58.273,94.52,"G",20.639,92,75.045
69.795,40.158,"Class3",42,"Y",37,48.476,46.688,"C",8.441,20,70.905
21.826,66.767,"Class2",77,"I",39,82.054,70.214,"F",66.02,88,45.469
69.507,27.884,"Class3",46,"V",23,50.253,31.833,"D",4.261,33,59.814
43.711,22.906,"Class5",74,"I",21,51.076,95.212,"H",20.127,91,77.728
21.126,74.399,"Class2",67,"I",15,80.549,73.07,"I",NA,76,75.828
58.698,15.275,"Class3",57,"V",18,43.396,55.094,"C",9.985,30,75.026
76.356,10.916,"Class5",78,"I",31,44.164,94.828,"G",25.199,92,61.104
20.456,65.263,"Class2",75,"K",44,80.347,73.871,"N",69.861,63,65.255
40.007,15.999,"Class5",85,"S",41,79.613,94.585,"H",11.12,91,72.661
20.847,21.427,"Class5",68,"Z",54,96.66,94.318,"G",23.471,92,86.227
20.517,82.569,"Class2",80,"I",26,81.383,73.534,"I",40.539,48,29.086
69.886,45.489,"Class4",47,"P",76,27.329,27.456,"A",8.099,24,33.365
19.139,62.358,"Class2",70,"A",30,81.578,70.799,"P",38.626,47,41.748
26.656,9.81,"Class1",19,"T",72,55.411,50.018,"V",90.796,66,27.536
57.812,42.725,"Class4",48,"R",57,49.093,14.479,"E",14.232,72,32.191
21.066,63.413,"Class2",81,"U",24,81.55,69.748,"F",66.61,72,56.398
21.067,71.471,"Class2",78,"B",29,81.009,68.263,"I",NA,65,16.307
55.199,17.484,"Class3",52,"J",31,51.889,51.486,"H",5.254,8,53.737
22.163,69.3,"Class2",81,"I",46,81.049,67.474,"N",63.262,32,30.519
58.237,8.833,"Class1",38,"M",88,59.175,39.769,"D",69.546,66,33.879
100.557,36.677,"Class4",47,"P",38,62.841,35.613,"H",12.853,61,30.761
45.328,7.412,"Class1",25,"R",50,52.908,29.116,"C",95.846,66,31.928
21.658,13.609,"Class5",24,"Z",14,73.037,94.688,"Q",15.713,91,72.356
20.693,60.512,"Class2",73,"K",30,80.004,71.617,"F",66.344,50,74.36
21.108,82.856,"Class2",68,"U",19,81.664,69.247,"Y",38.574,70,69.624
41.519,8.252,"Class1",40,"M",82,48.513,35.625,"K",90.389,67,28.694
103.911,35.564,"Class4",47,"V",41,67.96,18.2,"E",9.249,58,50.325
67.014,27.442,"Class5",51,"S",12,64.465,94.694,"P",9.863,92,79.497
21.995,82.355,"Class2",78,"A",23,81.476,74.007,"F",43.582,73,37.638
62.015,42.607,"Class3",46,"V",18,50.187,20.594,"D",22.021,51,54.213
46.293,10.774,"Class5",32,"K",7,68.453,95.122,"L",21.018,92,NA
52.773,28.953,"Class5",86,"S",52,-14.447,94.127,"P",7.472,92,NA
107.135,43.563,"Class4",48,"P",50,14.53,38.851,"A",16.334,31,53.109
30.934,39.41,"Class3",51,"J",24,47.634,46.233,"O",19.888,47,73.549
47.613,8.448,"Class1",37,"M",90,56.945,47.443,"D",86.94,67,34.393
20.644,73.546,"Class2",82,"B",41,80.596,71.67,"I",61.059,50,12.931
40.938,7.857,"Class1",26,"T",67,51.669,42.838,"K",89.664,66,33.93
20.822,61.521,"Class2",72,"B",39,80.343,70.545,"N",47.98,75,83.53
21.02,80.208,"Class2",73,"K",33,81.29,71.817,"Y",49.847,59,67.589
51.565,48.048,"Class4",46,"M",56,16.695,43.688,"E",10.328,20,79.332
39.249,10.996,"Class1",23,"A",26,57.312,32.355,"D",81.633,67,28.936
55.244,37.307,"Class4",47,"P",67,39.475,25.897,"H",17.244,71,13.358
53.236,8.613,"Class1",29,"M",64,56.928,24.238,"L",65.74,66,27.606
104.92,35.196,"Class4",48,"P",42,76.902,31.649,"E",16.553,69,66.201
47.336,12.055,"Class3",58,"J",19,14.494,25.015,"C",4.901,25,74.658
68.777,7.067,"Class1",18,"M",36,54.797,36.468,"K",68.298,67,31.496
52.606,49.962,"Class4",49,"W",74,6.94,42.466,"E",16.662,57,30.328
56.669,15.903,"Class5",31,"I",39,70.251,94.654,"Q",15.748,92,73.206
21.619,82.911,"Class2",82,"B",13,82.132,72.656,"P",53.977,31,11.911
63.712,16.302,"Class3",52,"Y",15,30.339,73.238,"P",4.593,7,77.558
66.873,31.262,"Class3",46,"Y",32,46.336,22.288,"H",12.99,53,60.513
69.176,35.322,"Class3",53,"D",22,50.346,68.115,"C",15.92,53,59.831
69.299,21.452,"Class5",41,"E",30,66.318,94.468,"P",10.349,91,80.299
17.633,42.9,"Class4",49,"P",53,23.398,23.097,"P",20.617,60,19.505
90.748,7.018,"Class1",43,"R",62,53.062,46.823,"D",77.953,67,34.102
67.408,25.324,"Class5",42,"Z",51,58.078,94.866,"P",21.064,91,NA
74.82,7.985,"Class1",20,"M",72,55.347,49.475,"C",71.57,67,33.178
61.446,36.905,"Class4",47,"W",21,-21.875,36.236,"A",18.847,65,11.364
