"X1","X2","X3","X4","X5","X6","X7","X8","Output23","X9","X10","X11"
19.377,43.922,90.238,53.455,5,20,48.696,63.611,"Class3","M","H",68
56.639,43.159,19.947,15.835,44,77,41.74,41.414,"Class1","R","F",35
23.917,52.696,89.075,47.327,5,13,48.954,3.892,"Class3","L","H",64
33.747,49.425,79.779,32.613,77,18,48.082,50.252,"Class3","I","H",66
58.234,29.235,45.063,74.843,14,36,60.811,85.28,"Class2","X","S",51
8.02,82.803,89.323,72.194,1,19,48.469,3.231,"Class3","L","R",68
60.453,22.735,56.23,77.561,40,55,35.602,81.134,"Class2","B","K",55
32.71,90.555,82.574,54.051,74,19,48.244,50.273,"Class3","L","O",65
69.128,115.554,56.449,11.322,41,86,34.341,40.406,"Class1","Q","F",34
50.677,76.579,80.587,17.697,19,15,49.047,71.256,"Class3","M","H",69
60.194,27.165,70.771,78.716,41,51,54.316,68.232,"Class2","S",NA,75
70.725,56.98,19.137,13.548,48,54,34.356,41.536,"Class1","P","K",33
57.186,67.908,48.219,11.538,37,69,49.435,40.305,"Class1","N","V",35
11.558,47.434,93.858,103.638,72,22,48.336,24.589,"Class3","Z","R",69
9.339,46.722,79.217,56.261,13,17,48.803,15.296,"Class3","M","C",68
60.189,25.868,70.356,74.714,16,51,58.33,57.223,"Class2","K","K",73
59.648,74.482,46.725,22.592,41,58,49.627,41.119,"Class1","P","F",33
25.721,68.078,87.74,63.252,67,18,48.123,37.407,"Class3","M","R",64
39.182,50.413,77.615,55.088,23,24,48.594,12.928,"Class3","I","O",67
58.474,55.271,19.528,15.195,48,88,38.551,41.307,"Class1","R","C",34
65.562,77.762,91.815,25.511,47,88,38.849,41.634,"Class1","R","R",33
58.589,43.136,27.771,21.861,39,78,40.204,41.242,"Class1","Q","R",35
48.113,49.642,79.679,92.154,66,20,48.778,31.998,"Class3","Z","R",69
21.048,42.254,83.573,74.306,20,12,48.414,2.123,"Class3","I","H",66
16.286,37.195,79.468,15.06,36,20,48.904,2.136,"Class3","E","O",66
62.813,52.922,20.989,8.906,44,88,44.436,41.672,"Class1","S","F",35
60.05,28.203,29.942,74.279,39,50,62.874,91.424,"Class2","S","O",87
59.351,21.316,27.504,76.694,18,41,54.69,80.211,"Class2","S","S",62
44.721,58.415,92.222,65.075,14,20,48.193,41.8,"Class3","Z","R",63
59.005,25.141,26.315,75.073,41,60,47.456,86.245,"Class2","B","I",87
64.673,75.521,58.205,12.531,35,74,34.044,41.012,"Class1","Q","F",35
57.911,66.558,63.148,17.542,39,57,43.328,41.161,"Class1","P","K",34
66.24,75.439,50.016,22.297,47,58,37.164,40.478,"Class1","P","V",36
38.543,42.304,93.522,80.113,31,14,48.396,22.654,"Class3","L","H",65
30.723,38.282,93.82,21.709,54,25,48.052,27.914,"Class3","M","R",64
57.656,72.947,49.849,14.374,39,85,33.349,41.965,"Class1","R","K",35
61.247,33.295,32.424,27.207,40,69,36.008,40.593,"Class1","R","R",33
72.092,76.877,51.159,21.992,45,88,44.237,41.437,"Class1","Q","R",33
58.172,73.286,23.725,24.033,48,68,42.771,40.178,"Class1","S","F",34
61.884,24.279,40.072,79.34,20,34,47.827,84.822,"Class2","K","R",66
39.918,63.669,94.557,62.958,11,17,48.352,27.809,"Class3","I","C",67
71.91,66.456,85.95,22.984,42,63,41.754,41.014,"Class1","P","C",33
61.383,62.869,53.28,19.023,35,80,35.834,41.33,"Class1","R","F",33
45.849,41.581,76.001,73.1,46,26,48.726,52.553,"Class3","L","X",65
16.873,74.208,78.511,62.256,10,23,48.646,7.893,"Class3","Z","C",63
56.839,76.915,53.639,18.933,47,93,40.467,41.344,"Class1","S","F",33
59.871,77.285,86.291,21.057,35,66,32.648,40.72,"Class1","P","C",35
50.607,63.032,95.859,39.933,50,10,48.526,46.393,"Class3","L","C",63
31.053,51.85,95.392,28.585,35,19,48.149,63.179,"Class3","I","X",63
46.992,62.894,92.012,50.101,59,12,48.636,37.281,"Class3","Z","X",68
58.558,53.922,16.635,12.621,39,82,46.132,41.868,"Class1","R","K",34
14.836,39.398,88.032,57.502,46,15,48.405,54.457,"Class3","M","R",67
60.111,24.979,35.11,84.135,26,41,50.754,72.252,"Class2","T","R",57
50.501,51.541,NA,28.532,48,27,48.353,49.985,"Class3","M","R",69
62.863,20.496,69.57,79.451,44,56,65.463,66.595,"Class2","B","O",51
38.373,70.819,93.792,49.905,70,16,48.7,73.401,"Class3","I","H",69
71.258,59.13,25.956,26.401,42,90,39.1,40.888,"Class1","N","V",33
59.111,28.174,84.277,79.426,46,62,49.05,83.017,"Class2","B","S",69
24.774,78.565,75.367,56.836,59,8,48.573,67.775,"Class3","Z","O",67
14.152,60.042,96.954,42.906,6,15,48.138,41.356,"Class3","M","C",66
60.099,24.378,27.701,76.136,18,31,56.274,56.446,"Class2","B","O",68
65.296,81.456,25.866,18.782,45,58,41.996,40.883,"Class1","S","C",35
58.528,28.382,85.196,74.075,48,56,54.347,60.41,"Class2","T","S",85
34.455,50.568,96.609,18.819,18,21,48.924,44.066,"Class3","M","C",67
16.58,59.802,94.577,91.656,31,11,49.229,50.41,"Class3","Z","C",64
31.901,79.667,86.343,38.024,20,13,48.051,39.565,"Class3","I","C",63
26.073,50.7,77.523,108.905,9,21,48.48,62.813,"Class3","M","R",66
24.407,56.458,89.017,39.387,10,21,47.93,48.394,"Class3","E","X",69
64.749,44.385,NA,8.747,43,80,44.26,40.603,"Class1","Q","V",33
59.016,27.471,84.508,78.315,27,51,46.735,54.46,"Class2","X","R",85
62.886,11.802,89.657,5.09,37,66,43.337,41.675,"Class1","P","R",35
55.902,84.709,71.585,16.175,42,69,48.861,40.486,"Class1","P","K",36
70.018,55.295,17.818,26.319,46,55,36.877,41.385,"Class1","S","R",35
61.578,25.35,59.186,76.693,28,43,53.379,81.832,"Class2","X","R",86
59.349,52.443,56.785,23.181,46,59,37.99,40.011,"Class1","Q","R",35
32.609,33.796,76.648,73.118,20,14,48.09,34.744,"Class3","Z","O",63
55.772,48.499,NA,17.577,37,74,43.171,41.094,"Class1","Q","F",35
58.476,74.545,58.193,28.463,35,86,36.221,40.964,"Class1","S",NA,36
58.336,29.808,26.147,80.04,33,53,59.213,91.5,"Class2","B","K",55
35.529,88.649,95.209,21.45,57,17,49.809,39.053,"Class3","I","X",69
61.069,30.267,63.047,80.643,37,32,51.068,55.705,"Class2","S","O",59
59.68,27.571,89.466,80.854,48,50,51.051,59,"Class2","S","S",50
71.999,47.143,45.388,16.094,36,57,44.276,40.897,"Class1","Q","K",33
37.071,62.429,90.155,17.881,33,15,48.837,42.98,"Class3","L","H",66
15.372,35.495,74.223,64.522,29,17,48.736,33.566,"Class3","I","C",64
58.547,23.946,84.392,79.168,34,40,38.627,71.078,"Class2","X","S",68
42.42,46.621,74.761,69.486,20,26,48.073,70.044,"Class3","L","C",69
70.813,70.904,80.324,11.616,38,69,46.293,40.966,"Class1","S","K",36
68.243,83.367,40.796,12.127,35,55,38.857,41.679,"Class1","R","F",34
61.861,26.848,39.358,74.766,41,49,52.24,65.317,"Class2","K","K",91
30.632,45.598,93.808,79.18,63,25,48.642,65.784,"Class3","L",NA,66
42.428,74.079,75.203,56.604,68,20,48.2,14.773,"Class3","L","H",64
36.34,82.42,90.674,7.929,7,10,48.042,8.823,"Class3","L","O",65
58.969,23.431,55.214,75.49,35,49,47.431,80.964,"Class2","S","O",86
59.548,20.07,81.669,80.21,22,45,45.773,82.432,"Class2","B","S",52
60.373,27.845,63.396,79.657,34,61,43.028,61.616,"Class2","T","O",80
45.322,50.053,96.171,56.792,3,27,48.261,49.217,"Class3","L","O",64
60.274,73.881,64.826,15.423,43,52,46.565,40.767,"Class1","N","V",34
59.069,21.886,88.814,74.245,15,62,52.6,75.716,"Class2","B","S",90
27.274,68.48,76.182,65.244,14,21,48.465,5.967,"Class3","I","X",63
62.758,29.55,25.575,72.795,21,42,62.92,78.161,"Class2","T","S",53
49.169,42.863,89.075,50.332,20,19,48.774,5.205,"Class3","E","R",63
56.391,60.149,88.644,14.006,45,72,41.144,41.351,"Class1","P","F",34
72.658,20.612,80.514,20.596,47,83,39.383,40.845,"Class1","P","F",36
64.196,41.902,38.137,18.395,37,53,38.158,40.109,"Class1","Q","K",36
58.38,23.195,50.994,77.455,43,39,49.928,73.87,"Class2","K","I",60
62.092,27.047,30.446,75.858,35,45,70.593,74.879,"Class2","K","R",82
32.57,45.588,94.134,87.514,59,16,48.894,43.185,"Class3","Z","X",65
60.298,20.413,58.998,80.396,28,51,57.38,77.898,"Class2","K",NA,85
57.451,65.81,48.14,3.275,47,73,37.331,41.628,"Class1","N","F",35
22.299,55.853,76.152,53.783,47,9,48.406,20.986,"Class3","E","C",69
11.955,67.153,97.924,80.035,4,24,48.427,52.161,"Class3","L","O",67
62.242,22.422,65.54,78.129,33,46,41.843,66.433,"Class2","K","R",85
70.048,68.114,55.994,19.172,42,79,36.653,40.024,"Class1","R","F",36
39.9,46.482,75.847,93.971,12,8,48.743,75.355,"Class3","Z","H",68
57.348,52.81,35.307,10.172,39,89,49.227,40.876,"Class1","R","R",36
16.074,40.618,88.929,63.995,49,14,48.664,58.312,"Class3","I","X",66
68.993,57.137,46.279,17.664,36,57,36.763,41.489,"Class1","N","K",34
61.6,24.155,27.777,77.175,18,61,71.142,80.297,"Class2","B","S",73
67.615,68.181,89.066,22.451,43,54,43.339,40.147,"Class1","R","C",36
65.8,80.605,91.727,19.926,35,87,44.519,40.644,"Class1","S","R",36
28.504,79.168,81.142,53.937,46,14,49.177,41.212,"Class3","E","O",63
60.393,26.792,56.981,77.175,45,55,54.826,81.628,"Class2","X","O",85
31.894,57.971,84.011,58.61,60,21,48.438,14.152,"Class3","L","O",67
63.915,48.383,82.291,12.468,41,76,36.882,40.566,"Class1","N","C",35
61.62,24.29,62.19,75.027,40,35,59.116,86.784,"Class2","K","R",52
59.368,28.116,33.674,70.219,26,62,36.795,70.737,"Class2","T","R",55
40.454,73.382,86.152,26.953,80,25,48.638,52.086,"Class3","M","X",64
69.129,42.782,20.765,16.351,45,93,41.29,41.103,"Class1","Q","R",33
57.651,49.129,65.438,19.182,36,73,40.594,40.565,"Class1","Q","K",34
67.403,61.23,25.98,26.313,47,72,29.335,40.788,"Class1","S","F",35
18.646,37.663,96.947,43.147,73,14,48.47,67.305,"Class3","M","X",64
59.173,21.484,74.369,75.281,21,33,55.179,55.483,"Class2","T","I",58
60.738,27.475,88.243,77.424,33,60,59.532,88.713,"Class2","K","S",74
58.408,27.239,43.155,81.506,14,54,49.244,92.727,"Class2","B","O",66
40.161,57.852,95.206,42.259,7,22,48.508,15.359,"Class3","M","R",67
60.954,24.964,57.076,76.525,44,32,46.014,54.961,"Class2","S",NA,62
62.369,31.289,69.63,73.778,16,32,43.693,77.878,"Class2","B","O",70
55.3,68.117,81.223,23.379,40,84,32.244,40.686,"Class1","P","F",36
58.815,30.981,28.709,76.13,42,49,51.736,61.32,"Class2","K","I",68
55.236,66.324,34.663,11.726,47,62,36.335,40.368,"Class1","P","F",35
60.83,50.504,41.507,11.492,45,65,34.266,40.385,"Class1","S","V",35
24.882,47.371,77.458,32.057,27,8,48.716,32.242,"Class3","Z","O",64
67.137,60.795,69.657,6.707,42,89,39.102,40.529,"Class1","N","F",33
10.797,40.131,NA,53.69,62,22,48.53,47.489,"Class3","L","H",64
18.682,53.704,81.138,60.919,62,22,48.68,17.067,"Class3","I","H",64
55.659,90.971,41.78,17.314,45,64,37.745,40.345,"Class1","R","R",34
67.698,33.497,63.318,16.756,37,61,42.286,41.256,"Class1","Q","C",33
58.151,30.68,43.35,71.645,32,51,51.416,72.852,"Class2","S","I",69
62.439,68.97,35.866,11.439,38,87,43.029,40.169,"Class1","R","K",33
58.448,94.707,42.222,8.275,46,77,42.125,40.839,"Class1","R","K",34
59.814,27.886,58.193,75.237,11,38,55.263,72.378,"Class2","B","R",66
59.934,24.554,88.479,70.534,41,30,71.067,67.84,"Class2","B","I",77
62.057,26.909,77.701,75.335,37,50,60.066,88.498,"Class2","T","K",55
18.738,44.564,NA,64.13,8,24,48.165,39.791,"Class3","I","X",69
64.216,68.223,25.02,14.62,46,59,37.441,40.088,"Class1","P","C",33
58.746,27.662,24.376,73.535,21,59,51.376,85.299,"Class2","X",NA,77
55.53,59.307,65.17,27.782,40,74,40.719,40.935,"Class1","P","R",33
60.42,24.571,44.519,77.607,49,33,51.222,62.301,"Class2","K","O",75
65.916,60.057,18.673,16.514,46,74,36.975,41.712,"Class1","R","V",35
56.445,42.411,64.484,14.396,40,58,47.546,40.487,"Class1","N","R",33
65.872,53.951,69.393,25.614,42,84,40.118,41.625,"Class1","P","F",36
72.733,58.597,NA,24.843,44,77,45.413,41.566,"Class1","R","F",34
65.253,61.438,NA,11.784,43,82,41.066,40.213,"Class1","P","F",34
62.179,28.958,30.519,78.179,17,43,49.761,54.523,"Class2","T","S",78
61.922,26.452,55.996,71.921,29,39,52.859,55.366,"Class2","K","R",51
57.403,57.658,39.057,13.478,46,65,40.798,41.592,"Class1","R","F",34
60.537,26.908,78.65,73.907,49,38,65.211,87.665,"Class2","X","K",77
58.475,31.382,39.541,78.135,16,35,59.394,90.435,"Class2","S","R",67
36.516,64.855,75.423,46.361,79,10,48.764,73.845,"Class3","L","C",64
37.564,46.777,94.87,30.546,68,12,48.293,43.176,"Class3","M","R",67
63.836,28.059,54.227,10.316,40,81,39.145,40.528,"Class1","N","C",34
58.117,26.311,87.803,80.175,30,50,49.825,69.834,"Class2","T","K",78
59.756,25.691,34.747,78.788,45,37,50.763,61.94,"Class2","T","K",66
58.245,27.973,50.902,69.983,35,44,44.606,67.498,"Class2","B","O",88
27.299,47.795,84.066,41.059,3,23,49.046,68.342,"Class3","I","H",68
8.94,62.05,84.777,72.307,18,21,48.478,67.328,"Class3","E","X",66
72.471,97.341,34.098,23.191,42,74,38.543,41.5,"Class1","S","F",34
61.523,105.577,13.678,25.294,41,72,36.477,41.15,"Class1","R","R",36
19.239,57.505,83.774,33.002,12,8,48.216,19.11,"Class3","L","C",68
30.024,47.995,83.252,44.779,79,26,48.11,35.833,"Class3","M","R",67
11.45,83.324,76.596,74.482,33,11,48.758,47.102,"Class3","E","C",68
24.188,51.352,86.824,32.32,56,21,47.825,50.06,"Class3","E","H",64
58.937,69.669,18.294,20.633,46,72,43.934,41.423,"Class1","N","K",34
62.503,25.362,35.05,80.45,47,57,71.272,84.227,"Class2","T","O",49
44.161,68.746,86.315,67.033,15,14,48.258,36.352,"Class3","E","H",66
33.502,40.019,85.384,65.475,12,20,48.455,0.858,"Class3","I","H",64
59.936,22.512,39.364,71.74,31,39,38.095,92.577,"Class2","B","R",88
59.542,25.531,54.816,76.881,30,36,52.881,73.836,"Class2","K","O",64
62.571,28.283,59.286,82.016,27,47,60.755,72.578,"Class2","T","S",65
60.687,24.656,61.246,76.893,29,50,52.55,81.307,"Class2","T","K",52
10.427,60.776,82.295,36.201,15,13,48.496,43.744,"Class3","M","C",67
58.946,26.189,47.183,79.839,44,37,73.967,80.655,"Class2","X","O",85
58.837,26.15,69.441,74.684,38,61,57.717,76.045,"Class2","T","O",79
22.968,69.313,90.287,59.921,3,16,48.01,21.239,"Class3","E","C",64
58.487,27.441,40.728,78.94,21,37,56.762,71.543,"Class2","T","R",68
59.213,24.038,45,75.629,39,45,56.655,76.635,"Class2","K",NA,49
33.905,62.19,94.512,32.058,76,18,48.103,12.235,"Class3","E",NA,65
61.551,26.69,61.152,78.886,10,45,60.769,72.673,"Class2","X",NA,91
62.239,25.221,67.31,75.86,11,32,57.019,75.378,"Class2","S","K",72
20.349,57.729,78.855,53.927,44,9,48.468,22.759,"Class3","I","C",64
58.818,23.532,65.485,75.798,26,48,63.284,84.202,"Class2","K",NA,50
40.113,33.052,88.49,76.59,13,16,48.199,29.422,"Class3","M","C",65
60.009,28.772,73.058,78.89,34,47,44.151,92.938,"Class2","K","I",69
27.824,45.368,77.308,0.283,37,25,48.467,7.215,"Class3","L","X",69
63.183,71.911,50.71,14.175,35,54,37.296,41.228,"Class1","N","C",34
60.453,21.576,71.604,84.292,12,47,42.217,66.513,"Class2","X","R",89
59.289,28.097,45.554,74.463,10,38,39.437,75.013,"Class2","T","O",63
67.141,60.668,37.007,5.834,38,69,38.896,41.029,"Class1","N","C",36
28.611,60.485,89.452,115.18,22,19,48.518,16.489,"Class3","E","H",66
31.31,62.767,91.794,71.067,21,11,48.263,60.907,"Class3","E","H",66
40.897,40.448,97.428,25.769,1,25,48.749,3.584,"Class3","Z",NA,63
15.275,46.194,89.69,43.976,77,16,48.979,63.543,"Class3","Z","X",65
64.481,50.811,65.991,16.954,35,74,45.652,40.388,"Class1","R","K",35
27.621,55.448,NA,40.551,16,13,48.092,67.937,"Class3","M","R",69
56.177,22.858,47.985,19.637,40,53,39.305,41.008,"Class1","P","K",35
42.284,47.79,NA,55.729,23,12,48.356,13.629,"Class3","E","H",68
70.198,56.695,18.035,19.139,48,66,37.449,41.269,"Class1","P","C",33
72.989,48.015,63.863,19.233,36,76,44.41,41.673,"Class1","Q","F",34
60.979,26.157,36.652,80.924,11,59,62.926,58.378,"Class2","T","R",82
28.649,75.59,90.856,59.151,68,22,48.713,30.053,"Class3","Z","X",67
72.677,82.925,19.899,11.338,42,80,43.74,40.328,"Class1","R","C",36
65.103,20.037,77.364,13.006,47,52,47.355,41.94,"Class1","P","F",36
42.61,57.111,95.902,27.444,16,14,48.304,46.197,"Class3","E","O",67
60.309,23.888,56.314,74.886,29,40,54.891,91.172,"Class2","S","O",70
55.198,67.692,47.567,13.308,46,91,45.071,41.024,"Class1","P","K",35
59.994,101.367,54.46,24.149,48,55,43.188,41.575,"Class1","P","R",34
62.851,21.914,36.425,79.85,28,60,45.138,54.543,"Class2","B","R",50
57.096,65.307,66.212,17.174,48,82,33.806,41.261,"Class1","P","C",36
17.911,81.056,89.26,28.232,78,24,48.696,39.42,"Class3","M","C",63
58.578,26.813,69.304,75.483,40,46,47.492,62.117,"Class2","X","R",74
70.687,78.548,NA,20.217,46,74,28.677,41.285,"Class1","R","F",36
58.131,28.081,36.281,79.068,49,47,48.259,72.8,"Class2","T","O",57
14.446,57.046,93.954,56.499,51,18,48.093,0.968,"Class3","L","R",67
33.437,52.737,85.859,0.407,5,20,48.533,1.992,"Class3","Z","C",65
59.619,23.312,84.704,76.608,11,47,42.011,73.773,"Class2","B","S",54
31.653,33.515,82.662,68.766,63,16,48.448,44.481,"Class3","Z","X",63
67.335,28.379,49.407,21.733,42,90,41.142,41.533,"Class1","N","F",33
62.813,21.166,25.295,84.712,19,37,40.982,62.211,"Class2","B","K",75
62.225,28.527,56.341,70.496,13,38,68.784,58.303,"Class2","S","K",81
72.694,77.343,24.778,10.217,42,90,37.213,41.691,"Class1","Q","V",33
17.606,70.713,95.286,59.379,33,12,48.506,72.983,"Class3","Z","R",68
57.328,60.023,46.673,29.757,44,80,28.181,41.685,"Class1","Q","V",36
45.452,58.078,93.219,38.142,32,19,48.202,12.712,"Class3","E","O",63
59.691,29.26,56.087,76.104,39,35,56.012,69.386,"Class2","B","I",56
58.848,24.842,29.327,76.515,11,42,61.243,78.948,"Class2","K","O",51
41.446,84.929,74.184,12.068,70,24,48.863,67.67,"Class3","M","H",69
46.655,68.588,91.983,8.246,24,8,48.779,67.882,"Class3","L","H",69
63.347,70.778,77.527,6.401,45,86,38.927,41.277,"Class1","R","K",35
41.195,30.515,81.045,77.064,13,23,48.588,37.275,"Class3","L","C",63
58.208,24.707,60.67,74.083,14,61,52.445,76.024,"Class2","S","K",90
11.957,33.643,80.72,40.696,44,11,48.732,6.671,"Class3","I","O",63
66.696,52.153,NA,19.391,40,92,43.514,41.908,"Class1","P","K",36
64.03,59.453,44.425,10.158,39,93,32.5,40.411,"Class1","Q","R",36
58.977,25.473,65.084,78.379,41,42,48.643,87.894,"Class2","K","O",58
50.635,60.316,82.9,97.154,11,8,48.792,11.725,"Class3","I","X",63
58.753,52.32,53.685,18.677,43,70,26.36,40.443,"Class1","S","R",34
68.084,54.867,21.737,15.511,45,72,34.89,41.939,"Class1","S","V",35
59.297,46.942,81.867,25.132,39,57,41.501,40.378,"Class1","N","V",35
68.154,9.45,51.602,14.846,45,63,47.143,41.834,"Class1","P","C",33
60.246,82.436,34.736,9.382,43,73,45.872,41.104,"Class1","R","K",34
68.829,51.475,43.336,10.944,36,78,44.386,40.467,"Class1","Q","V",35
34.504,47.55,83.863,75.536,41,25,48.329,57.243,"Class3","E","C",64
40.434,57.183,94.375,46.913,17,9,48.345,45.128,"Class3","Z","O",64
21.133,61.021,75.925,15.669,38,26,48.583,61.301,"Class3","M","O",64
68.963,37.294,48.066,19.358,41,85,45.208,40.575,"Class1","N",NA,36
60.48,49.262,37.105,9.85,39,78,35.32,41.808,"Class1","N","C",33
22.218,43.371,97.401,69.919,48,16,48.732,37.948,"Class3","E","O",64
22.219,42.403,97.139,26.343,41,23,48.538,52.015,"Class3","Z","R",64
69.571,39.515,80.205,12.074,35,57,29.099,40.974,"Class1","Q","R",33
60.786,29.136,43.57,80.766,24,59,48.71,65.441,"Class2","T","I",82
37.171,64.923,92.914,29.91,56,14,48.488,45.194,"Class3","M","O",66
58.979,24.627,90.252,76.45,38,55,69.687,76.599,"Class2","K","K",70
62.971,26.542,44.957,75.789,35,48,54.572,58.425,"Class2","S","K",69
58.576,22.233,84.435,80.957,31,39,58.002,56.871,"Class2","K","I",88
58.651,24.29,69.788,73.873,25,35,45.676,77.419,"Class2","T","O",55
8.428,45.92,NA,96.397,30,23,48.984,3.992,"Class3","Z","X",67
67.649,59.226,53.885,15.85,44,84,37.939,41.631,"Class1","Q","C",35
62.908,60.411,77.429,20.729,36,63,35.209,40.392,"Class1","N","R",36
24.203,63.356,77.265,10.289,53,12,48.826,22.794,"Class3","L","C",65
29.757,72.418,77.982,45.706,69,18,48.446,43.554,"Class3","L","O",67
65.503,84.431,91.348,12.18,36,65,40.727,41.886,"Class1","P","R",35
67.978,79.106,34.309,20.165,47,84,39.938,41.015,"Class1","S","V",34
72.015,99.877,42.256,30.08,41,88,36.141,40.056,"Class1","N","C",36
60.176,22.952,33.446,72.344,39,34,48.159,64.525,"Class2","T","R",85
61.688,24.075,31.047,78.94,34,49,51.948,73.347,"Class2","K","S",72
36.995,65.589,74.917,42.629,45,27,47.885,77.914,"Class3","I","C",65
44.388,39.576,89.587,40.513,48,20,47.954,50.086,"Class3","Z","H",67
41.601,44.1,86.679,24.777,77,22,48.387,47.966,"Class3","L","O",66
59.999,36.546,33.239,22.795,46,75,46.007,41.953,"Class1","P","V",34
57.745,119.915,28.328,19.881,43,66,35.437,41.475,"Class1","R","V",33
61.497,25.585,62.093,73.665,28,39,45.539,67.142,"Class2","T","O",75
62.062,24.212,49.376,79.87,12,43,45.822,53.035,"Class2","T","S",76
44.216,73.62,NA,65.128,12,26,48.387,65.017,"Class3","E","O",67
59.493,25.186,33.007,78.094,33,47,47.867,56.076,"Class2","K","K",87
60.847,60.924,NA,12.854,48,59,34.686,40.836,"Class1","N","R",36
71.329,30.731,25.564,20.179,47,55,37.811,40.474,"Class1","Q","K",36
28.825,73.674,91.584,70.926,31,12,48.568,31.603,"Class3","M","X",68
64.498,33.66,82.154,25.915,42,90,35.852,41.772,"Class1","Q","C",35
65.676,65.11,45.333,18.758,36,52,34.815,40.064,"Class1","Q","F",36
38.893,57.347,76.442,62.738,27,27,48.872,68.427,"Class3","I","C",67
9.185,68.12,77.12,55.244,70,11,48.83,71.902,"Class3","E",NA,65
43.642,65.151,97.196,25.442,57,20,48.71,37.514,"Class3","E","H",67
60.396,28.618,31.359,71.82,39,39,46.881,91.985,"Class2","B","I",66
59.424,27.269,42.838,73.873,41,62,54.444,71.6,"Class2","X","I",68
22.393,61.057,93.367,41.357,64,10,48.573,4.07,"Class3","Z",NA,67
49.835,59.098,92.661,39.117,64,11,48.61,43.174,"Class3","E","C",67
59.51,70.787,87.831,14.473,39,58,31.629,40.253,"Class1","Q","R",36
58.387,28.055,68.373,79.092,44,36,38.046,55.761,"Class2","T","K",89
27.721,58.719,94.048,50.933,23,8,48.355,62.593,"Class3","L","X",64
61.241,27.235,75.936,72.941,31,42,58.57,63.719,"Class2","S","S",52
58.47,74.408,75.351,19.05,35,86,26.548,41.091,"Class1","N","C",33
31.138,63.068,80.935,68.857,55,15,48.03,69.493,"Class3","I","O",69
69.659,60.846,64.936,21.588,43,86,31.858,41.229,"Class1","R","K",33
56.348,93.369,51.004,21.708,39,79,44.427,41.258,"Class1","S","R",36
62.397,21.745,85.503,71.896,42,30,45.769,86.619,"Class2","X","S",66
58.893,22.894,70.849,76.891,43,48,42.982,77.766,"Class2","X",NA,89
44.877,49.696,NA,78.364,30,25,48.831,47.539,"Class3","Z","C",67
28.653,61.591,75.91,67.886,38,8,48.506,35.335,"Class3","I","X",69
48.03,52.948,NA,66.775,54,8,48.494,68.556,"Class3","E","C",65
61.897,22.878,73.862,76.202,39,45,61.389,68.463,"Class2","K","R",73
58.878,28.297,71.465,73.359,28,45,57.887,77.317,"Class2","K","K",63
19.876,43.6,81.125,51.232,67,27,47.967,74.198,"Class3","M","C",67
32.617,69.408,88.425,42.978,63,9,48.589,55.047,"Class3","M","R",69
64.476,40.826,28.54,20.248,40,53,35.533,40.401,"Class1","S","K",34
62.498,23.286,40.542,74.565,38,52,55.421,85.145,"Class2","B","R",70
43.79,56.409,87.298,80.284,8,24,48.43,20.675,"Class3","E","R",68
14.597,56.696,81.084,37.328,40,20,47.542,50.266,"Class3","Z","O",64
60.875,23.801,41.1,79.779,32,53,48.931,71.338,"Class2","T","I",72
62.956,26.964,32.161,74.432,20,60,71.049,87.329,"Class2","S","K",87
61.362,26.361,36.402,71.556,12,48,39.416,71.912,"Class2","K","O",81
72.291,53.086,22.808,10.158,39,66,44.212,41.858,"Class1","P","V",35
21.553,63.506,86.153,18.569,19,21,48.779,74.701,"Class3","E","R",69
47.185,49.979,90.752,90.297,74,25,48.386,4.664,"Class3","M","O",64
43.714,53.834,83.646,59.117,8,23,48.72,38.405,"Class3","L","X",65
60.876,23.047,74.239,80.797,43,34,42.661,52.58,"Class2","T","S",60
58.828,27.022,38.682,73.529,26,30,58.473,89.596,"Class2","S","K",74
60.089,24.43,77.598,76.473,41,51,53.111,62.405,"Class2","T","K",84
68.623,54.759,60.189,17.673,39,52,33.226,41.955,"Class1","Q","F",33
60.79,24.859,34.516,78.828,19,54,49.108,81.862,"Class2","S","S",73
59.418,25.066,46.374,76.613,40,43,62.263,54.649,"Class2","S","K",49
27.624,45.793,93.205,99.512,50,8,48.725,38.814,"Class3","L","R",69
59.508,28.814,26.57,79.978,44,33,32.386,53.308,"Class2","T","K",49
68.546,80.834,77.874,0.303,38,58,35.125,40.625,"Class1","N","F",36
60.057,30.146,72.355,77.51,22,34,72.641,78.075,"Class2","X","O",63
28.368,59.578,86.16,69.802,55,10,48.706,50.391,"Class3","L","R",67
62.398,62.544,15.032,12.799,44,53,28.506,41.917,"Class1","S","C",34
10.872,59.299,82.343,36.202,29,19,48.316,16.827,"Class3","I",NA,67
64.764,77.447,55.624,15.82,43,83,38.377,41.53,"Class1","N","F",36
12.412,41.994,75.628,66.897,15,9,48.549,69.578,"Class3","E",NA,65
11.662,59.897,81.595,31.736,70,13,48.539,22.557,"Class3","Z","R",66
71.842,81.834,17.53,5.657,45,63,45.929,41.272,"Class1","P","F",35
63.177,95.71,49.805,19.765,35,78,40.275,40.839,"Class1","N","C",33
70.631,30.499,58.068,9.248,39,91,30.715,40.885,"Class1","N","C",35
21.914,43.677,79.767,31.982,28,24,48.75,24.537,"Class3","Z","C",63
60.745,30.893,39.913,75.389,19,50,63.361,82.16,"Class2","T","R",90
