"T1","T2","T3","T4","T5","Output19","T6","T7","T8","T9","T10","T11"
56.596,44.538,59.077,70,69,"Class1",63.223,"D",34.353,95.93,36,"B"
74.926,17.012,44.484,29,11,"Class3",52.225,"B",47.276,21.181,52,"D"
65.416,10.399,31.988,41,10,"Class3",33.469,"B",53.852,70.306,54,"T"
36.461,30.704,82.149,52,65,"Class1",54.094,"K",35.896,89.857,37,"Q"
65.422,32.385,47.626,37,9,"Class3",NA,"M",46.594,29.694,62,"Q"
67.384,NA,8.916,65,81,"Class2",44.852,"G",55.152,97.225,57,"E"
62.644,91.37,8.6,56,59,"Class2",36.036,"J",58.661,30.231,38,"E"
79.805,35.303,62.463,49,69,"Class1",54.978,"K",74,95.692,52,"E"
75.102,90.048,1.948,65,89,"Class2",51.192,"G",53.25,24.28,42,"K"
87.129,30.598,86.278,68,70,"Class1",62.921,"X",33.728,97.18,35,"B"
74.89,25.351,61.318,40,12,"Class3",57.121,"D",60.599,18.581,58,"G"
74.603,NA,38.319,26,2,"Class3",41.319,"Z",45.086,1.756,61,"G"
60.069,NA,74.901,49,72,"Class1",56.863,"D",52.08,93.757,37,"Q"
73.588,28.925,61.47,34,8,"Class3",68.317,"D",51.077,46.309,58,"Q"
94.684,88.143,8.568,62,70,"Class2",38.934,"R",58.501,72.669,70,"E"
51.766,54.447,68.538,66,66,"Class1",57.502,"X",57.03,91.838,29,"J"
80.92,20.243,48.765,36,7,"Class3",64.313,"J",47.605,16.905,53,"T"
67.342,23.826,33.795,32,3,"Class3",76.699,"B",47.599,71.445,62,"Q"
76.125,21.768,55.228,28,12,"Class3",22.443,"B",46.456,38.73,58,"T"
46.009,28.824,76.486,49,67,"Class1",61.26,"K",74.528,93.213,29,"B"
80.621,26.821,42.104,32,3,"Class3",66.92,"M",51.265,17.219,55,"A"
57.419,35.499,62.381,74,67,"Class1",63.357,"K",43.867,90.48,30,"J"
70.308,93.391,-2.511,58,71,"Class2",51.222,"Y",47.453,40.919,36,"E"
89.865,85.816,-1.244,56,45,"Class2",54.514,"Y",54.894,64.381,63,"I"
69.975,9.007,41.734,41,6,"Class3",55.173,"M",52.63,39.419,55,"A"
77.831,94.365,6.948,58,89,"Class2",NA,"R",55.68,60.87,27,"E"
75.55,86.96,4.214,65,48,"Class2",47.399,"R",59.883,33.114,66,"E"
67.307,23.771,69.233,36,5,"Class3",50.538,"B",51.677,14.99,61,"Q"
80.708,23.891,53.941,28,9,"Class3",65.367,"Z",57.258,37.186,62,"A"
81.646,94.766,3.263,62,80,"Class2",55.755,"J",59.936,47.906,47,"V"
79.49,99.478,0.708,60,34,"Class2",NA,"J",50.64,47.143,38,"E"
45.012,NA,60.266,66,69,"Class1",60.652,"X",16.105,92.493,31,"J"
75.283,90.997,8.531,62,48,"Class2",31.569,"R",59.601,41.716,69,"V"
63.148,21.667,40.948,34,5,"Class3",73.617,"B",47.59,55.963,54,"A"
54.54,47.018,72.396,48,68,"Class1",54.065,"I",76.646,89.135,35,"B"
68.445,4.141,41.47,37,3,"Class3",NA,"D",47.711,23.951,61,"T"
82.822,24.277,24.243,27,7,"Class3",46.083,"D",60.208,47.864,51,"D"
13.254,68.344,75.607,50,73,"Class1",59.143,"D",59.593,92.223,44,"E"
79.379,NA,7.033,54,62,"Class2",47.846,"R",54.411,51.818,59,"V"
79.28,90.096,3.585,55,82,"Class2",32.29,"J",47.469,77.402,55,"I"
89.196,104.716,5.876,60,60,"Class2",49.303,"R",59.815,48.647,49,"I"
65.095,51.797,82.25,53,69,"Class1",58.076,"I",18.95,92.841,39,"E"
83.174,88.035,8.18,57,61,"Class2",26.728,"G",53.878,67.603,61,"K"
62.716,33.286,60.381,27,11,"Class3",43.358,"D",57.075,73.252,60,"D"
81.427,12.1,25.631,35,5,"Class3",57.684,"Z",49.572,29.032,57,"G"
71.785,89.693,3.738,54,44,"Class2",55.962,"R",49.153,79.48,42,"K"
73.691,13.133,75.12,31,8,"Class3",23.721,"M",59.554,56.581,53,"T"
83.699,22.784,42.181,29,4,"Class3",41.78,"J",57.648,19.501,59,"T"
18.342,42.226,75.42,69,69,"Class1",54.799,"X",33.725,95.993,44,"Q"
75.545,45.484,72.421,47,67,"Class1",60.61,"J",15.072,96.167,50,"E"
82.824,19.885,29.619,26,7,"Class3",52.996,"B",48.81,11.384,59,"G"
93.661,61.681,61.599,61,69,"Class1",54.07,"K",13.18,87.419,29,"E"
48.131,38.348,72.885,55,68,"Class1",59.466,"X",17.848,92.317,54,"J"
36.774,49.059,78.845,64,67,"Class1",54.031,"X",67.66,94.98,36,"E"
68.245,99.449,3.927,55,79,"Class2",50.488,"Y",47.033,68.088,62,"I"
77.012,10.527,35.985,27,9,"Class3",31.343,"J",59.508,38.354,62,"G"
77.724,14.139,13.801,40,12,"Class3",79.973,"J",55.514,50.344,62,"A"
73.048,4.856,38.686,34,4,"Class3",77.001,"J",46.974,54.159,59,"T"
91.177,38.089,79.872,64,65,"Class1",59.611,"X",18.36,90.562,36,"B"
96.761,90.918,4.99,56,62,"Class2",35.585,"J",51.989,38.546,58,"N"
38.159,26.431,70.551,55,69,"Class1",55.362,"X",11.004,95.286,39,"E"
64.452,90.51,4.433,62,83,"Class2",27.882,"A",49.621,28.055,72,"V"
38.807,43.573,73.939,68,65,"Class1",58.792,"J",28.338,93.286,38,"B"
60.297,41.241,68.061,48,65,"Class1",56.726,"J",47.183,94.307,38,"E"
91.117,33.884,76.78,53,68,"Class1",60.4,"I",62.799,87.372,37,"E"
92.113,91.148,11.921,53,49,"Class2",43.733,"J",50.475,30.733,44,"K"
66.283,7.14,34.54,40,11,"Class3",70.712,"Z",52.732,13.98,54,"T"
64.946,94.246,5.204,65,40,"Class2",40.162,"R",53.151,-1.622,39,"E"
85.089,95.778,10.389,63,46,"Class2",NA,"Y",57.826,92.76,57,"V"
64.516,24.886,10.004,32,2,"Class3",41.658,"Z",59.74,12.944,53,"G"
67.61,86.363,6.11,57,81,"Class2",NA,"R",54.372,69.661,60,"E"
72.672,87.111,5.425,53,44,"Class2",50.642,"G",56.644,66.559,48,"I"
82.548,22.463,57.408,26,2,"Class3",50.22,"Z",55.081,39.312,52,"D"
86.281,55.868,71.123,58,67,"Class1",56.785,"K",47.136,96.111,39,"E"
70.452,94.354,9.227,56,48,"Class2",56.614,"Y",49.945,58.587,39,"I"
35.321,40.038,79.374,60,65,"Class1",62.419,"I",78.195,92.026,34,"M"
56.482,49.889,83.084,54,70,"Class1",59.151,"J",14.786,90.787,38,"M"
78.707,91.664,7.304,59,39,"Class2",34.484,"J",53.558,50.148,35,"K"
77.397,8.057,29.825,36,12,"Class3",70.582,"M",55.731,20.755,54,"D"
91.38,91.362,9.51,58,89,"Class2",26.912,"G",50.525,45.766,31,"N"
77.13,57.219,68.662,53,70,"Class1",58.347,"K",31.13,96.155,53,"J"
65.895,93.494,8.545,65,67,"Class2",21.711,"R",59.352,34.009,69,"I"
68.719,21.561,47.587,40,10,"Class3",65.113,"B",58.542,67.963,61,"A"
83.352,14.576,49.581,40,10,"Class3",68.455,"B",53.66,44.651,54,"T"
78.095,100.214,8.162,62,77,"Class2",30.105,"R",51.368,49.906,66,"N"
88.66,38.61,75.502,50,73,"Class1",59.844,"K",65.311,93.632,35,"Q"
72.289,18.223,57.516,38,2,"Class3",25.355,"B",51.494,45.755,55,"A"
76.718,35.547,75.604,70,65,"Class1",60.502,"X",54.663,99.584,43,"Q"
62.306,95.198,5.421,58,86,"Class2",45.725,"J",56.003,51.218,40,"V"
12.466,41.707,77.133,47,71,"Class1",60.453,"D",68.118,100.408,51,"E"
76.961,NA,39.192,35,11,"Class3",64.204,"M",58.394,4.79,54,"T"
72.259,27.571,26.626,31,9,"Class3",47.699,"Z",59.847,54.824,51,"G"
20.753,47.297,63.1,63,67,"Class1",55.796,"D",63.654,91.683,34,"E"
82.2,90.888,5.303,64,36,"Class2",27.7,"Y",50.456,70.453,34,"V"
33.439,49.758,73.425,62,73,"Class1",54.537,"D",29.92,87.909,53,"J"
95.85,94.995,4.558,59,51,"Class2",43.038,"J",54.578,40.937,30,"N"
80.018,NA,52.104,33,9,"Class3",NA,"B",47.406,38.601,59,"G"
96.735,92.013,9.001,59,79,"Class2",33.199,"G",53.812,48.461,43,"E"
65.707,26.17,39.754,35,5,"Class3",71.494,"D",50.96,56.977,53,"D"
72.23,97.93,-0.292,55,62,"Class2",44.645,"J",59.647,59.421,29,"E"
84.22,97.046,9.404,62,41,"Class2",38.145,"A",48.395,55.957,65,"V"
83.922,87.54,6.302,54,54,"Class2",43.671,"Y",47.636,53.756,55,"V"
20.722,36.651,82.407,62,67,"Class1",61.306,"K",31.762,94.556,31,"Q"
78.443,34.537,70.207,59,72,"Class1",61.279,"I",75.857,93.584,30,"J"
66.013,16.594,26.941,27,12,"Class3",71.294,"Z",47.995,32.856,53,"T"
85.465,90.173,7.089,53,35,"Class2",29.848,"R",48.687,26.397,27,"V"
83.253,97.016,3.832,63,66,"Class2",41.014,"Y",50.055,57.57,57,"E"
83.986,105.155,5.894,56,43,"Class2",20.957,"A",51.788,49.511,69,"N"
90.233,90.443,1.923,62,50,"Class2",24.618,"G",47.378,70.095,40,"N"
68.6,32.216,49.744,33,12,"Class3",31.856,"B",57.44,9.054,54,"T"
71.057,9.61,42.823,35,3,"Class3",71.314,"M",50.511,12.83,53,"G"
71.02,23.609,29.91,36,12,"Class3",62.493,"M",60.945,34.988,51,"D"
66.744,25.708,42.51,37,7,"Class3",65.687,"B",58.272,27.781,62,"D"
34.858,44.571,58.674,62,67,"Class1",61.386,"I",63.115,90.419,29,"E"
96.194,88.286,-1.001,62,42,"Class2",36.373,"J",51.284,50.28,50,"K"
63.88,NA,-0.44,57,43,"Class2",20.768,"A",48.606,23.342,30,"I"
13.352,47.173,74.28,69,66,"Class1",60.306,"D",60.371,94.004,41,"Q"
79.342,NA,57.621,27,6,"Class3",54.637,"M",60.765,26.781,58,"A"
70.769,95.06,0.664,59,54,"Class2",23.613,"Y",51.135,17.64,55,"I"
72.556,33.831,41.218,26,2,"Class3",64.846,"J",56.047,42.143,52,"D"
56.741,30.081,67.014,63,71,"Class1",62.011,"D",29.453,95.807,48,"B"
44.049,39.915,60.538,72,71,"Class1",58.944,"D",24.066,91.744,52,"Q"
68.372,93.311,8.846,60,44,"Class2",54.526,"Y",48.844,15.085,57,"N"
24.746,45.341,90.329,53,68,"Class1",59.482,"D",57.884,90.138,36,"B"
65.396,25.947,72.263,67,71,"Class1",63.705,"I",32.109,93.788,44,"B"
56.084,51.219,65.992,71,65,"Class1",NA,"K",33.086,97.276,51,"B"
30.171,22.8,79.721,57,73,"Class1",59.883,"X",41.697,89.313,29,"Q"
81.767,90.726,9.636,56,53,"Class2",23.198,"J",50.851,45.074,41,"K"
86.696,92.191,2.148,59,81,"Class2",31.221,"G",48.258,21.365,55,"N"
70.163,18.298,46.851,34,3,"Class3",29.085,"J",54.418,42.821,55,"Q"
20.885,36.76,75.179,47,68,"Class1",62.34,"J",19.465,99.409,35,"J"
70.351,22.812,27.077,26,10,"Class3",54.766,"Z",56.025,45.347,62,"G"
39.813,56.83,72.07,58,67,"Class1",54.401,"D",63.692,97.617,49,"M"
71.233,-0.424,26.113,41,8,"Class3",60.901,"Z",57.88,37.255,58,"Q"
35.349,42.1,54.347,71,67,"Class1",57.514,"D",15.264,86.91,30,"Q"
80.404,44.776,72.593,47,65,"Class1",61.096,"K",18.509,94.542,33,"Q"
46.617,36.888,74.764,57,65,"Class1",63.121,"K",44.637,89.604,51,"Q"
93.123,88.683,2.391,58,40,"Class2",21.009,"G",47.42,58.613,49,"E"
86.933,89.786,12.27,62,53,"Class2",41.654,"J",51.861,85.04,32,"V"
70.965,29.467,5.28,34,6,"Class3",NA,"J",52.029,23.814,56,"D"
71.727,24.904,65.116,40,11,"Class3",44.371,"D",48.15,51.195,51,"T"
70.693,92.456,7.808,58,37,"Class2",20.119,"Y",54.44,55.938,42,"K"
39.011,39.221,66.6,47,67,"Class1",59.484,"K",20.867,92.222,39,"M"
65.538,16.743,48.256,39,11,"Class3",26.461,"D",53.646,36.84,52,"D"
89.14,NA,3.085,56,49,"Class2",27.029,"A",47.628,34.599,50,"K"
71.608,98.97,4.043,53,60,"Class2",51.493,"A",52.863,24.95,29,"V"
70.354,98.741,5.836,60,80,"Class2",52.268,"Y",52.919,66.721,43,"K"
64.858,92.597,7.41,53,80,"Class2",33.769,"R",56.469,44.434,66,"K"
65.314,4.247,44.143,30,8,"Class3",52.563,"M",50.313,71.882,58,"D"
88.109,48.514,80.162,56,66,"Class1",54.177,"X",14.428,93.686,49,"J"
94.977,95.591,0.482,65,67,"Class2",NA,"R",57.253,38.954,56,"I"
65.463,38.415,74.885,66,73,"Class1",53.553,"I",13.092,98.068,35,"M"
73.012,49.123,63.195,64,70,"Class1",55.045,"J",51.117,92.437,34,"B"
76.22,16.443,56.209,33,5,"Class3",36.878,"J",52.617,48.355,59,"T"
72.798,15.056,31.07,32,9,"Class3",25.04,"D",52.111,23.495,62,"A"
93.688,22.682,73.463,50,67,"Class1",58.183,"K",62.744,91.404,52,"E"
85.317,95.592,8.98,55,84,"Class2",30.182,"J",59.003,45.637,42,"N"
62.081,13.221,51.175,30,13,"Class3",33.141,"Z",56.193,31.627,62,"D"
62.168,97.999,4.475,58,42,"Class2",53.601,"Y",57.499,98.509,72,"K"
73.256,10.557,56.203,30,13,"Class3",69.392,"M",59.786,64.175,54,"G"
71.478,44.073,78.005,50,71,"Class1",63.871,"I",55.328,98.335,39,"B"
47.825,53.66,72.062,73,71,"Class1",56.016,"J",76.317,94.194,45,"E"
71.904,93.145,3.565,59,87,"Class2",37.519,"R",55.127,42.469,30,"I"
68.058,104.897,8.843,60,80,"Class2",50.285,"J",57.274,33.631,61,"K"
54.803,51.65,76.566,60,67,"Class1",63.078,"X",51.012,88.724,33,"J"
42.53,41.515,71.248,69,71,"Class1",57.598,"J",27.835,86.937,34,"M"
72.455,35.777,75.79,58,73,"Class1",60.469,"J",71.983,91.972,32,"E"
78.771,88.262,2.293,65,41,"Class2",44.417,"A",48.77,48.373,30,"N"
73.338,20.336,64.821,26,5,"Class3",31.624,"B",54.225,4.908,51,"T"
73.125,97.816,4.598,57,53,"Class2",38.371,"Y",48.489,51.134,42,"K"
77.556,22.229,44.031,26,4,"Class3",43.198,"D",49.498,25.093,62,"G"
22.064,31.623,63.856,56,70,"Class1",61.955,"D",72.104,88.259,31,"J"
67.803,21.427,14.574,29,3,"Class3",35.139,"Z",47.776,61.726,61,"G"
84.552,80.43,6.76,55,52,"Class2",57.876,"Y",53.267,39.146,43,"E"
83.919,92.941,2.503,62,73,"Class2",55.25,"A",57.814,18.061,53,"E"
79.312,34.851,68.68,67,71,"Class1",53.443,"D",40.495,97.863,32,"E"
29.252,28.385,77.853,64,66,"Class1",58.107,"K",49.821,83.72,50,"E"
83.671,31.461,63.065,40,10,"Class3",78.748,"B",56.843,35.404,59,"G"
66.631,21.41,32.232,35,3,"Class3",31.963,"J",58.585,66.344,52,"D"
44.472,53.577,74.023,54,69,"Class1",63.138,"J",61.999,95.653,39,"B"
96.196,94.097,10.244,53,81,"Class2",34.733,"Y",56.39,23.693,29,"V"
79.15,16.813,26.077,26,10,"Class3",49.708,"J",58.715,68.268,59,"G"
29.901,15.189,77.022,57,66,"Class1",62.438,"D",45.482,99.284,35,"B"
64.827,24.252,49.083,30,7,"Class3",48.846,"Z",49.672,23.833,56,"A"
84.254,14.902,33.037,27,5,"Class3",57.449,"Z",58.621,15.884,60,"A"
70.163,94.052,6.11,57,40,"Class2",29.629,"A",58.024,47.799,28,"K"
66.787,NA,25.661,28,13,"Class3",42.771,"D",52.823,24.879,54,"A"
90.375,91.82,11.065,58,46,"Class2",33.817,"Y",57.41,61.063,74,"E"
82.19,19.76,47.192,26,4,"Class3",71.439,"B",50.661,38.749,62,"G"
78.076,19.911,57.567,32,13,"Class3",44.497,"B",57.068,63.096,53,"G"
80.764,19.295,40.979,28,12,"Class3",37.935,"Z",54.051,50.982,59,"D"
71.398,NA,-1.335,56,63,"Class2",35.975,"J",59.308,54.945,66,"V"
78.702,15.691,56.172,39,6,"Class3",74.482,"M",49.825,62.613,60,"D"
64.859,42.864,68.725,49,71,"Class1",59.383,"X",45.985,98.622,49,"M"
26.215,25.887,60.547,62,71,"Class1",60.335,"X",11.769,90.57,31,"B"
95.11,94.309,0.996,61,85,"Class2",40.763,"G",58.176,78.871,29,"N"
67.791,21.381,26.364,38,2,"Class3",50.69,"M",56.645,55.804,53,"A"
81.771,15.795,49.45,28,13,"Class3",59.391,"B",45.095,53.426,61,"T"
63.627,86.537,5.661,60,80,"Class2",19.893,"R",51.186,30.419,44,"I"
70.016,14.053,34.138,39,5,"Class3",44.515,"D",45.77,31.65,54,"D"
80.044,87.41,7.241,64,36,"Class2",32.99,"G",51.596,42.247,58,"I"
80.609,16.702,45.883,36,2,"Class3",30.986,"J",60.448,44.527,59,"Q"
86.028,18.034,89.107,55,71,"Class1",57.697,"K",78.14,90.483,35,"E"
86.572,81.473,11.134,59,69,"Class2",54.288,"G",49.036,100.404,55,"E"
65.038,30.122,55.998,28,3,"Class3",72.794,"M",47.902,52.721,57,"D"
68.462,22.497,55.218,29,10,"Class3",50.069,"B",47.335,32.256,52,"T"
65.744,33.251,72.329,55,72,"Class1",58.516,"J",32.003,93.941,33,"J"
91.161,NA,3.425,59,41,"Class2",39.098,"J",48.053,4.899,38,"K"
65.389,85.521,4.905,55,82,"Class2",57.318,"Y",55.188,50.5,50,"K"
66.605,96.142,9.244,60,41,"Class2",27.778,"J",57.878,20.692,32,"E"
21.557,36.058,76.965,73,69,"Class1",62.871,"K",55.648,90.149,42,"B"
82.257,26.898,53.689,28,12,"Class3",38.77,"Z",48.072,38.667,60,"T"
73.159,33.863,60.717,36,7,"Class3",58.447,"Z",60.78,26.254,51,"Q"
29.638,41.429,72.042,54,66,"Class1",62.564,"I",44.998,89.768,51,"B"
12.098,27.96,72.316,47,71,"Class1",62.733,"J",25.15,92.425,36,"Q"
85.081,97.458,6.891,63,32,"Class2",46.282,"R",54.142,32.727,28,"E"
75.276,29.684,59.569,38,13,"Class3",53.581,"M",58.978,35.844,55,"D"
45.807,50.154,63.083,59,68,"Class1",56.393,"X",55.69,87.351,32,"B"
90.763,NA,4.296,60,45,"Class2",48.917,"J",57.57,47.155,46,"V"
14.972,41.711,84.601,57,69,"Class1",56.82,"D",69.761,98.381,41,"B"
81.678,33.261,70.933,73,67,"Class1",63.697,"I",41.856,90.891,30,"M"
69.315,14.343,39.055,30,3,"Class3",40.704,"B",57.505,32.093,61,"Q"
83.751,22.845,70.516,39,3,"Class3",63.005,"D",49.239,21.699,58,"T"
87.174,86.918,0.069,53,51,"Class2",38.601,"J",51.482,12.45,50,"E"
24.917,33.195,78.361,50,67,"Class1",57.965,"J",14.589,89.314,49,"Q"
69.515,84.119,2.507,64,63,"Class2",44.552,"Y",47.61,48.636,29,"K"
58.065,NA,64.932,67,67,"Class1",57.272,"K",54.287,92.274,38,"B"
68.499,99.975,2.389,57,53,"Class2",23.161,"R",57.966,21.961,65,"E"
51.916,33.654,70.74,54,67,"Class1",57.641,"I",48.173,94.242,32,"J"
76.646,104.855,5.096,64,69,"Class2",34.306,"R",53.93,70.261,60,"V"
68.886,18.795,44.109,26,13,"Class3",47.179,"M",57.456,35.077,62,"Q"
93.523,35.746,65.025,49,72,"Class1",57.356,"I",41.544,90.764,34,"E"
73.018,20.939,43.162,32,4,"Class3",46.72,"D",48.774,45.308,52,"Q"
46.673,21.919,69.116,69,67,"Class1",60.411,"D",23.79,90.88,44,"J"
52.085,27.686,71.926,56,70,"Class1",62.763,"X",50.985,98.731,32,"J"
68.336,30.033,49.702,38,6,"Class3",77.844,"J",58.272,59.991,54,"G"
72.253,22.562,32.851,28,9,"Class3",77.123,"Z",52.582,61.037,56,"D"
78.396,16.993,67.834,30,13,"Class3",78.5,"B",46.631,37.048,52,"D"
75.032,84.784,3.888,62,76,"Class2",33.973,"J",51.927,45.877,35,"N"
20.69,51.065,79.53,52,72,"Class1",58.439,"K",57.941,88.806,29,"B"
91.857,87.915,8.696,60,77,"Class2",30.405,"R",59.58,74.778,74,"N"
67.843,24.504,19.676,36,6,"Class3",31.826,"Z",45.09,30.074,62,"T"
62.99,45.931,83.368,72,69,"Class1",59.972,"J",35.529,89.489,31,"B"
66.098,20.105,56.252,39,7,"Class3",24.704,"M",52.354,64.593,60,"G"
65.283,19.71,70.466,33,9,"Class3",55.151,"M",56.916,28.289,53,"A"
65.357,31.261,35.915,38,3,"Class3",52.009,"Z",56.982,18.381,61,"Q"
88.817,106.699,2.647,61,42,"Class2",39.008,"J",48.495,50.187,33,"V"
65.621,14.268,42.421,39,13,"Class3",52.263,"J",49.102,5.703,53,"Q"
85.807,92.399,8.681,61,34,"Class2",27.485,"G",56.691,20.41,42,"K"
16.031,35.129,72.317,71,67,"Class1",55.559,"D",72.531,93.38,39,"J"
72.616,12.59,51.419,33,10,"Class3",45.016,"J",51.22,60.787,59,"D"
65.689,17.921,16.05,33,9,"Class3",50.297,"Z",57.781,62.422,56,"T"
97.091,35.031,70.489,55,73,"Class1",60.353,"D",23.848,89.754,32,"Q"
78.523,20.773,4.964,35,6,"Class3",42.125,"M",47.373,49.505,60,"Q"
68.585,22.585,-8.97,38,7,"Class3",66.079,"Z",45.893,32.287,60,"T"
72.565,22.913,31.121,38,13,"Class3",70.693,"Z",53.115,21.137,57,"A"
88.893,27.126,65.33,64,65,"Class1",60.723,"X",70.659,87.653,41,"M"
95.268,92.945,10.501,58,83,"Class2",54.158,"A",52.537,25.734,49,"N"
84.892,27.8,42.506,28,11,"Class3",78.82,"D",53.913,46.199,52,"A"
47.823,32.387,87.911,73,70,"Class1",59.883,"J",67.279,89.689,39,"Q"
66.481,30.896,31.455,41,6,"Class3",27.559,"B",58.542,44.312,51,"Q"
88.152,45.161,68.729,56,66,"Class1",60.528,"X",70.887,99.797,43,"M"
14.031,41.47,74.191,48,70,"Class1",58.292,"X",52.285,100.522,36,"M"
68.775,18.77,57.284,36,6,"Class3",23.282,"B",49.25,44.122,54,"T"
57.888,34.933,77.678,67,67,"Class1",55.522,"J",54.386,92.012,29,"Q"
66.179,101.5,3.541,59,60,"Class2",24.882,"G",48.525,48.436,52,"N"
33.935,47.914,69.952,48,72,"Class1",NA,"X",76.8,92.645,40,"J"
66.169,86.244,10.8,62,68,"Class2",23.533,"R",53.624,47.676,62,"N"
82.691,22.964,63.678,26,8,"Class3",53.881,"J",51.45,10.95,58,"D"
75.424,11.607,50.392,38,7,"Class3",60.744,"D",59.998,22.941,62,"G"
86.15,85.672,5.992,59,48,"Class2",52.388,"G",51.722,74.213,68,"N"
78.307,93.69,5,65,60,"Class2",31.57,"A",57.358,31.049,52,"N"
77.631,21.821,34.348,33,3,"Class3",48.329,"D",49.183,60.264,55,"G"
55.221,34.479,70.559,51,65,"Class1",58.529,"X",73.426,91.9,44,"E"
79.924,24.651,73.093,69,72,"Class1",58.641,"D",78.867,96.273,34,"E"
72.574,95.599,1.909,62,75,"Class2",33.2,"A",52.657,23.523,45,"I"
66.806,32.98,68.71,61,73,"Class1",53.332,"J",20.543,92.385,54,"M"
64.687,92.999,7.075,64,76,"Class2",21.454,"Y",48.665,25.476,64,"K"
82.547,93.825,3.43,61,77,"Class2",34.532,"A",58.15,21.654,34,"I"
71.063,20.835,60.647,35,6,"Class3",40.65,"J",56.058,63.533,58,"Q"
81.136,21.144,42.435,38,2,"Class3",73.484,"M",57.68,29.619,62,"Q"
68.465,24.685,53.893,33,13,"Class3",70.483,"B",52.363,40.42,60,"A"
76.334,27.547,42.296,29,8,"Class3",29.431,"M",55.81,32.81,58,"T"
68.196,14.167,63.496,40,12,"Class3",65.531,"M",55.007,45.845,55,"A"
94.009,97.992,6.498,62,74,"Class2",40.949,"R",51.382,55.765,51,"N"
76.59,14.751,29.511,35,2,"Class3",NA,"Z",48.615,50.595,56,"D"
94.454,NA,7.737,65,33,"Class2",36.603,"A",49.72,55.911,42,"N"
96.533,NA,2.963,60,36,"Class2",55.007,"A",54.401,68.324,61,"I"
78.969,23.28,44.069,27,6,"Class3",70.566,"Z",45.009,44.791,53,"T"
89.159,89.456,11.747,58,67,"Class2",21.397,"Y",49.191,55.402,71,"E"
90.78,99.751,5.978,54,53,"Class2",32.469,"A",51.192,63.815,37,"N"
40.927,37.471,80.521,55,70,"Class1",NA,"X",30.476,92.921,44,"J"
63.992,25.126,44.944,35,8,"Class3",40.574,"J",49.47,60.657,51,"T"
78.577,92.326,6.353,53,75,"Class2",52.157,"Y",49.772,24.913,47,"V"
77.604,9.538,45.91,29,9,"Class3",62.626,"D",59.209,46.822,58,"T"
20.828,39.742,71.617,49,73,"Class1",61.557,"K",17.528,89.961,43,"E"
65.197,93.372,3.707,57,56,"Class2",35.386,"G",56.555,86.894,35,"V"
66.709,35.546,38.961,35,8,"Class3",51.032,"D",53.347,19.149,56,"A"
88.81,92.169,0.615,54,60,"Class2",40.481,"R",57.46,14.839,59,"E"
73.095,33.513,64.435,74,65,"Class1",56.172,"X",77.515,91.126,38,"Q"
29.618,47.007,81.024,65,71,"Class1",61.3,"I",23.754,101.896,49,"J"
50.82,34.756,78.584,66,66,"Class1",59.747,"K",68.536,85.318,34,"J"
62.358,88.161,5.801,65,32,"Class2",39.849,"Y",59.454,37.124,64,"K"
82.109,92.153,5.676,64,48,"Class2",53.255,"Y",53.284,47.767,50,"V"
72.686,30.73,43.338,27,5,"Class3",72.223,"Z",56.894,55.038,57,"G"
64.223,48.912,81.422,50,71,"Class1",62.14,"X",33.791,92.06,29,"Q"
78.652,77.37,-0.115,65,74,"Class2",56.415,"A",49.392,67.134,70,"E"
79.09,16.196,42.411,40,7,"Class3",50.145,"D",50.938,46.824,61,"Q"
82.111,88.358,6.227,65,43,"Class2",52.805,"R",59.589,46.325,39,"K"
95.253,98.716,1.849,54,40,"Class2",20.73,"R",53.03,79.603,57,"E"
66.884,34.453,29.342,35,7,"Class3",64.278,"J",49.248,36.469,62,"T"
82.156,93.169,6.638,56,73,"Class2",32.679,"J",59.008,86.432,74,"N"
23.078,54.302,77.74,69,68,"Class1",60.659,"J",78.325,91.909,47,"J"
88.461,29.73,80.006,59,72,"Class1",58.277,"I",75.111,95.999,45,"J"
84.015,13.257,33.679,32,7,"Class3",56.375,"J",45.821,6.663,60,"D"
82.693,101.207,10.742,60,73,"Class2",56.596,"G",56.126,64.491,60,"I"
66.667,32.625,51.962,40,3,"Class3",45.05,"Z",57.056,67.856,60,"Q"
73.124,57.334,67.789,75,68,"Class1",58.837,"I",19.706,95.03,38,"E"
63.369,29.147,46.408,36,5,"Class3",73.754,"J",51.985,32.896,52,"Q"
63.19,101.757,3.729,54,59,"Class2",30.789,"G",51.881,22.485,30,"I"
84.627,19.877,55.853,27,6,"Class3",43.239,"M",48.541,39.399,53,"G"
11.896,42.816,66.021,71,72,"Class1",56.56,"I",45.405,92.953,30,"M"
65.555,94.44,12.948,63,45,"Class2",23.241,"R",48.373,56.148,57,"K"
84.686,33.369,75.577,73,68,"Class1",53.663,"D",47.646,89.481,34,"J"
84.873,91.584,7.369,55,75,"Class2",53.393,"A",51.615,40.801,53,"N"
70.876,88.37,6.183,55,41,"Class2",27.533,"R",56.83,38.569,45,"I"
68.021,28.208,52.133,30,8,"Class3",40.307,"B",49.006,30.818,59,"G"
79.459,19.714,47.228,29,2,"Class3",61.367,"B",56.17,62.798,51,"T"
67.752,30.214,44.215,26,5,"Class3",73.701,"J",59.315,44.455,52,"D"
65.785,81.006,9.708,58,47,"Class2",57.165,"R",55.187,58.306,50,"N"
