"M1","M2","M3","M4","M5","M6","M7","Output12","M8","M9","M10","M11"
39.274,44,"L",35.426,48.653,64.945,60,"Class1","U",27.994,73.05,72
87.774,45,"J",41.192,70.767,41.542,23,"Class4","J",96.907,3.196,55
87.394,49,"T",25.483,53.356,41.958,21,"Class4","X",96.477,4.135,87
87.192,37,"A",33.726,33.123,41.863,22,"Class4","Y",96.947,4.754,64
85.056,62,"C",48.433,68.101,49.489,72,"Class3","L",54.242,16.17,72
58.934,62,"O",58.143,67.235,25.814,47,"Class3","Y",55.939,16.487,56
87.919,55,"O",50.003,29.792,41.678,21,"Class4","A",96.333,4.035,61
83.293,62,"C",17.574,67.813,44.41,39,"Class3","L",46.105,16.204,11
77.456,61,"J",23.197,67.575,101.612,80,"Class3","L",48.08,17.21,21
80.312,62,"O",48.131,69.882,51.554,6,"Class3","L",52.339,16.927,55
99.699,61,"Q",36.722,69.503,29.8,89,"Class3","Y",47.063,17.168,78
10.647,43,"G",84.422,48.494,43.288,50,"Class1","U",39.966,73.886,88
94.332,61,"O",44.632,63.388,50.284,20,"Class3","T",46.937,16.103,22
87.208,38,"A",41.039,57.555,41.871,22,"Class4","A",96.334,4.446,66
81.072,61,"M",40.793,69.318,57.395,49,"Class3","Y",48.218,16.337,62
66.203,46,"T",16.702,48.876,25.375,33,"Class1","G",60.401,73.183,87
19.795,42,"M",63.604,80.946,15.717,84,"Class2","K",61.328,86.08,39
87.924,38,"U",52.815,29.696,41.654,23,"Class4","X",96.056,3.371,80
87.905,54,"A",52.297,45.683,41.389,21,"Class4","Y",96.213,1.672,50
41.576,46,"T",31.461,48.463,28.652,14,"Class1","U",61.983,74.186,72
19.409,50,"I",66.653,82.495,9.953,94,"Class2","X",62.38,81.627,44
58.996,43,"N",15.713,48.048,32.287,33,"Class1","U",58.192,73.677,69
87.399,41,"J",55.843,62.095,41.494,23,"Class4","A",96.236,3.177,59
21.897,50,"I",71.656,82.875,10.596,83,"Class2","J",56.684,84.451,40
19.251,44,"L",45.074,48.468,54.732,77,"Class1","W",43.337,73.499,66
87.786,36,"J",55.452,63.001,41.9,23,"Class4","Y",96.645,2.268,80
69.492,44,"F",64.272,48.268,81.548,42,"Class1","W",65.04,73.681,84
87.89,55,"J",55.659,57.906,41.566,23,"Class4","Y",96.139,2.702,48
19.927,43,"I",70.494,76.579,9.836,81,"Class2","X",60.206,93.451,43
55.519,46,"L",83.302,48.482,57.561,14,"Class1","H",43.577,73.557,62
23.784,44,"L",69.479,48.997,39.077,20,"Class1","H",42.179,73.643,72
68.178,44,"F",NA,48.036,53.984,70,"Class1","W",63.381,73.4,77
33.67,44,"T",NA,48.206,32.925,60,"Class1","U",33.757,73.333,75
87.349,39,"T",48.05,27.078,40.994,23,"Class4","Y",96.669,4.447,89
88.012,62,"C",76.449,69.027,48.791,64,"Class3","T",55.292,16.142,28
61.783,62,"M",NA,64.866,64.17,42,"Class3","D",52.738,16.751,45
81.037,62,"O",52.715,69.889,48.844,77,"Class3","N",50.569,16.337,20
81.824,62,"Q",76.111,66.783,88.556,11,"Class3","D",NA,16.584,12
87.14,40,"U",34.191,30.131,41.072,21,"Class4","A",96.024,5.442,82
82.262,61,"O",50.149,68.829,90.79,86,"Class3","L",49.298,16.39,11
76.773,61,"J",48.43,69.716,62.539,68,"Class3","L",51.152,16.375,55
53.274,46,"N",70.533,48.202,29.529,46,"Class1","G",NA,72.906,64
45.625,45,"L",43.459,48.855,23.413,51,"Class1","U",27.379,73.404,68
20.187,62,"M",65.49,78.096,9.932,91,"Class2","K",65.381,87.499,45
36.612,43,"G",48.135,48.444,58.748,34,"Class1","U",48.745,73.416,75
87.742,40,"O",49.205,25.199,41.004,21,"Class4","R",96.128,3.811,71
100.513,62,"O",62.725,67.733,77.295,24,"Class3","T",58.044,16.699,21
91.652,63,"J",55.275,68.55,31.628,55,"Class3","D",56.295,16.001,86
20.024,62,"L",69.158,79.175,12.755,93,"Class2","X",55.382,81.623,43
31.808,44,"L",74.985,48.233,40.281,45,"Class1","G",28.525,73.879,78
89.774,62,"C",33.64,67.507,67.654,36,"Class3","L",59.221,15.8,87
86.893,50,"U",29.5,30.641,41.088,22,"Class4","R",96.398,4.226,77
87.348,52,"O",37.927,33.793,41.616,21,"Class4","J",96.131,3.754,62
65.03,44,"L",82.957,48.172,37.087,24,"Class1","R",25.732,73.514,74
87.611,55,"T",31.83,31.091,41.76,21,"Class4","Y",96.109,1.618,48
87.472,46,"A",NA,58.631,41.971,22,"Class4","A",96.41,3.811,76
21.039,36,"L",68.083,82.721,10.318,91,"Class2","X",69.423,92.296,37
38.501,45,"F",42.588,48.306,49.266,20,"Class1","U",59.553,73.777,65
28.625,43,"T",32.88,48.093,36.797,53,"Class1","H",27.535,73.557,61
87.408,37,"J",54.473,65.69,41.219,22,"Class4","X",96.187,4.715,52
92.642,63,"J",31.877,66.438,46.812,52,"Class3","T",NA,16.493,90
53.18,43,"G",27.372,48.364,76.172,45,"Class1","W",40.055,73.294,85
20.124,44,"L",67.351,78.847,8.247,95,"Class2","J",58.701,79.544,41
87.059,48,"A",53.276,39.917,40.818,22,"Class4","A",96.669,4.452,48
23.539,44,"N",39.632,48.577,-11.748,46,"Class1","W",59.922,73.924,63
83.262,62,"J",61.323,65.235,84.189,95,"Class3","T",52.303,16.829,9
18.403,42,"L",73.365,80.905,12.588,87,"Class2","X",69.889,88.864,37
87.045,43,"J",53.361,33.632,42.029,23,"Class4","R",96.24,5.352,49
89.985,62,"J",NA,63.362,18.784,56,"Class3","T",59.695,16.082,55
21.27,44,"F",63.873,48.137,52.307,68,"Class1","U",66.644,72.602,79
44.378,44,"G",63.412,48.424,61.317,37,"Class1","U",65.808,73.61,74
20.229,40,"L",64.449,82.187,12.828,96,"Class2","Q",67.361,87.788,40
87.287,40,"J",56.1,74.965,41.5,21,"Class4","R",NA,3.013,66
83.651,61,"J",52.961,67.67,37.312,74,"Class3","L",58.891,16.305,19
19.253,40,"L",65.908,77.345,12.708,90,"Class2","K",67.28,76.714,43
19.589,40,"Z",68.729,81.281,14.947,93,"Class2","X",57.06,91.764,44
87.25,42,"J",50.903,41.2,41.353,23,"Class4","X",96.857,3.402,89
87.295,53,"J",52.12,38.708,41.529,22,"Class4","R",96.147,3.675,52
90.267,62,"M",36.107,65.346,78.642,37,"Class3","Y",47.158,16.448,84
42.27,43,"L",59.159,48.662,57.317,82,"Class1","G",69.553,73.354,83
87.083,39,"J",46.443,71.784,41.397,23,"Class4","J",96.755,2.419,74
20.762,43,"M",63.471,79.369,14.489,90,"Class2","X",59.626,79.865,41
74.559,62,"J",62.531,67.278,42.265,51,"Class3","T",50.009,16.375,82
87.304,39,"O",29.666,30.933,41.702,22,"Class4","Y",96.834,5.653,50
90.208,61,"J",77.668,63.976,96.477,16,"Class3","T",NA,16.827,44
20.454,62,"Z",70.926,77.953,15.161,91,"Class2","X",56.633,104.972,38
30.415,46,"T",37.052,48.689,75.309,65,"Class1","R",51.707,73.399,67
87.894,43,"O",51.901,75.174,41.293,23,"Class4","J",96.255,4.698,77
86.123,63,"J",59.612,65.29,52.576,20,"Class3","D",NA,16.792,75
20.282,60,"L",67.665,80.737,11.359,93,"Class2","J",71.815,91.58,32
19.749,65,"I",68.115,79.511,9.497,88,"Class2","Q",NA,84.655,40
32.112,44,"N",23.52,48.691,59.788,59,"Class1","W",64.22,72.988,74
87.44,54,"A",46.002,59.781,41.879,21,"Class4","Y",NA,4.836,73
57.404,46,"G",76.679,48.115,56.104,45,"Class1","U",52.341,73.962,84
87.563,53,"O",23.101,53.193,41.914,21,"Class4","A",96.621,3.541,67
18.773,56,"M",67.519,77.914,12.65,90,"Class2","J",66.974,94.833,37
71.695,62,"J",45.017,68.203,58.573,94,"Class3","N",58.463,16.168,57
87.211,50,"O",23.645,72.807,41.048,21,"Class4","X",96.877,4.051,84
63.935,62,"Q",37.816,63.894,75.191,84,"Class3","L",49.936,16.761,30
52.14,44,"G",47.721,48.603,60.717,28,"Class1","G",30.297,74.343,81
69.04,44,"F",54.463,48.079,27.833,77,"Class1","U",NA,73.206,64
90.793,61,"J",54.373,63.488,33.455,9,"Class3","Y",52.825,16.198,33
19.393,63,"Z",72.621,82.143,20.24,83,"Class2","K",72.186,97.557,38
18.954,39,"I",66.594,81.828,11.036,95,"Class2","X",57.838,83.656,32
59.112,46,"F",63.471,48.307,19.04,80,"Class1","H",NA,73.664,78
87.508,57,"O",53.482,59.895,41.78,23,"Class4","Y",96.087,4.431,67
19.912,50,"L",66.71,75.459,9.666,94,"Class2","X",NA,83.499,37
63.091,45,"N",83.464,48.392,53.557,75,"Class1","R",64.64,73.536,67
36.214,43,"F",75.61,48.446,37.32,34,"Class1","H",35.918,73.908,79
20.961,41,"M",63.042,76.618,14.178,94,"Class2","K",70.799,80.979,32
87.924,37,"T",49.707,25.005,41.671,21,"Class4","R",96.865,4.089,77
87.409,46,"A",33.908,69.528,41.433,22,"Class4","X",96.473,4.302,71
47.397,44,"N",74.715,48.825,41.564,83,"Class1","G",40.413,73.397,82
80.629,63,"Q",34.937,68.401,100.729,76,"Class3","L",54.504,16.928,79
87.07,57,"A",51.978,59.285,41.105,23,"Class4","X",96.152,2.706,51
21.176,51,"Z",71.882,82.796,15.09,85,"Class2","K",NA,101.574,33
17.148,52,"Z",68.866,82.67,13.33,82,"Class2","K",51.491,86.253,38
72.183,43,"F",79.478,48.99,14.453,61,"Class1","R",66.099,73.088,87
37.605,45,"F",27.769,48.535,39.401,40,"Class1","H",43.409,73.861,63
19.619,56,"Z",63.524,80.122,11.236,91,"Class2","T",53.593,74.897,42
97.373,63,"M",16.4,69.754,38.283,59,"Class3","Y",55.385,16.712,16
87.542,36,"A",24.431,39.177,41.392,23,"Class4","A",96.157,3.832,83
87.391,41,"U",31.687,52.9,41.472,23,"Class4","R",96.884,3.617,71
87.621,47,"A",47.427,60.6,41.495,22,"Class4","R",NA,2.877,73
50.069,43,"N",28.261,48.415,64.402,87,"Class1","W",55.046,73.54,69
82.61,61,"Q",70.058,66.23,72.697,38,"Class3","T",48.655,16.245,70
36.913,44,"N",74.047,48.577,52.935,78,"Class1","R",65.585,73.276,70
61.938,45,"F",72.706,48.072,44.753,25,"Class1","H",63.6,73.688,79
68.426,44,"N",83.405,48.471,58.692,61,"Class1","G",39.724,73.734,71
86.898,62,"Q",57.989,68.434,61.383,7,"Class3","N",47.447,17.095,38
74.342,61,"J",34.804,64.436,48.552,91,"Class3","L",56.985,16.353,48
87.238,57,"T",41.077,71.558,41.8,22,"Class4","R",96.787,2.659,65
86.815,44,"U",44.806,50.526,40.933,23,"Class4","A",96.246,2.246,81
80.847,63,"O",77.926,67.023,63.519,90,"Class3","L",57.478,16.652,90
92.75,61,"M",60.236,65.885,66.508,30,"Class3","T",53.45,16.485,76
87.376,57,"U",47.155,54.484,41.366,22,"Class4","R",NA,1.933,51
20.181,52,"Z",63.319,79.442,11.321,85,"Class2","X",54.674,87.542,45
83.411,61,"C",77.213,69.438,60.749,76,"Class3","L",59.877,16.785,89
78.271,62,"C",25.602,69.537,57.483,38,"Class3","N",53.717,16.828,76
17.788,39,"L",65.016,81.962,17.022,86,"Class2","X",71.09,94.444,40
87.62,53,"J",42.504,52.402,41.896,22,"Class4","X",96.783,1.797,79
18.089,51,"Z",69.04,81.903,12.784,84,"Class2","X",69.522,78.152,38
92.752,62,"Q",43.706,64.919,4.739,48,"Class3","D",53.982,16.562,50
86.58,47,"U",51.976,35.165,42.312,21,"Class4","A",96.023,3.218,88
87.581,47,"J",50.405,53.572,41.81,21,"Class4","Y",96.485,4.134,85
19.12,60,"M",69.457,76.727,10.834,84,"Class2","T",66.786,93.116,32
19.701,42,"I",71.661,82.358,16.012,94,"Class2","Q",64.688,105.949,41
87.522,51,"T",31.627,30.769,41.471,22,"Class4","A",96.704,2.951,74
45.91,45,"L",28.315,48.398,34.88,78,"Class1","U",59.582,73.902,75
70.089,61,"C",71.047,65.542,26.162,11,"Class3","D",48.686,16.029,80
50.426,43,"G",60.298,48.988,26.733,81,"Class1","G",27.771,73.279,87
18.534,37,"Z",73.74,80.691,16.141,86,"Class2","J",62.343,95.218,35
83.296,62,"Q",42.45,66.805,56.96,77,"Class3","Y",56.769,15.974,34
19.574,43,"L",73.904,80.571,9.31,92,"Class2","X",50.084,87.504,36
87.577,40,"A",50.129,51.172,41.48,22,"Class4","X",96.485,3.799,52
18.925,43,"L",65.426,76.459,8.87,88,"Class2","Q",72.695,84.983,38
19.211,40,"M",73.49,79.622,9.141,85,"Class2","T",59.504,79.54,41
69.78,43,"F",46.785,48.573,57.385,72,"Class1","W",49.108,73.764,85
55.671,46,"F",22.593,48.795,68.219,60,"Class1","U",29.004,73.874,79
87.634,49,"T",49.038,49.498,41.044,21,"Class4","R",96.385,3.936,86
19.016,53,"I",65.036,75.978,8.901,84,"Class2","K",69.361,89.974,32
20.143,64,"I",NA,80.077,11.645,81,"Class2","J",64.968,82.181,34
18.331,65,"F",73.326,79.519,18.787,86,"Class2","T",51.704,82.349,42
87.357,43,"J",32.652,44.513,41.45,21,"Class4","J",96.587,3.781,83
95.466,63,"O",56.802,64.921,52.343,12,"Class3","L",NA,16.526,53
87.855,63,"Q",57.58,63.395,42.091,55,"Class3","N",46.986,16.646,53
87.567,57,"J",56.576,48.948,42.47,21,"Class4","A",96.524,3.159,62
18.371,46,"G",66.659,48.58,31.287,22,"Class1","W",54.856,73.398,64
38.301,46,"G",65.988,48.608,36.728,32,"Class1","H",45.121,73.807,61
39.377,43,"N",31.087,48.8,19.525,56,"Class1","H",67.036,73.361,73
65.869,46,"F",25.343,48.178,67.57,40,"Class1","R",53.01,73.17,71
87.634,63,"O",44.492,64.593,55.43,36,"Class3","Y",55.051,16.235,50
85.005,62,"M",30.14,66.386,61.607,49,"Class3","N",47.171,15.911,49
66.731,45,"T",75.717,48.296,60.875,64,"Class1","W",40.348,73.58,63
91.269,63,"O",NA,64.774,59.79,72,"Class3","D",48.015,16.187,58
47.319,46,"T",78.265,48.629,95.862,69,"Class1","W",61.712,73.008,82
87.268,40,"O",43.921,25.004,41.275,23,"Class4","A",96.286,4.068,87
87.081,37,"T",24.175,39.621,41.153,21,"Class4","A",96.383,1.403,78
87.592,55,"A",45.668,43.955,42.071,22,"Class4","Y",96.177,1.748,55
19.462,50,"M",70.305,80.668,11.595,90,"Class2","T",63.688,91.271,40
87.346,52,"U",32.066,34.614,41.783,21,"Class4","J",96.892,3.227,79
18.724,55,"I",66.224,79.556,15.869,83,"Class2","Q",71.697,97.033,44
53.962,45,"T",38.543,48.738,46.874,32,"Class1","H",57.382,73.753,63
60.664,44,"F",80.503,48.214,84.218,31,"Class1","G",49.55,73.124,66
74.857,61,"Q",46.258,69.875,71.798,57,"Class3","D",50.529,16.786,46
87.475,45,"U",50.816,41.643,41.763,21,"Class4","X",NA,2.706,51
85.112,63,"O",60.013,68.96,59.524,45,"Class3","N",50.793,16.164,13
39.863,45,"T",24.385,48.932,51.8,59,"Class1","U",46.287,73.755,80
30.175,46,"N",39.143,48.37,62.907,43,"Class1","G",28.637,73.49,80
18.91,56,"Z",71.512,80.987,13.856,80,"Class2","T",62.399,72.531,35
46.17,45,"T",42.072,48.947,44.146,46,"Class1","W",54.192,73.406,73
87.279,38,"T",25.795,67.362,41.336,23,"Class4","R",96.051,3.868,77
65.877,46,"L",82.363,48.582,28.723,33,"Class1","U",69.604,73.936,85
87.54,41,"O",31.749,38.039,40.964,23,"Class4","Y",96.13,5.134,55
68.458,63,"M",67.05,67.679,16.9,75,"Class3","Y",52.45,16.477,37
88.091,63,"O",65.045,63.176,37.763,94,"Class3","Y",49.576,16.281,56
85.349,62,"C",61.318,68.372,70.043,41,"Class3","L",54.896,16.785,42
20.107,48,"Z",64.855,75.512,16.335,81,"Class2","X",54.825,79.069,42
20.062,41,"L",NA,75.19,14.512,85,"Class2","T",50.721,104.873,33
20.204,65,"I",64.997,79.697,16.339,86,"Class2","K",65.513,84.089,32
87.152,41,"O",23.55,51.117,42.026,21,"Class4","J",96.607,4.151,63
76.166,62,"Q",NA,66.065,47.4,71,"Class3","T",56.2,15.98,38
87.605,40,"A",38.816,71.321,41.216,21,"Class4","Y",96.685,4.659,54
19.143,37,"M",67.595,80.174,14.37,86,"Class2","K",68.991,91.596,41
42.657,44,"N",21.088,48.551,52.021,43,"Class1","W",38.836,74.139,64
42.451,45,"G",NA,48.435,-18.564,78,"Class1","U",59.33,72.95,69
22.768,44,"F",38.632,48.915,23.771,20,"Class1","G",53.222,73.81,81
0.372,45,"T",82.999,48.246,76.977,21,"Class1","G",53.896,73.657,81
21.194,35,"M",64.428,81.238,15.633,93,"Class2","J",63.129,72.286,44
18.799,46,"L",69.336,78.112,7.558,87,"Class2","T",64.696,82.863,40
91.209,61,"C",NA,69.652,49.82,40,"Class3","N",53.148,16.359,83
19.74,55,"Z",65.6,79.852,14.257,89,"Class2","T",56.71,84.362,32
72.27,63,"M",41.541,69.196,31.175,23,"Class3","Y",52.951,15.747,30
17.443,64,"F",66.237,75.192,12.155,81,"Class2","Q",50.189,93.326,43
87.404,44,"U",56.127,63.71,41.559,21,"Class4","A",96.653,1.711,73
49.627,46,"T",84.946,48.849,88.147,85,"Class1","G",36.632,73.52,84
87.346,56,"T",28.207,40.608,41.449,23,"Class4","J",96.887,3.012,52
87.585,37,"J",48.026,29.542,41.148,23,"Class4","R",96.339,1.471,51
19.762,46,"I",65.7,76.358,9.316,88,"Class2","T",51.238,71.213,37
86.469,61,"J",39.764,66.397,83.343,67,"Class3","D",50.996,16.841,76
62.691,46,"N",44.906,48.899,45.672,39,"Class1","U",36.373,73.985,72
87.86,45,"A",33.775,38.336,41.406,22,"Class4","X",96.734,1.766,60
55.622,62,"J",60.546,64.076,68.087,21,"Class3","Y",49.904,16.766,17
53.234,46,"F",13.975,48.618,75.687,42,"Class1","U",38.689,73.475,77
72.654,63,"C",75.675,68.925,54.819,65,"Class3","T",52.882,16.565,82
52.933,44,"G",NA,48.363,77.19,36,"Class1","W",28.806,73.443,73
87.822,52,"O",32.784,64.477,41.176,21,"Class4","A",96.713,3.855,80
21.018,43,"I",73.785,78.616,8.765,88,"Class2","J",66.439,82.181,43
42.955,44,"F",29.475,48.006,39.632,75,"Class1","R",40.568,73.43,60
88.134,63,"O",73.497,63.948,58.889,75,"Class3","D",47.132,16.457,24
66.38,44,"L",45.263,48.494,15.138,14,"Class1","W",54.803,73.786,68
84.96,63,"M",21.952,68.547,69.921,78,"Class3","T",NA,16.066,24
72.675,61,"M",68.809,66.015,59.898,69,"Class3","D",52.143,16.367,51
87.85,62,"Q",NA,68.657,64.643,75,"Class3","L",NA,16.574,89
39.628,45,"T",44.037,48.373,28.648,62,"Class1","W",26.334,73.411,67
18.261,44,"I",70.184,81.17,12.153,87,"Class2","T",62.522,92.606,35
52.811,44,"N",23.715,48.743,42.196,35,"Class1","G",NA,73.489,77
89.25,62,"J",14.485,63.982,61.127,90,"Class3","T",59.679,15.964,27
28.564,44,"G",79.352,48.134,64.351,69,"Class1","H",27.578,73.333,69
86.678,43,"O",46.882,45.059,41.765,22,"Class4","R",96.607,3.822,84
39.188,44,"F",79.832,48.81,32.582,89,"Class1","W",26.383,73.664,87
73.393,61,"M",75.41,67.752,48.323,72,"Class3","Y",58.724,16.858,22
19.26,44,"L",66.962,76.682,11.146,87,"Class2","K",64.994,86.501,39
19.818,51,"L",65.701,80.853,13.053,90,"Class2","X",69.77,92.13,34
42.966,43,"N",62.666,48.535,48.285,48,"Class1","G",31.614,73.694,75
50.958,43,"T",73.127,48.042,18.99,70,"Class1","G",60.437,73.25,69
20.043,36,"F",63.017,78.826,10.603,87,"Class2","J",62.606,78.939,40
19.072,50,"M",70.712,75.033,16.607,86,"Class2","T",55.548,88.471,33
61.811,45,"T",36.958,48.736,6.312,50,"Class1","R",37.045,73.413,68
44.545,44,"G",NA,48.491,47.372,52,"Class1","U",50.949,73.478,66
87.551,41,"U",34.819,30.645,41.876,22,"Class4","A",96.707,3.385,59
87.197,52,"J",53.195,73.696,41.829,22,"Class4","Y",96.768,3.841,58
20.418,41,"M",64.835,78.525,15.431,94,"Class2","J",65.584,88.609,42
18.231,45,"L",66.275,79.457,18.791,89,"Class2","T",68.857,87.302,45
18.972,53,"M",63.527,81.325,9.613,81,"Class2","K",70.337,77.03,31
51.428,46,"L",36.396,48.514,1.908,76,"Class1","R",24.93,73.638,65
87.61,44,"U",NA,48.574,41.811,21,"Class4","R",96.362,3.439,88
87.759,43,"A",28.815,51.725,41.371,22,"Class4","R",96.295,3.779,78
19.395,39,"Z",73.51,77.758,15.977,93,"Class2","T",72.251,85.066,45
40.443,46,"T",18.938,48.42,22.135,52,"Class1","R",32.645,72.915,63
21.75,46,"N",27.356,48.315,50.451,80,"Class1","G",44.258,73.365,67
52.796,44,"T",68.484,48.402,54.101,12,"Class1","W",42.08,73.858,72
72.158,46,"N",46.482,48.161,16.747,23,"Class1","H",40.348,73.366,69
46.376,46,"T",48.682,48.957,41.278,59,"Class1","R",54.421,73.7,64
18.764,42,"F",71.739,82.114,10.503,95,"Class2","Q",64,95.503,36
87.826,39,"U",31.238,54.498,41.709,22,"Class4","J",96.798,3.84,72
82.248,63,"C",28.141,67.541,16.576,76,"Class3","T",59.38,16.296,81
18.193,65,"F",66.787,79.355,10.733,95,"Class2","T",65.348,77.748,40
38.264,45,"T",70.161,48.587,45.311,60,"Class1","H",54.325,73.498,66
19.354,59,"Z",70.343,82.159,13.3,87,"Class2","J",58.659,78.908,42
19.998,50,"L",68.395,77.983,16.328,83,"Class2","K",55.101,95.085,42
18.937,47,"L",70.76,78.178,14.667,87,"Class2","K",57.34,108.196,35
20.55,54,"M",NA,82.595,10.967,87,"Class2","T",NA,91.688,40
83.099,62,"J",21.038,66.34,33.809,28,"Class3","Y",53.409,16.085,40
17.781,60,"L",69.447,77.124,13.311,81,"Class2","K",NA,94.734,44
84.168,61,"C",NA,69.85,48.841,74,"Class3","N",47.152,16.242,44
24.917,44,"L",50.236,48.805,75.806,68,"Class1","U",29.448,73.437,61
87.782,48,"A",53.186,29.195,41.209,23,"Class4","J",NA,5.624,65
87.004,45,"O",44.248,28.402,41.062,22,"Class4","X",96.198,3.469,81
18.811,65,"Z",68.158,79.685,12.277,85,"Class2","T",58.493,90.761,35
84.304,62,"O",69.964,66.757,55.794,7,"Class3","L",48.29,16.881,78
20.51,61,"Z",63.62,78.842,12.573,90,"Class2","Q",72.584,74.587,30
87.604,42,"J",40.478,39.264,41.407,22,"Class4","Y",96.417,3.512,88
77.611,62,"M",49.511,69.316,36.658,92,"Class3","L",51.982,16.319,51
18.743,65,"F",63.373,75.908,7.444,92,"Class2","K",58.991,83.456,35
86.861,38,"J",52.175,41.6,41.24,23,"Class4","J",96.047,4.46,86
86.885,45,"T",56.779,43.878,42.362,23,"Class4","A",96.776,3.278,48
64.096,61,"O",75.614,66.293,35.131,88,"Class3","D",59.249,16.7,57
19.464,45,"M",72.367,81.293,14.885,85,"Class2","T",53.622,87.18,31
80.386,62,"C",15.388,66.495,20.349,53,"Class3","N",48.388,15.837,28
86.724,50,"J",23.261,63.572,41.525,23,"Class4","Y",96.132,1.847,62
35.648,43,"G",75.456,48.046,82.335,56,"Class1","R",64.277,73.057,87
19.42,63,"Z",67.598,76.589,13.193,83,"Class2","T",50.63,105.464,43
21.775,46,"I",70.735,78.074,15.44,86,"Class2","K",68.38,95.219,34
87.564,56,"T",NA,62.28,40.98,22,"Class4","J",96.226,4.085,53
91.3,63,"C",61.936,69.189,67.425,33,"Class3","L",55.598,16.489,85
19.23,49,"I",71.326,82.712,16.117,87,"Class2","Q",71.137,105.925,35
21.733,54,"L",66.58,81.734,11.87,87,"Class2","X",54.172,97.349,32
39.728,43,"L",28.296,48.791,56.885,10,"Class1","G",45.399,73.6,84
87.409,53,"O",33.143,48.322,42.196,23,"Class4","R",96.443,3.773,85
18.911,60,"Z",63.681,79.347,7.314,81,"Class2","T",51.725,79.786,42
45.292,46,"F",32.275,48.589,41.102,56,"Class1","U",29.69,73.767,84
16.911,42,"Z",65.925,78.474,11.279,82,"Class2","X",70.729,75.58,35
28.737,43,"N",81.352,48.459,27.435,31,"Class1","R",NA,73.679,62
26.104,43,"L",26.198,48.081,51.765,16,"Class1","H",41.425,73.229,73
44.753,44,"N",48.909,48.632,70.412,28,"Class1","U",60.632,73.34,75
87.24,50,"A",36.534,50.034,42.321,23,"Class4","Y",96.049,3.503,76
87.379,53,"A",25.206,55.441,41.14,22,"Class4","J",96.731,1.925,85
39.23,45,"L",68.065,48.998,43.991,48,"Class1","R",61.763,74.193,77
33.339,46,"N",83.631,48.165,47.737,37,"Class1","W",65.469,73.625,67
19.319,39,"F",64.546,77.071,11.139,91,"Class2","J",55.079,101.088,40
47.412,46,"F",59.535,48.836,0.52,70,"Class1","H",46.35,73.498,77
19.612,57,"F",70.529,75.376,16.955,90,"Class2","K",60.969,84.003,45
21.043,50,"F",69.093,78.573,10.422,93,"Class2","T",61.919,85.869,32
87.444,50,"U",39.66,59.618,41.384,22,"Class4","J",96.751,3.361,70
20.403,53,"M",71.695,75.522,15.628,96,"Class2","K",NA,96.682,37
70.17,43,"T",NA,48.246,42.335,33,"Class1","H",32.678,73.662,61
67.84,63,"M",48.618,63.877,68.736,85,"Class3","D",48.253,16.879,65
42.611,43,"T",37.993,48.273,50.612,43,"Class1","U",62.291,74.034,85
19.395,36,"L",71.195,76.69,18.609,87,"Class2","X",55.275,80.045,44
69.76,62,"O",46.331,68.79,25.94,23,"Class3","N",58.003,16.722,38
89.942,63,"Q",51.327,63.394,16.591,76,"Class3","Y",56.409,16.113,78
87.224,49,"J",42.599,56.354,41.656,23,"Class4","J",96.906,3.953,54
87.916,43,"J",39.862,59.744,41.13,21,"Class4","Y",NA,3.953,56
79.558,63,"J",47.102,67.487,41.851,32,"Class3","L",52.175,16.168,26
75.885,61,"M",66.781,65.993,30.182,67,"Class3","T",53.612,16.475,40
87.208,57,"J",37.567,65.871,41.689,21,"Class4","X",96.767,2.759,70
78.606,63,"C",45.996,64.638,33.94,51,"Class3","Y",47.939,16.296,63
62.373,44,"L",17.499,48.423,31.271,39,"Class1","R",25.354,73.445,77
19.868,39,"Z",69.209,77.963,13.902,80,"Class2","T",63.189,95.397,35
18.024,40,"I",64.317,75.635,9.555,93,"Class2","K",61.703,83.086,41
20.729,65,"M",64.173,76.439,11.445,93,"Class2","J",58.511,86.369,40
77.876,62,"J",37.92,66.401,35.1,48,"Class3","Y",NA,16.767,49
31.435,46,"T",60.101,48.917,16.754,13,"Class1","U",57.808,73.631,75
17.882,46,"Z",68.702,76.947,13.098,84,"Class2","Q",52.114,89.473,30
87.33,57,"O",49.275,35.201,41.277,23,"Class4","Y",96.784,3.815,59
20.535,52,"M",71.125,81.742,8.262,91,"Class2","Q",67.181,96.854,35
49.673,46,"F",77.74,48.719,65.095,66,"Class1","R",46.901,72.985,83
30.26,46,"G",79.529,48.517,13.05,56,"Class1","W",45.629,73.573,88
18.346,55,"I",65.538,76.723,10.063,82,"Class2","X",67.645,92.989,30
47.226,45,"T",84.179,48.43,64.667,56,"Class1","U",39.199,73.383,85
84.83,62,"M",65.858,63.13,101.196,87,"Class3","D",57.97,17.388,46
91.142,63,"M",77.304,69.466,52.175,6,"Class3","L",46.128,16.309,20
68.033,44,"T",56.28,48.038,32.17,58,"Class1","H",47.256,72.992,87
84.911,61,"J",65.775,65.5,66.868,9,"Class3","L",53.45,16.483,42
89.698,63,"J",61.464,67.345,68.645,45,"Class3","D",56.239,16.338,73
19.136,62,"L",69.149,75.759,15.788,81,"Class2","J",51.907,83.612,35
20.468,65,"I",66.085,79.341,15.25,94,"Class2","K",63.643,80.845,44
