"P1","P2","P3","Output15","P4","P5","P6","P7","P8","P9","P10","P11"
58,"W",83,"Class1",45.706,82.637,"P",76,39.95,67.314,43.671,90.736
82,"R",33,"Class4",60.346,39.095,"T",99,45.339,48.096,43.669,63.021
75,"D",28,"Class2",54.866,23.551,"C",65,42.915,36.118,58.476,77.056
70,"U",87,"Class2",66.412,31.788,"Y",63,49.86,42.718,43.262,50.361
48,"G",83,"Class5",46.364,31.242,"D",78,NA,11.286,53.997,10.373
56,"W",74,"Class5",65.674,6.148,"D",80,NA,10.808,66.753,9.663
68,"D",26,"Class2",58.805,20.216,"Y",53,42.532,NA,67.257,69.666
76,"C",31,"Class4",55.144,32.514,"I",97,38,38.564,80.55,61.907
63,"G",78,"Class5",39.547,27.544,"I",92,26.033,11.906,78.357,2.226
30,"I",89,"Class3",49.798,42.442,"Q",54,73.944,52.868,12.62,61.88
39,"D",89,"Class5",68.58,14.251,"D",88,18.934,11.415,37.95,28.002
75,"R",41,"Class2",64.968,64.455,"Y",81,NA,38.177,45.284,75.123
58,"I",77,"Class1",22.34,63.438,"P",57,36.786,53.241,41.4,74.595
40,"W",69,"Class5",40.884,24.895,"D",69,11.497,NA,77.1,15.909
76,"R",33,"Class4",31.702,32.021,"D",98,39.503,34.677,60.557,61.958
77,"Q",35,"Class4",51.887,39.374,"O",99,40.767,97.603,76.877,59.902
72,"D",33,"Class2",52.841,33.808,"C",77,61.084,40.438,53.927,48.86
82,"G",60,"Class5",46.919,49.847,"P",81,10.722,11.031,66.179,29.381
75,"C",33,"Class4",47.642,39.232,"T",98,21.061,49.319,84.118,64.023
77,"C",33,"Class4",47.716,39.708,"T",98,53.237,75.07,99.575,61.194
64,"X",57,"Class5",48.718,34.373,"P",81,16.186,9.639,94.465,30.875
56,"I",85,"Class3",60.301,48.572,"P",59,59.115,52.294,12.429,41.746
42,"G",86,"Class3",53.032,22.978,"Q",53,39.645,52.324,12.499,24.699
57,"G",85,"Class3",46.413,22.162,"B",50,59.447,52.092,12.771,64.654
31,"W",92,"Class5",51.226,41.155,"F",79,6.029,10.837,21.037,8.457
24,"Y",85,"Class5",51.243,21.961,"G",65,26.338,10.421,50.527,29.069
77,"R",32,"Class4",61.776,36.727,"T",99,-0.793,44.956,32.486,63.426
83,"Q",33,"Class4",73.936,38.862,"V",97,37.78,41.553,46.05,62.751
76,"R",86,"Class2",51.277,67.855,"G",73,40.804,43.019,40.839,78.862
70,"Y",71,"Class2",50.113,45.607,"G",58,58.411,40.927,53.595,47.863
56,"V",82,"Class1",48.678,72.696,"J",67,39.778,63.473,39.729,72.784
68,"D",83,"Class2",43.518,60.714,"V",70,43.194,29.213,53.917,64.275
84,"P",35,"Class4",5.547,39.417,"V",97,42.185,68.153,33.729,60.651
74,"U",45,"Class2",50.197,54.932,"A",47,35.403,42.398,39.62,50.471
47,"I",84,"Class3",56.194,21.542,"U",52,87.968,52.686,12.661,34.656
83,"C",32,"Class4",78.178,37.847,"T",97,24.568,24.171,57.924,63.844
56,"I",83,"Class1",27.727,54.041,"V",68,40.569,76.545,41.41,78.631
80,"P",33,"Class4",74.709,38.974,"T",98,NA,44.238,89.634,62.366
83,"C",34,"Class4",27.986,30.704,"V",99,25.07,41.06,64.44,61.376
34,"G",84,"Class3",56.365,50.906,"G",63,39.775,52.259,12.397,31.452
56,"I",85,"Class1",25.817,87.093,"R",71,43.334,77.431,41.166,69.005
96,"D",68,"Class5",70.736,6.003,"I",65,16.977,11.424,43.118,14.339
79,"H",41,"Class2",61.129,22.003,"C",53,44.569,40.721,40.504,66.305
83,"Q",35,"Class4",18.487,31.004,"V",98,29.081,40.968,34.814,61.579
58,"W",75,"Class1",33.926,50.537,"P",67,40.454,66.758,38.264,66.881
81,"C",35,"Class4",72.087,29.188,"T",97,NA,54.097,76.559,63.49
36,"F",84,"Class3",61.07,66.212,"P",51,37.63,52.287,11.651,31.028
75,"Q",32,"Class4",10.149,31.282,"T",98,31.169,60.67,84.608,60.028
59,"G",90,"Class3",59.626,21.324,"Q",54,23.959,52.952,11.817,73.771
62,"D",75,"Class5",53.727,24.841,"F",79,46.593,11.93,63.68,4.516
32,"I",81,"Class3",51.32,11.941,"U",58,28.658,52.325,12.49,54.285
59,"D",86,"Class3",49.384,7.359,"U",62,32.575,52.423,12.906,61.636
38,"G",88,"Class3",61.927,80.409,"B",55,NA,52.347,13.056,41.836
52,"X",89,"Class5",47.073,41.334,"F",89,13.664,10.176,79.844,8.148
71,"R",28,"Class2",49.094,66.059,"G",55,47.636,37.024,63.597,54.757
35,"D",90,"Class3",59.727,44.749,"Q",52,60.25,52.694,12.792,33.287
59,"G",83,"Class3",49.574,15.339,"Q",50,50.621,52.418,12.895,36.681
69,"H",43,"Class2",44.425,56.375,"Y",72,42.602,30.728,45.013,72.572
80,"Y",88,"Class5",50.306,42.916,"I",78,21.345,11.157,51.758,17.046
57,"P",79,"Class1",30.787,51.282,"J",51,40.198,80.943,42.845,79.1
78,"P",35,"Class4",56.631,28.077,"O",99,24.532,77.706,36.664,62.792
26,"W",72,"Class5",55.505,24.873,"F",98,9.922,11.003,65.496,16.302
78,"Q",35,"Class4",55.644,41.867,"D",99,22.934,67.236,51.412,64.57
79,"Y",35,"Class4",50.164,36.572,"V",99,19.998,74.643,58.78,61.112
32,"R",88,"Class3",47.319,77.334,"B",56,44.67,52.41,13.581,31.439
56,"D",85,"Class5",68.633,25.379,"D",96,33.588,10.644,49.508,33.565
56,"D",83,"Class3",53.557,79.54,"U",54,64.412,53.128,12.118,65.881
31,"I",82,"Class3",47.821,58.302,"G",54,65.175,52.158,12.638,37.113
72,"U",37,"Class2",60.09,37.148,"A",54,53.303,43.098,65.828,75.529
72,"D",56,"Class2",49.149,35.237,"A",56,34.869,42.636,51.528,78.184
56,"V",76,"Class1",32.194,70.661,"P",80,40.878,63.239,42.116,90.909
77,"D",60,"Class2",63.488,62.719,"C",64,32.368,36.13,52.113,44.819
51,"I",81,"Class3",56.34,16.022,"Q",63,28.798,52.093,12.683,30.331
43,"Y",62,"Class5",37.463,41.454,"P",66,22.615,11.946,76.591,19.325
68,"Y",31,"Class2",59.528,41.947,"A",66,56.632,29.279,56.034,80.367
79,"Q",33,"Class4",21.351,32.722,"V",99,24.93,61.748,118.092,62.051
77,"R",32,"Class4",19.824,37.746,"V",97,11.92,62.12,80.908,62.324
64,"I",74,"Class1",22.509,50.535,"J",75,41.029,76.51,42.316,91.838
69,"R",34,"Class2",60.727,25.475,"G",55,44.596,45.132,45.129,54.365
40,"G",90,"Class3",46.022,64.827,"P",50,66.914,52.506,12.478,40.046
78,"U",25,"Class2",62.082,13.12,"A",69,49.385,45.871,44.131,48.044
76,"Q",31,"Class4",23.818,34.249,"D",99,45.364,71.241,94.589,64.249
57,"I",81,"Class1",36.652,36.116,"J",69,37.966,67.415,42.082,72.296
75,"Q",32,"Class4",67.26,27.735,"V",97,35.361,47.193,86.078,61.933
77,"Y",52,"Class2",50.49,54.853,"G",57,42.476,42.276,68.457,66.049
62,"I",76,"Class1",34.882,60.618,"R",79,40.371,83.202,39.614,78.321
80,"Y",32,"Class4",70.863,44.063,"V",98,51.278,60.758,42.719,60.623
30,"Y",63,"Class5",69.794,42.795,"I",87,30.706,11.015,77.497,11.311
76,"Q",33,"Class4",51.038,44.875,"V",98,-7.95,52.102,62.683,61.006
76,"Y",31,"Class4",49.193,39.989,"T",97,0.262,46.871,52.231,60.047
59,"I",81,"Class1",34.064,37.031,"E",72,41.737,84.562,41.947,74.54
63,"V",84,"Class1",21.475,40.265,"E",66,38.683,80.475,38.718,75.629
80,"P",34,"Class4",84.707,40.785,"V",98,27.279,39.135,35.383,62.9
83,"Y",34,"Class4",43.626,29.089,"T",97,20.921,NA,73.19,63.819
49,"G",91,"Class3",49.237,54.415,"G",55,35.027,52.61,12.336,35.043
64,"D",49,"Class5",40.712,23.333,"F",94,44.605,11.561,51.51,23.366
68,"R",31,"Class2",52.923,61.404,"Y",41,NA,42.794,43.122,58.135
72,"H",37,"Class2",64.304,22.804,"Y",64,NA,46.179,64.342,52.892
84,"P",31,"Class4",16.575,36.107,"O",97,37.157,62.761,73.824,59.684
63,"K",85,"Class1",28.755,64.596,"E",61,43.21,81.586,38.761,74.339
41,"D",81,"Class3",54.388,36.694,"P",64,82.637,52.284,12.742,69.919
62,"I",74,"Class1",26.79,60.789,"R",54,39.642,76.373,41.985,67.694
57,"V",80,"Class1",29.013,40.753,"E",77,40.02,83.766,40.975,86.316
49,"I",85,"Class3",56.949,48.033,"Q",54,50.285,52.139,12.227,46.268
75,"Q",34,"Class4",76.262,40.279,"T",97,39.02,43.823,97.791,63.538
68,"W",58,"Class5",49.533,23.765,"I",95,36.61,10.244,81.19,13.503
80,"Y",35,"Class4",36.742,34.564,"O",98,19.651,72.643,90.856,64.271
64,"W",81,"Class1",47.998,81.188,"E",60,39.503,66.998,41.646,69.53
83,"R",35,"Class4",13.79,31.079,"I",99,39.586,60.694,48.131,59.092
83,"Y",34,"Class4",38.562,27.704,"I",98,3.234,74.243,87.252,60.734
80,"Q",32,"Class4",34.107,38.731,"V",98,7.24,29.289,57.543,63.087
75,"D",50,"Class5",68.62,12.628,"D",68,41.024,10.774,58.998,10.765
70,"W",81,"Class5",69.457,43.211,"F",97,6.539,10.968,76.14,19.618
63,"V",82,"Class1",37.279,41.247,"E",51,NA,72.117,40.524,72.235
47,"R",83,"Class3",55.671,47.118,"G",60,77.603,52.276,12.28,63.164
78,"U",43,"Class2",51.092,42.441,"V",45,42.907,48.188,67.691,67.03
33,"R",82,"Class3",53.605,53.82,"G",59,89.483,51.707,12.757,37.674
75,"H",29,"Class2",44.103,62.869,"V",41,44.988,36.252,62.757,76.538
57,"P",76,"Class1",43.689,50.768,"J",66,41.94,67.565,42.096,77.682
60,"P",85,"Class1",35.495,60.128,"R",74,39.187,77.212,40.328,87.273
31,"R",90,"Class3",59.97,6.531,"B",58,28.893,52.871,12.176,45.665
30,"F",88,"Class3",62,74.751,"U",50,34.002,NA,12.483,56.314
73,"H",59,"Class2",52.518,42.356,"V",62,46.652,43.167,56.784,63.194
54,"R",82,"Class3",59.414,47.424,"P",57,42.844,52.776,12.341,62.965
72,"H",82,"Class2",49.802,31.591,"C",48,53.899,32.323,60.966,74.779
79,"W",68,"Class5",62.39,13.187,"P",92,-1.462,12.279,47.979,2.889
56,"I",84,"Class3",46.872,61.039,"Q",59,88.531,52.65,12.589,30.386
68,"U",45,"Class2",50.29,17.624,"Y",81,43.328,25.826,66.09,60.337
60,"V",80,"Class1",22.872,37.397,"P",49,NA,77.717,40.56,73.997
59,"I",78,"Class1",47.048,46.458,"P",67,44.886,72.425,40.99,77.372
57,"K",82,"Class1",45.681,65.911,"E",49,41.194,81.787,42.399,75.919
79,"R",35,"Class4",57.859,34.498,"D",97,26.155,23.568,93.322,59.909
45,"R",84,"Class3",61.597,61.337,"P",60,85.636,NA,12.632,43.096
32,"I",89,"Class3",54.792,53.848,"G",56,89.204,52.944,12.146,63.785
53,"D",89,"Class3",53.533,12.548,"U",59,47.31,NA,12.061,47.327
59,"I",74,"Class1",48.341,35.734,"V",77,42.741,86.259,42.315,79.295
76,"D",28,"Class2",44.944,40.268,"A",60,39.764,39.738,68.162,49.453
69,"H",58,"Class2",50.506,62.499,"C",69,63.431,34.613,43.866,65.176
47,"F",84,"Class3",54.356,44.305,"U",64,77.043,52.285,13.137,62.357
52,"D",81,"Class3",51.561,62.041,"P",59,78.876,53.23,12.322,57.446
79,"Q",33,"Class4",70.173,29.304,"V",99,39.479,58.362,44.653,61.421
36,"F",90,"Class3",58.199,39.658,"U",56,84.614,52.809,12.519,37.77
78,"Y",34,"Class4",32.156,43.747,"O",97,34.754,49.958,46.65,59.78
33,"W",85,"Class5",67.974,51.387,"P",80,23.563,10.822,72.419,16.381
73,"Y",81,"Class2",52.564,20.341,"G",45,51.905,41.549,48.691,66.299
92,"G",65,"Class5",48.778,17.893,"D",98,19.587,9.812,72.326,32.496
61,"P",77,"Class1",41.947,79.424,"P",48,39.415,71.959,42.234,90.793
58,"V",74,"Class1",22.771,46.542,"R",69,40.036,68.624,43.048,88.27
64,"W",51,"Class5",38.201,42.462,"F",67,21.716,11.86,34.662,16.33
53,"D",60,"Class5",36.799,38.174,"I",67,38.909,11.029,47.672,2.307
61,"K",85,"Class1",25.239,67.833,"V",66,41.986,84.567,40.304,91.474
72,"R",51,"Class2",61.696,67.77,"V",61,41.278,38.285,58.285,62.108
62,"W",78,"Class1",30.516,88.694,"P",59,43.551,67.681,41.884,82.74
72,"H",45,"Class2",63.996,16.936,"Y",71,37.273,43.86,62.794,61.072
56,"W",90,"Class5",70.652,13.56,"I",83,26.056,10.834,31.763,10.25
59,"I",81,"Class1",27.181,81.703,"J",66,41.225,78.376,40.008,90.411
79,"Y",32,"Class2",57.35,59.788,"V",56,38.38,39.924,38.431,52.75
84,"P",32,"Class4",27.255,39.123,"O",99,24.285,50.014,44.18,61.898
74,"Y",30,"Class2",53.178,38.279,"V",68,41.274,47.758,47.59,44.605
33,"Y",77,"Class5",36.195,51.147,"F",71,22.981,11.44,48.177,26.578
60,"K",81,"Class1",32.441,39.518,"E",58,38.431,71.238,42.802,68.776
61,"K",83,"Class1",23.418,54.069,"V",62,37.439,78.567,42.031,67.842
78,"U",87,"Class2",59.286,25.527,"A",77,39.735,35.543,51.458,61.025
83,"Y",32,"Class4",70.943,27.862,"T",97,35.857,58.335,86.436,60.46
76,"P",33,"Class4",65.218,41.161,"V",97,25.323,91.128,46.288,60.546
82,"C",31,"Class4",17.622,28.113,"O",98,26.896,81.265,61.166,63.843
24,"X",55,"Class5",54.926,30.355,"G",90,12.251,11.317,31.722,11.834
38,"D",83,"Class3",46.071,26.85,"G",57,62.726,53.423,12.816,41.523
84,"R",33,"Class4",50.756,44.681,"T",99,30.179,21.98,53.115,59.091
77,"R",32,"Class4",28.91,41.767,"O",97,26.477,82.037,80.683,61.82
53,"R",89,"Class3",48.946,35.07,"P",57,25.994,52.752,12.362,56.733
80,"C",32,"Class4",79.76,34.667,"D",97,36.856,27.046,99.883,63.148
56,"V",82,"Class1",24.209,52.227,"V",71,38.299,97.111,45.844,88.484
81,"Y",34,"Class4",34.954,30.015,"O",97,33.744,60.704,80.864,61.459
39,"R",91,"Class3",56.898,28.159,"Q",64,55.93,52.347,12.176,32.529
43,"D",87,"Class3",54.91,54.569,"U",55,73.657,52.856,12.748,28.799
57,"P",78,"Class1",40.254,52.165,"R",67,39.033,74.418,40.338,66.141
55,"G",56,"Class5",54.549,17.931,"P",81,19.41,10.579,44.591,11.067
77,"Q",34,"Class4",78.274,30.886,"O",99,14.828,45.058,79.422,64.308
48,"X",71,"Class5",70.897,31.121,"D",90,20.932,10.353,63.931,22.47
58,"V",78,"Class1",47.417,38.593,"V",78,41.482,74.974,38.183,80.01
78,"Q",31,"Class4",79.609,35.846,"V",97,25.491,77.165,-3.102,61.805
73,"U",37,"Class2",67.375,36.946,"Y",77,45.952,33.531,59.95,70.762
53,"F",87,"Class3",57.815,40.912,"P",52,59.065,52.499,11.692,73.691
80,"P",31,"Class4",33.92,36.422,"V",98,39.559,58.485,60.027,61.013
82,"C",35,"Class4",21.776,31.47,"O",98,44.809,46.128,77.828,61.226
63,"W",82,"Class1",38.325,35.125,"V",56,43.939,66.411,42.449,87.935
45,"D",90,"Class3",58.21,80.096,"Q",59,7.686,51.902,12.243,41.574
83,"P",35,"Class4",8.261,27.322,"T",97,14.283,91.52,27.491,61.133
40,"F",88,"Class3",54.588,68.057,"P",52,48.516,52.391,12.621,75.584
63,"I",78,"Class1",36.199,59.333,"V",66,39.821,73.919,40.033,84.388
61,"W",80,"Class1",42.703,52.387,"R",56,39.273,73.524,40.819,77.828
82,"R",34,"Class4",16.625,36.706,"I",98,34.001,63.764,82.552,64.098
65,"D",77,"Class5",66.617,40.878,"I",82,25.374,11.812,45.176,28.93
95,"W",58,"Class5",49.27,8.095,"P",66,33.368,10.855,46.492,5.036
62,"K",84,"Class1",36.807,68.134,"P",50,39.917,70.13,38.734,69.471
75,"R",56,"Class2",61.867,39.018,"G",70,50.437,NA,64.156,72.394
78,"X",52,"Class5",42.866,34.504,"P",75,21.05,11.309,53.157,6.313
70,"H",43,"Class2",52.046,32.37,"C",42,50.587,41.724,62.001,53.673
76,"R",31,"Class4",57.045,30.771,"I",98,45.92,NA,44.507,59.294
61,"W",76,"Class1",26.737,86.072,"P",71,45.051,66.531,36.186,90.266
64,"K",74,"Class1",22.816,86.655,"J",60,39.213,96.92,39.665,72.275
41,"D",91,"Class3",60.064,35.266,"G",54,81.674,52.606,12.558,36.588
61,"V",84,"Class1",35.416,84.085,"V",69,38.021,70.422,39.892,82.358
83,"Y",35,"Class4",6.681,42.85,"O",97,32.089,80.488,41.38,59.485
62,"W",81,"Class1",34.135,68.033,"R",52,42.5,87.218,41.604,85.91
43,"I",85,"Class3",50.541,64.391,"Q",62,35.415,52.599,12.722,39.803
59,"P",84,"Class1",43.049,76.115,"P",68,39.412,87.691,38.993,75.677
32,"I",81,"Class3",49.535,21.892,"P",55,41.012,52.275,12.921,45.434
64,"K",84,"Class1",20.504,36.387,"J",58,40.467,69.042,39.938,78.407
70,"Y",81,"Class2",58.783,32.718,"A",62,43.599,27.101,60.385,57.338
29,"G",65,"Class5",58.666,32.389,"G",88,15.535,11.187,50.036,8.626
77,"H",52,"Class2",48.255,21.563,"A",79,NA,34.386,63.401,77.554
61,"V",78,"Class1",34.071,62.215,"E",68,46.79,64.376,43.753,78.119
71,"D",44,"Class2",63.325,62.412,"C",80,50.47,46.242,60.357,56.881
76,"D",32,"Class2",60.883,66.09,"A",62,38.555,46.447,31.873,62.699
31,"G",60,"Class5",65.636,19.536,"G",77,20.181,11.501,57.249,10.645
68,"H",48,"Class2",66.029,23.511,"A",69,58.437,26.677,42.881,57.314
79,"H",55,"Class2",58.551,56.132,"G",41,58.69,35.694,44.753,60.041
50,"I",83,"Class3",55.2,47.102,"Q",54,61.461,52.311,12.813,61.926
61,"W",85,"Class1",43.506,81.857,"P",79,41.661,69.355,42.092,88.285
65,"Y",71,"Class5",46.572,46.234,"G",86,27.578,11.858,56.682,2.61
60,"I",78,"Class1",47.699,76.318,"V",74,40.667,65.281,37.802,87.346
76,"H",58,"Class2",48.309,34.025,"C",55,52.405,48.659,47.514,64.161
64,"P",74,"Class1",26.488,70.508,"V",54,42.082,77.592,40.671,73.677
95,"G",89,"Class5",59.194,31.956,"D",95,5.115,10.177,64.147,27.987
44,"W",74,"Class5",40.439,27.097,"I",74,9.693,11.51,73.784,13.018
78,"G",74,"Class5",42.609,18.21,"D",64,32.652,NA,43.657,18.849
81,"Y",35,"Class4",39.889,35.118,"D",99,20.858,75.301,-2.54,62.887
91,"D",65,"Class5",68.302,42.802,"D",74,20.353,10.614,81.233,21.845
56,"W",76,"Class1",24.082,56.199,"E",52,45.039,78.773,38.517,89.269
99,"D",72,"Class5",35.44,27.034,"I",92,18.81,11.533,67.362,12.302
63,"W",81,"Class1",34.863,84.654,"R",68,40.405,79.236,38.686,87.739
56,"V",84,"Class1",32.747,43.099,"P",65,38.766,83.517,41.313,71.667
44,"D",84,"Class3",48.326,12.697,"G",53,38.146,52.878,13.151,66.264
76,"Y",35,"Class2",57.502,65.775,"Y",60,NA,40.152,45.568,79.28
78,"Y",38,"Class2",56.509,38.069,"V",51,37.805,31.128,61,54.889
56,"P",83,"Class1",27.475,81.714,"E",53,43.198,73.507,39.747,82.593
50,"G",87,"Class3",46.029,9.472,"Q",59,26.355,52.751,11.981,51.794
38,"D",84,"Class3",52.657,64.323,"P",65,50.142,52.624,12.41,65.235
79,"H",25,"Class2",47.868,53.378,"A",60,24.582,43.927,45.587,72.174
43,"G",63,"Class5",46.177,34.379,"G",75,19.833,12.315,56.238,31.573
75,"Q",31,"Class4",66.766,37.981,"V",98,23.797,50.141,46.85,60.865
82,"Y",32,"Class4",15.516,32.941,"V",99,36.448,63.311,54.138,61.029
69,"D",86,"Class2",46.336,40.617,"C",69,53.98,27.201,39.389,45.986
58,"G",74,"Class5",48.552,51.947,"I",91,-14.021,10.563,70.76,28.032
68,"U",36,"Class2",65.295,40.312,"G",58,55.492,36.469,41.732,56.033
96,"G",65,"Class5",61.609,18.902,"I",70,15.767,10.798,56.688,5.151
78,"G",85,"Class5",53.916,18.213,"I",90,35.637,10.282,68.563,29.703
56,"W",81,"Class1",37.832,68.142,"E",68,43.66,NA,42.71,76.334
54,"D",87,"Class3",58.531,28.812,"B",61,56.262,53.027,13.16,36.584
87,"Y",72,"Class5",59.631,10.516,"F",98,32.475,11.338,46.932,28.308
30,"W",59,"Class5",38.636,50.12,"I",68,16.08,11.657,45.429,8.446
75,"R",29,"Class2",59.766,18.379,"Y",56,30.837,35.111,55.891,50.358
55,"F",87,"Class3",55.456,70.079,"B",53,62.662,52.671,12.248,31.925
34,"F",84,"Class3",51.119,8.439,"G",52,62.023,52.504,12.786,45.902
77,"Q",32,"Class4",52.426,28.078,"I",99,46.368,63.513,43.666,62.673
83,"R",33,"Class4",64.452,29.764,"O",98,26.736,90.518,54.922,62.713
59,"G",92,"Class5",56.023,47.266,"I",80,20.972,11.558,91.444,20.586
78,"P",33,"Class4",72.795,41.727,"I",98,36.117,45.932,36.224,60.396
80,"C",32,"Class4",81.259,36.812,"O",97,9.574,17.674,98.304,64.593
75,"Q",32,"Class4",26.042,36,"T",99,38.88,57.863,74.852,64.07
70,"Y",46,"Class2",58.667,49.862,"V",78,28.808,31.373,67.063,50.26
82,"R",35,"Class4",85.417,39.315,"D",99,28.137,33.46,55.922,59.199
83,"R",35,"Class4",77.39,33.067,"T",98,41.766,38.608,95.004,61.69
59,"V",84,"Class1",42.668,83.031,"J",53,44.696,76.519,40.95,73.296
74,"U",41,"Class2",48.337,55.152,"A",46,52.559,41.632,44.548,67.666
79,"H",34,"Class2",66.538,62.607,"A",58,51.004,27.116,38.839,68.789
68,"U",43,"Class2",44.507,29.977,"G",48,45.247,40.759,57.719,49.384
79,"H",68,"Class2",47.872,47.704,"Y",76,32.917,43.733,51.513,68.487
68,"R",33,"Class2",43.061,36.845,"C",61,36.351,49.564,66.093,69.249
78,"P",33,"Class4",60.136,40.524,"D",98,48.143,52.843,120.153,61.399
79,"R",35,"Class4",81.674,44.91,"O",99,29.228,70.958,84.48,63.654
60,"I",79,"Class1",39.131,75.619,"E",70,40.416,72.133,39.975,66.04
52,"D",89,"Class3",54.393,42.813,"Q",62,57.153,52.896,12.253,33.046
80,"R",32,"Class4",5.417,31.796,"I",97,22.508,33.978,70.792,61.414
43,"R",84,"Class3",46.796,37.218,"Q",55,25.149,52.712,12.82,43.899
35,"Y",58,"Class5",63.69,24.243,"D",81,11.218,10.462,55.796,12.349
57,"I",86,"Class3",60.987,16.912,"P",65,44.128,52.598,12.351,74.181
50,"I",86,"Class3",49.542,21.949,"P",65,25.169,52.209,12.391,56.556
69,"D",39,"Class2",53.723,41.869,"G",68,40.271,41.164,55.328,65.465
23,"Y",89,"Class5",71.144,36.955,"P",94,19.61,11.438,77.785,20.372
61,"I",85,"Class1",28.446,80.831,"J",51,38.639,68.109,40.705,74.282
76,"R",32,"Class4",58.311,33.63,"O",98,NA,63.823,90.244,60.071
56,"R",82,"Class3",60.551,21.861,"Q",51,55.612,52.383,12.191,61.191
41,"R",89,"Class3",60.595,50.305,"P",63,55.711,52.192,12.094,29.312
61,"P",78,"Class1",46.584,41.291,"J",78,42.999,90.17,39.116,69.4
69,"R",36,"Class2",67.608,28.607,"C",62,54.415,29.969,54.191,76.264
90,"W",68,"Class5",47.168,17.029,"F",90,40.565,10.381,63.578,22.541
68,"D",69,"Class2",65.027,61.665,"G",45,54.351,47.294,44.414,62.657
48,"G",83,"Class3",60.381,58.594,"U",60,80.204,52.415,13.598,57.532
82,"Y",31,"Class4",53.013,33.047,"I",98,16.817,NA,59.228,63.941
77,"P",33,"Class4",79.115,33.106,"O",97,5.199,109.02,98.398,62.965
49,"G",81,"Class3",48.294,44.71,"P",60,38.601,52.186,12.292,36.99
73,"R",64,"Class2",54.016,45.354,"Y",79,39.795,28.802,39.911,73.444
77,"H",65,"Class2",65.06,40.2,"Y",80,51.648,40.708,67.946,44.591
75,"H",57,"Class2",63.922,20.729,"C",59,55.36,39.781,49.874,69.21
70,"R",77,"Class2",67.306,29.651,"V",60,29.559,NA,46.611,68.291
58,"W",78,"Class1",27.689,66.512,"V",70,41.86,84.374,39.974,89.684
84,"Y",32,"Class4",51.995,31.5,"D",98,34.412,NA,85.299,61.141
88,"Y",55,"Class5",62.167,50.156,"P",65,28.453,9.994,68.67,33.704
30,"G",85,"Class3",53.687,40.6,"G",58,49.003,52.566,12.793,63.762
25,"Y",54,"Class5",46.474,32.841,"P",68,11.838,10.95,51.418,27.548
84,"X",52,"Class5",36.116,51.634,"G",96,26.801,11.393,51.06,8.339
73,"R",61,"Class2",48.984,24.659,"V",68,34.439,30.417,50.005,53.09
59,"I",81,"Class1",37.862,86.388,"R",59,40.99,73.787,42.264,90.703
78,"Y",31,"Class4",67.64,39.122,"O",99,40.9,49.293,82.338,60.964
77,"R",34,"Class4",65.026,32.545,"V",97,19.533,72.594,78.331,63.193
82,"Y",34,"Class4",54.778,36.887,"O",99,25.837,64.657,62.309,64.571
82,"Y",33,"Class4",82.677,44.747,"I",99,42.891,NA,79.8,59.873
30,"D",84,"Class3",47.526,40.621,"G",50,106.931,52.463,12.209,66.344
58,"I",77,"Class1",23.468,46.234,"J",63,41.971,86.666,42.122,83.287
63,"I",80,"Class1",39.359,67.562,"R",80,43.588,60.99,40.623,91.823
67,"Y",62,"Class5",51.869,47.327,"P",90,40.934,10.876,73.607,31.4
81,"C",31,"Class4",21.509,39.072,"O",97,28.521,61.974,103.061,62.099
27,"W",83,"Class5",44.593,49.47,"I",81,25.049,10.164,28.426,8.116
37,"D",81,"Class3",48.023,31.683,"B",53,NA,52.304,12.412,76.877
63,"W",75,"Class1",41.307,40.984,"V",72,40.714,79.915,42.69,76.179
82,"C",32,"Class4",75.068,30.213,"T",99,41.041,56.583,47.522,61.792
59,"P",77,"Class1",23.886,57.152,"R",55,40.793,80.192,41.468,75.639
80,"Q",32,"Class4",20.742,30.984,"O",99,28.078,48.358,81.999,59.885
78,"R",33,"Class4",84.613,29.913,"I",98,7.463,48.488,84.37,63.029
89,"G",60,"Class5",35.958,27.273,"D",81,29.114,11.678,26.327,24.203
82,"P",34,"Class4",28.078,41.701,"T",97,26.426,48.615,77.846,60.306
72,"R",52,"Class2",58.003,36.672,"G",66,39.007,36.756,56.13,53.974
69,"Y",61,"Class5",44.296,38.947,"P",66,23.71,11.7,70.274,23.754
38,"Y",76,"Class5",48.177,42.688,"G",67,11.507,10.03,62.8,30.627
60,"V",83,"Class1",36.741,73.094,"P",49,42.655,83.877,37.995,73.312
61,"P",79,"Class1",20.233,44.551,"V",52,42.121,69.543,39.501,72.195
39,"G",82,"Class3",47.834,72.422,"G",50,88.798,52.185,12.06,41.473
97,"W",51,"Class5",49.41,37.946,"D",87,32.682,10.899,66.278,33.817
61,"W",78,"Class1",41.194,71.091,"E",57,43.731,73.116,39.127,84.7
83,"C",34,"Class4",75.18,44.456,"V",99,50.077,53.335,52.705,64.055
61,"P",75,"Class1",21.028,58.091,"P",73,43.8,76.017,41.531,79.674
79,"Q",31,"Class4",41.375,30.469,"O",98,38.713,84.435,81.322,63.433
62,"K",79,"Class1",30.297,35.722,"E",76,39.38,67.177,41.451,77.368
51,"D",86,"Class3",61.066,40.435,"U",59,70.739,52.491,12.384,68.593
58,"R",90,"Class3",56.671,79.694,"U",54,68.378,52.924,12.377,67.198
60,"W",75,"Class1",24.077,58.832,"P",57,42.286,81.013,42.113,76.528
