"J1","J2","J3","J4","J5","J6","J7","J8","J9","Output9","J10","J11"
83.926,"D",67,76.53,18,"F",83.942,66.127,46.214,"Class3",81,90.251
87.12,"N",73,80.313,23,"M",76.123,65.74,51.887,"Class3",67,25.573
46.478,"A",37,89.583,62,"Y",54.822,48.354,33.41,"Class1",27,69.928
73.429,"J",33,103.489,58,"Y",57.926,48.562,33.444,"Class1",29,69.107
23.731,"F",41,118.029,88,"B",58.809,48.745,33.177,"Class1",45,37.587
90.029,"N",36,55.647,21,"O",83.891,64.326,30.381,"Class3",78,30.932
45.201,"S",70,43.299,38,"M",12.643,16.981,65.525,"Class2",77,69.966
15.083,"J",42,44.998,81,"B",56.568,48.353,33.105,"Class1",26,66.195
26.56,"F",36,40.214,72,"J",56.732,48.847,33.648,"Class1",25,46.108
75.743,"G",72,72.179,27,"M",18.592,16.391,67.243,"Class2",74,65.18
49.367,"P",70,41.895,29,"X",14.378,18.129,62.417,"Class2",72,91.519
48.856,"P",31,44.134,62,"V",58.552,49.017,33.567,"Class1",24,33.164
17.529,"A",38,61.971,90,"V",60.974,48.219,33.718,"Class1",50,30.091
36.358,"A",41,91.975,64,"B",55.195,48.325,33.509,"Class1",47,74.887
50.849,"P",73,29.137,33,"M",14.904,13.586,71.234,"Class2",80,69.323
6.678,"R",44,26.368,60,"V",59.51,48.213,33.973,"Class1",52,60.749
66.813,"G",69,58.982,23,"E",15.709,23.247,79.547,"Class2",81,80.023
81.227,"D",41,82.111,19,"R",76.509,62.961,30.79,"Class3",62,22.684
6.411,"P",37,55.559,63,"B",61.368,48.969,33.943,"Class1",31,68.238
81.315,"R",37,60.372,88,"O",57.147,48.825,33.073,"Class1",29,48.887
81.251,"P",40,73.223,29,"F",77.664,63.185,61.776,"Class3",71,92.065
52.809,"P",31,17.427,61,"J",60.398,48.134,33.803,"Class1",43,74.159
68.922,"R",38,51.263,67,"O",60.814,48.455,33.118,"Class1",50,35.984
90.886,"Y",41,49.779,15,"O",76.382,62.351,14.838,"Class3",44,68.485
61.825,"T",72,77.612,37,"M",16.265,14.044,71.514,"Class2",80,71.931
52.065,"P",72,67.363,35,"L",16.079,20.763,73.649,"Class2",73,90.887
49.121,"G",NA,64.047,29,"L",14.087,16.738,62.196,"Class2",76,74.959
58.747,"T",69,78.485,31,"E",14.082,11.128,71.519,"Class2",75,73.394
32.427,"P",42,61.276,76,"Y",57.828,48.233,33.545,"Class1",56,58.102
87.054,"Y",24,64.587,16,"M",78.721,61.995,43.542,"Class3",55,17.449
77.941,"R",40,71.279,83,"J",57.076,48.308,33.141,"Class1",35,75.276
37.394,"P",73,51.617,34,"E",13.528,15.401,76.902,"Class2",81,74.38
21.443,"R",42,70.561,66,"Y",60.205,49.365,33.088,"Class1",42,45.874
47.878,"G",67,35.925,25,"Y",15.029,7.893,59.368,"Class2",81,68.72
65.678,"F",32,97.368,76,"O",54.219,48.288,33.707,"Class1",42,49.295
80.431,"D",36,64.679,31,"R",83.901,64.617,24.053,"Class3",54,72.524
87.786,"P",36,82.609,26,"Y",76.101,61.892,61.918,"Class3",53,87.608
72.228,"E",71,32.625,26,"M",17.563,24.925,74.644,"Class2",74,82.434
69.411,"E",71,57.378,37,"X",11.59,14.871,59.181,"Class2",78,79.186
35.411,"F",27,57.082,60,"O",58.129,48.376,33.547,"Class1",26,52.383
21.18,"P",28,30.392,75,"B",58.13,48.984,33.773,"Class1",53,54.344
88.593,"Y",NA,60.663,28,"Y",84.648,62.965,26.546,"Class3",45,32.17
47.078,"G",NA,50.91,34,"L",10.601,10.272,59.524,"Class2",78,73.366
81.821,"J",34,42.363,58,"J",58.294,48.016,33.421,"Class1",55,74.021
42.657,"T",73,57.489,24,"X",14.475,15.609,74.55,"Class2",75,81.988
83.865,"N",57,49.311,19,"F",78.528,63.263,42.709,"Class3",71,17.493
86.203,"N",28,64.904,33,"M",79.538,63.101,44.102,"Class3",80,95.239
87.986,"C",NA,71.152,24,"Y",77.313,63.471,43.446,"Class3",53,79.324
44.438,"E",72,63.442,33,"E",16.24,10.166,66.75,"Class2",74,73.08
53.677,"S",NA,35.388,28,"X",16.11,19.443,77.152,"Class2",74,65.082
82.673,"P",35,84.287,26,"Y",83.513,65.411,44.059,"Class3",62,22.081
53.75,"S",71,21.609,25,"Y",15.645,9.162,61.952,"Class2",72,83.989
59.059,"P",42,51.492,62,"Y",56.372,48.289,33.172,"Class1",49,76.373
73.434,"S",68,45.819,30,"L",17.875,15.328,76.68,"Class2",80,NA
87.731,"P",67,84.945,21,"F",75.931,65.459,30.336,"Class3",44,34.801
85.444,"C",12,82.312,27,"R",85.263,63.281,48.343,"Class3",62,9.385
85.179,"C",44,66.715,35,"Y",76.08,65.268,41.974,"Class3",44,69.91
47.943,"T",69,71.642,32,"Y",14.296,9.209,57.461,"Class2",76,78.006
79.721,"A",NA,78.007,90,"V",57.303,48.216,33.275,"Class1",26,41.057
19.642,"A",29,36.656,83,"O",55.638,48.75,33.498,"Class1",29,58.866
50.331,"F",33,76.33,88,"Y",60.699,48.246,33.86,"Class1",30,67.076
13.254,"F",30,70.009,69,"V",60.731,49.085,33.863,"Class1",29,35.51
43.484,"R",39,60.698,79,"Y",61.393,47.995,33.506,"Class1",48,40.157
67.109,"J",29,82.955,89,"O",60.551,48.295,33.965,"Class1",44,NA
67.376,"G",68,56.009,25,"Y",13.358,17.214,60.981,"Class2",75,79.317
70.972,"G",69,51.783,36,"Y",17.406,15.26,67.144,"Class2",75,91.779
44.39,"G",71,62.08,36,"M",15.104,8.495,67.238,"Class2",73,69.033
21.784,"R",29,24.775,58,"V",59.995,48.783,33.482,"Class1",45,36.493
72.655,"R",36,61.971,58,"J",58.928,48.206,33.905,"Class1",46,43.661
36.02,"P",71,47.379,32,"E",16.086,13.177,57.791,"Class2",81,86.496
79.312,"P",60,91.263,34,"O",78.143,62.512,24.779,"Class3",42,76.812
51.937,"G",NA,51.571,23,"L",13.494,14.083,62.69,"Class2",81,72.486
36.723,"P",35,73.84,71,"B",59.888,48.374,33.398,"Class1",46,33.15
74.728,"F",37,68.532,66,"B",59.033,48.973,33.923,"Class1",33,72.229
72.452,"P",NA,66.496,36,"M",14.746,20.26,80.622,"Class2",74,81.39
90.714,"Y",62,80.131,32,"M",72.895,62.928,29.985,"Class3",63,35.568
30.587,"A",44,52.966,68,"B",53.977,48.898,33.864,"Class1",36,56.927
75.819,"P",69,36.297,36,"X",13.78,18.614,73.916,"Class2",76,78.77
52.417,"P",69,97.042,30,"X",18.074,13.272,81.707,"Class2",73,71.733
11.851,"R",30,30.544,80,"J",57.745,48.32,33.792,"Class1",27,63.323
48.731,"F",38,68.557,90,"Y",59.949,48.503,33.527,"Class1",35,61.945
83.735,"C",38,86.644,20,"O",72.471,64.208,48.776,"Class3",52,69.54
57.172,"A",33,59.319,59,"Y",55.107,48.565,33.514,"Class1",45,63.994
90.793,"P",53,87.738,29,"F",81.574,64.695,36.415,"Class3",81,67.56
85.328,"N",NA,101.785,22,"R",84.797,63.15,21.09,"Class3",63,14.068
88.369,"D",9,83.214,23,"M",79.18,64.219,42.248,"Class3",52,32.292
84.497,"P",42,57.692,33,"Y",80.935,63.173,36.435,"Class3",69,21.888
84.118,"N",27,81.321,18,"O",73.94,65.213,29.751,"Class3",51,66.185
88.482,"Y",53,88.453,26,"R",82.18,63.568,52.795,"Class3",67,14.741
85.482,"Y",48,62.475,16,"Y",80.805,62.692,20.726,"Class3",70,71.575
90.425,"N",7,70.442,14,"F",76.925,60.607,58.21,"Class3",71,NA
35.266,"P",68,33.536,35,"L",16.069,7.103,70.305,"Class2",79,83.821
81.006,"D",77,80.485,30,"O",71.037,65.161,24.215,"Class3",42,12.811
66.973,"P",70,43.462,29,"L",13.947,19.769,73.109,"Class2",72,76.34
88.791,"P",61,87.705,35,"M",83.231,63.238,14.186,"Class3",53,34.498
81.116,"P",50,89.792,36,"M",79.277,63.988,45.301,"Class3",43,78.971
79.404,"Y",60,93.155,16,"M",78.985,63.111,21.148,"Class3",85,47.895
7.967,"P",31,57.653,87,"O",57.733,48.533,33.716,"Class1",44,43.116
48.827,"G",67,27.397,36,"X",17.714,23.345,61.013,"Class2",78,90.259
24.999,"F",36,59.636,59,"B",59.204,48.782,33.757,"Class1",42,29.663
4.2,"A",43,51.051,60,"V",56.439,48.896,33.86,"Class1",42,47.115
33.925,"R",28,10.576,72,"O",60.683,48.747,33.744,"Class1",40,37.119
50.324,"P",43,60.744,86,"O",59.02,48.316,33.931,"Class1",29,56.901
28.038,"P",42,57.335,82,"J",56.849,48.36,33.7,"Class1",47,72.304
72.413,"P",37,53.931,67,"J",53.336,48.555,33.007,"Class1",38,41.944
80.015,"N",NA,78.392,28,"R",82.743,62.669,21.413,"Class3",49,28.877
75.943,"F",33,53.544,63,"V",59.544,48.762,33.005,"Class1",35,46.54
54.193,"E",73,36.485,24,"M",18.141,18.398,70.843,"Class2",79,90.395
57.483,"T",69,49.026,34,"M",16.91,10.363,66.755,"Class2",72,85.659
90.218,"P",NA,63.995,27,"R",83.685,61.356,18.793,"Class3",80,33.534
89.542,"N",53,68.549,34,"O",76.383,64.951,16.905,"Class3",55,15.851
19.49,"A",36,52.676,83,"V",58.23,48.161,33.322,"Class1",25,40.611
9.388,"A",43,78.559,79,"V",56.907,48.748,33.038,"Class1",31,73.439
66.165,"G",69,55.471,29,"X",17.4,15.538,63.016,"Class2",73,74.974
75.868,"S",70,36.449,23,"X",15.706,14.646,72.442,"Class2",80,72.832
62.795,"S",72,65.801,25,"L",14.219,17.556,79.035,"Class2",74,70.3
86.323,"P",75,51.972,16,"M",81.041,63.106,27.663,"Class3",47,21.042
80.071,"P",46,67.499,14,"F",82.52,65.661,34.413,"Class3",60,59.067
90.914,"N",60,62.641,28,"R",80.151,64.762,35.146,"Class3",63,95.891
37.875,"S",69,42.19,37,"L",11.783,16.396,79.623,"Class2",76,75.026
90.536,"C",70,78.8,34,"F",74.773,63.436,60.396,"Class3",84,44.845
25.298,"P",31,62.211,64,"Y",60.982,48.539,33.349,"Class1",48,65.47
57.844,"A",44,54.911,82,"Y",56.508,48.608,33.951,"Class1",25,55.591
79.121,"Y",64,73.8,15,"F",79.44,66.286,44.652,"Class3",78,NA
72.507,"E",67,50.872,31,"L",17.979,13.521,69.129,"Class2",81,82.302
52.213,"S",69,39.299,24,"X",16.045,25.322,80.607,"Class2",74,66.186
53.62,"T",71,60.066,28,"Y",14.278,16.529,57.349,"Class2",80,82.384
90.945,"P",36,64.549,14,"R",83.971,61.799,29.368,"Class3",75,34.061
81.091,"N",52,63.419,15,"M",73.152,65.2,24.555,"Class3",72,96.079
61.867,"E",73,65.846,23,"L",16.849,11.129,62.459,"Class2",80,85.003
33.276,"S",72,80.347,38,"X",19.705,6.856,78.887,"Class2",75,80.805
45.35,"T",73,58.572,29,"M",17.155,11.852,79.067,"Class2",74,81.139
61.365,"S",68,84.479,31,"X",14.266,23.941,68.694,"Class2",73,NA
45.511,"J",42,33.01,62,"B",60.446,48.367,33.82,"Class1",39,46.307
47.509,"S",67,45.101,25,"X",16.294,20.446,81.323,"Class2",81,88.359
70.763,"P",68,31.807,31,"M",13.662,14.068,64.219,"Class2",78,80.669
43.367,"S",67,69.14,30,"L",14.297,13.294,79.862,"Class2",80,77.268
75.062,"G",70,57.384,36,"L",13.638,20.084,68.525,"Class2",81,NA
86.813,"C",66,88.819,14,"O",81.585,62.374,43.646,"Class3",70,43.803
61.874,"J",37,54.075,72,"J",57.305,48.491,33.204,"Class1",51,36.76
35.293,"S",67,11.614,25,"Y",14.075,19.233,63.369,"Class2",81,85.384
67.12,"S",73,96.109,27,"Y",19.867,8.453,72.009,"Class2",80,86.52
24.354,"P",32,81.23,80,"J",59.688,48.703,33.463,"Class1",50,46.435
38.86,"T",68,8.588,29,"E",18.27,8.148,78.23,"Class2",75,NA
33.818,"E",69,86.558,23,"M",13.769,21.683,81.576,"Class2",78,79.018
75.329,"S",73,13.664,25,"E",13.467,19.67,69.516,"Class2",72,80.386
15.044,"A",33,76.587,83,"J",60.018,48.423,33.954,"Class1",40,33.617
65.016,"E",72,37.609,31,"Y",17.708,23.326,59.086,"Class2",79,84.685
63.243,"G",71,43.541,29,"L",16.487,23.156,64.739,"Class2",79,82.748
53.56,"P",27,76.582,69,"B",60.919,48.828,33.029,"Class1",57,46.21
86.69,"N",33,62.211,30,"O",77.034,64.571,60.826,"Class3",45,80.314
87.567,"N",NA,59.129,34,"F",73.308,60.425,16.452,"Class3",76,10.971
81.097,"C",77,71.631,23,"O",74.869,62.81,55.74,"Class3",74,12.251
89.139,"Y",32,63.999,23,"R",75.725,65.557,29.622,"Class3",80,86.21
87.134,"D",64,96.739,28,"R",81.789,63.544,20.069,"Class3",61,26.377
53.149,"G",70,50.004,36,"L",14.984,10.311,65.185,"Class2",79,74.258
10.957,"A",35,83.17,83,"V",53.478,48.087,33.85,"Class1",57,75.218
43.943,"S",69,49.955,27,"Y",12.209,6.698,79.117,"Class2",72,NA
87.548,"Y",45,71.338,14,"M",85.26,65.468,32.432,"Class3",53,35.422
82.415,"N",25,75.565,29,"M",83.303,64.758,24.103,"Class3",54,51.144
89.536,"N",NA,61.66,34,"F",75.429,65.255,30.471,"Class3",74,54.763
83.207,"C",29,68.928,21,"Y",73.045,65.335,14.558,"Class3",85,77.002
79.807,"Y",18,77.13,32,"F",82.335,63.772,29.886,"Class3",62,80.389
47.359,"E",72,74.974,32,"E",16.877,12.36,71.916,"Class2",76,66.368
87.725,"C",55,71.224,21,"O",77.003,65.315,37.573,"Class3",67,48.174
55.001,"E",67,70.131,30,"E",14.503,19.43,61.977,"Class2",80,81.009
79.773,"N",44,90.425,19,"Y",84.28,61.708,23.557,"Class3",70,49.013
87.264,"P",72,64.577,36,"O",78.311,63.339,32.84,"Class3",51,83.635
63.731,"A",30,43.304,78,"J",58.885,48.154,33.434,"Class1",51,71.128
9.222,"J",27,68.194,83,"O",55.742,48.514,33.948,"Class1",34,40.53
82.387,"N",9,71.755,24,"R",77.933,63.728,49.147,"Class3",46,51.46
74.581,"T",71,46.784,28,"Y",11.414,11.41,78.751,"Class2",80,81.331
19.091,"J",27,87.866,84,"J",57.741,48.954,33.528,"Class1",30,61.51
79.755,"C",57,68.757,23,"M",74.556,64.464,56.991,"Class3",80,37.192
74.693,"G",69,34.165,35,"M",12.366,11.571,65.205,"Class2",72,68.926
90.438,"C",52,71.3,29,"M",76.597,66.025,27.985,"Class3",44,88.161
79.432,"Y",15,79.69,22,"M",78.989,64.007,55.806,"Class3",81,30.33
28.417,"A",41,67.836,74,"O",57.15,48.824,33.473,"Class1",24,31.047
80.644,"Y",66,83.74,31,"R",83.14,62.79,58.46,"Class3",68,59.401
7.768,"P",44,54.346,78,"V",59.171,48.705,33.771,"Class1",52,60.656
84.443,"N",49,90.168,21,"Y",78.547,62.703,31.969,"Class3",59,25.487
5.39,"J",38,45.407,61,"B",56.792,48.704,33.408,"Class1",45,29.344
33.066,"F",39,82.366,88,"Y",56.711,48.302,33.269,"Class1",40,73.625
56.883,"J",32,95.56,65,"V",59.323,49.327,33.203,"Class1",32,45.895
28.308,"J",26,66.412,72,"O",54.398,48.37,33.439,"Class1",41,47.984
81.406,"J",36,38.82,64,"Y",59.621,48.705,33.564,"Class1",51,67.152
88.091,"P",75,55.747,34,"Y",85.367,64.131,17.582,"Class3",54,15.963
80.926,"N",15,80.606,28,"F",78.367,63.917,44.529,"Class3",57,51.787
11.921,"J",36,36.337,88,"Y",57.401,48.148,33.527,"Class1",56,67.082
39.572,"P",67,97.314,27,"Y",11.979,12.686,67.331,"Class2",79,85.443
45.209,"P",70,25.636,35,"M",19.965,9.072,65.337,"Class2",78,65.517
73.028,"P",36,95.11,68,"Y",58.201,47.765,33.896,"Class1",41,56.071
63.481,"T",67,30.294,33,"Y",14.168,7.876,63.464,"Class2",73,65.362
87.849,"N",13,76.889,25,"M",75.099,63.132,48.52,"Class3",67,55.383
80.37,"D",59,65.19,15,"F",79.294,62.151,38.544,"Class3",56,55.455
43.907,"G",68,64.491,33,"X",15.698,20.02,79,"Class2",74,67.07
84.625,"C",71,81.745,26,"R",81.136,62.686,40.265,"Class3",64,66.03
39.119,"S",70,32.655,38,"E",12.008,12.996,67.407,"Class2",75,89.247
88.665,"P",60,73.534,21,"Y",75.921,61.445,21.465,"Class3",67,55.579
48.626,"S",70,25.228,32,"L",11.749,13.815,78.475,"Class2",79,71.563
90.184,"D",38,88.56,30,"O",79.951,65.395,53.584,"Class3",57,68.766
69.927,"E",67,68.463,23,"M",17.924,14.599,68.03,"Class2",74,81.36
82.019,"N",40,69.3,28,"M",83.717,63.637,29.397,"Class3",77,60.293
89.694,"C",63,78.178,34,"Y",81.942,64.806,27.872,"Class3",85,51.313
88.08,"N",NA,95.343,25,"Y",70.462,63.816,15.811,"Class3",53,27.062
87.254,"D",60,62.665,25,"Y",81.201,63.442,21.424,"Class3",80,23.732
87.795,"Y",56,62.687,27,"Y",88.042,64.35,21.337,"Class3",79,28.171
21.41,"J",27,74.23,70,"B",53.564,48.428,33.649,"Class1",43,73.467
79.903,"D",49,91.535,32,"F",84.14,63.98,50.785,"Class3",46,91.372
17.876,"P",27,92.41,87,"Y",60.435,48.489,33.048,"Class1",35,70.277
6.772,"A",37,70.357,83,"O",54.989,48.181,33.528,"Class1",24,78.336
10.45,"P",40,17.461,62,"V",59.515,48.231,33.225,"Class1",53,34.988
90.119,"Y",27,69.837,23,"F",78.295,62.143,42.708,"Class3",83,9.523
85.141,"N",69,79.326,28,"Y",82.129,62.379,36.35,"Class3",44,19.845
79.391,"C",27,79.999,15,"Y",84.046,64.642,57.139,"Class3",55,75.272
48.719,"J",NA,24.818,62,"O",62.576,48.139,33.883,"Class1",41,62.277
10.981,"R",43,70.428,62,"V",61.836,48.399,33.861,"Class1",29,28.951
84.999,"C",26,77.433,15,"R",76.784,65.075,27.429,"Class3",50,NA
50.486,"P",73,70.674,36,"M",13.505,17.555,60.689,"Class2",80,73.1
14.457,"P",NA,66.91,62,"V",59.079,49.14,33.922,"Class1",29,50.89
82.957,"P",64,61.87,36,"O",69.63,61.415,15.406,"Class3",51,NA
54.823,"P",34,86.487,58,"B",59.897,48.664,33.236,"Class1",42,37.214
89.985,"P",16,82.43,36,"M",78.923,66.251,49.444,"Class3",69,28.544
56.657,"P",69,70.023,38,"L",15.476,16.525,70.037,"Class2",76,65.951
47.699,"S",71,38.55,34,"M",14.186,12.028,81.083,"Class2",74,88.485
64.371,"A",43,57.257,61,"J",65.187,48.648,33.161,"Class1",38,69.942
47.325,"F",28,60.788,90,"Y",54.738,48.605,33.842,"Class1",29,49.042
74.889,"F",43,96.905,80,"O",61.498,47.839,33.506,"Class1",43,NA
65.541,"P",70,49.145,31,"M",13.861,15.009,68.123,"Class2",76,76.035
35.793,"P",73,65.023,29,"M",13.202,16.011,69.481,"Class2",77,76.706
46.479,"T",70,76.127,29,"X",14.808,19.955,77.79,"Class2",80,76.402
59.674,"T",68,46.741,31,"X",16.695,21.735,73.223,"Class2",81,87.701
45.656,"T",71,102.903,23,"X",10.583,16.732,69.565,"Class2",79,75.877
70.948,"J",38,58.074,87,"B",55.526,48.486,33.776,"Class1",36,64.389
38.615,"P",73,51.784,30,"Y",14.636,11.357,74.483,"Class2",72,84.463
83.019,"Y",36,85.531,21,"O",75.377,63.515,47.025,"Class3",86,76.062
79.35,"N",56,73.992,22,"Y",87.611,63.929,18.12,"Class3",69,19.588
90.299,"P",59,68.314,26,"R",84.081,64.725,39.641,"Class3",74,68.766
61.641,"S",71,38.448,35,"Y",11.948,16.811,72.595,"Class2",78,79.732
62.423,"R",32,27.603,74,"O",56.007,48.895,33.877,"Class1",38,41.338
38.816,"E",NA,30.347,23,"X",16.189,17.396,58.228,"Class2",81,86.617
80.905,"D",50,59.31,29,"R",84.762,62.631,27.785,"Class3",61,32.772
31.599,"T",73,54.944,25,"E",19.207,16.024,61.765,"Class2",80,77.857
87.607,"C",NA,77.978,19,"O",75.456,61.188,30.647,"Class3",60,27.227
79.561,"N",58,80.918,26,"O",81.194,63.629,46.463,"Class3",56,93.588
70.066,"T",69,40.294,37,"X",12.904,21.525,80.751,"Class2",76,81.801
85.162,"N",72,76.107,15,"F",77.299,63.151,12.472,"Class3",87,50.632
87.96,"D",23,74.206,32,"O",80.522,66.386,25.92,"Class3",84,35.353
50.456,"E",71,73.74,28,"X",17.661,15.091,64.698,"Class2",74,65.494
35.657,"F",44,100.676,71,"J",59.689,48.136,33.442,"Class1",48,41.758
24.573,"J",43,66.503,83,"J",60.815,48.44,33.512,"Class1",32,55.871
44.181,"F",42,41.251,81,"O",61.606,48.535,33.468,"Class1",29,78.941
51.763,"P",NA,65.557,26,"X",12.936,22.425,76.048,"Class2",73,72.556
67.675,"F",26,51.399,76,"V",57.033,47.978,33.402,"Class1",43,72.875
87.777,"D",13,66.555,33,"R",80.314,63.231,28.794,"Class3",48,23.081
47.773,"R",36,102.975,83,"Y",58.988,48.249,33.124,"Class1",31,30.2
43.322,"G",72,37.307,32,"Y",16.964,23.35,74.384,"Class2",81,71.357
35.663,"F",41,35.529,62,"Y",56.536,48.28,33.04,"Class1",45,45.013
83.116,"N",62,51.615,16,"O",81.182,60.717,18.052,"Class3",80,22.149
85.495,"D",22,73.147,29,"O",71.426,61.703,50.477,"Class3",55,56.05
33.168,"P",NA,56.88,64,"O",61.018,48.479,33.819,"Class1",57,74.139
89.633,"C",33,79.799,20,"M",80.99,62.937,17.161,"Class3",76,67.99
55.354,"J",34,-14.433,66,"O",56.268,48.38,33.859,"Class1",47,33.924
60.063,"R",31,37.153,81,"J",55.633,48.403,33.167,"Class1",33,44.278
86.81,"Y",29,70.409,19,"O",75.921,62.241,19.752,"Class3",75,77.898
74.147,"E",72,81.218,36,"X",18.076,23.555,75.644,"Class2",79,91.599
36.582,"J",31,22.967,65,"J",60.864,48.966,33.121,"Class1",51,35.473
87.789,"N",74,93.097,29,"F",79.335,64.395,44.888,"Class3",42,96.231
82.724,"N",9,50.143,14,"O",87.426,62.317,61.563,"Class3",43,16.032
83.785,"Y",NA,65.964,31,"M",87.106,64.144,54.535,"Class3",70,17.214
82.83,"N",54,65.663,28,"Y",78.7,64.916,41.311,"Class3",64,57.001
71.056,"G",67,48.563,28,"M",12.73,9.311,70.623,"Class2",80,66.684
86.06,"Y",55,79.267,27,"M",84.125,63.913,18.156,"Class3",45,14.81
10.995,"P",36,80.692,73,"B",56.317,48.28,33.334,"Class1",33,77.213
46.725,"T",72,38.187,27,"M",14.748,16.167,77.833,"Class2",75,73.905
61.858,"G",71,75.26,24,"M",17.703,13.768,81.667,"Class2",80,NA
52.48,"G",68,61.705,34,"M",14.661,9.19,74.143,"Class2",78,85.963
49.373,"G",69,106.626,26,"Y",16.501,1.616,62.096,"Class2",72,68.425
87.321,"C",21,71.409,16,"Y",76.343,64.946,23.738,"Class3",78,89.539
57.385,"T",71,76.706,36,"M",16.152,12.526,72.288,"Class2",78,72.474
84.366,"N",38,81.384,14,"Y",75.484,62.658,46.08,"Class3",60,24.08
19.682,"P",43,16.557,88,"V",56.325,48.487,33.678,"Class1",48,48.851
34.102,"G",68,43.261,29,"Y",15.414,6.164,77.161,"Class2",81,88.904
50.292,"F",42,43.297,69,"V",57.614,48.301,33.921,"Class1",55,72.844
34.085,"P",67,20.43,26,"E",18.553,12.64,68.404,"Class2",79,88.965
58.83,"G",73,49.102,38,"Y",13.715,5.232,72.335,"Class2",81,NA
87.599,"D",18,52.624,20,"M",72.575,61.55,34.855,"Class3",54,61.881
88.367,"P",68,75.049,33,"O",76.239,62.185,12.225,"Class3",71,49.573
88.019,"Y",NA,56.086,30,"O",70.943,63.864,56.919,"Class3",55,30.931
64.109,"P",73,71.227,34,"X",16.561,16.021,70.458,"Class2",75,NA
68.314,"E",71,44.779,38,"X",16.881,16.989,57.116,"Class2",73,68.257
33.741,"R",26,56.759,78,"V",59.556,48.592,33.509,"Class1",57,67.979
31.759,"S",67,70.115,25,"X",16.46,17.168,63.289,"Class2",73,65.036
75.671,"E",72,49.645,23,"E",15.693,0.35,59.065,"Class2",81,91.405
88.433,"N",72,68.114,29,"Y",84.138,63.543,29.559,"Class3",43,19.872
35.046,"P",41,47.829,82,"J",61.597,48.379,33.634,"Class1",36,52.945
88.115,"D",13,71.243,32,"Y",80.297,63.41,19.122,"Class3",77,36.9
89.465,"N",35,69.309,27,"O",77.385,65.757,32.833,"Class3",44,90.528
81.143,"P",42,51.645,14,"R",77.071,62.854,51.708,"Class3",56,88.573
85.828,"N",73,83.411,35,"F",85.024,63.701,12.985,"Class3",65,75.711
83.404,"D",50,87.895,24,"O",72.303,66.655,48.669,"Class3",75,79.558
13.946,"P",30,41.982,58,"B",51.56,48.59,33.664,"Class1",45,42.572
59.674,"J",37,85.303,86,"B",58.873,48.582,33.611,"Class1",44,NA
88.181,"D",23,82.029,31,"M",70.062,63.838,30.433,"Class3",65,74.448
66.792,"S",70,71.98,30,"M",13.818,16.693,63.072,"Class2",78,83.591
76.262,"J",44,46.361,74,"Y",59.608,48.697,33.587,"Class1",41,71.802
8.842,"A",28,11.448,74,"B",60.234,48.464,33.073,"Class1",31,36.062
55.349,"R",28,50.671,61,"V",56.736,48.704,33.593,"Class1",38,NA
83.482,"P",36,57.554,16,"Y",84.12,65.02,37.643,"Class3",47,39.494
13.447,"A",44,45.33,87,"Y",59.42,48.353,33.723,"Class1",50,40.33
34.125,"S",70,51.852,37,"Y",14.445,17.716,70.4,"Class2",78,88.06
79.597,"P",47,64.176,24,"R",82.572,62.76,33.467,"Class3",49,22.362
82.582,"P",13,77.797,35,"R",79.195,64.268,18.154,"Class3",63,NA
80.831,"C",8,56.307,21,"M",76.912,64.955,32.78,"Class3",80,16.251
71.293,"T",70,45.875,28,"L",15.437,13.794,60.746,"Class2",81,85.125
54.27,"G",68,58.157,36,"E",16.213,20.115,67.548,"Class2",81,90.643
55.241,"S",71,43.738,24,"X",14.55,20.214,77.217,"Class2",81,69.496
53.752,"A",28,41.465,66,"V",57.203,48.684,33.93,"Class1",42,45.734
39.913,"J",32,66.839,70,"Y",57.716,48.74,33.244,"Class1",41,43.633
85.78,"N",55,56.729,26,"Y",77.15,63.46,41.247,"Class3",84,71.495
81.614,"C",63,87.941,27,"F",85.547,65.252,56.32,"Class3",82,62.643
39.474,"P",32,12.668,78,"B",57.439,48.313,33.521,"Class1",49,32.667
58.925,"P",31,36.219,83,"Y",62.173,49.05,33.531,"Class1",58,54.438
59.627,"P",70,37.205,37,"E",13.054,15.031,61.063,"Class2",76,75.607
45.049,"A",37,11.888,67,"J",57.245,48.722,33.95,"Class1",32,NA
86.082,"D",49,78.64,29,"M",74.246,62.659,50.386,"Class3",56,70.023
79.164,"Y",12,82.59,25,"R",78.369,63.689,27.078,"Class3",69,98.926
68.846,"P",42,53.929,79,"B",55.479,49.244,33.547,"Class1",59,34.785
75.231,"E",73,64.901,32,"L",13.179,7.858,60.124,"Class2",79,77.214
45.746,"F",30,34.477,77,"B",58.401,48.955,33.136,"Class1",59,73.018
35.126,"T",73,-9.448,29,"X",14.237,17.071,61.118,"Class2",77,89.982
79.28,"C",55,89.619,31,"Y",76.913,65.309,51.62,"Class3",73,20.164
73.31,"S",68,18.132,25,"M",13.533,27.051,64.113,"Class2",76,70.767
32.515,"J",26,56.997,63,"Y",59.584,48.241,33.741,"Class1",51,36.92
38.24,"E",70,12.901,25,"Y",14.44,29.255,68.635,"Class2",72,82.153
64.063,"S",70,31.274,24,"L",13.852,12.317,69.009,"Class2",78,80.04
85.996,"D",68,67.689,34,"F",84.016,61.628,26.552,"Class3",63,61.797
64.811,"F",34,50.036,79,"B",59.724,48.562,33.834,"Class1",58,58.321
