"Q1","Q2","Q3","Output16","Q4","Q5","Q6","Q7","Q8","Q9","Q10","Q11"
3.296,"X",54,"Class2",45,91.086,98,57.165,"Y",0.75,53.768,53.812
28.861,"Q",47,"Class1",95,51.023,85,33.807,"C",15.435,26.896,11.004
49.417,"D",48,"Class1",93,80.04,79,25.588,"I",15.648,2.623,47.102
11.702,"R",62,"Class2",45,98.042,75,46.338,"Y",0.916,53.159,70.846
77.457,"K",58,"Class1",95,61.621,86,32.556,"Z",15.929,35.324,14.546
64.875,"J",53,"Class1",95,67.439,88,55.103,"C",15.415,8.62,73.526
4.319,"S",58,"Class2",37,92.919,32,22.866,"Y",1.992,53.906,54.909
5.506,"S",54,"Class2",40,95.777,94,45.158,"Y",1.496,53.839,72.561
8.518,"U",60,"Class2",51,91.974,96,31.806,"Q",1.674,52.658,69.869
39.901,"J",59,"Class1",93,70.241,94,42.959,"Y",15.061,21.039,54.824
10.249,"U",59,"Class2",50,92.686,75,49.987,"Y",0.608,53.694,63.786
83.871,"N",63,"Class1",94,71.707,90,48.189,"O",15.946,21.928,67.878
7.336,"U",58,"Class2",27,93.931,57,27.437,"P",1.049,53.538,62.468
7.218,"U",59,"Class2",44,95.802,91,45.684,"M",1.202,53.928,62.708
42.621,"D",63,"Class1",95,61.03,87,40.877,"Z",15.7,1.728,12.191
4.268,"U",64,"Class2",37,93.152,93,38.275,"M",0.103,53.279,40.296
34.315,"D",54,"Class1",95,61.47,98,45.631,"I",15.257,31.295,35.099
91.5,"K",52,"Class1",95,43.684,86,31.522,"C",15.141,46.466,4.722
84.251,"Q",47,"Class1",94,58.309,94,32.414,"C",15.347,27.633,16.876
58.11,"Q",56,"Class1",95,49.657,85,42.827,"C",15.32,19.233,25.928
10.481,"S",58,"Class2",49,95.689,67,39.894,"M",1.27,53.916,45.445
49.53,"K",45,"Class1",95,68.833,77,39.092,"Z",15.695,18.37,75.746
2.431,"X",54,"Class2",32,93.055,87,44.619,"P",1.856,53.243,57.518
5.897,"U",61,"Class2",27,93.6,48,36.3,"C",0.141,53.294,89.635
80.768,"N",45,"Class1",95,59.446,85,43.23,"Y",15.524,20.409,59.823
84.969,"D",49,"Class1",94,53.972,78,39.31,"C",15.503,31.727,33.815
6.494,"X",61,"Class2",30,96.292,35,32.919,"M",0.962,53.834,60.243
36.806,"J",52,"Class1",94,74.851,94,40.029,"Y",15.759,23.241,11.761
11.55,"Q",58,"Class2",37,93.63,80,64.21,"M",1.447,53.335,42.307
18.288,"J",60,"Class1",93,58.169,98,36.808,"C",15.944,46.938,15.574
9.646,NA,57,"Class2",30,94.894,77,53.642,"C",1.119,53.584,85.737
38.574,"J",NA,"Class1",93,62.171,98,54.119,"Y",15.476,16.171,5.273
0.999,"S",54,"Class2",42,92.961,94,52.195,"Y",1.159,53.662,64.179
11.916,"R",NA,"Class2",51,97.348,43,22.924,"C",0.342,53.257,86.618
39.702,"N",53,"Class1",94,49.682,88,46.967,"C",15.496,37.947,20.167
79.536,"J",56,"Class1",94,59.715,79,31.687,"Y",15.499,0.233,38.372
12.374,"Q",63,"Class2",26,97.887,70,47.956,"P",1.029,53.452,81.414
54.516,NA,NA,"Class1",95,66.721,80,37.863,"Z",15.466,9.277,46.194
66.86,"Q",55,"Class1",95,44.111,78,41.025,"Y",15.719,25.173,22.555
59.942,"Q",46,"Class1",95,73.784,82,43.302,"O",15.263,30.916,67.013
25.072,"J",49,"Class1",93,71.141,92,47.312,"Y",15.969,20.81,72.579
1.768,"S",64,"Class2",53,93.037,60,38.007,"M",0.71,54.035,79.763
91.913,"Q",49,"Class1",93,78.777,88,51.671,"Y",15.375,30.61,11.851
47.788,"K",51,"Class1",93,52.003,80,45.234,"Y",15.523,24.814,14.023
10.668,"R",61,"Class2",34,95.462,65,39.565,"P",1.25,53.642,82.592
22.421,"D",61,"Class1",95,54.436,95,31.377,"O",15.681,19.426,55.55
9.414,"Q",62,"Class2",45,96.643,48,51.013,"M",1.032,54.249,94.13
1.852,"R",56,"Class2",54,92.402,74,54.665,"Y",0.147,53.234,91.566
57.369,NA,NA,"Class1",94,72.721,77,44.033,"Z",15.356,3.464,10.595
24.96,"Q",54,"Class1",95,76.899,76,35.883,"O",15.77,26.799,2.897
16.231,"N",55,"Class1",95,55.443,75,31.897,"Z",15.322,30.118,48.053
9.513,"Q",54,"Class1",93,73.422,90,51.197,"Z",15.196,22.036,6.175
1.986,NA,56,"Class2",46,94.02,96,33.68,"C",1.492,54.448,78.583
3.483,"R",64,"Class2",34,96.278,51,52.643,"C",0.802,53.809,51.023
8.327,NA,59,"Class2",35,92.744,28,50.937,"M",0.418,53.353,68.189
15.861,"K",45,"Class1",95,46.973,76,44.111,"C",15.039,29.242,9.23
59.327,"D",47,"Class1",94,63.707,90,58.76,"O",15.923,23.983,35.269
1.208,"U",58,"Class2",40,92.981,89,59.693,"Q",0.463,53.787,85.867
65.855,"Q",NA,"Class1",93,50.66,87,32.585,"O",15.657,26.805,37.67
20.812,"D",63,"Class1",93,50.048,98,45.946,"Z",15.664,28.839,30.38
59.957,NA,49,"Class1",94,83.979,75,41.058,"Z",15.84,28.672,19.236
23.165,"D",56,"Class1",95,62.515,74,37.406,"I",15.802,23.844,22.156
9.079,"X",54,"Class2",44,98.942,97,37.606,"P",0.491,53.114,48.157
3.176,"U",61,"Class2",49,91.775,85,32.9,"M",1.298,53.493,59.099
98.62,"N",53,"Class1",93,51.494,82,44.014,"Z",15.39,-4.493,47.471
40.773,"Q",47,"Class1",95,66.355,89,51.219,"I",15.567,45.11,20.86
23.535,"K",53,"Class1",95,51.27,92,51.184,"O",15.503,23.445,23.442
87.195,"Q",58,"Class1",94,71.588,96,57.047,"C",15.946,12.743,64.329
1.646,"R",63,"Class2",38,94.037,79,45.995,"Q",0.763,53.309,40.963
16.685,"D",62,"Class1",95,66.62,88,29.919,"O",15.473,25.732,42.193
10.071,"U",60,"Class2",37,92.317,55,39.163,"Q",0.242,53.488,40.359
0.114,"X",53,"Class2",22,94.067,91,40.314,"Q",0.42,53.056,60.965
5.762,"X",63,"Class2",35,91.919,39,42.882,"Q",0.13,53.417,98.428
77.614,NA,52,"Class1",95,70.547,74,42.847,"O",15.73,5.964,55.709
51.17,"K",59,"Class1",94,50.867,93,31.744,"C",15.793,7.988,11.391
42.483,"K",63,"Class1",94,57.303,83,42.318,"I",15.321,31.946,17.908
7.781,"R",64,"Class2",41,96.103,68,41.4,"C",0.504,53.641,41.338
17.785,"D",49,"Class1",93,60.518,98,49.665,"Z",15.625,28.627,10.583
5.614,"S",63,"Class2",50,91.997,85,41.457,"M",0.824,53.14,93.701
1.886,"U",64,"Class2",42,96.582,55,52.351,"Q",1.462,53.449,75.199
85.768,"D",63,"Class1",94,49.716,88,51.847,"C",15.357,35.758,10.903
27.156,"Q",62,"Class1",93,60.555,94,36.503,"O",15.587,15.13,16.158
1.479,"X",64,"Class2",37,92.494,74,65.174,"P",1.882,54.379,40.515
29.523,"Q",48,"Class1",93,64.108,79,47.935,"O",15.808,29.224,40.166
73.85,"Q",56,"Class1",94,46.294,95,27.061,"I",15.593,26.172,6.382
5.839,"X",64,"Class2",22,96.069,93,53.22,"M",1.949,53.874,69.337
5.104,"R",55,"Class2",50,96.487,43,67.475,"P",1.719,53.146,70.952
12.721,"J",58,"Class1",95,57.245,76,50.088,"C",15.019,33.69,74.756
82.127,"Q",62,"Class1",94,50.354,86,52.354,"I",15.301,33.39,65.395
6.087,"S",58,"Class2",42,95.236,60,42.279,"Q",0.287,53.755,53.608
92.374,"J",62,"Class1",95,40.505,94,49.104,"Y",15.592,13.269,32.058
9.931,"S",57,"Class2",45,95.759,79,39.751,"C",1.273,53.382,77.889
96.564,"Q",45,"Class1",93,50.847,97,40.526,"C",15.349,8.587,65.44
46.48,"Q",49,"Class1",93,64.53,78,48.355,"Z",15.348,26.511,48.564
9.24,"X",60,"Class2",41,92.49,82,50.775,"M",1.213,53.191,59.264
33.469,"K",56,"Class1",93,55.558,81,58.02,"Y",15.657,13.979,31.816
7.459,"Q",NA,"Class2",38,95.365,76,61.811,"C",0.495,53.58,76.947
8.823,"S",57,"Class2",32,91.519,75,38.557,"Q",1.375,53.497,71.671
76.123,"K",46,"Class1",94,49.193,81,43.509,"Y",15.926,21.185,56.291
9.861,"S",64,"Class2",53,95.198,58,78.76,"P",1.831,54.205,67.947
3.683,"Q",59,"Class2",43,92.955,72,47.816,"P",0.53,53.691,72.935
96.385,"K",52,"Class1",94,70.846,98,36.742,"Z",15.45,27.852,13.986
6.746,"Q",53,"Class2",49,96.024,85,61.571,"Y",1.467,53.308,87.194
97.635,"K",45,"Class1",95,47.533,92,40.475,"C",15.881,42.666,18.842
17.711,"N",50,"Class1",95,64.867,78,43.256,"C",15.503,18.837,9.902
11.169,"X",58,"Class2",46,95.2,73,52.632,"P",0.873,53.65,79.881
50.328,"J",49,"Class1",93,70.321,94,39.17,"C",15.103,28.245,70.855
47.612,"Q",46,"Class1",94,60.662,84,38.651,"Z",15.376,25.753,70.594
14.197,"K",47,"Class1",94,47.015,90,33.734,"Y",15.132,44.527,50.404
2.432,"R",61,"Class2",52,95.65,46,46.777,"Y",1.807,53.45,62.876
17.283,"N",48,"Class1",93,59.878,78,52.466,"I",15.583,41.748,71.369
10.093,"X",56,"Class2",52,95.198,54,42.836,"Q",0.502,53.121,85.317
3.062,"R",62,"Class2",31,93.199,90,55.179,"P",1.73,53.964,74.364
93.566,"D",48,"Class1",93,57.124,97,45.206,"I",15.698,18.681,52.155
52.858,"J",NA,"Class1",93,67.472,94,45.098,"I",15.362,12.815,46.155
49.132,"N",63,"Class1",94,53.446,85,32.842,"O",15.335,29.66,70.534
13.97,"J",50,"Class1",93,58.068,93,48.346,"Z",15.359,23.98,67.487
87.139,"N",45,"Class1",93,68.047,97,47.091,"C",15.514,29.423,30.578
6.873,"X",61,"Class2",39,93.242,79,50.483,"C",1.197,53.758,40.749
13.299,"Q",59,"Class2",38,89.878,76,31.193,"Q",1.586,53.407,69.757
62.334,"N",51,"Class1",95,55.852,73,43.588,"O",15.055,19.407,72.56
85.863,"N",56,"Class1",93,65.465,77,44.319,"I",15.987,38.97,63.26
7.396,"Q",64,"Class2",54,89.321,57,35.03,"Y",1.209,54.392,78.935
21.296,"Q",61,"Class1",94,58.387,97,45.861,"I",15.409,18.958,4.198
10.247,"Q",50,"Class1",94,47.436,73,39.095,"I",15.543,14.935,51.507
30.786,"Q",52,"Class1",93,70.519,88,39.414,"Z",15.54,19.163,56.889
23.89,"J",51,"Class1",95,88.931,93,40.076,"Z",15.179,19.86,52.322
8.84,"R",60,"Class2",49,94.939,48,33.058,"M",0.258,53.294,65.257
9.649,"Q",64,"Class2",36,95.023,95,42.901,"Y",0.92,53.304,80.525
12.638,"U",62,"Class2",25,92.77,37,51.68,"P",1.584,53.119,56.477
98.781,"N",52,"Class1",93,63.098,86,31.934,"Y",15.391,23.595,61.106
12.271,NA,57,"Class2",44,97.413,26,55.245,"Q",0.846,53.418,72.59
5.594,"Q",56,"Class2",35,94.945,94,56.547,"Q",0.309,53.961,98.454
93.706,"K",47,"Class1",95,59.301,87,21.24,"I",15.507,28.875,19.052
4.521,"U",58,"Class2",40,91.886,37,57.728,"M",1.883,53.244,97.496
26.112,"Q",52,"Class1",93,58.792,91,40.134,"Z",15.636,34.909,26.25
13.431,"U",64,"Class2",29,94.384,82,50.231,"M",1.562,53.699,46.496
98.785,"N",63,"Class1",95,52.673,90,46.248,"Y",15.264,25.681,33.287
3.445,"U",NA,"Class2",22,89.639,35,49.429,"M",1.443,53.356,92.753
61.696,"Q",61,"Class1",95,48.776,90,46.025,"Y",15.06,21.999,63.207
63.501,"J",46,"Class1",95,71.853,97,35.586,"Y",15.764,32.767,56.575
6.766,"S",61,"Class2",43,90.499,33,53.498,"Q",1.01,53.208,75.053
13.698,"Q",53,"Class1",93,71.176,95,39.97,"O",15.345,25.691,21.727
25.874,"J",58,"Class1",94,73.868,86,41.238,"O",15.436,17.946,60.005
2.62,"X",NA,"Class2",26,98.372,26,35.256,"M",1.206,52.793,90.485
60.289,"N",60,"Class1",94,57.283,91,36.27,"I",15.054,28.398,65.437
2.212,"S",64,"Class2",37,92.012,75,45.763,"Y",0.412,53.867,57.175
68.303,"J",47,"Class1",95,73.911,82,38.178,"O",15.733,31.614,58.785
11.232,"U",NA,"Class2",45,92.143,74,42.324,"M",1.028,53.821,64.896
3.245,"U",53,"Class2",27,97.115,66,45.578,"Q",1.703,53.702,82.939
8.288,"S",64,"Class2",40,92.862,70,46.082,"M",0.26,52.946,69.695
32.766,"D",56,"Class1",94,65.969,97,40.726,"C",15.266,26.973,33.057
43.955,"D",57,"Class1",93,67.762,77,40.871,"O",15.458,31.576,53.089
94.049,NA,53,"Class1",93,60.231,89,44.443,"O",15.147,23.707,59.179
3.215,"U",64,"Class2",25,94.096,80,34.451,"P",1.154,53.192,85.88
67.05,"K",61,"Class1",95,61.171,79,31.601,"Y",15.165,38.997,54.814
10.412,"R",62,"Class2",29,92.796,98,55.225,"Q",0.15,53.143,76.166
13.277,"S",58,"Class2",32,90.98,82,19.869,"Y",1.297,53.702,69.347
33.519,"D",54,"Class1",93,55.905,92,44.811,"Z",15.689,35.467,21.489
10.613,"U",56,"Class2",38,93.966,52,45.62,"Q",1.463,53.68,44.964
10.646,"R",64,"Class2",42,93.104,82,49.802,"P",1.297,53.56,64.18
9.437,"J",57,"Class1",94,80.952,82,42.07,"Z",15.823,23.61,71.645
72.072,"K",53,"Class1",95,52.416,92,32.461,"C",15.462,21.078,61.341
78.036,"N",59,"Class1",93,70.871,90,33.507,"C",15.766,13.875,63.453
87.568,"K",52,"Class1",95,42.532,80,31.643,"Y",15.503,44.325,29.119
73.472,"D",46,"Class1",93,65.04,78,47.555,"C",15.059,22.399,27.644
1.815,"Q",60,"Class2",24,95.32,90,55.29,"Q",1.022,52.804,84.644
0.798,"S",60,"Class2",47,90.208,74,36.538,"C",0.636,53.822,98.327
38.448,"N",59,"Class1",94,66.632,95,39.026,"C",15.402,12.755,47.479
2.447,"R",61,"Class2",54,89.778,28,31.838,"C",0.283,53.116,97.184
96.919,"K",63,"Class1",93,68.157,91,25.018,"O",15.526,26.944,32.436
1.56,"U",53,"Class2",26,91.657,28,37.671,"Y",1.109,53.179,68.345
4.4,"Q",57,"Class2",51,93.855,40,49.312,"C",1.208,53.778,77.626
13.057,"X",59,"Class2",40,92.557,70,44.237,"P",0.382,54.078,42.747
91.996,"K",61,"Class1",94,68.373,90,48.732,"Z",15.643,22.792,10.94
2.287,"U",57,"Class2",31,89.993,99,42.401,"P",0.806,54.025,52.128
9.968,"R",64,"Class2",37,91.797,54,24.992,"P",1.52,53.367,48.142
31.98,"K",62,"Class1",94,55.862,77,38.924,"C",15.937,19.964,39.085
62.239,"D",54,"Class1",94,48.287,77,34.906,"I",15.435,27.327,18.042
12.205,NA,63,"Class2",32,92.742,83,45.945,"C",1.412,53.812,54.043
12.843,"K",58,"Class1",93,52.655,73,49.041,"C",15.609,14.544,26.95
3.305,"R",53,"Class2",50,96.136,95,74.061,"C",1.367,53.151,97.93
14.014,"D",48,"Class1",93,64.775,88,42.406,"C",15.042,13.03,4.706
5.003,"R",NA,"Class2",29,93.13,48,37.88,"P",0.426,53.988,54.74
6.475,"S",54,"Class2",38,95.006,98,58.386,"Y",0.706,54.138,68.475
7.892,"U",54,"Class2",30,96.84,69,31.088,"P",0.473,54.09,80.713
12.499,"R",58,"Class2",26,94.54,67,74.255,"P",0.311,53.572,58.458
10.31,NA,62,"Class2",39,92.161,68,33.401,"P",0.231,53.212,63.2
30.704,"J",55,"Class1",94,62.327,94,56.182,"O",15.283,32.474,65.488
64.564,"D",63,"Class1",94,53.063,90,53.923,"C",15.387,34.991,70.251
11.389,"S",59,"Class2",37,91.595,51,50.992,"Q",1.579,53.577,72.131
13.109,"X",59,"Class2",45,95.491,27,41.589,"P",0.039,53.816,90.796
2.019,"U",60,"Class2",23,93.645,80,56.133,"C",1.208,53.517,88.845
9.637,"X",62,"Class2",52,93.6,93,50.332,"Y",1.911,53.383,55.304
42.549,"Q",62,"Class1",95,59.248,88,39.153,"I",15.731,16.002,40.831
12.624,"Q",53,"Class2",49,92.73,69,45.225,"Y",1.492,53.798,55.956
90.367,"K",62,"Class1",94,67.66,87,34.149,"I",15.414,34.11,72.208
13.621,"R",53,"Class2",47,95.823,94,67.179,"Q",0.047,54.104,59.613
57.057,"D",58,"Class1",94,56.042,73,35.079,"I",15.733,14.825,71.302
13.624,"S",62,"Class2",30,97.792,31,48.543,"P",1.106,53.592,66.99
64.934,"J",45,"Class1",93,55.671,74,45.551,"Y",15.306,39.473,75.377
50.788,"J",56,"Class1",95,51.387,89,31.103,"O",15.047,16.997,3.996
3.399,"S",63,"Class2",26,95.467,61,53.552,"Q",1.99,53.985,53.289
8.521,"S",55,"Class2",36,94.424,59,38.45,"M",0.624,53.789,63.061
69.433,"D",61,"Class1",93,57.466,95,48.604,"I",15.277,22.675,22.43
22.519,"D",46,"Class1",95,49.58,84,45.639,"Z",15.398,25.374,42.468
16.971,"K",45,"Class1",94,51.016,93,45.324,"Z",15.85,18.976,17.557
10.063,"S",53,"Class2",23,93.997,81,55.485,"P",1.804,53.422,43.447
7.322,"U",63,"Class2",47,96.032,39,60.06,"Y",1.418,53.21,95.62
82.876,"J",56,"Class1",95,56.989,94,35.34,"C",15.915,30.868,45.599
10.139,"R",57,"Class2",46,94.993,65,57.323,"P",0.149,53.358,51.098
5.537,"Q",53,"Class2",36,95.837,73,52.379,"Q",0.964,53.639,69.007
18.924,"Q",52,"Class1",93,44.114,98,48.942,"I",15.042,34.581,25.81
1.725,"S",53,"Class2",25,92.943,47,49.539,"P",0.631,53.313,85.485
24.338,"Q",60,"Class1",93,59.199,88,56.801,"O",15.059,24.248,50.506
47.216,"N",59,"Class1",95,64.048,92,44.808,"C",15.064,51.282,73.776
8.337,"R",64,"Class2",25,94.637,47,29.87,"Q",1.333,53.155,50.017
4.746,"Q",NA,"Class2",37,94.518,92,50.129,"C",0.992,53.587,70.277
2.298,"U",57,"Class2",51,97.274,41,33.962,"C",1.88,53.734,74.51
11.499,"N",60,"Class1",93,80.068,93,34.913,"O",15.442,33.73,58.075
21.408,"N",63,"Class1",95,61.522,81,32.556,"Y",15.981,21.345,50.683
12.303,"X",59,"Class2",53,91.888,82,57.051,"Y",1.78,52.783,60.315
8.157,"X",55,"Class2",29,97.904,32,48.078,"C",0.571,53.605,70.856
6.533,"Q",59,"Class2",43,93.524,59,39.129,"Q",0.075,53.482,89.716
53.336,"N",48,"Class1",95,73.795,73,47.705,"I",15.599,18.357,37.895
95.227,"D",57,"Class1",93,57.989,97,48.83,"I",15.28,19.16,60.919
4.654,"Q",62,"Class2",25,93.256,67,47.262,"P",1.219,52.987,60.919
4.642,"U",64,"Class2",25,92.666,84,63.822,"M",0.09,52.806,86.768
7.461,"X",NA,"Class2",53,90.562,66,65.087,"M",1.062,53.58,69.583
61.196,"Q",NA,"Class1",94,69.074,89,52.727,"Z",15.759,60.955,40.276
0.413,"Q",64,"Class2",31,100.865,63,57.095,"Q",1.548,53.359,56.125
5.537,"Q",64,"Class2",36,95.508,92,48.953,"C",1.845,53.704,64.647
11.161,"X",64,"Class2",24,95.321,48,34.662,"M",0.544,53.434,72.346
6.853,"R",62,"Class2",40,96,31,41.108,"P",0.418,53.549,54.089
8.522,"Q",63,"Class2",48,94.777,87,41.682,"P",1.919,53.558,42.848
89.359,NA,59,"Class1",94,51.072,75,42.206,"Z",15.426,43.193,52.902
8.268,"R",54,"Class2",42,94.482,64,47.294,"P",0.624,53.153,40.682
1.774,"R",63,"Class2",41,92.03,32,49.821,"M",0.105,53.707,82.372
3.511,"Q",61,"Class2",48,93.824,28,50.468,"M",1.165,52.968,76.163
1.262,"Q",55,"Class2",52,97.702,33,52.471,"Q",1.419,53.098,84.366
3.807,"S",55,"Class2",52,90.505,58,31.166,"P",0.812,53.187,47.958
49.774,"J",49,"Class1",94,57.709,76,31.945,"C",15.418,19.646,69.474
8.498,"S",62,"Class2",36,90.659,33,32.979,"P",0.113,53.328,59.047
59.023,"K",62,"Class1",95,49.78,85,39.279,"Z",15.338,48.301,17.147
5.852,"U",58,"Class2",53,93.271,54,35.534,"Q",0.577,53.249,66.191
10.872,"U",55,"Class2",49,92.88,84,60.781,"M",1.266,53.47,91.034
25.864,"N",57,"Class1",94,46.665,79,40.348,"Z",15.173,19.134,31.295
67.303,"N",NA,"Class1",93,76.518,74,35.17,"C",15.949,9.979,4.55
94.491,"J",61,"Class1",95,77.46,98,45.574,"Z",15.938,29.112,44.824
0.271,"R",56,"Class2",43,94.686,69,27.111,"P",1.153,53.673,49.829
0.473,"X",63,"Class2",46,96.538,72,55.723,"M",1.274,53.499,74.33
6.221,"R",61,"Class2",46,94.071,30,42.299,"Y",1.489,53.625,93.178
10.832,"Q",54,"Class2",48,95.717,25,33.659,"Q",1.613,53.736,88.513
77.069,"N",52,"Class1",95,46.703,93,52.454,"Z",15.789,12.865,9.768
43.965,"N",52,"Class1",93,67.357,85,41.517,"C",15.171,9.765,56.175
53.662,"Q",NA,"Class1",93,59.855,78,53.342,"C",15.36,25.819,45.64
2.097,"X",59,"Class2",49,95.34,36,45.029,"C",0.763,53.58,64.773
4.272,"U",59,"Class2",36,95.345,58,63.809,"M",0.259,53.883,80.739
11.767,"X",54,"Class2",40,95.601,38,59.005,"M",0.437,53.487,84.102
9.392,"S",63,"Class2",25,94.094,37,49.477,"C",0.352,53.838,44.733
3.033,"R",61,"Class2",48,95.451,81,39.837,"M",0.837,53.59,84.713
8.618,"R",64,"Class2",52,96.098,79,50.021,"Y",0.784,53.975,80.233
13.106,"X",57,"Class2",35,93.968,26,47.863,"C",1.083,53.089,69.06
11.772,"Q",59,"Class2",23,93.491,88,57.803,"Y",1.443,53.301,98.478
61.439,"D",53,"Class1",95,73.507,78,43.461,"Z",15.907,28.612,61.599
10.36,"R",58,"Class2",50,94.932,69,46.923,"P",0.34,53.237,56.851
10.273,"S",64,"Class2",29,91.402,63,40.011,"P",1.559,53.44,87.978
12.907,"D",47,"Class1",93,76.619,85,44.841,"Y",15.749,18.463,12.958
0.896,"Q",60,"Class2",39,93.543,60,70.563,"C",0.367,53.034,78.588
11.543,"R",55,"Class2",45,90.516,69,45.514,"Q",1.063,53.364,49.988
0.628,"X",57,"Class2",33,93.2,73,40.396,"P",1.541,53.371,97.659
11.628,"R",64,"Class2",42,93.17,31,47.069,"P",1.293,53.179,48.482
57.728,"N",53,"Class1",95,50.062,94,49.614,"Y",15.5,33.401,69.007
93.781,"J",55,"Class1",95,76.682,80,40.283,"Z",15.54,26.294,22.746
87.546,"J",47,"Class1",93,55.931,74,39.517,"O",15.093,32.274,13.128
36.866,"N",NA,"Class1",93,73.181,98,40.546,"Y",15.955,17.3,72.367
12.108,"R",60,"Class2",44,92.523,79,52.563,"Q",0.244,53.372,71.25
69.649,"Q",60,"Class1",94,42.461,89,42.688,"O",15.605,39.168,34.468
6.66,"R",55,"Class2",46,90.178,72,37.48,"M",1.796,53.186,94.791
24.173,NA,53,"Class1",94,75.089,74,62.152,"O",15.815,31.856,10.195
6.314,"X",53,"Class2",38,93.362,95,68.984,"Q",0.834,53.449,44.885
31.337,"Q",54,"Class1",94,68.707,85,46.217,"O",15.957,7.213,75.108
5.707,"X",54,"Class2",52,94.46,67,42.417,"P",1.089,53.848,73.179
3.131,"R",57,"Class2",25,96.492,80,65.957,"P",1.38,52.939,92.97
3.797,"R",58,"Class2",25,93.781,26,37.877,"Y",1.338,53.497,94.926
87.073,"K",53,"Class1",94,48.386,84,46.178,"C",15.969,28.467,29.917
20.809,"K",58,"Class1",95,60.666,97,56.437,"Z",15.55,21.481,71.825
50.787,"D",59,"Class1",94,58.413,76,45.302,"O",15.515,28.955,12.392
13.83,"X",55,"Class2",50,90.422,99,47.679,"Q",0.884,53.46,69.924
40.078,"J",45,"Class1",95,65.495,95,42.994,"Y",15.309,24.991,5.046
4.563,"X",54,"Class2",52,93.908,95,52.721,"Q",0.267,53.228,45.361
11.752,"X",61,"Class2",48,95.591,66,36.802,"C",0.428,53.634,55.213
2.144,"X",63,"Class2",53,92.631,84,51.364,"Y",0.541,54.048,71.331
3.203,"R",54,"Class2",42,97.125,29,60.831,"P",0.688,53.671,89.645
22.4,"K",46,"Class1",94,60.549,90,44.456,"O",15.624,29.312,40.326
5.133,"X",64,"Class2",46,91.497,81,43.18,"P",0.191,53.025,84.729
8.615,"R",53,"Class2",51,93.822,90,43.387,"Y",1.94,53.588,95.227
0.614,"Q",54,"Class2",47,96.261,29,53.28,"Q",1.038,53.747,90.191
35.425,"Q",53,"Class1",95,66.038,86,43.594,"Z",15.777,39.241,16.125
64.121,"J",46,"Class1",93,56.51,89,52.797,"Y",15.263,19.851,17.11
40.947,"K",50,"Class1",95,61.061,77,39.789,"C",15.54,15.311,36.448
53.098,"J",57,"Class1",95,60.855,84,45.745,"Y",15.841,23.415,48.783
26.16,"N",48,"Class1",94,68.722,98,45.42,"I",15.913,31.531,75.044
9.219,"J",53,"Class1",94,63.589,85,40.935,"Y",15.891,22.5,69.253
7.14,"U",54,"Class2",34,96.713,58,46.996,"Y",1.631,54.115,67.102
55.377,"K",47,"Class1",95,53.956,89,43.279,"Y",15.706,19.802,5.958
2.764,"S",54,"Class2",44,93.134,40,58.215,"C",0.808,53.607,90.637
11.456,NA,62,"Class2",35,94.451,70,35.61,"Q",1.126,53.562,60.294
0.74,"R",53,"Class2",41,92.12,99,51.237,"P",1.185,53.467,91.32
13.133,"X",54,"Class2",45,91.539,50,55.798,"C",0.653,53.359,60.242
2.465,"X",56,"Class2",44,94.479,83,52.905,"P",0.723,53.479,74.26
64.763,"Q",48,"Class1",93,58.879,75,43.688,"I",15.182,17.115,48.047
3.809,"U",59,"Class2",47,93.242,28,57.353,"Y",1.946,53.584,49.853
45.716,"K",NA,"Class1",93,50.9,88,27.497,"O",15.5,8.647,38.135
9.433,"X",63,"Class2",35,95.985,81,74.279,"M",0.169,53.669,83.607
9.007,"X",59,"Class2",42,97.018,34,61.945,"C",1.183,54.179,54.848
82.381,"Q",55,"Class1",95,69.525,84,41.581,"Y",15.571,8.696,25.025
9.033,"U",54,"Class2",34,97.531,64,33.742,"Y",1.315,53.573,64.14
59.33,"N",61,"Class1",94,58.256,86,38.01,"C",15.996,29.283,15.228
3.227,"U",61,"Class2",49,89.784,92,57.205,"P",1.4,53.275,68.1
4.3,"S",NA,"Class2",27,96.536,29,50.264,"P",0.24,53.426,67.362
68.694,NA,54,"Class1",94,54.745,85,37.802,"C",15.325,28.185,7.978
75.694,"N",46,"Class1",94,53.27,87,38.62,"C",15.46,17.688,49.442
98.316,"N",55,"Class1",94,72.549,91,48.793,"Y",15.517,20.046,72.988
12.942,"R",62,"Class2",46,89.844,32,36.626,"P",0.03,53.127,70.238
97.058,"J",53,"Class1",95,52.198,88,38.995,"O",15.261,9.079,48.693
85.179,"N",45,"Class1",95,60.026,74,39.051,"O",15.773,8.316,40.677
79.703,"N",60,"Class1",94,65.762,90,48.731,"Z",15.319,38.26,5.902
6.007,NA,56,"Class2",39,92.622,38,41.089,"P",0.034,53.901,80.781
0.571,"R",60,"Class2",52,92.024,76,63.918,"M",0.64,53.418,52.654
79.149,"D",53,"Class1",95,42.439,93,43.888,"C",15.611,3.328,34.721
0.124,"X",64,"Class2",35,89.766,96,50.582,"Q",1.093,53.674,70.052
1.405,"S",57,"Class2",26,95.29,30,46.659,"Q",0.091,53.388,58.449
10.748,"K",57,"Class1",94,60.227,75,41.165,"Z",15.502,26.427,71.072
64.001,"J",58,"Class1",94,52.232,91,45.182,"C",15.712,23.515,14.322
