"X1","X2","X3","X4","X5","X6","X7","X8","X9","Output23","X10","X11"
58,"L",34.343,64,76.016,24.809,51.48,83.401,"B","Class2",46.722,51
50,"B",55.717,63,18.916,94.384,48.713,86.129,"O","Class1",66.513,86
59,"B",35.934,41,62.01,42.712,63.868,74.1,"H","Class2",81.621,60
51,"Y",69.564,71,17.678,90.17,61.298,67.655,"O","Class1",91.936,89
64,"J",52.848,54,18.199,99.102,76.644,86.09,"D","Class1",62.82,79
60,"S",51.712,76,80.367,17.125,76.229,93.908,"Q","Class2",70.067,72
58,"D",75.388,85,62.935,57.566,41.177,76.185,"H","Class2",100.764,63
61,"Q",65.384,12,65.928,25.938,56.31,81.051,"B","Class2",67.801,75
62,"L",30.621,68,64.676,46.473,77.331,96.387,"M","Class2",102.738,47
56,"B",44.363,44,70.372,38.289,56.567,96.962,"M","Class2",59.089,60
57,"Q",61.411,61,18.438,87.062,38.089,72.548,NA,"Class1",69.888,90
59,"Y",63.862,57,17.205,108.341,65.574,70.385,"K","Class1",70.382,84
64,"S",68.769,76,76.663,37.226,37.055,97.307,"U","Class2",66.305,62
65,"D",46.615,17,70.031,58.938,45.362,78.917,"B","Class2",57.935,75
NA,"Q",55.354,57,18.461,90.508,59.263,83.524,"F","Class1",62.779,82
50,"B",67.295,63,17.533,79.863,57.96,63.078,"R","Class1",77.612,82
63,"N",45.835,44,18.99,92.842,51.465,71.201,"D","Class1",72.208,88
53,"Q",64.274,76,18.362,85.015,52.096,69.2,"O","Class1",88.034,80
69,"B",45.682,76,17.865,93.286,37.518,81.48,"O","Class1",53.974,87
55,"B",65.029,72,18.93,90.183,65.712,74.95,"F","Class1",67.248,90
57,"L",55.106,91,72.875,26.868,51.89,93.459,"M","Class2",41.275,71
63,"Y",47.122,44,17.377,96.555,60.016,67.95,"F","Class1",58.824,82
69,"N",53.53,52,17.806,91.41,41.753,63.25,"D","Class1",79.471,83
56,"S",47.221,65,78.266,39.065,40.349,93.354,"M","Class2",51.484,63
64,"B",39.448,11,82.28,30.926,58.005,91.924,"M","Class2",69.928,61
73,"Y",61.247,48,18.323,85.138,59.981,64.201,NA,"Class1",68.862,88
63,"Y",51.115,53,18.066,89.347,59.287,59.162,NA,"Class1",85.854,87
62,"Y",48.795,53,18.211,87.821,98.217,62.697,"D","Class1",60.603,81
65,"Y",68.71,79,17.487,91.702,83.583,69.057,"D","Class1",70.716,85
63,"J",46.801,74,17.722,101.492,50.118,81.658,"K","Class1",44.692,84
73,"Y",50.458,53,18.738,98.397,53.165,84.413,"F","Class1",54.794,89
63,"D",19.171,17,80.563,46.254,66.366,90.15,"B","Class2",59.547,55
56,"Y",46.2,67,18.946,93.095,46.994,72.177,"F","Class1",76.291,83
65,"L",35.778,85,86.489,45.829,49.371,97.737,"U","Class2",70.833,73
52,"Q",71.772,56,18.387,75.584,57.014,73.56,"D","Class1",82.568,81
57,"Y",71.941,62,18.564,85.45,75.702,68.524,NA,"Class1",61.812,90
67,"B",84.746,65,71.622,46.461,58.252,78.911,"H","Class2",80.383,50
65,"B",85.855,63,80.789,33.8,47.627,82.732,"Q","Class2",77.584,49
54,"J",44.914,42,18.301,83.985,54.217,69.317,NA,"Class1",55.824,89
64,"L",87.731,71,77.561,39.615,53.562,78.392,"M","Class2",52.221,48
51,"N",44.318,54,18.857,103.098,58.608,77.787,"F","Class1",86.036,83
64,"Q",66.649,46,17.723,81.932,75.582,71.881,"D","Class1",62.984,89
NA,"N",53.562,70,18.226,79.329,49.506,67.288,"O","Class1",60.942,86
64,"Q",38.013,75,73.289,62.979,48.937,75.256,"U","Class2",25.706,55
56,"J",50.143,48,18.062,93.296,61.034,75.465,"F","Class1",72.462,80
60,"Q",46.379,55,17.359,95.937,64.961,68.248,"D","Class1",54.207,81
64,"N",63.614,63,17.21,72.86,50.17,60.438,"R","Class1",67.077,87
58,"B",61.361,40,17.193,88.324,76.025,84.232,"D","Class1",56.566,88
54,"Q",68.816,49,17.656,87.019,68.772,62.97,"K","Class1",59.511,87
NA,"D",26.706,59,80.572,48.184,71.727,97.219,NA,"Class2",61.763,58
67,"B",48.418,21,63.73,42.745,42.272,96.64,"M","Class2",50.81,47
60,"N",69.217,65,17.56,84.715,65.652,62.139,"R","Class1",63.471,80
61,"D",31.465,20,65.33,28.42,45.049,95.571,"H","Class2",60.224,46
70,"Q",56.595,49,17.499,85.557,66.421,84.733,"R","Class1",67.436,82
70,"B",61.82,74,18.855,81.164,81.64,76.168,"F","Class1",57.502,80
60,"Q",64.29,71,17.845,85.769,54.019,85.154,"F","Class1",68.339,86
56,"D",28.201,55,63.999,32.098,60.309,90.619,"M","Class2",46.194,58
66,"J",62.115,47,17.111,72.116,58.349,59.934,"R","Class1",72.42,89
63,"D",72.319,51,77.126,45.435,60.139,78.626,"M","Class2",47.737,39
66,"B",88.628,61,69.844,69.836,33.758,83.074,"Q","Class2",42.637,61
63,"B",69.677,41,87.723,44.368,70.31,86.485,"B","Class2",81.493,70
58,"S",72.484,21,78.535,55.285,44.034,76.22,"B","Class2",43.403,49
67,"Y",47.489,63,18.699,88.117,78.195,85.341,"O","Class1",64.018,85
61,"L",47.73,90,66.244,28.95,48.747,80.506,"U","Class2",74.03,41
64,"B",73.739,85,72.592,26.533,49.357,84.477,"H","Class2",74.358,46
66,"Y",63.607,75,17.391,85.778,71.696,78.747,"K","Class1",69.105,90
65,"S",70.695,80,65.3,41.07,62.307,84.386,"Q","Class2",113.234,45
64,"D",71.201,50,67.27,32.251,58.863,74.715,"H","Class2",96.344,61
62,"D",72.91,29,70.551,30.66,51.408,86.118,"Q","Class2",56.291,56
60,"B",68.656,62,17.456,87.895,89.38,74.538,"K","Class1",61.124,85
60,"B",25.876,44,63.893,41.159,49.198,79.353,"Q","Class2",67.839,67
70,"J",47.472,71,17.737,88.277,70.125,74.234,"F","Class1",74.025,87
56,"D",33.344,61,67.661,48.167,33.382,92.177,"U","Class2",73.65,73
62,"Q",68.071,80,63.471,21.67,59.35,76.957,"Q","Class2",68.856,60
NA,"L",74.435,62,69.551,44.524,64.502,93.476,"U","Class2",90.541,69
65,"Q",53.237,69,71.404,56.519,63.422,84.061,"U","Class2",64.925,57
62,"N",56.983,75,18.444,84.867,53.415,71.962,"F","Class1",61.151,85
67,"D",83.764,88,63.912,40.948,73.184,95.426,"Q","Class2",96.041,57
68,"J",52.131,66,17.592,73.502,63.437,60.419,"K","Class1",69.173,79
57,"Y",51.167,68,18.312,78.421,44.775,61.193,"F","Class1",83.585,87
66,"J",48.037,57,17.017,99.869,58.923,70.449,"D","Class1",37.907,82
66,"B",56.016,65,18.013,92.657,50.628,72.109,"F","Class1",54.269,87
51,"Q",60.718,38,18.341,86.419,82.948,74.684,"O","Class1",80.706,81
57,"N",59.839,69,17.957,87.078,55.101,74.263,"R","Class1",64.997,87
67,"N",48.226,60,17.369,83.951,61.927,59.737,"O","Class1",74.001,82
56,"Q",54.263,79,18.948,93.354,71.595,76.274,"F","Class1",61.578,86
57,"D",20.188,48,79.653,24.941,59.599,88.336,"M","Class2",119.583,71
67,"Y",67.17,78,17.354,99.538,70.94,77.193,"F","Class1",84.678,79
65,"Q",26.282,22,70.811,33.456,61.465,90.792,"H","Class2",70.906,57
60,"Q",65.664,89,85.674,41.907,69.379,81.101,"M","Class2",63.987,51
65,"J",48.369,77,18.082,96.116,82.853,69.903,"F","Class1",59.457,84
52,"Y",71.035,59,17.295,98.368,62.412,69.571,"D","Class1",68.263,84
NA,"N",55.223,57,17.529,76.553,63.498,83.153,"K","Class1",65.369,80
NA,"J",47.639,69,17.545,93.514,81.836,66.329,"K","Class1",80.866,89
66,"L",54.992,86,79.988,60.553,41.7,96.526,"B","Class2",55.821,74
65,"Q",65.079,54,17.362,94.563,77.613,60.721,"D","Class1",69.815,84
56,"Q",21.663,68,68.234,53.77,54.453,88.272,NA,"Class2",43.244,64
55,"Q",57.762,78,18.832,81.758,74.37,73.125,"O","Class1",62.172,83
61,"S",79.572,52,63.272,44.77,87.585,79.593,"U","Class2",41.494,74
56,"B",67.998,44,18.882,97.847,61.334,60.746,"D","Class1",65.421,87
65,"B",80.655,33,65.561,61.076,29.788,97.825,NA,"Class2",70.072,58
58,"B",50.218,54,18.164,81.782,67.449,84.868,"O","Class1",66.698,83
62,"L",73.069,73,81.767,33.813,60.13,79.146,"B","Class2",81.367,66
56,"L",89.132,28,82.631,37.244,70.343,79.576,"H","Class2",53.688,56
64,"Q",36.516,76,67.716,29.848,70.754,93.995,"Q","Class2",88.794,71
70,"B",46.663,75,18.992,80.055,49.693,66.851,"F","Class1",54.035,79
58,"Q",80.667,30,74.133,55.545,61.525,88.496,"B","Class2",60.369,45
63,"N",53.749,47,18.062,79.767,71.55,73.821,"F","Class1",65.565,90
69,"Y",46.948,71,17.71,75.822,66.509,84.274,"O","Class1",59.235,84
57,"B",79.525,51,81.03,44.058,69.824,91.353,"U","Class2",58.687,60
53,"Q",55.405,75,17.927,87.817,67.361,68.605,"R","Class1",67.775,82
60,"B",26.457,14,76.907,56.677,42.194,79.072,"U","Class2",58.077,63
58,"Q",59.124,49,18.604,89.527,82.246,69.17,"O","Class1",76.813,83
54,"Y",48.841,65,17.811,77.288,61.836,82.41,"R","Class1",86.234,82
NA,"J",56.714,68,18.088,84.759,67.084,83.359,"K","Class1",69.158,80
56,"D",37.3,91,63.865,28.895,54.358,89.198,"M","Class2",70.145,61
57,"D",44.09,38,63.571,48.939,66.875,89.82,"M","Class2",17.46,69
60,"D",58.512,92,75.601,41.502,47.877,90.743,"B","Class2",61.242,41
66,"Q",72.069,19,70.5,34.3,35.741,80.029,"M","Class2",52.83,57
61,"S",81.087,89,80.625,30.803,37.5,82.194,NA,"Class2",72.615,39
58,"S",86.607,21,86.679,18.1,59.78,92.173,"Q","Class2",69.255,47
72,"Q",63.692,68,17.859,75.714,70.77,73.623,"D","Class1",59.277,87
64,"B",73.673,90,74.13,32.904,38.66,78.616,"M","Class2",64.914,61
NA,"B",30.402,44,81.634,40.387,41.968,87.887,"Q","Class2",50.765,75
57,"B",61.724,43,18.112,83.038,80.946,69.399,"O","Class1",55.466,87
62,"Q",85.472,62,69.31,59.212,37.386,88.82,"U","Class2",65.512,73
71,"J",56.569,77,17.028,92.494,56.286,86.542,"O","Class1",75.212,83
61,"D",81.664,39,74.943,45.43,64.242,77.321,"U","Class2",89.543,69
52,"Q",51.634,79,18.869,89.526,43.893,75.785,"D","Class1",63.22,86
64,"D",40.569,24,83.741,51.138,49.347,87.87,"M","Class2",53.207,49
58,"Q",26.707,34,84.468,46.134,69.106,95.304,"B","Class2",90.633,61
62,"B",59.565,70,17.824,84.73,64.047,74.307,"F","Class1",52.197,80
63,"L",34.432,19,71.11,42.949,86.085,94.653,"H","Class2",55.395,66
61,"S",89.803,66,85.859,55.16,61.214,93.24,"U","Class2",66.254,55
56,"N",65.968,55,17.31,82.122,63.041,84.547,"R","Class1",85.664,82
57,"D",23.093,88,70.312,57.696,52.207,84.789,"B","Class2",39.465,46
NA,"L",28.775,73,72.234,26.593,61.429,91.728,"H","Class2",71.691,55
56,"B",32.099,41,76.383,46.599,69.097,86.359,"M","Class2",89.738,60
59,"L",48.876,91,70.562,40.671,46.804,76.311,"Q","Class2",63.127,60
58,"S",25.49,82,81.061,56.695,44.929,84.582,"Q","Class2",92.381,72
72,"N",71.067,46,18.267,73.421,77.882,69.783,"F","Class1",63.32,81
63,"L",21.48,20,76.317,8.443,71.022,82.776,"B","Class2",35.962,75
73,"Y",70.162,73,18.682,88.798,63.41,75.027,NA,"Class1",61.254,89
59,"Q",79.835,68,78.671,33.287,65.046,78.776,"Q","Class2",65.264,51
54,"B",50.853,79,17.844,97.586,73.404,76.611,"R","Class1",66.882,90
NA,"Q",22.483,21,67.37,36.728,55.96,78.48,"U","Class2",61.239,45
64,"D",57.615,17,84.457,53.529,56.149,78.985,"Q","Class2",74.596,47
56,"B",28.032,23,80.354,30.013,61.511,88.349,"Q","Class2",36.87,58
69,"N",60.227,51,18.287,91.017,41.499,74.98,"K","Class1",70.471,81
63,"Y",54.099,44,17.732,93.915,62.284,84.548,"F","Class1",71.345,80
53,"B",53.378,74,18.527,90.663,81.554,79.993,"D","Class1",68.641,89
60,"Q",43.626,16,79.399,42.905,72.541,84.827,"B","Class2",86.701,56
51,"B",64.648,43,17.854,92.309,79.593,66.555,"F","Class1",54.251,88
71,"N",47.48,65,18.702,94.958,77.271,70.666,"O","Class1",55.669,87
73,"J",60.561,62,17.087,92.28,74.173,66.864,"O","Class1",73.076,90
59,"L",56.839,9,84.385,42.825,82.509,84.045,"H","Class2",71.874,72
NA,"Y",52.906,46,17.154,88.029,65.173,73.677,"F","Class1",58.035,89
67,"D",23.099,91,65.824,52.083,47.735,86.954,"U","Class2",47.013,69
65,"Y",55.895,71,18.179,95.491,74.186,64.491,"O","Class1",68.866,87
59,"N",55.039,40,17.379,88.344,82.856,79.932,"K","Class1",86.324,82
56,"B",47.571,25,82.241,46.349,65.236,76.581,"Q","Class2",57.239,73
66,"B",68.944,66,17.246,70.001,90.815,63.043,"D","Class1",67.965,80
55,"Q",50.435,67,18.575,87.682,54.995,80.284,"K","Class1",71.089,85
59,"J",50.85,63,17.384,84.19,71.688,71.466,"O","Class1",73.973,89
59,"Y",54.26,72,17.832,86.028,82.783,65.508,"F","Class1",51.327,86
67,"Q",52.451,38,17.36,87.079,74.705,78.711,"K","Class1",44.314,86
71,"J",53.542,60,17.928,94.724,70.994,63.292,"K","Class1",66.131,89
73,"J",65.461,70,17.596,87.455,59.877,65.415,"K","Class1",64.397,89
NA,"J",62.146,42,17.752,82.778,59.468,78.658,"O","Class1",63.578,89
61,"Q",54.962,62,18.139,91.927,40.228,63.929,"D","Class1",65.73,85
61,"L",72.516,32,69.653,38.885,37.914,81.686,"H","Class2",39.301,51
64,"B",70.653,51,78.367,34.078,44.758,89.242,"H","Class2",79.512,58
56,"B",82.311,37,87.196,60.249,56.216,91.675,"U","Class2",66.508,49
57,"Q",75.838,30,79.997,26.794,63.964,91.692,"U","Class2",52.897,75
57,"S",38.674,50,77.131,25.767,59.817,80.673,"H","Class2",87.931,48
60,"L",72.894,53,86.099,62.718,62.36,96.16,NA,"Class2",71.379,44
71,"Y",50.279,58,17.937,95.643,64.191,76.11,"K","Class1",66.083,87
57,"D",30.141,84,76.57,24.011,70.496,85.161,"Q","Class2",34.858,66
65,"L",81.14,90,84.432,41.223,49.312,97.447,"B","Class2",89.175,50
63,"S",35.355,59,62.488,21.638,38.577,78.548,NA,"Class2",81.611,66
51,"N",64.597,53,17.619,85.063,83.478,85.439,"K","Class1",69.04,83
63,"Q",66.04,89,79.376,52.491,45.051,95.326,"B","Class2",92.946,42
61,"B",70.487,40,17.587,89.054,62.903,80.379,"F","Class1",77.714,85
53,"Y",63.74,43,18.408,87.259,66.903,64.161,NA,"Class1",83.895,79
56,"J",46.022,77,18.547,86.552,64.173,83.422,"D","Class1",65.571,85
65,"Q",21.778,60,68.261,52.862,76.663,82.346,"Q","Class2",41.249,41
54,"Q",53.398,41,18.494,102.865,74.087,71.74,"D","Class1",70.757,89
59,"Q",54.647,75,18.712,92.505,63.876,73.8,"D","Class1",82.095,83
58,"Q",54.206,27,81.351,45.242,70.248,90.105,"H","Class2",36.866,45
66,"B",61.857,42,81.586,24.6,43.119,84.604,"Q","Class2",29.785,68
64,"Q",54.64,38,17.859,89.306,62.921,65.008,"F","Class1",57.505,80
67,"B",63.446,64,18.095,81.545,78.159,60.354,"K","Class1",84.327,85
63,"J",68.569,68,18.848,77.572,52.644,66.826,"O","Class1",76.404,86
56,"Y",50.266,62,18.497,103.058,55.433,84.015,"O","Class1",66.354,80
56,"Q",44.631,77,18.627,97.426,72.886,81.112,"D","Class1",68.771,81
59,"Q",29.403,71,78.989,36.164,78.466,93.499,"B","Class2",75.359,71
64,"Q",42.398,23,85.103,44.106,43.523,86.717,"B","Class2",90.308,54
59,"Q",56.265,70,17.191,87.582,62.639,61.074,"F","Class1",82.601,89
54,"N",69.163,46,18.984,90.56,62.383,77.716,"O","Class1",67.682,81
58,"B",44.995,45,18.634,100.654,86.568,86.599,"F","Class1",59.574,89
72,"Y",62.818,40,17.212,95.693,69.171,72.449,"O","Class1",63.801,85
65,"D",75.833,22,83.139,31.8,41.525,82.3,"B","Class2",50.669,67
53,"B",69.212,70,17.929,82.595,70.16,63.655,NA,"Class1",55.647,83
67,"Y",71.188,59,17.579,87.045,49.415,79.446,"O","Class1",75.496,87
50,"J",67.296,72,17.704,78.472,84.588,71.15,"F","Class1",72.213,88
51,"Q",67.975,78,17.489,88.881,75.366,71.587,"R","Class1",66.868,89
52,"B",45.886,69,18.655,86.915,61.441,76.11,"R","Class1",63.566,80
71,"J",52.854,62,18.213,92.238,59.86,71.523,"O","Class1",54.196,89
57,"Q",80.776,37,63.372,32.061,48.975,77.713,"M","Class2",25.903,42
66,"N",47.318,48,18.274,87.529,51.662,61.272,"D","Class1",63.405,85
65,"L",40.631,90,63.988,37.995,61.727,78.363,"U","Class2",40.726,40
60,"B",54.524,79,17.289,94.251,72.789,68.881,"R","Class1",71.148,84
57,"B",59.781,47,62.469,63.71,60.273,88.952,"H","Class2",99.38,63
71,"Q",67.63,72,18.485,94.398,42.561,78.323,"O","Class1",74.331,80
58,"S",20.531,36,84.698,67.649,72.561,81.358,"Q","Class2",59.34,46
73,"J",45.495,64,17.982,84.538,53.707,69.511,"O","Class1",72.236,83
64,"D",85.512,26,80.888,31.337,52.423,76.356,"U","Class2",75.884,39
73,"B",55.774,74,18.562,94.618,70.184,80.579,"R","Class1",67.834,87
63,"L",35.369,26,67.991,35.602,52.734,95.672,"B","Class2",101.41,64
73,"N",57.827,57,17.687,91.91,85.049,60.153,"D","Class1",56.746,80
NA,"B",84.735,56,84.72,46.644,43.827,76.034,"Q","Class2",107.634,51
65,"L",57.997,20,79.342,69.319,49.786,84.066,"B","Class2",73.077,40
71,"N",46.762,72,17.297,83.3,52.343,74.215,"R","Class1",61.638,79
56,"B",46.883,61,18.967,84.042,89.606,71.141,"K","Class1",79.754,80
53,"Y",61.132,72,18.749,93.705,57.051,71.809,"O","Class1",67.346,80
66,"L",19.486,35,83.801,25.571,32.049,97.313,"M","Class2",42.804,74
57,"B",57.368,88,72.876,16.412,78.644,90.892,"M","Class2",56.166,39
61,"L",68.484,82,71.429,30.761,36.402,80.549,"M","Class2",31.239,71
70,"Q",70.277,74,18.545,82.993,66.276,71.588,"O","Class1",78.684,84
59,"Q",68.732,38,17.064,96.721,70.749,64.484,"D","Class1",51.639,86
64,"S",36.144,21,85.501,35.129,71.508,84.983,"B","Class2",52.401,59
69,"N",68.383,77,18.306,86.857,51.1,66.678,"O","Class1",74.98,90
72,"Q",58.487,42,18.066,88.059,46.363,86.415,"F","Class1",51.733,90
53,"N",49.891,73,18.101,85.956,62.629,74.579,"K","Class1",64.493,90
68,"Q",66.899,38,18.629,87.553,77.024,82.443,"O","Class1",57.992,90
62,"D",79.763,21,71.544,36.219,51.261,90.088,"U","Class2",62.634,61
58,"L",40.868,86,62.053,45.856,49.546,83.138,"M","Class2",57.628,65
60,"L",86.811,39,81.48,32.842,58.842,78.545,"M","Class2",73.948,51
51,"B",59.362,39,17.603,86.259,58.201,77.081,"R","Class1",54.957,87
58,"S",24.63,59,79.989,58.942,58.919,90.896,"U","Class2",36.921,39
56,"Y",68.54,47,17.764,90.783,89.346,74.379,"D","Class1",68.82,79
64,"J",46.028,41,18.857,80.877,80.879,74.074,"D","Class1",66.504,87
60,"L",40.828,28,65.33,56.56,58.362,90.054,"U","Class2",79.995,46
68,"Y",52.375,61,18.709,89.805,74.431,62.485,"R","Class1",77.097,87
56,"Q",27.453,92,68.007,56.583,33.734,97.485,"H","Class2",77.565,57
73,"N",53.66,75,17.71,82.448,41.041,80.764,"R","Class1",58.829,88
62,"Q",59.861,75,18.045,93.226,97.968,77.73,"F","Class1",61.454,88
59,"D",23.646,61,73.389,50.173,55.279,86.43,"B","Class2",71.54,55
62,"N",63.888,78,18.672,87.453,63.873,78.27,NA,"Class1",77.812,83
56,"Q",29.843,77,80.308,45.289,48.42,94.958,"H","Class2",95.197,45
50,"Q",46.266,43,18.081,70.952,67.792,70.599,"D","Class1",75.742,81
59,"D",24.568,20,62.266,47.707,57.788,74.744,"Q","Class2",69.641,69
60,"Q",68.97,86,79.99,41.161,68.212,84.209,"U","Class2",82.129,46
55,"Y",53.13,58,18.795,92.323,74.45,85.618,"K","Class1",80.581,86
54,"N",51.09,68,17.199,84.26,73.904,65.003,"D","Class1",80.167,79
59,"N",47.873,39,17.362,93.562,74.407,66.171,"K","Class1",74.215,90
58,"J",59.436,69,18.001,83.419,71.319,72.467,"K","Class1",58.559,80
58,"D",85.045,29,86.854,40.669,67.752,93.348,"Q","Class2",77.909,57
NA,"Q",88.685,36,78.584,51.09,58.74,74.648,"B","Class2",60.065,56
61,"L",27.171,72,77.14,56.56,68.526,83.893,"Q","Class2",64.558,64
59,"S",28.885,88,62.352,28.479,60.497,75.448,"Q","Class2",88.036,67
56,"N",49.45,60,17.733,77.496,57.657,84.644,"D","Class1",69.948,82
56,"J",69.335,79,17.372,93.345,54.509,65.153,"F","Class1",70.591,90
60,"Q",60.975,27,64.92,32.898,48.555,90.737,"U","Class2",43.167,43
62,"D",77.973,89,81.507,35.231,34.001,81.984,"H","Class2",73.378,70
65,"J",45.461,47,18.341,87.245,81.317,79.221,"O","Class1",82.576,87
66,"J",53.304,41,18.776,84.72,61.263,60.564,"D","Class1",43.145,82
50,"Y",69.741,49,17.537,94.488,68.705,77.357,"K","Class1",67.305,86
53,"N",62.947,45,18.254,93.888,61.187,83.611,"O","Class1",60.44,82
50,"B",50.688,61,18.284,79.101,80.536,83.527,"R","Class1",76.396,80
72,"J",49.842,77,17.115,81.845,75.701,62.274,"R","Class1",61.299,90
67,"L",29.289,74,72.641,49.08,70.278,79.331,"B","Class2",73.451,40
56,"Y",63.545,53,18.791,88.725,50.3,73.658,"R","Class1",74.382,79
52,"J",46.694,78,18.972,97.089,60.319,62.107,"O","Class1",54.848,81
57,"B",47.384,89,81.922,50.609,51.321,92.724,"M","Class2",85.466,50
63,"S",55.406,60,87.571,32.235,36.834,86.094,"Q","Class2",48.249,60
60,"N",62.125,64,17.427,75.444,90.748,71.942,"K","Class1",62.893,82
62,"Q",21.087,56,86.099,28.753,57.091,91.038,"M","Class2",89.71,46
54,"Y",55.291,46,17.875,85.84,57.046,69.92,"K","Class1",70.62,80
66,"Y",59.003,77,17.844,87.779,76.622,83.271,"R","Class1",64.245,82
55,"N",63.33,60,18.931,101.788,68.545,73.45,"K","Class1",59.328,80
64,"Q",38.673,53,84.451,51.681,49.773,84.625,"H","Class2",56.194,74
59,"Q",85.082,27,84.762,27.373,21.867,76.157,"B","Class2",46.52,69
50,"B",50.164,53,18.895,75.723,72.225,83.376,"F","Class1",57.621,84
61,"B",44.26,81,79.344,30.785,43.908,88.677,"M","Class2",32.387,56
60,"J",60.151,78,18.817,101.652,46.959,71.886,"R","Class1",64.035,88
61,"S",45.107,22,80.996,32.006,60.276,82.033,"M","Class2",82.044,60
50,"Q",64.441,65,17.969,95.06,87.688,59.84,"R","Class1",64.738,82
61,"D",51.186,83,70.917,37.348,49.287,86.771,"B","Class2",72.272,55
NA,"B",57.64,41,17.285,91.69,67.771,59.985,"K","Class1",70.58,84
70,"N",50.906,69,17.159,97.041,33.053,72.466,"K","Class1",77.32,83
54,"Y",59.351,48,18.848,91.776,65.623,60.126,"K","Class1",80.881,86
65,"S",76.62,22,73.797,41.303,62.307,91.1,"Q","Class2",41.71,56
64,"B",57.609,65,17.733,81.244,91.557,78.254,"F","Class1",76.676,85
56,"D",27.593,22,73.47,47.118,44.435,81.039,"M","Class2",73.063,47
56,"Q",85.86,24,71.035,51.899,68.1,90.252,"H","Class2",67.023,46
64,"L",69.586,90,77.446,37.759,71.133,89.187,"U","Class2",72.728,58
60,"N",63.488,77,17.994,77.473,52.33,68.407,"F","Class1",57.452,86
55,"Q",70.747,70,18.996,86.452,82.188,84.045,NA,"Class1",78.755,87
67,"D",48.876,64,69.033,35.038,49.478,91.21,"Q","Class2",63.204,68
57,"B",48.65,56,18.724,85.766,51.68,72.698,"K","Class1",56.814,84
72,"B",68.797,47,17.753,83.68,53.222,84.874,"F","Class1",59.678,80
59,"B",88.581,56,76.894,60.817,33.084,86.804,NA,"Class2",57.841,56
63,"L",86.771,63,80.336,51.861,55.187,81.037,"B","Class2",70.915,67
60,"J",58.32,72,17.859,94.393,51.47,62.388,"O","Class1",74.199,86
63,"Q",55.67,42,17.178,83.456,61.294,73.657,"D","Class1",64.082,83
66,"L",35.762,50,82.664,55.54,54.171,75.997,"M","Class2",48.695,75
65,"L",55.458,15,62.564,60.039,58.449,86.081,"U","Class2",72.265,62
NA,"N",48.169,46,18.364,83.812,80.594,85.007,"K","Class1",74.531,83
58,"D",66.543,73,74.227,32.65,68.511,88.079,"M","Class2",60.861,72
55,"Y",60.185,60,18.638,88.792,62.022,77.018,"R","Class1",70.201,89
58,"L",75.805,68,86.202,34.767,80.161,86.463,"B","Class2",94.539,64
60,"L",56.384,20,71.545,25.555,51.581,94.301,"U","Class2",53.469,54
58,"D",31.356,29,64.42,39.974,42.176,93.425,"M","Class2",88.126,60
55,"Q",70.072,62,17.172,90.474,57.298,83.22,"F","Class1",73.999,86
60,"Y",58.349,72,17.374,86.012,77.293,79.081,"F","Class1",87.272,83
60,"L",36.27,32,68.244,36.503,50.895,92.363,"B","Class2",114.44,49
65,"Q",49.105,48,17.376,88.123,84.358,78.281,"R","Class1",63.367,89
56,"S",71.015,65,70.386,55.128,24.918,87.243,"U","Class2",93.607,40
61,"J",65.973,38,18.324,89.212,71.698,62.833,"D","Class1",65.145,90
72,"B",70.826,53,18.193,84.372,52.35,70.199,"R","Class1",63.011,88
61,"D",24.885,65,64.686,70.029,59.938,79.814,"H","Class2",71.002,55
63,"J",45.73,48,17.051,94.615,83.351,75.813,"F","Class1",45.372,80
67,"S",65.434,28,65.424,38.326,73.851,92.683,"U","Class2",80.205,71
70,"Q",64.625,66,18.436,90.124,66.327,86.721,"R","Class1",53.761,81
55,"B",62.966,69,18.197,84.109,61.894,76.835,"R","Class1",48.619,86
58,"D",34.106,66,68.84,45.781,43.616,78.581,"Q","Class2",75.958,56
68,"N",55.654,54,18.405,83.103,50.579,72.331,"F","Class1",68.211,82
54,"J",49.948,58,17.268,95.586,72.654,64.569,"O","Class1",72.76,88
55,"Y",66.609,65,17.637,83.767,48.273,74.651,"K","Class1",59.43,84
60,"J",64.084,63,17.824,87.182,79.372,79.404,"R","Class1",68.947,80
62,"D",35.079,68,65.045,52.594,62.002,76.431,"H","Class2",112.059,75
69,"N",69.238,55,17.322,83.774,73.839,79.335,"F","Class1",67.703,90
65,"D",30.195,36,85.257,71.647,69.847,93.02,"M","Class2",76.21,68
57,"N",51.526,58,18.094,90.405,47.537,72.078,"K","Class1",69.746,79
60,"B",55.551,15,75.419,69.366,53.897,94.609,"B","Class2",27.397,46
59,"Q",57.629,48,17.311,89.892,67.939,60.622,"D","Class1",78.798,80
58,"L",58.073,92,83.639,45.505,69.783,97.267,"Q","Class2",76.764,61
58,"L",33.901,23,76.197,39.419,45.239,78.765,"Q","Class2",49.35,69
64,"Q",46.291,48,18.168,91.09,75.093,65.128,"D","Class1",85.679,86
61,"B",60.728,57,83.29,40.05,59.208,81.432,"B","Class2",70.155,54
69,"B",52.968,64,18.028,78.829,51.542,84.041,"F","Class1",72.824,84
54,"N",51.37,48,18.616,93.971,67.505,69.951,"F","Class1",78.782,79
56,"N",45.162,56,17.977,83.717,63.186,68.614,NA,"Class1",68.743,89
