"Output24","Y1","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11"
"Class3",84.673,52.931,"J",29.933,26.236,76,78.681,44,67.92,"H",47
"Class4",-0.722,26.258,"R",32.113,-5.088,59,61.122,29,82.973,"K",15
"Class4",9.07,24.451,"R",37.103,15.635,72,27.017,22,82.198,"P",16
"Class3",29.411,48.426,"J",30.568,25.898,82,85.855,53,69.78,"H",46
"Class2",41.209,88.649,"C",36.928,54.322,63,38.71,52,24.444,"J",54
"Class3",36.227,50.807,NA,38.14,31.718,33,77.95,43,70.748,"Z",47
"Class3",42.062,47.13,"U",32.518,33.61,75,84.729,71,67.421,"H",47
"Class2",30.449,85.207,"C",31.45,45.492,61,35.632,53,38.621,"L",27
"Class1",62.937,93.518,"P",62.707,94.589,73,56.811,45,13.068,"A",39
"Class1",50.959,94.865,"F",38.306,96.203,81,33.211,59,14.086,"L",38
"Class2",42.104,88.597,"C",14.036,50.471,72,51.06,56,12.073,"G",13
"Class3",19.107,46.482,"I",36.233,19.581,59,84.086,66,71.573,"Z",47
"Class2",48.638,92.185,"B",31.783,46.528,64,44.077,48,37.059,"F",27
"Class3",40.622,49.105,"K",30.679,37.645,98,84.228,54,70.82,"U",47
"Class1",61.537,97.16,"J",72.223,95.543,70,29.609,53,13.312,"L",39
"Class2",24.122,91.476,"G",32.457,55.091,69,53.777,52,37.543,"G",31
"Class1",48.986,94.623,"W",49.624,95.363,83,31.614,60,12.86,"L",38
"Class2",34.53,91.826,"R",29.771,20.341,72,41.258,61,32.106,"L",22
"Class3",15.187,48.085,"U",31.122,0.782,30,79.391,63,70.244,"H",46
"Class4",6.095,26.911,"R",50.245,4.54,54,46.755,25,82.904,"K",15
"Class4",0.221,25.672,"G",80.509,17.585,84,50.815,68,82.805,"K",15
"Class1",75.605,92.806,"P",82.093,96.175,83,12.891,69,12.691,"L",40
"Class3",90.939,51.46,"I",31.99,47.223,63,82.811,53,67.522,"U",46
"Class1",58.393,95.754,"W",60.164,95.572,74,47.794,69,14.961,"L",39
"Class1",61.114,96.137,"F",65.386,96.417,82,39.364,59,13.925,"A",39
"Class1",58.972,94.723,"G",26.527,96.153,72,35.239,58,12.218,"S",38
"Class2",38.294,90.149,NA,30.924,41.421,62,37.456,50,36.262,"L",28
"Class3",52.708,47.25,"K",39.846,36.749,72,85.261,68,66.973,"U",46
"Class1",43.123,92.921,"J",59.072,95.919,74,51.947,63,12.166,"A",38
"Class1",65.352,96.171,"P",85.781,96.609,73,36.217,58,13.483,"V",39
"Class4",9.667,24.631,"R",54.455,7.426,81,51.689,27,82.04,"R",16
"Class1",75.215,93.77,"F",31.176,95.379,71,19.303,45,13.235,"L",38
"Class4",12.316,27.611,"P",63.266,11.516,83,58.261,87,82.351,"P",16
"Class4",9.567,25.429,"R",65.115,32.776,60,33.342,45,82.587,"R",15
"Class2",45.301,89.555,"C",16.046,-6.302,63,44.131,60,37.681,"L",48
"Class4",17.427,27.192,"R",-9.587,14.085,84,35.601,39,82.935,"R",15
"Class2",45.421,92.967,"R",35.548,4.204,62,NA,49,27.349,"Y",28
"Class1",50.523,96.411,"F",75.214,93.945,78,40.501,49,12.276,"E",38
"Class3",15.53,52.25,"K",41.758,49.799,49,68.244,57,69.557,"G",46
"Class3",8.266,46.532,"I",40.85,19.722,21,70.462,67,69.586,"G",46
"Class4",12.612,24.935,NA,94.137,16.535,68,NA,52,82.659,"K",15
"Class2",42.703,93.505,"Q",28.168,70.794,61,34.974,48,10.827,"J",14
"Class4",7.716,23.101,"O",49.622,20.888,66,48.828,41,82.466,"M",15
"Class4",12.566,27.289,"O",42.719,12.131,47,28.821,23,82.56,"M",16
"Class4",13.121,25.493,"P",17.58,21.427,62,37.627,84,82.485,"W",15
"Class4",6.048,27.907,"R",58.731,17.166,86,NA,38,82.573,"W",15
"Class2",63.489,88.389,"G",31.228,43.922,66,43.324,51,44.802,"G",37
"Class1",66.279,93.757,"W",44.884,94.792,80,14.464,53,14.942,"V",39
"Class1",76.683,94.962,"P",60.706,94.258,81,13.928,46,14.871,"L",40
"Class4",10.416,23.851,"D",68.886,21.103,51,60.144,41,82.98,"M",15
"Class2",37.268,91.031,"Q",20.625,70.097,65,54.905,60,13.932,"Y",17
"Class3",48.002,48.66,"U",38.094,31.247,85,84.692,59,66.672,"U",46
"Class2",32.4,90.849,"B",28.628,40.288,64,53.015,52,35.645,"F",22
"Class4",8.194,25.622,"P",45.959,22.349,57,49.042,31,82.89,"P",16
"Class3",71.166,46.684,"U",34.453,21.449,69,76.819,72,68.684,"G",47
"Class1",84.31,97.657,"G",75.556,94.995,76,18.673,69,14.881,"V",39
"Class4",7.325,24.229,NA,33.677,18.736,66,45.868,78,82.643,"M",15
"Class2",42.425,91.293,NA,18.808,56.222,69,34.545,49,10.122,"J",22
"Class3",29.4,46.606,"L",26.425,27.124,92,80.902,52,66.403,"U",47
"Class3",2.885,49.991,"K",33.402,27.977,96,76.051,44,67.697,"O",47
"Class4",2.874,24.667,"G",12.456,6.368,64,24.379,66,82.995,"K",16
"Class2",36.96,91.606,"C",29.588,61.391,67,44.575,54,38.652,"Y",25
"Class3",47.871,46.02,"J",29.58,68.364,64,77.128,64,67.683,"U",46
"Class3",74.414,50.27,"J",32.54,37.959,55,69.846,67,67.344,"Z",47
"Class4",5.444,27.648,"G",48.413,27.561,94,32.918,39,82.602,"P",15
"Class1",60.408,96.929,"W",40.392,92.842,77,39.058,69,14.437,"A",38
"Class2",37.316,91.965,"R",33.079,75.422,64,47.294,51,31.359,"G",38
"Class1",60.705,96.479,"P",62.809,95.375,76,49.107,46,12.263,"L",39
"Class4",4.279,24.881,"G",75.515,6.167,80,14.159,67,82.885,"M",16
"Class4",10.683,25.057,"R",36.704,3.009,51,51.329,55,82.264,"K",15
"Class4",1.711,25.101,"R",37.989,17.431,81,28.275,54,82.845,"M",16
"Class3",-18.904,50.82,"U",32.987,28.349,53,68.671,50,66.682,"H",46
"Class3",9.18,50.732,"J",33.361,45.251,59,70.91,74,69.863,"U",47
"Class3",39.82,51.575,"K",33.345,30.147,26,80.164,73,71.217,"U",47
"Class1",71.754,94.326,"F",40.232,96.057,82,37.215,55,13.224,"L",39
"Class1",50.306,95.47,"G",33.787,95.02,73,16.068,56,12.068,"V",40
"Class1",54.472,93.764,"W",90.415,92.868,76,NA,68,13.545,"V",39
"Class3",40.157,47.58,NA,42.219,10.055,62,77.411,71,69.94,"G",46
"Class4",3.595,24.617,"G",46,12.052,81,14.037,77,82.014,"M",15
"Class1",41.49,97.005,"W",49.858,99.033,79,61.232,47,12.291,"V",40
"Class4",10.33,27.592,"O",75.494,16.998,51,43.854,67,82.085,"R",15
"Class4",11.572,26.279,"D",70.355,28.403,93,52.797,68,82.997,"R",15
"Class2",38.311,86.905,"G",39.093,64.055,72,46.123,50,44.026,"J",30
"Class2",32.206,91.238,"C",25.441,86.841,68,43.297,60,24.98,"J",12
"Class4",4.607,24.539,"R",41.939,7.227,64,45.609,74,82.02,"R",15
"Class3",-17.095,52.157,"U",35.159,48.623,87,76.624,75,66.648,"H",47
"Class3",43.28,45.583,"K",36.599,26.572,75,68.213,58,66.155,"Z",47
"Class1",64.652,97.988,"G",96.938,94.802,77,54.951,46,15.22,"E",39
"Class1",80.659,96.059,"F",70.787,96.483,82,27.659,64,15.757,"L",39
"Class3",63.222,46.193,"J",42.71,39.71,47,68.699,61,69.563,"G",47
"Class1",61.753,94.498,"F",23.845,95.527,75,55.757,46,15.534,"A",39
"Class2",22.373,93.624,"Q",24.384,82.512,66,34.529,48,33.715,"J",51
"Class3",-0.062,49.965,"U",40.943,25.909,56,78.351,76,68.136,"G",47
"Class3",69.214,46.175,"I",30.19,6.45,63,71.109,50,67.638,"H",47
"Class3",19.391,45.342,"J",42.077,30.871,74,72.958,50,68.145,"G",46
"Class1",70.422,92.979,"G",75.723,98.928,71,42.369,62,12.103,"V",40
"Class4",5.721,23.898,"D",51.868,36.467,62,32.918,48,82.02,"K",15
"Class4",2.703,23.978,"P",37.723,5.485,84,NA,33,82.6,"W",15
"Class2",35.771,87.273,"Q",22.758,52.18,71,54.205,60,44.828,"Y",14
"Class3",48.925,52.729,"I",16.762,50.128,37,72.665,45,69.744,"U",46
"Class3",11.433,45.179,"I",35.199,21.439,23,74.534,48,67.345,"Z",46
"Class4",7.041,24.741,"O",41.327,26.506,63,29.394,76,82.333,"R",15
"Class3",-4.201,45.663,"K",40.656,42.438,31,75.731,44,66.594,"Z",47
"Class3",76.328,51.383,"U",28.18,54.36,63,81.607,74,71.155,"Z",46
"Class4",11.678,27.84,"P",62.462,15.972,76,43.071,94,82.643,"K",16
"Class4",10.943,23.381,"O",52.378,31.816,68,53.981,31,82.628,"R",15
"Class2",28.663,92.88,NA,54.902,68.612,62,51.292,46,26.351,"G",19
"Class3",23.581,46.231,"J",27.004,40.853,67,77.848,51,71.955,"H",47
"Class1",65.789,95.299,"G",43.116,95.343,77,51.638,48,14.675,"L",39
"Class2",33.948,87.097,"C",27.547,40.035,59,49.071,60,19.976,"J",58
"Class2",28.009,92.628,"G",22.864,43.346,60,39.617,50,27.083,"J",34
"Class1",60.61,95.651,"J",48.118,92.366,73,52.08,55,14.243,"V",39
"Class3",71.608,51.805,"K",24.203,29.755,66,76.265,48,67.409,"Z",47
"Class2",38.032,88.685,"C",38.983,13.55,65,38.55,59,34.315,"F",23
"Class4",13.597,24.83,"O",58.877,20.105,63,37.335,46,82.788,"M",15
"Class2",39.927,90.251,"B",32.736,42.749,65,48.527,52,29.873,"F",31
"Class2",52.161,93.701,"B",44.82,48.961,67,47.974,52,45.568,"F",19
"Class1",57.255,93.177,"W",49.08,92.379,83,12.669,67,15.842,"V",38
"Class1",58.726,96.578,"G",79.574,98.314,80,22.439,45,14.85,"V",39
"Class1",54.242,96.937,"W",27.704,96.453,80,44.245,62,14.361,"V",38
"Class2",42.828,85.756,NA,21.51,51.916,63,44.605,57,44.308,"Y",27
"Class3",-29.353,47.641,"U",30.889,8.787,33,76.732,55,71.165,"H",46
"Class1",76.427,93.459,"W",98.35,94.189,80,53.485,69,13.631,"E",38
"Class4",-1.716,23.661,"O",37.561,5.754,97,61.536,36,82.327,"M",15
"Class4",11.152,25.489,"P",17.578,23.395,90,45.348,69,82.44,"W",15
"Class2",37.079,85.677,"Q",33.879,60.463,62,43.839,56,23.044,"G",48
"Class4",1.075,26.178,NA,32.753,9.594,49,41.683,51,82.591,"K",16
"Class4",10.879,24.006,"R",38.756,22.283,66,22.99,67,82.201,"P",16
"Class3",55.499,46.424,"K",28.559,36.9,44,68.374,44,67.319,"O",47
"Class3",53.907,52.765,"U",40.555,41.759,25,80.228,68,67.109,"H",47
"Class3",-0.718,45.153,"J",20.99,13.074,27,75.034,58,70.497,"U",47
"Class3",72.421,52.463,"U",41.01,25.706,67,84.288,76,69.299,"Z",47
"Class4",9.612,26.452,NA,-7.135,6.8,65,60.799,55,82.438,"M",16
"Class1",57.187,92.09,"W",67.207,97.607,77,53.563,68,12.924,"E",40
"Class3",56.343,47.966,"I",40.929,44.906,40,68.612,76,71.315,"H",46
"Class2",27.109,92.898,"G",12.169,15.768,59,39.055,60,25.544,"Y",39
"Class2",36.04,87.745,"G",24.566,16.779,66,41.807,48,35.051,"G",41
"Class3",37.426,50.535,"K",27.108,24.143,22,73.36,76,67.86,"G",46
"Class4",6.831,23.967,"R",25.338,2.871,89,21.416,36,82.018,"M",15
"Class3",51.736,51.648,"J",43.092,37.938,65,70.029,57,70.879,"H",47
"Class2",34.978,85.503,"R",41.337,18.912,72,41.168,56,21.38,"J",17
"Class3",24.796,51.535,"I",36.051,51.484,82,84.48,53,68.095,"U",46
"Class2",33.689,91.097,"B",33.264,48.476,59,NA,49,23.389,"Y",27
"Class3",32.522,46.187,"J",28.45,32.004,52,70.138,47,66.331,"G",46
"Class2",19.309,91.722,"B",34.622,45.207,68,41.832,49,19.857,"F",26
"Class2",40.452,89.045,"Q",43.862,48.634,63,45.088,55,11.828,"L",50
"Class3",-4.747,50.005,"U",51.804,44.41,63,NA,66,69.598,"G",47
"Class1",80.054,95.931,"P",71.07,94.009,71,18.106,46,13.889,"A",40
"Class2",33.179,91.341,"R",39.818,5.131,67,50.143,58,14.64,"F",20
"Class2",54.691,87.257,"G",37.979,47.777,69,53.975,49,31.831,"G",25
"Class3",43.043,52.404,"I",36.783,19.631,39,78.374,74,68.3,"G",47
"Class1",71.11,95.346,"J",73.732,92.188,75,38.181,48,15.285,"L",40
"Class4",1.337,27.17,"O",46.122,22.517,96,25.321,53,82.238,"M",15
"Class3",28.185,48.971,"J",25.899,34.924,47,78.176,68,71.858,"O",46
"Class1",66.44,92.916,"P",16.515,95.366,72,29.575,63,12.177,"L",39
"Class1",61.863,93.24,"J",31.431,94.918,80,NA,64,15.676,"L",40
"Class1",62.868,92.485,"W",60.729,96.504,73,55.782,57,14.993,"A",39
"Class4",16.469,26.148,"R",59.526,29.305,55,35.061,69,82.247,"P",15
"Class3",35.325,47.918,"K",36.443,50.979,32,83.44,44,66.397,"U",46
"Class3",-0.966,50.383,"K",28.984,43.205,57,81.73,64,69.571,"G",47
"Class4",12.157,24.224,"G",38.801,14.918,76,57.86,73,82.854,"W",16
"Class2",41.592,90.92,"Q",50.938,78.08,59,NA,53,17.684,"F",44
"Class1",60.457,96.845,NA,47.789,95.501,77,18.175,57,15.693,"A",38
"Class3",6.485,46.085,"U",29.878,33.522,36,83.803,43,71.608,"H",46
"Class1",73.549,95.475,"P",26.849,95.477,78,57.81,63,12.679,"E",39
"Class4",5.08,25.685,"O",92.264,5.683,81,60.435,67,82.991,"P",15
"Class3",-17.712,45.233,"U",21.326,31.437,89,70.572,50,71.115,"U",47
"Class3",63.399,51.974,NA,38.128,28.18,68,79.804,62,71.275,"G",47
"Class2",49.549,90.732,"B",54.823,25.94,70,38.601,49,44.224,"J",41
"Class4",3.595,24.889,"D",19.449,21.457,62,20.533,94,82.403,"K",15
"Class2",33.795,87.632,"C",33.28,67.346,72,43.714,49,41.5,"G",32
"Class2",51.916,92.268,"G",13.905,26.376,60,38.966,50,18.61,"J",35
"Class4",1.279,26.062,"P",75.505,12.056,86,34.339,32,82.322,"M",15
"Class4",8.194,27.102,"R",52.062,27.845,79,24.51,62,82.142,"M",15
"Class1",76.52,97.777,"W",93.829,94.777,78,23.698,56,13.118,"E",39
"Class2",35.891,85.623,"R",23.351,96.495,62,35.843,54,33.095,"L",56
"Class4",4.685,27.122,"D",45.994,7.391,96,27.894,25,82.041,"W",16
"Class1",55.98,93.103,"G",46.487,96.531,70,20.563,45,12.732,"L",38
"Class1",52.133,92.83,"J",63.273,95.772,82,40.075,62,15.492,"S",40
"Class4",7.099,24.37,"R",34.449,20.729,76,32.397,58,82.851,"M",16
"Class4",11.601,26.602,"D",82.697,16.6,74,21.016,72,82.117,"K",16
"Class2",53.874,88.38,"Q",28.358,41.549,59,48.308,46,33.01,"L",51
"Class4",11.658,27.419,"P",53.231,21.254,66,52.842,42,82.369,"R",16
"Class2",50.021,92.054,"G",26.185,42.425,67,35.125,56,29.617,"G",28
"Class2",42.933,90.924,"C",34.787,54.389,71,42.305,57,39.048,"G",58
"Class4",6.936,24.261,"D",59.086,39.14,96,33.583,44,82.698,"K",15
"Class2",29.966,88.157,"R",27.405,61.039,71,47.717,61,31.543,"L",30
"Class2",43.673,87.653,"G",27.184,38.784,70,34.727,58,14.605,"G",51
"Class1",55.591,95.008,"W",36.625,96,76,13.618,55,15.23,"S",39
"Class3",21.81,50.899,"L",35.828,25.597,56,83.93,45,70.29,"U",47
"Class4",11.74,23.849,"O",77.259,8.226,89,NA,29,82.587,"M",16
"Class1",63.721,96.201,"P",61.51,93.869,79,34.371,55,13.733,"S",38
"Class1",66.098,97.531,"G",61.707,95.536,75,47.689,56,12.267,"V",40
"Class4",6.971,25.527,"R",40.317,23.735,56,48.573,64,82.489,"R",16
"Class3",35.644,50.24,"U",38.389,12.069,74,69.558,72,66.423,"O",47
"Class3",74.843,47.001,"L",46.938,36.874,67,81.92,74,70.413,"Z",46
"Class1",77.022,93.106,"P",1.522,96.221,80,49.485,53,13.708,"S",40
"Class2",37.452,88.701,"G",29.676,46.561,65,46.27,53,12.85,"F",13
"Class1",48.214,93.442,"P",72.04,94.428,74,45.426,62,14.136,"S",38
"Class1",56.516,94.077,"F",81.518,95.42,83,NA,50,13.484,"A",38
"Class1",57.365,96.201,"F",46.297,96.616,72,21.335,52,12.122,"V",39
"Class3",53.321,49.829,"U",26.63,42.39,62,82.105,49,66.708,"O",47
"Class1",76.646,96.346,"G",8.492,93.694,77,28.309,59,14.285,"V",40
"Class4",8.169,24.244,"G",37.894,15.729,71,27.997,72,82.189,"P",16
"Class2",27.954,88.717,"R",37.862,76.242,71,NA,49,45.812,"J",47
"Class2",19.262,86.837,"Q",18.856,21.471,59,34.838,50,10.935,"J",58
"Class3",24.277,49.451,"U",49.267,27.478,48,80.704,44,69.302,"H",46
"Class4",3.138,24.871,"O",52.188,5.342,94,19.873,47,82.377,"P",16
"Class3",-17.484,46.829,"K",35.104,45.807,86,80.267,76,68.913,"Z",47
"Class1",75.944,97.027,"P",69.746,92.069,80,13.475,67,12.028,"V",39
"Class4",3.562,25.975,"D",76.89,25.544,53,24.589,40,82.924,"R",16
"Class2",29.339,88.033,"Q",12.573,102.736,70,44.806,47,43.86,"G",58
"Class1",44.611,94.695,"G",39.046,93.554,79,25.213,69,12.785,"V",38
"Class4",18.566,23.827,NA,54.993,6.447,51,61.534,73,82.616,"P",15
"Class1",54.369,95.325,"P",64.736,97.786,79,12.815,61,15.565,"S",38
"Class3",25.861,47.464,"K",36.269,36.731,85,75.459,62,67.939,"U",47
"Class2",50.754,85.315,"Q",40.386,25.621,70,40.982,49,41.835,"F",40
"Class4",8.805,24.244,"D",24.277,9.433,83,42.188,71,82.086,"P",15
"Class3",44.822,52.132,"U",37.245,6.396,36,82.086,73,71.973,"G",46
"Class3",53.011,46.64,"I",37.479,39.8,79,71.428,53,70.355,"O",46
"Class4",1.407,23.235,"O",56.511,17.073,96,36.412,26,82.121,"K",15
"Class1",51.777,96.529,NA,73.053,95.438,72,63.02,55,15.622,"L",40
"Class4",3.85,25.966,"G",14.457,19.706,91,31.002,92,82.868,"M",16
"Class1",66.487,96.898,"W",53.698,100.337,81,50.044,63,13.128,"V",38
"Class2",21.736,90.427,"B",49.545,22.408,66,39.236,50,21.682,"F",42
"Class1",61.728,97.133,"P",31.48,95.333,73,55.719,68,14.675,"A",39
"Class3",42.24,45.442,"L",47.412,25.869,82,68.862,60,66.241,"O",47
"Class4",10.113,23.659,"D",60.838,20.176,94,18.108,62,82.324,"K",15
"Class1",51.84,95.264,"F",60.045,96.641,76,20.923,46,13.209,"S",40
"Class1",56.881,96.515,"W",48.091,95.547,78,58.015,59,12.366,"A",39
"Class4",4.541,27.124,"P",18.597,13.173,90,57.565,66,82.646,"W",15
"Class3",21.076,51.565,"I",22.241,34.685,67,70.706,56,68.55,"O",46
"Class2",40.175,87.351,"C",23.727,63.883,71,51.147,53,44.055,"J",22
"Class2",36.584,86.162,"G",26.394,36.216,64,45.864,58,24.093,"F",39
"Class4",12.815,26.099,"G",-33.197,16.557,75,48.468,38,82.131,"K",15
"Class3",37.552,50.472,"K",39.127,33.347,98,78.611,66,68.038,"U",46
"Class3",74.871,45.205,"J",41.16,28.219,47,83.195,45,70.825,"Z",47
"Class1",59.231,97.252,"F",95.194,97.78,74,47.336,55,12.323,"L",38
"Class4",1.439,23.772,NA,35.897,4.256,71,18.242,57,82.38,"K",15
"Class1",52.446,97.349,"W",53.486,94.22,83,14.684,52,15.075,"V",39
"Class4",6.761,27.171,"R",68.638,10.586,87,61.469,27,82.666,"P",15
"Class3",-7.599,47.175,"J",30.59,35.361,23,75.414,62,69.477,"U",47
"Class3",52.324,52.979,"K",23.476,32.621,71,84.158,47,67.533,"O",46
"Class3",41.72,49.183,"L",50.318,26.728,93,75.391,54,71.388,"H",47
"Class2",49.817,91.218,"G",16.957,77.028,65,34.049,52,16.719,"G",19
"Class3",6.786,46.254,"L",32.253,39.859,51,75.701,60,66.434,"Z",47
"Class3",30.974,46.487,"U",31.927,43.728,82,74.075,44,70.848,"G",47
"Class4",-0.838,24.265,"G",10.716,25.4,70,35.338,85,82.199,"R",16
"Class1",57.169,96.801,"G",27.096,92.547,73,60.543,57,15.754,"A",40
"Class4",11.988,23.399,"G",28.582,31.671,74,36.975,70,82.844,"M",15
"Class4",4.48,27.82,"R",1.995,23.712,52,27.954,36,82.634,"P",15
"Class4",8.32,26.342,"O",53.366,22.487,97,32.941,90,82.987,"K",15
"Class1",62.681,95.455,"P",52.64,93.808,77,56.476,60,12.764,"A",38
"Class2",26.434,90.793,"B",28.827,34.702,62,36.809,55,33.131,"L",20
"Class2",35.706,90.692,"B",21.718,40.677,67,48.699,48,23.44,"J",55
"Class2",34.46,91.781,NA,28.42,18.907,67,36.343,61,11.367,"Y",32
"Class4",4.603,23.9,"G",26.61,-5.426,65,58.924,55,82.328,"W",15
"Class3",19.616,50.175,NA,38.044,54.113,73,73.6,56,70.183,"O",46
"Class4",5.993,25.317,"G",8.32,28.722,50,51.125,29,82.546,"P",15
"Class2",50.004,88.507,"Q",36.048,63.004,59,36.061,49,30.164,"J",27
"Class3",60.29,48.001,"L",37.14,38.154,82,80.29,55,70.338,"G",46
"Class4",6.087,23.427,"G",90.433,23.716,74,NA,67,82.536,"K",15
"Class2",44.221,90.953,NA,30.619,29.37,71,52.954,53,19.077,"G",59
"Class2",23.496,87.617,NA,27.769,29.394,64,45.694,57,29.013,"Y",42
"Class3",27.716,45.699,"J",27.355,52.404,82,82.918,55,66.337,"O",47
"Class3",22.449,48.029,"L",32.963,21.182,34,79.923,73,67.121,"U",46
"Class1",49.712,94.378,"W",50.861,95.174,80,43.338,58,12.503,"E",39
"Class1",76.977,93.038,"F",-11.637,99.198,70,15.178,64,15.49,"A",39
"Class1",75.144,96.547,"J",40.325,94.685,78,12.387,59,15.034,"E",38
"Class4",13.48,25.015,"P",49.072,35.631,82,50.756,37,82.504,"P",15
"Class4",0.97,25.762,"G",58.774,13.133,63,47.064,52,82.568,"M",15
"Class2",42.435,88.614,"G",19.561,36.066,67,53.55,60,30.739,"G",22
"Class3",16.059,50.173,"K",29.82,39.258,88,78.246,72,71.596,"Z",46
"Class4",10.508,26.128,"P",71.885,31.052,53,22.869,78,82.312,"W",15
"Class2",38.298,90.877,"Q",31.134,17.026,63,45.027,51,38.595,"J",51
"Class2",47.172,89.519,"B",47.872,77.043,60,49.055,48,36.697,"J",16
"Class1",53.393,97.247,"F",50.288,95.228,82,53.153,46,14.902,"L",40
"Class4",4.626,24.726,"D",3.895,31.721,76,30.574,41,82.455,"R",16
"Class2",40.024,85.159,"G",43.184,36.263,62,NA,49,12.264,"J",26
"Class2",51.382,88.67,"B",23.02,59.483,70,34.117,48,21.488,"G",36
"Class1",71.477,97.082,"P",62.671,94.464,82,24.896,68,12.277,"L",38
"Class4",1.176,26.232,"O",56.504,26.515,88,31.339,49,82.131,"K",15
"Class1",58.215,96.346,"J",98.818,94.385,82,62.639,48,12.616,"V",40
"Class4",4.58,23.826,NA,48.306,24.602,80,48.236,54,82.358,"M",16
"Class2",51.322,88.1,"B",50.461,59.979,66,43.005,49,35.235,"G",35
"Class4",11.696,23.171,"P",96.375,19.802,73,61.051,67,82.118,"P",15
"Class4",14.344,26.663,"O",25.308,21.939,68,57.02,50,82.416,"R",16
"Class3",30.287,45.985,"L",22.167,13.086,100,82.204,66,69.907,"G",46
"Class4",1.227,24.571,"P",24.45,12.127,79,35.326,73,82.688,"R",15
"Class1",49.252,93.574,"P",41.418,95.015,81,26.105,58,13.032,"A",38
"Class1",52.15,94.881,"G",47.574,92.966,81,38.002,64,14.592,"V",38
"Class3",64.894,46.498,"K",29.761,38.066,63,75.368,74,70.213,"U",47
"Class2",32.563,86.922,"B",20.821,54.687,72,51.782,58,42.248,"J",37
"Class4",9.842,27.254,"O",16.183,19.297,57,61.823,33,82.026,"P",16
"Class4",1.964,26.066,"O",62.175,17.135,65,35.085,62,82.511,"W",16
"Class1",71.712,92.688,"J",80.318,94.849,80,62.301,46,12.319,"S",40
"Class2",35.975,91.224,"R",36.915,0.788,59,47.352,55,43.732,"F",53
"Class4",5.97,27.966,"G",87.945,10.463,96,23.013,25,82.131,"P",16
"Class3",-9.976,48.132,"I",15.42,33.584,97,80.983,60,70.419,"U",46
"Class1",67.202,95.199,"G",98.498,95.123,72,16.192,46,14.545,"L",40
"Class3",79.599,45.791,"J",41.193,11.451,95,73.232,47,69.677,"H",46
"Class1",62.917,93.286,"G",74.213,95.715,79,57.177,69,15.752,"S",40
"Class1",68.146,93.212,"P",38.497,98.172,79,54.226,57,13.852,"S",38
"Class4",2.208,26.664,"R",29.921,16.107,81,29.249,88,82.32,"W",15
"Class2",43.898,86.78,"R",32.03,49.619,68,43.996,55,12.304,"J",24
"Class2",29.385,86.866,"G",41.111,42.094,66,46.349,54,36.231,"Y",52
"Class3",56.531,45.907,"L",44.887,48.061,88,81.948,58,70.837,"Z",47
"Class1",59.337,96.716,"J",45.246,98.038,72,20.867,59,14.636,"V",40
"Class1",61.021,95.824,"F",42.913,97.428,79,53.405,63,15.567,"A",40
"Class1",67.5,95.604,"W",44.582,97.754,73,14.466,45,15.636,"V",40
"Class2",46.531,89.587,"Q",41.219,74.276,62,37.882,54,33.841,"J",23
"Class2",48.027,87.416,"R",32.572,26.16,62,34.734,59,45.193,"J",12
"Class4",3.856,26.443,"P",25.156,27.777,47,60.699,71,82.026,"R",15
"Class3",68.121,48.802,"K",22.324,34.301,21,78.816,64,69.295,"H",46
"Class3",49.905,45.983,"I",38.664,55.652,98,85.386,49,71.649,"U",47
"Class1",64.43,97.824,"J",74.861,95.326,82,27.173,51,14.521,"E",40
"Class3",57.503,52.589,"U",28.97,50.041,34,80.671,71,70.237,"U",46
"Class3",17.308,51.66,"I",51.637,20.468,61,78.578,58,67.751,"G",47
"Class4",6.091,26.693,"R",39.369,23.554,68,33.414,35,82.032,"M",16
"Class4",5.831,23.096,"D",-2.051,12.049,87,57.53,88,82.022,"P",16
"Class1",75.626,92.855,"J",62.1,94.977,83,61.93,58,14.976,"V",39
"Class2",37.831,85.539,"G",40.244,49.972,62,50.949,49,45.695,"F",25
"Class4",13.938,25.076,"O",66.621,16.917,65,54.543,24,82.099,"M",16
"Class2",62.777,92.072,"G",35.638,47.734,59,50.47,46,28.13,"G",30
"Class4",5.703,25.488,"G",26.314,17.485,59,46.904,79,82.897,"R",16
"Class2",51.681,86.643,"C",43.6,34.922,66,36.444,52,20.566,"Y",38
"Class1",63.357,96.814,"F",61.773,94.55,72,36.984,45,15.088,"S",39
"Class2",32.585,86.842,"G",33.164,69.03,70,44.475,57,23.14,"Y",55
"Class4",21.379,26.464,"O",33.534,19.126,81,49.154,84,82.79,"W",15
"Class1",57.507,96.146,"J",48.453,93.111,82,41.893,61,12.201,"A",38
"Class4",2.891,25.502,"R",36.186,14.651,68,53.268,87,82.74,"K",15
"Class2",36.148,86.869,"B",37.058,48.078,66,48.794,46,28.72,"F",12
"Class3",38.346,48.793,"I",38.231,21.295,99,83.111,51,66.512,"G",46
"Class4",-0.689,24.117,"P",18.686,13.465,82,60.302,62,82.939,"R",15
"Class2",19.559,85.92,"B",28.246,52.051,67,46.324,51,10.305,"L",24
"Class4",6.792,25.571,"G",49.668,25.226,80,46.977,38,82.216,"P",15
"Class1",72.689,92.729,"G",71.016,97.397,71,20.961,54,13.735,"E",39
"Class4",7.114,23.905,"G",62.137,12.838,69,14.46,45,82.522,"W",16
"Class2",49.427,86.013,"B",39.038,72.971,61,48.488,58,13.154,"G",37
