"I1","I2","I3","I4","I5","I6","I7","I8","Output8","I9","I10","I11"
45.86,90.232,"Q",38.324,14.717,71,25,16,"Class1","A",77.732,45.413
42.116,16.863,"Q",40.083,3.987,72,35,10,"Class1","M",70.326,22.198
71.506,7.854,"H",55.696,45.438,45,80,88,"Class3","E",47.679,22.173
77.409,57.044,"S",81.216,71.074,68,22,44,"Class2","H",79.228,86.665
32.698,30.258,"I",44.705,72.745,23,54,35,"Class4","C",71.365,58.611
83.111,64.781,"Q",79.112,58.67,61,40,21,"Class2","K",77.262,77.279
41.634,11.533,"O",68.169,70.262,56,76,14,"Class4","X",77.967,66.409
90.574,50.037,"S",64.053,49.477,66,86,86,"Class3","I",32.205,21.473
76.873,80.643,"S",40.883,36.754,63,87,88,"Class3","T",36.409,23.96
86.869,81.684,"S",30.085,41.934,49,89,88,"Class3","X",27.903,22.601
42.083,1.528,"S",77.863,58.961,44,79,23,"Class4","O",NA,59.55
79.483,58.306,"M",76.391,79.045,63,60,45,"Class2","U",79.884,90.192
28.989,24.56,"J",51.918,32.641,22,66,85,"Class4","X",87.979,66.263
73.099,85.503,"I",73.248,40.629,47,82,87,"Class3","I",33.269,24.102
NA,66.739,"I",51.246,42.824,81,85,88,"Class3","X",46.819,21.422
37.73,20.563,"F",34.562,93.756,71,28,15,"Class1","A",92.142,37.401
80.613,55.238,"H",56.551,34.883,69,86,87,"Class3","X",27.024,22.864
81.67,69.82,"G",79.75,70.226,57,38,26,"Class2","Y",83.95,69.458
87.345,22.813,"I",47.953,47.335,46,90,86,"Class3","I",33.032,21.274
48.505,20.274,"B",58.956,100.966,57,56,57,"Class4","C",92.441,56.965
68.279,9.254,"L",24.281,54.694,67,84,85,"Class3","I",27.489,22.03
30.245,26.369,"O",51.32,35.81,53,52,60,"Class4","C",71.311,56.908
70.291,63.128,"G",72.442,62.351,62,46,35,"Class2","K",75.403,74.116
47.842,31.854,"O",44.489,54.662,56,76,72,"Class4","X",92.858,60.471
51.398,23.917,"B",58.41,116.531,47,92,33,"Class4","X",80.343,60.433
45.691,33.007,"Q",38.758,36.058,43,37,15,"Class1","E",71.251,97.189
37.289,7.294,"Q",35.516,110.561,48,28,10,"Class1","A",66.63,27.901
49.887,52.459,"E",37.939,59.321,90,38,10,"Class1","A",73.467,-0.824
83.961,60.95,"S",89.592,55.755,65,45,70,"Class2","H",79.67,88.137
88.556,59.572,"M",65.338,66.941,70,18,36,"Class2","K",76.685,79.446
85.496,29.022,"I",39.057,62.416,63,89,86,"Class3","E",39.175,22.349
71.599,68.823,"Q",79.567,60.751,64,23,60,"Class2","K",NA,70.808
48.655,89.84,"E",38.468,60.002,65,34,13,"Class1","B",78.54,68.161
35.42,33.797,"O",80.336,87.617,58,53,69,"Class4","X",82.318,68.39
77.61,70.685,"J",77.494,55.93,68,60,76,"Class2","T",79.944,80.797
75.213,32.164,"L",51.63,26.485,52,82,87,"Class3","X",16.624,17.888
69.776,58.763,"Q",92.383,61.92,57,43,70,"Class2","Y",83.793,67.905
70.624,65.599,"L",44.573,28.692,62,86,86,"Class3","X",21.081,23.569
88.381,85.877,"M",65.028,47.288,48,35,23,"Class2","T",79.595,68.842
83.084,45.333,"O",47.935,36.442,68,82,87,"Class3","E",17.594,20.578
34.46,21.416,"B",55.197,59.15,61,65,33,"Class4","C",66.602,61.78
50.614,32.174,"O",78.675,114.89,30,83,25,"Class4","O",86.961,56.85
79.028,73.476,"M",81.176,69.046,56,62,58,"Class2","H",75.385,76.756
46.49,18.991,"F",41.021,83.061,83,25,17,"Class1","E",72.036,77.803
29.964,6.342,"J",40.493,64.886,47,55,86,"Class4","O",75.58,57.538
45.652,16.762,"J",40.759,41.521,46,78,37,"Class4","Z",NA,54.312
39.418,28.494,"V",42.694,88.106,10,37,12,"Class1","T",87.552,25.704
46.956,50.9,"Q",36.865,32.126,26,30,11,"Class1","M",75.977,46.791
38.668,26.838,"E",39.464,79.27,74,37,11,"Class1","M",NA,39.689
32.665,10.457,"B",58.449,69.16,57,59,26,"Class4","X",74.05,58.919
46.213,33.378,"J",51.411,64.152,57,68,24,"Class4","C",62.526,62.252
25.278,27.36,"J",53.922,48.484,48,52,75,"Class4","Q",67.448,65.395
50.286,22.633,"O",24.795,86.53,25,62,24,"Class4","X",66.178,56.319
82.229,63.237,"M",78.832,52.536,59,23,73,"Class2","H",83.803,73.927
24.962,11.405,"S",49.355,27.072,24,72,55,"Class4","C",87.639,54.703
37.077,20.657,"V",40.181,66.139,46,25,16,"Class1","A",81.882,12.822
88.791,44.363,"S",79.548,28.243,54,89,87,"Class3","W",44.001,22.83
75.778,87.123,"S",65.757,36.406,60,82,87,"Class3","I",37.198,20.27
77.753,27.843,"L",55.358,40.708,45,87,87,"Class3","E",32.387,20.42
49.485,2.394,"O",70.257,96.998,39,53,23,"Class4","Z",79.575,64.821
38.52,19.793,"O",52.801,70.494,39,75,73,"Class4","X",NA,49.326
41.022,29.901,"E",41.64,103.914,33,27,15,"Class1","A",65.487,68.121
46.915,91.387,"F",39.27,66.29,76,28,17,"Class1","E",68.121,8.342
39.755,76.39,"E",35.724,7.928,42,38,15,"Class1","M",70.241,50.678
44.451,47.7,"Q",45.844,69.352,98,38,10,"Class1","T",92.625,71.796
48.405,80.137,"V",41.577,83.125,79,30,17,"Class1","T",80.199,25.145
73.022,75.821,"S",87.879,40.91,63,30,66,"Class2","H",NA,71.974
85.274,4.444,"H",54.875,42.151,56,80,88,"Class3","E",32.738,20.228
42.867,50.871,"E",40.437,44.3,94,24,14,"Class1","E",89.849,62.78
39.601,22.984,"E",37.404,52.329,32,26,11,"Class1","A",79.473,35.559
31.634,4.222,"I",76.014,78.897,60,80,71,"Class4","X",83.627,53.441
71.46,82.036,"J",117.856,46.346,62,62,50,"Class2","U",72.662,71.377
23.317,29.203,"O",74.943,67.461,29,55,75,"Class4","Z",88.408,62.151
29.313,11.395,"S",47.268,76.2,56,64,91,"Class4","Q",89.947,57.74
92.923,68.848,"M",70.793,61.548,70,39,55,"Class2","H",NA,73.314
47.436,88.923,"F",42.929,80.317,31,34,13,"Class1","M",90.466,45.212
74.892,65.638,"M",83.469,40.527,57,18,85,"Class2","T",73.324,88.906
88.871,86.635,"I",50.771,55.977,70,90,85,"Class3","E",35.931,22.865
79.643,68.878,"S",61.428,54.019,63,28,75,"Class2","H",78.24,73.82
82.697,38.23,"O",8.615,49.378,53,84,88,"Class3","T",43.617,25.509
42.346,9.426,"Q",41.866,35.132,58,40,17,"Class1","E",62.675,20.146
47.492,81.769,"V",36.466,73.755,84,37,15,"Class1","A",78.94,11.004
73.337,28.145,"O",50.139,49.332,73,84,88,"Class3","X",NA,19.926
43.583,28.183,"O",41.715,89.04,52,86,89,"Class4","Z",91.339,55.773
77.417,21.072,"H",28.317,38.76,50,90,88,"Class3","I",42.478,23.547
82.3,88.698,"I",49.655,59.157,77,86,85,"Class3","X",24.786,20.443
70.886,66.905,"H",44.799,38.949,76,80,86,"Class3","E",32.724,22.569
23.115,6.609,"S",47.064,48.677,37,66,86,"Class4","O",94.175,61.313
73.464,79.805,"J",66.727,57.984,69,46,70,"Class2","K",75.222,58.636
68.085,63.485,"S",89.668,70.149,66,18,56,"Class2","K",83.869,83.244
48.608,26.417,"J",67.13,76.854,39,64,64,"Class4","Q",76.252,54.738
92.703,76.165,"H",46.719,65.259,80,86,88,"Class3","X",26.496,19.414
38.929,82.755,"F",34.999,32.049,74,32,14,"Class1","B",70.615,29.273
28.713,14.035,"J",39.683,63.132,45,87,12,"Class4","Z",65.596,59.935
77.867,85.249,"S",62.655,75.436,58,33,66,"Class2","H",77.561,88.851
43.547,38.692,"V",39.705,84.21,17,25,13,"Class1","M",79.814,58.625
84.938,63.345,"M",81.854,67.675,70,59,25,"Class2","T",80.745,76.602
47.789,30.539,"J",58.414,88.051,26,77,67,"Class4","C",76.278,60.405
89.974,63.071,"J",52.596,57.542,55,31,33,"Class2","U",75.083,85.528
48.772,16.317,"B",37.632,88.448,34,81,32,"Class4","Z",92.333,64.271
47.498,76.195,"Q",42.939,77.062,96,25,11,"Class1","E",77.223,14.094
44.328,5.435,"S",63.318,73.799,52,73,46,"Class4","X",72.504,60.191
24.551,10.444,"O",46.403,28.406,26,79,8,"Class4","X",81.046,69.406
27.663,12.344,"S",40.62,83.202,39,70,88,"Class4","C",78.432,63.015
50.649,50.045,"V",39.233,53.49,67,36,15,"Class1","T",76.903,55.35
84.894,85.774,"S",60.922,33.176,63,81,86,"Class3","W",36.544,22.115
47.446,32.226,"O",15.068,82.323,44,83,47,"Class4","Z",65.241,61.733
53.524,17.83,"B",49.557,117.805,57,56,53,"Class4","C",NA,54.274
48.587,84.038,"V",37.184,69.935,91,28,12,"Class1","M",86.598,80.943
73.086,71.323,"Q",68.376,70.662,58,30,44,"Class2","K",82.797,74.011
27.007,19.105,"I",58.896,66.499,26,70,76,"Class4","C",82.094,55.073
72.814,67.963,"G",95.379,66.138,55,52,37,"Class2","U",83.718,87.948
41.67,85.864,"Y",40.296,62.634,93,25,12,"Class1","E",NA,68.29
52.31,33.566,"B",68.515,56.548,45,85,34,"Class4","Q",71.849,59.928
34.964,23.219,"S",64.912,53.693,61,85,27,"Class4","Q",69.869,68.446
87.956,64.117,"S",45.063,34.621,77,87,87,"Class3","I",47.854,22.649
90.856,80.214,"J",82.921,61.172,70,15,26,"Class2","Y",77.722,76.258
86.074,85.739,"G",70.829,58.454,52,46,29,"Class2","Y",84.662,77.262
68.448,68.92,"Q",67.999,57.895,56,50,44,"Class2","T",80.683,72.7
44.947,56.256,"Q",34.515,57.059,37,38,13,"Class1","T",68.782,54.045
92.127,81.601,"Q",68.455,59.659,70,39,43,"Class2","Y",75.143,79.744
26.071,10.308,"S",54.119,84.617,37,82,38,"Class4","Z",90.856,59.878
35.469,15.157,"B",68.039,88.333,23,89,14,"Class4","Q",82.564,56.666
67.587,60.056,"I",40.031,34.39,68,82,87,"Class3","E",41.444,21.785
68.81,76.272,"J",62.373,82.987,63,26,71,"Class2","H",72.786,75.851
67.991,66.661,"L",60.171,50.302,59,80,86,"Class3","W",37.426,21.545
85.582,84.106,"G",75.472,48.13,62,23,37,"Class2","T",74.131,72.852
46.011,74.306,"V",39.936,54.165,63,30,11,"Class1","B",81.408,32.141
85.13,38.793,"O",42.077,48.666,62,90,87,"Class3","X",17.793,21.5
34.115,23.936,"B",85.812,60.435,39,66,72,"Class4","X",64.429,59.878
41.344,16.912,"F",37.945,104.429,96,36,11,"Class1","B",81.064,28.389
41.957,87.338,"F",40.576,48.873,62,33,17,"Class1","A",90.106,37.991
45.136,26.136,"E",39.019,82.254,20,38,17,"Class1","E",71.475,27.245
42.415,48.343,"E",42.347,98.829,85,33,12,"Class1","T",84.136,54.659
71.881,4.612,"I",52.194,53.278,71,84,85,"Class3","I",16.722,23.064
48.077,51.987,"V",36.717,68.041,43,35,15,"Class1","E",84.033,21.441
42.791,90.569,"E",36.28,59.234,31,29,15,"Class1","E",80.621,37.016
40.682,27.073,"S",50.286,114.37,52,77,14,"Class4","X",70.109,57.15
28.778,12.604,"S",65,72.877,34,87,15,"Class4","X",76.787,57.077
NA,71.037,"Q",85.182,67.254,61,28,75,"Class2","T",79.792,68.609
77.949,57.828,"J",66.758,50.048,56,41,75,"Class2","Y",76.359,66.362
83.82,62.309,"M",84.301,66.977,61,62,73,"Class2","K",75.534,55.92
NA,6.292,"J",65.365,76.123,37,54,21,"Class4","X",74.999,61.958
NA,31.289,"J",66.14,53.151,56,82,79,"Class4","X",69.385,54.681
86.58,69.324,"G",81.848,63.355,50,56,47,"Class2","U",NA,63.072
77.233,17.336,"O",48.706,41.473,62,86,85,"Class3","X",35.357,21.835
38.754,46.675,"V",38.352,36.751,14,38,14,"Class1","A",65.89,73.858
72.149,43.151,"S",61.171,47.129,50,84,85,"Class3","E",23.864,20.908
89.94,32.648,"H",47.267,24.235,66,87,85,"Class3","T",35.322,20.727
41.29,85.519,"E",41.287,91.349,54,33,16,"Class1","M",80.384,15.933
43.957,13.29,"O",51.244,50.512,61,80,86,"Class4","X",93.868,55.354
32.424,31.313,"S",42.393,72.113,55,68,72,"Class4","Q",83.443,60.517
82.054,40.379,"O",58.022,41.267,45,85,88,"Class3","W",21.888,22.592
48.612,84.347,"V",36.109,69.567,39,25,11,"Class1","T",62.509,80.587
44.341,3.113,"B",16.724,66.94,50,61,50,"Class4","Z",86.985,53.626
76.206,67.773,"I",29.902,51.635,79,81,87,"Class3","X",23.315,23.233
52.498,23.227,"B",66.479,68.853,49,83,80,"Class4","C",76.605,68.491
79.117,62.794,"S",63.945,50.712,59,33,27,"Class2","T",NA,82.139
68.86,66.624,"L",35.72,65.203,59,90,85,"Class3","T",44.692,22.702
73.246,76.716,"Q",81.028,46.604,49,60,66,"Class2","H",76.224,82.29
47.147,80.893,"E",39.561,46.175,33,34,17,"Class1","T",65.604,66.785
84.276,81.053,"L",29.86,48.054,62,85,87,"Class3","E",NA,21.446
78.31,74.88,"S",62.857,59.508,66,59,75,"Class2","K",76.522,81.833
40.899,41.705,"E",36.244,86.201,28,24,16,"Class1","E",73.164,47.523
NA,69.925,"M",74.214,40.441,49,28,31,"Class2","H",74.122,63.855
NA,47.438,"I",59.522,45.978,46,87,87,"Class3","I",38.263,24.15
80.157,75.621,"S",49.091,58.099,57,87,85,"Class3","I",36.641,21.686
73.872,43.847,"I",33.589,39.504,49,83,86,"Class3","W",18.825,23.263
NA,54.287,"F",38.659,50.159,98,27,16,"Class1","E",64.156,50.179
67.523,73.678,"Q",67.713,68.299,62,55,51,"Class2","Y",77.666,70.161
39.767,24.527,"Q",39.913,60.368,63,28,12,"Class1","E",70.808,44.11
40.349,46.911,"Y",38.948,84.538,47,29,12,"Class1","E",75.312,69.474
38.806,15.874,"E",42.928,113.359,57,24,14,"Class1","T",92.035,48.961
73.89,61.139,"H",28.923,37.472,58,82,87,"Class3","T",48.664,23.128
91.764,53.704,"O",10.369,45.915,75,80,87,"Class3","E",41.257,21.461
88.289,85.656,"G",69.821,68.404,61,63,24,"Class2","T",79.04,78.073
49.485,34.015,"J",20.397,79.934,31,81,88,"Class4","Z",88.113,63.584
40.703,72.855,"Q",41.199,101.708,8,39,13,"Class1","T",80.178,22.497
71.259,85.699,"S",45.615,42.863,66,89,86,"Class3","W",16.562,19.768
82.08,76.403,"S",61.087,55.438,65,20,34,"Class2","H",78.436,88.299
67.104,69.26,"I",37.869,58.141,53,80,86,"Class3","T",NA,22.451
68.188,59.239,"M",77.01,61.031,63,56,43,"Class2","H",74.385,68.571
28.912,9.696,"S",51.094,46.373,59,77,51,"Class4","C",76.039,69.35
24.187,20.924,"O",38.339,39.22,22,66,57,"Class4","C",83.213,58.027
83.274,67.569,"M",90.094,47.791,58,32,21,"Class2","H",73.781,78.644
75.579,65.939,"S",70.085,48.944,70,81,88,"Class3","I",25.823,21.275
48.968,83.008,"F",39.94,54.8,33,23,17,"Class1","B",83.579,26.588
43.685,60.65,"E",42.694,45.791,19,26,17,"Class1","B",91.995,30.831
72.436,3.6,"I",48.717,48.323,64,82,88,"Class3","W",41.493,21.756
69.43,26.463,"O",43.644,53.784,78,84,88,"Class3","T",18.919,21.984
45.046,71.859,"F",39.481,64.812,17,29,10,"Class1","A",77.959,-6.973
89.793,82.431,"M",78.536,69.523,55,54,62,"Class2","Y",83.129,85.188
71.655,13.287,"O",35.411,22.861,49,84,86,"Class3","I",27.099,21.586
88.668,32.625,"O",61.832,58.127,81,90,88,"Class3","X",18.022,19.758
48.457,59.456,"V",36.6,77.316,21,36,15,"Class1","M",89.471,13.677
44.825,73.089,"Y",41.289,48.186,54,32,11,"Class1","B",80.3,45.498
43.535,12.153,"F",36.881,106.431,36,31,11,"Class1","A",65.17,32.833
90.274,85.036,"M",65.823,71.133,56,46,65,"Class2","U",78.387,82.78
70.411,63.863,"G",87.35,72.876,59,54,24,"Class2","Y",75.527,81.127
29.606,33.492,"J",76.491,59.065,41,60,27,"Class4","O",64.611,61.338
45.473,17.677,"I",68.328,70.139,44,85,64,"Class4","C",NA,62.838
41.781,48.387,"Q",37.517,50.865,51,36,10,"Class1","M",73.237,61.083
46.12,31.573,"V",39.358,62.057,67,29,13,"Class1","B",89.23,26.519
68.462,51.487,"L",48.102,56.171,48,85,87,"Class3","X",16.237,23.784
32.647,27.901,"I",13.211,74.546,47,88,51,"Class4","Z",93.011,63.081
45.1,60.907,"E",45.283,36.029,92,36,14,"Class1","A",88.237,78.278
85.057,65.255,"G",89.328,48.177,49,32,29,"Class2","H",82.453,68.725
39.863,29.279,"Y",37.324,48.86,65,28,17,"Class1","A",74.664,61.535
50.538,16.999,"E",38.454,92.339,52,27,10,"Class1","E",87.586,27.873
39.419,68.122,"E",35.844,46.532,88,35,16,"Class1","M",73.824,39.423
41.96,54.069,"F",39.846,41.62,44,32,13,"Class1","T",66.537,33.706
37.56,55.596,"Y",41.505,52.041,26,24,10,"Class1","T",93.923,51.883
75.353,59.471,"Q",73.317,66.41,51,27,75,"Class2","Y",80.243,75.03
38.205,70.987,"Q",36.496,44.792,72,36,16,"Class1","A",71.806,67.181
79.549,67.939,"M",92.032,52.19,58,52,64,"Class2","T",79.506,75.894
70.564,60.561,"O",52.729,23.96,79,87,86,"Class3","E",44.891,21.488
70.093,81.079,"M",79.827,60.184,64,63,60,"Class2","U",75.67,68.277
66.797,26.558,"O",69.215,48.031,67,89,88,"Class3","W",16.369,21.417
92.905,82.676,"S",71.864,58.168,51,37,27,"Class2","T",77.405,81.123
86.941,48.378,"H",43.64,45.162,48,88,86,"Class3","X",16.836,22.56
75.492,63.985,"S",41.728,56.963,49,88,85,"Class3","I",27.747,20.523
39.464,43.153,"V",35.553,73.216,32,28,13,"Class1","B",80.651,31.939
73.43,79.211,"Q",92.17,50.795,49,50,41,"Class2","U",80.382,60.056
81.217,82.165,"J",75.094,64.486,64,50,83,"Class2","U",81.943,71.579
73.626,39.179,"I",13.676,31.95,70,88,85,"Class3","W",23.58,22.275
81.943,58.619,"S",94.065,57.469,54,44,74,"Class2","Y",79.425,79.822
25.796,33.762,"S",38.462,68.903,47,76,41,"Class4","O",86.113,59.251
43.974,72.053,"F",39.379,62.813,94,27,11,"Class1","B",66.758,83.493
74.281,4.063,"S",44.477,35.705,72,88,87,"Class3","X",33.436,21.867
23.844,18.344,"S",67.358,100.377,57,91,62,"Class4","Z",85.918,65.584
80.632,83.963,"M",89.016,71.003,65,36,58,"Class2","K",81.119,69.073
26.109,31.641,"S",41.175,89.584,30,53,23,"Class4","X",72.724,61.346
85.409,69.393,"G",89.775,55.593,58,61,75,"Class2","H",79.724,68.571
43.908,33.257,"V",43.218,67.543,26,33,11,"Class1","B",67.773,24.86
89.207,53.58,"S",48.39,74.401,62,87,85,"Class3","W",37.193,22.302
92.36,66.879,"M",91.027,44.681,61,61,85,"Class2","Y",77.498,92.036
40.323,78.596,"E",38.423,63.16,20,38,17,"Class1","A",69.4,75.709
37.002,46.037,"E",41.789,83.422,22,35,14,"Class1","E",87.793,34.314
43.768,17.556,"S",54.085,39.651,58,80,31,"Class4","Z",70.373,54.534
69.83,31.941,"O",25.081,45.776,59,87,88,"Class3","W",26.342,22.389
32.007,12.646,"S",55.924,61.941,26,76,35,"Class4","O",89.469,54.446
NA,27.268,"F",35.581,41.822,26,26,10,"Class1","E",87.997,35.941
44,11.088,"Y",36.732,43.959,29,27,14,"Class1","M",83.386,67.606
38.086,64.064,"V",40.948,35.003,51,35,12,"Class1","B",66.035,43.261
40.272,38.977,"E",37.566,49.739,28,33,12,"Class1","E",84.095,51.25
82.789,44.757,"S",37.444,42.226,81,84,85,"Class3","W",25.885,21.592
87.496,47.459,"H",34.137,32.03,68,82,86,"Class3","W",46.201,23.102
81.002,63.329,"O",57.167,50.651,58,86,85,"Class3","E",46.806,20.913
47.697,70.77,"Y",36.861,45.995,60,23,15,"Class1","A",66.468,23.748
28.888,2.779,"S",70.132,41.384,22,77,53,"Class4","Q",88.692,61.885
79.817,36.496,"O",39.282,44.917,70,90,88,"Class3","T",37.643,22.677
79.823,30.345,"O",62.358,36.476,75,90,85,"Class3","T",20.495,20.874
49.006,58.427,"Y",38.428,53.476,76,23,15,"Class1","B",NA,31.635
76.595,57.203,"O",49.349,19.813,73,88,86,"Class3","W",47.308,24.686
34.742,32.07,"I",54.276,14.986,26,57,36,"Class4","O",94.265,63.514
42.513,17.284,"V",36.083,100.683,32,34,14,"Class1","A",72.654,64.462
81.218,64.595,"S",76.728,74.512,48,50,67,"Class2","K",NA,84.852
40.576,24.703,"Y",35.116,40.699,94,28,12,"Class1","T",80.091,56.792
27.968,10.207,"S",46.306,77.075,46,64,59,"Class4","O",73.568,60.355
39.495,54.48,"Q",35.35,50.746,93,33,12,"Class1","T",81.865,86.064
83.991,74.104,"S",104.681,56.434,63,28,53,"Class2","U",73.035,63.191
27.875,28.8,"S",63.145,88.021,43,58,48,"Class4","C",63.964,57.613
49.802,88.61,"V",43.114,79.215,59,38,15,"Class1","M",63.446,37.405
85.937,16.486,"O",52.324,41.881,67,89,86,"Class3","W",35.72,21.403
73.755,57.831,"M",80.519,57.544,60,59,61,"Class2","Y",80.591,70.322
37.49,45.851,"Y",37.979,48.483,34,30,14,"Class1","M",82.353,41.112
79.11,70.325,"J",65.717,57.841,69,17,80,"Class2","Y",NA,81.858
43.683,15.84,"S",56.701,92.71,60,85,30,"Class4","Q",63.409,61.904
50.075,65.222,"F",43.069,47.096,51,28,11,"Class1","T",NA,41.413
78.832,72.597,"Q",94.736,52.06,66,52,43,"Class2","Y",84.86,74.697
43.101,29.575,"S",63.3,63.094,26,58,66,"Class4","Z",64.3,51.53
89.863,52.664,"L",35.675,49.227,73,84,88,"Class3","X",26.344,24.583
75.104,74.541,"J",80.304,79.379,65,44,50,"Class2","U",81.731,73.008
28.192,13.222,"B",8.774,134.418,35,76,23,"Class4","C",79.609,63.015
68.584,1.294,"H",44.101,46.875,68,84,87,"Class3","E",17.408,22.455
34.261,9.607,"O",48.465,51.394,28,92,26,"Class4","X",68.255,52.28
88.283,83.253,"S",77.173,54.796,68,22,20,"Class2","Y",77.9,68.493
67.65,5.051,"S",90.571,57.746,62,81,86,"Class3","E",19.151,24.197
84.754,57.057,"Q",59.401,52.635,57,34,29,"Class2","K",76.863,78.233
80.535,3.372,"S",47.058,48.889,77,83,86,"Class3","W",42.033,20.699
48.109,24.483,"Y",40.571,70.176,83,30,17,"Class1","A",71.495,10.265
38.148,17.005,"E",37.986,92.483,68,28,17,"Class1","E",72.269,45.369
48.403,36.87,"Q",41.639,33.816,59,35,13,"Class1","M",88.485,47.73
74.881,9.897,"S",39.065,45.58,48,87,87,"Class3","X",37.153,22.333
70.932,81.508,"H",47.248,31.133,50,81,87,"Class3","W",NA,23.41
75.557,78.981,"M",91.871,54.987,69,31,68,"Class2","T",84.161,82.361
48.902,30.331,"E",37.932,69.36,92,24,12,"Class1","M",92.836,52.193
89.493,7.317,"H",58.788,32.525,53,88,86,"Class3","W",44.816,21.205
50.234,7.558,"V",40.602,101.396,16,24,16,"Class1","T",83.411,10.553
41.932,70.787,"E",38.093,62.036,20,31,14,"Class1","T",92.453,71.613
44.45,29.455,"V",38.323,79.07,78,26,17,"Class1","A",80.626,96.487
81.373,66.581,"G",76.907,72.822,61,23,81,"Class2","T",84.904,74.257
39.95,22.824,"F",36.51,66.269,44,38,10,"Class1","E",65.338,35.7
75.927,86.48,"L",73.964,49.426,71,82,87,"Class3","I",43.859,23.577
73.368,65.088,"J",63.848,47.793,60,23,73,"Class2","Y",73.882,79.047
81.073,57.91,"S",97.109,53.614,55,58,49,"Class2","Y",78.302,78.922
75.924,75.882,"M",58.235,59.284,53,31,57,"Class2","Y",73.558,80.901
36.628,13.847,"O",53.773,77.29,59,79,17,"Class4","C",86.235,62.575
90.058,68.391,"G",77.536,75.356,53,53,55,"Class2","Y",83.224,77.33
43.549,25.488,"B",57.708,80.571,31,87,40,"Class4","C",94.556,58.376
24.593,29.024,"O",62.492,33.802,55,72,40,"Class4","Q",84.028,64.252
86.758,78.818,"S",64.438,56.769,63,53,34,"Class2","T",76.751,72.4
72.805,32.122,"O",30.955,50.018,73,90,88,"Class3","E",27.274,22.058
33.36,2.952,"O",63.823,75.205,49,87,52,"Class4","X",NA,61.367
NA,82.952,"H",27.905,26.06,47,88,88,"Class3","E",27.504,21.266
77.056,60.37,"J",86.741,62.792,67,23,45,"Class2","K",75.795,87.472
69.944,79.86,"Q",83.435,60.938,52,19,69,"Class2","K",74.768,70.922
77.49,71.439,"J",55.386,62.238,50,39,60,"Class2","K",77.645,91.68
51.381,27.167,"J",45.506,73.061,54,89,19,"Class4","Z",65.769,58.976
48.218,23.385,"J",48.529,80.611,42,84,66,"Class4","Q",64.817,59.187
78.158,9.437,"O",21.463,46.805,47,89,86,"Class3","W",36.506,22.253
68.173,57.773,"O",58.92,53.036,51,81,88,"Class3","W",44.469,23.575
37.571,42.918,"V",37.254,98.128,11,33,11,"Class1","E",82.08,36.156
68.655,78.325,"H",51.394,55.846,62,88,85,"Class3","W",36.044,19.98
69.557,64.273,"J",77.416,57.934,63,50,59,"Class2","Y",77.171,76.168
82.369,70.75,"Q",85.561,64.228,48,19,57,"Class2","K",74.738,79.027
40.992,17.461,"J",45.009,21.008,25,89,82,"Class4","Z",66.106,66.531
77.904,62.167,"J",95.391,59.801,55,38,71,"Class2","U",NA,77.311
45.201,62.536,"F",38.348,48.239,45,24,17,"Class1","B",81.871,29.741
38.882,11.178,"J",66.399,98.681,32,74,53,"Class4","O",71.663,69.2
51.028,21.012,"S",25.147,94.408,36,54,51,"Class4","X",66.832,62.034
73.507,63.979,"J",94.139,64.02,68,40,57,"Class2","T",81.414,67.948
NA,7.82,"J",65.426,58.95,38,73,48,"Class4","O",72.012,61.703
48.244,16.838,"J",22.159,66.308,41,53,13,"Class4","Z",80.439,55.673
33.316,17.701,"S",39.855,31.568,35,69,41,"Class4","O",65.569,65.633
37.136,63.285,"F",40.009,99.067,9,27,15,"Class1","E",73.714,15.394
79.401,47.966,"L",44.622,48.04,63,87,87,"Class3","W",28.751,19.91
69.676,61.654,"G",72.025,61.024,51,55,35,"Class2","Y",80.899,75.356
53.631,14.69,"J",57.35,65.616,31,86,35,"Class4","X",71.199,53.647
26.792,10.864,"B",54.377,50.1,28,66,9,"Class4","C",88.621,60.537
37.604,71.095,"V",36.481,90.252,80,33,12,"Class1","B",93.757,57.745
87.05,64.027,"O",25.046,40.899,65,82,86,"Class3","I",42.717,23.729
50.687,26.825,"S",63.543,49.271,51,85,90,"Class4","C",81.723,63.938
45.571,26.67,"Q",39.749,64.517,82,25,13,"Class1","T",79.184,18.548
75.13,57.817,"O",60.112,67.044,64,84,86,"Class3","W",NA,21.606
39.949,34.493,"J",35.469,53.175,53,86,91,"Class4","Z",65.748,59.762
67.149,16.107,"I",56.097,40.168,45,85,86,"Class3","T",38.224,24.471
39.192,90.145,"F",43.428,69.603,92,24,13,"Class1","B",87.115,52.345
68.907,72.368,"J",62.891,62.21,50,20,80,"Class2","Y",NA,78.221
86.541,78.003,"Q",59.082,49.928,48,36,33,"Class2","H",77.538,65.749
89.705,34.31,"L",43.132,39.479,65,89,88,"Class3","W",22.233,22.803
73.076,82.053,"M",75.368,74.592,57,32,26,"Class2","H",83.544,83.761
85.54,80.811,"Q",92.562,58.264,63,42,36,"Class2","T",74.919,74.378
75.837,40.066,"H",26.023,45.576,76,80,86,"Class3","E",41.218,20.416
47.865,47.924,"V",35.234,73.144,49,30,15,"Class1","A",83.433,14.938
83.934,85.549,"Q",59.954,63.911,70,40,35,"Class2","K",82.118,78.079
37.054,27.588,"J",51.694,58.138,32,54,45,"Class4","C",70.877,58.796
