"P1","P2","P3","Output15","P4","P5","P6","P7","P8","P9","P10","P11"
55.007,"Z",39.951,"Class4",10,59.174,77.104,18,72.784,"U",57.97,51
62.204,"S",47.966,"Class2",71,68.119,12.141,87,35.835,"J",NA,80
81.98,"C",47.897,"Class4",57,60.616,79.58,17,72.458,"T",53.099,33
30.981,"F",23.189,"Class3",70,62.001,41.086,76,83.08,"C",42.244,38
75.329,"B",51.296,"Class2",74,74.2,1.297,71,37.423,"P",18.38,76
77.247,"B",58.245,"Class2",54,68.559,17.3,67,36.35,"J",18.325,79
31.13,"V",20.084,"Class3",75,47.139,44.274,68,78.84,"C",28.606,27
38.398,"Y",81.082,"Class4",33,52.539,79.24,21,72.458,"U",61.402,44
50.662,"U",39.296,"Class4",45,69.691,79.47,22,72.891,"U",60.42,37
48.933,"U",56.385,"Class1",23,7.806,37.663,90,35.631,"L",NA,27
83.278,"Z",50.991,"Class4",34,69.452,77.208,18,72.85,"U",49.605,66
67.126,"D",50.256,"Class2",68,71.792,20.193,76,36.774,"U",28.972,77
18.016,"F",19.431,"Class3",77,47.48,42.218,72,91.412,"D",9.368,24
67.771,"K",NA,"Class4",28,62.547,75.662,15,73.161,"T",44.351,42
40.681,"V",23.541,"Class3",71,85.347,35.482,77,82.422,"D",48.728,30
57.363,"S",53.591,"Class2",62,75.111,9.321,85,37.365,"U",39.223,77
59.988,"Z",74.96,"Class4",54,62.897,76.803,21,72.677,"Z",59.467,47
28.925,"S",51.467,"Class1",12,7.648,42.829,69,31.678,"L",59.114,22
58.765,"S",44.909,"Class1",16,8.363,31.987,59,12.613,"L",60.426,28
14.412,"Z",53.725,"Class1",34,8.099,39.135,81,20.995,"J",61.035,20
84.195,"U",37.076,"Class4",13,69.002,74.062,20,72.609,"U",56.328,58
82.367,"B",48.625,"Class2",68,79.918,2.93,89,35.571,"P",16.447,75
80.609,"D",50.559,"Class2",70,70.916,22.977,71,36.957,"Z",19.935,75
38.929,"U",49.734,"Class1",47,8.657,33.934,77,17.336,"J",55.555,28
66.209,"Y",44.831,"Class4",66,54.831,79.346,22,72.337,"J",49.387,52
31.829,"S",62.959,"Class1",21,8.884,39.944,84,11.398,"J",49.378,24
35.902,"Y",17.967,"Class3",79,70.365,34.591,67,92.183,"G",13.052,52
26.181,"S",20.835,"Class3",75,73.677,42.281,75,78.558,"G",45.101,53
62.131,"M",53.409,"Class2",54,83.269,25.387,65,40.831,"U",51.661,75
41.463,"U",50.113,"Class1",8,7.637,38.616,49,22.182,"S",49.409,35
60.869,"C",78.185,"Class4",75,57.726,77.73,15,72.194,"J",50.309,64
56.92,"O",57.613,"Class1",46,8.149,34.416,48,20.809,"L",57.477,23
78.54,"Z",83.973,"Class4",18,53.668,74.071,18,72.838,"D",44.692,57
62.854,"U",78.67,"Class4",37,64.541,77.123,16,72.845,"D",60.368,68
70.728,"B",54.511,"Class2",74,78.452,18.746,66,36.106,"Z",44.277,77
43.862,"Y",14.273,"Class4",66,52.686,77.893,22,72.468,"U",40.443,56
76.186,"B",50.218,"Class2",74,69.658,6.887,83,41.468,"U",19.643,75
-0.977,"C",83.674,"Class4",67,53.345,76.112,18,72.701,"U",NA,40
10.824,"C",25.36,"Class4",53,57.02,74.775,17,72.132,"T",56.941,68
35.546,"Z",68.486,"Class4",89,67.492,81.779,20,72.343,"Z",44.011,33
38.96,"Z",56.119,"Class1",23,8.392,36.052,90,40.022,"J",51.941,22
95.185,"U",54.862,"Class4",25,53.668,81.327,15,73.64,"Z",54.357,32
30.892,"S",15.127,"Class3",70,76.648,31.637,68,95.018,"N",50,32
78.396,"J",48.577,"Class2",68,66.095,1.865,69,37.926,"P",16.878,80
22.859,"Y",23.221,"Class3",74,49.702,43.122,67,79,"N",47.522,48
40.896,"C",53.41,"Class4",70,62.088,77.344,22,72.596,"J",56.051,38
84.818,"D",53.141,"Class2",54,81.491,18.215,75,38.866,"P",27.019,80
73.681,"J",49.056,"Class2",57,63.218,5.537,84,34.77,"P",41.75,79
89.531,"Z",59.76,"Class1",42,8.641,33.943,56,14.568,"S",49.884,22
73.614,"B",55.208,"Class2",66,80.83,23.021,70,43.258,"Q",24.024,76
47.405,"C",58.386,"Class4",51,65.719,81.407,22,72.543,"Z",40.595,50
21.944,"R",16.371,"Class3",75,58.525,34.733,79,85.495,"F",32.682,15
45.166,"S",24.658,"Class3",69,85.487,39.613,83,89.365,"D",55.004,19
73.145,"D",59.033,"Class2",67,66.292,9.106,88,44.086,"Q",41.025,75
73.769,"B",60.51,"Class2",58,75.288,3.917,72,39.724,"Q",36.524,75
61.247,"J",43.322,"Class2",73,65.945,21.445,66,31.878,"P",26.141,76
43.147,"V",11.618,"Class3",76,82.89,34.633,74,83.613,"G",37.597,34
59.284,"K",50.569,"Class4",32,68.061,74.509,15,72.054,"Z",56.244,32
48.145,"U",55.99,"Class4",43,68.13,80.486,16,73.06,"Z",48.776,65
71.612,"M",55.361,"Class2",53,72.054,26.345,67,41.907,"U",24.936,77
24.968,"O",50.377,"Class1",47,8.045,33.81,70,11.601,"J",49.583,19
58.102,"J",61.059,"Class2",54,83.953,24.37,75,32.312,"Q",53.259,76
32.621,"F",29.105,"Class3",80,81.108,45.601,67,84.723,"G",23.087,43
36.821,"K",96.287,"Class4",80,64.192,78.348,22,72.681,"D",43.678,48
16.851,"V",19.447,"Class3",77,82.372,34.688,67,91.957,"C",40.946,15
60.857,"J",48.444,"Class2",69,84.298,4.374,72,36.806,"Q",36.466,78
15.682,"R",51.214,"Class1",40,7.561,42.818,83,37.074,"X",63.804,35
67.032,"B",54.366,"Class2",67,64.345,28.384,80,35.741,"Z",25.922,79
62.925,"D",56.689,"Class2",51,64.75,26.685,86,36.377,"Q",35.311,77
69.143,"B",52.965,"Class2",52,64.52,6.658,79,42.652,"P",51.759,76
65.282,"S",48.548,"Class1",33,7.044,37.784,81,21.308,"X",46.794,33
67.887,"J",52.742,"Class2",52,77.583,7.47,68,35.26,"Z",47.994,77
60.029,"K",98.191,"Class4",14,57.599,81.203,20,73.093,"T",43.813,57
21.162,"V",8.426,"Class3",71,66.177,35.783,71,92.323,"C",59.132,27
40.494,"R",22.633,"Class3",70,52.467,46.928,73,80.596,"C",55.764,16
68.56,"U",83.55,"Class4",25,56.732,78.908,16,72.602,"U",50.364,46
64.552,"O",NA,"Class1",17,8.986,39.175,54,22.645,"J",52.184,35
71.174,"D",54.305,"Class2",53,65.317,20.289,82,28.383,"Q",41.151,79
71.045,"M",55.856,"Class2",59,77.566,10.883,78,40.169,"P",48.981,81
53.37,"Z",56.59,"Class4",50,53.069,76.024,17,72.69,"T",41.916,35
66.124,"C",66.973,"Class4",91,59.207,80.419,18,72.435,"D",51.781,67
75.019,"S",53.568,"Class2",53,60.035,5.23,67,39.446,"J",30.456,76
41.015,"Z",63.818,"Class1",14,7.791,36.05,58,22.396,"F",47.621,21
30.958,"V",22.587,"Class3",69,69.867,41.459,68,85.542,"G",51.863,44
71.849,"M",46.969,"Class2",66,78.525,13.749,77,40.918,"Z",31.843,79
40.429,"R",43.815,"Class1",30,7.896,31.287,72,32.98,"S",46.365,14
16.842,"O",55.011,"Class1",20,7.328,33.657,83,28.562,"J",61.952,16
32.019,"R",63.05,"Class1",26,7.182,37.105,78,50.517,"F",63.288,25
28.894,"R",52.098,"Class1",44,7.221,32.895,50,39.662,"L",48.864,26
35.932,"V",31.453,"Class3",73,75.201,44.781,71,82.363,"N",55.501,25
51.275,"V",7.071,"Class3",69,51.431,47.856,82,89.135,"N",58.93,36
40.793,"Z",39.929,"Class1",31,8.348,36.023,75,23.539,"J",63.534,20
44.008,"Z",56.811,"Class4",58,62.83,79.755,17,72.56,"T",42.347,38
73.438,"S",53.195,"Class2",73,63.665,1.617,83,34.857,"Q",19.212,80
70.729,"Z",NA,"Class4",48,61.187,77.949,22,72.675,"J",40.964,39
86.705,"U",46.497,"Class1",44,8.521,37.033,87,19.023,"S",46.417,29
55.627,"Z",54.171,"Class1",11,7.697,42.203,81,24.053,"S",57.995,20
49.416,"U",76.763,"Class4",25,54.48,81.739,15,73.134,"T",55.137,52
50.112,"K",64.083,"Class4",20,65.643,77.788,19,72.38,"J",49.918,40
56.688,"Z",71.517,"Class4",81,66.999,74.333,18,72.159,"T",52.655,67
29.495,"Y",20.596,"Class3",78,55.681,30.109,71,90.183,"C",26.532,22
73.823,"M",46.314,"Class2",65,66.074,22.614,82,37.377,"J",55.558,76
60.444,"S",53.952,"Class2",66,74.587,22.715,69,40.667,"Q",55.953,76
84.382,"K",59.849,"Class4",83,57.247,75.396,17,72.574,"Z",49.27,52
59.423,"U",55.59,"Class4",46,62.785,74.131,22,72.457,"Z",46.876,70
50.641,"C",53.775,"Class4",89,58.379,81.313,15,72.467,"U",NA,56
72.172,"Z",52.192,"Class4",89,60.792,80.874,22,71.965,"J",46.911,35
72.409,"Z",72.149,"Class4",47,70.085,75.954,15,72.507,"Z",58.032,41
57.595,"Z",64.064,"Class1",52,8.961,31.737,61,29.769,"L",58.453,13
72.168,"C",64.896,"Class4",22,71.853,79.892,22,72.747,"J",51.466,35
25.632,"C",69.963,"Class4",46,60.146,80.666,22,72.243,"D",50.544,55
24.45,"R",59.392,"Class1",28,7.821,34.39,88,34.979,"S",62.198,16
31.17,"U",82.594,"Class4",12,65.749,79.865,22,72.737,"U",45.905,38
65.507,"U",45.098,"Class4",71,60.739,78.944,17,72.267,"Z",44.904,32
47.662,"O",54.091,"Class1",27,8.83,38.836,45,39.202,"S",63.639,28
46.45,"R",43.467,"Class1",28,8,40.143,51,37.176,"S",46.008,23
45.241,"Z",NA,"Class4",87,54.067,80.913,19,72.438,"J",60.862,48
52.773,"S",58.365,"Class1",18,7.262,39.242,70,27.422,"L",57.671,24
88.342,"Z",56.402,"Class1",49,8.838,34.691,60,26.645,"L",56.496,27
65.219,"C",63.738,"Class4",60,53.086,79.695,18,72.971,"T",49.671,64
66.233,"B",51.287,"Class2",59,73.396,22.956,77,33.374,"Q",20.119,76
57.51,"S",55.912,"Class2",55,79.634,8.588,71,34.441,"P",48.546,79
53.19,"R",59.872,"Class1",40,7.096,40.368,66,11.089,"L",60.985,34
51.351,"R",17.52,"Class3",80,50.013,50.027,82,87.912,"C",18.63,53
18.042,"F",25.706,"Class3",69,74.415,37.887,83,82.328,"C",21.856,22
60.876,"K",42.156,"Class4",70,57.749,75.522,17,72.296,"Z",46.695,67
66.003,"U",54.434,"Class1",10,8.885,36.475,86,10.282,"X",57.613,21
69.868,"Z",53.385,"Class1",7,8.104,32.365,79,35.978,"S",59.613,19
38.976,"K",51.867,"Class4",72,60.684,79.641,22,72.491,"Z",NA,55
39.442,"V",26.186,"Class3",80,64.883,41.334,80,86.05,"C",42.048,49
37.922,"U",85.897,"Class4",84,63.524,77.656,15,71.934,"Z",48.792,31
40.571,"O",54.143,"Class1",30,8.86,42.868,58,29.914,"X",60.843,24
60.157,"Z",48.758,"Class1",28,7.447,35.77,60,8.528,"X",62.499,25
51.981,"O",63.57,"Class1",45,7.063,34.628,59,35.21,"L",55.898,21
32.159,"Y",45.759,"Class4",32,67.826,79.139,16,73.038,"T",51.245,63
58.232,"S",49.789,"Class1",16,7.433,38.508,52,30.595,"S",46.411,35
57.603,"C",36.524,"Class4",68,62.034,81.962,18,72.256,"T",45.205,51
34.37,"R",29.026,"Class3",73,73.403,35.188,70,85.336,"C",NA,29
69.115,"D",55.703,"Class2",65,72.882,16.213,80,31.929,"U",55.165,80
82.625,"K",NA,"Class4",81,72.63,74.004,19,71.847,"J",43.619,30
31.886,"F",29.701,"Class3",74,81.351,44.9,75,97.305,"G",38.414,15
88.264,"U",39.109,"Class4",14,70.274,81.692,19,72.824,"J",56.451,44
27.172,"O",71.369,"Class1",7,7.724,32.812,70,27.021,"L",53.931,14
90.321,"U",55.846,"Class1",14,8.756,33.82,67,43.196,"S",51.362,15
-2.719,"S",43.587,"Class1",23,7.564,40.598,47,25.48,"L",58.634,23
74.693,"J",52.458,"Class2",52,83.116,19.203,83,39.278,"P",55.292,77
35.118,"K",62.278,"Class4",77,55.302,81.743,19,72.232,"T",58.908,63
53.511,"C",45.297,"Class4",53,61.961,77.757,17,72.437,"D",41.431,53
61.77,"Y",37.151,"Class4",58,59.711,76.055,20,72.394,"U",43.843,45
40.208,"F",16.03,"Class3",77,75.64,30.186,77,86.351,"N",44.387,51
54.865,"Y",61.267,"Class4",38,64.834,74.287,20,72.551,"D",42.714,34
66.889,"Y",43.409,"Class4",51,66.621,79.834,17,72.307,"U",47.691,69
32.52,"Z",50.169,"Class1",22,8.891,33.188,84,16.756,"S",55.433,24
62.65,"M",51.697,"Class2",69,59.296,18.196,80,45.104,"P",43.186,78
63.889,"B",51.92,"Class2",71,60.533,18.828,79,41.206,"Z",23.018,76
19.374,"V",21.422,"Class3",74,82.563,47.807,81,86.566,"N",13.474,14
75.127,"U",50.901,"Class1",7,7.078,39.939,46,22.265,"L",47.591,16
61.567,"D",52.576,"Class2",69,65.525,27.168,77,38.812,"P",46.404,79
82.081,"S",54.595,"Class1",38,8.164,35.694,60,31.443,"F",61.104,34
73.516,"S",49.346,"Class2",57,59.072,3.659,68,36.478,"J",42.881,80
51.619,"K",69.386,"Class4",43,53.784,81.715,22,72.024,"Z",54.106,44
50.485,"F",29.554,"Class3",78,73.331,48.273,74,80.175,"F",10.081,48
59.727,"S",50.549,"Class2",71,75.301,28.491,88,34.871,"U",24.927,81
84.44,"B",56.171,"Class2",56,62.614,29.013,91,35.732,"P",35.37,80
38.014,"S",29.233,"Class3",71,69.535,34.087,82,83.185,"C",15.064,14
64.277,"B",49.476,"Class2",55,72.303,13.278,67,42.026,"U",50.235,75
96.676,"R",49.391,"Class1",44,8.035,37.985,65,23.127,"F",58.675,16
60.901,"Z",43.672,"Class1",36,7.562,31.551,74,38.247,"S",53.412,13
41.833,"R",52.548,"Class1",31,7.977,35.528,76,44.566,"S",48.864,36
77.46,"Y",67.92,"Class4",33,61.536,77.078,19,71.679,"D",50.951,45
45.974,"S",47.066,"Class1",16,7.617,32.244,80,13.272,"J",61.298,13
63.711,"D",54.709,"Class2",66,60.658,6.416,87,32.512,"P",56.47,76
29.581,"O",56.532,"Class1",10,8.637,34.766,87,18.044,"J",56.939,32
18.959,"S",24.647,"Class3",73,46.724,47.891,75,87.888,"F",46.593,15
67.093,"O",52.456,"Class1",40,7.466,32.24,77,13.576,"X",55.579,15
82.112,"C",30.911,"Class4",72,69.424,81.345,18,72.313,"T",52.415,52
42.214,"Z",56.728,"Class1",9,7.674,42.655,82,27.685,"L",46.702,33
58.358,"K",63.965,"Class4",76,61.247,74.46,22,72.599,"U",55.528,30
27.778,"Z",75.348,"Class4",60,65.218,75.635,15,72.307,"U",59.382,59
62.754,"D",NA,"Class2",67,58.175,15.636,88,37.231,"J",28.261,79
50.608,"Z",57.587,"Class1",42,7.579,35.594,63,21.887,"S",57.358,27
75.819,"C",85.72,"Class4",56,67.732,75.648,18,72.556,"Z",55.961,31
46.611,"Z",60.793,"Class4",50,56.372,79.07,20,72.266,"J",60.595,50
59.469,"B",61.33,"Class2",68,65.9,20.214,82,36.483,"P",28.545,77
26.198,"S",25.856,"Class3",75,79.009,45.665,83,86.952,"G",37.085,37
44.062,"S",54.387,"Class1",51,8.987,32.508,77,26.028,"L",53.111,24
80.135,"S",53.254,"Class2",74,58.623,18.215,71,35.938,"P",16.853,81
48.072,"R",54.67,"Class1",39,7.635,36.448,90,23.067,"F",64.684,25
72.346,"B",56.043,"Class2",68,59.907,3.384,91,36.746,"P",57.62,80
66.042,"U",59.311,"Class1",26,7.777,42.214,73,26.3,"X",63.324,22
72.863,"C",72.747,"Class4",52,72.045,78.638,16,72.412,"U",50.63,60
52.161,"K",34.045,"Class4",27,57.656,79.095,19,72.095,"D",53.215,53
29.826,"O",59.052,"Class1",40,8.707,41.083,55,13.818,"L",60.786,36
24.288,"S",16.372,"Class3",78,65.279,46.897,82,85.275,"G",25.555,40
29.986,"V",21.82,"Class3",71,61.676,42.218,77,85.439,"N",42.019,22
40.328,"V",22.802,"Class3",69,54.853,49.075,74,79.518,"D",28.028,42
21.685,"Y",14.7,"Class3",69,67.638,48.197,73,84.499,"D",5.224,39
47,"Y",27.631,"Class3",70,83.625,47.397,75,89.258,"F",26.044,35
49.53,"R",57.013,"Class1",19,8.448,39.222,69,27.416,"F",57.659,15
35.419,"U",59.206,"Class1",8,8.658,37.082,79,30.544,"S",53.276,33
26.553,"U",48.13,"Class1",40,8.984,34.389,73,13.053,"X",51.646,13
60.964,"M",52.318,"Class2",62,76.987,27.915,77,43.122,"Q",NA,78
46.255,"U",19.537,"Class4",85,60.557,79.684,22,72.194,"Z",42.081,29
38.783,"F",20.41,"Class3",70,61.859,46.824,69,86.388,"D",18.59,40
40.38,"S",58.787,"Class1",18,7.568,40.896,86,32.972,"L",51.142,20
23.966,"O",57.193,"Class1",33,8.145,34.13,73,31.636,"S",47.762,24
35.816,"V",18.769,"Class3",75,81.892,50.96,68,87.151,"D",NA,44
54.406,"Z",55.06,"Class1",48,8.157,34.794,82,28.684,"S",51.376,36
29.912,"U",53.357,"Class1",20,8.114,39.301,88,28.974,"F",57.258,35
13.459,"Y",25.389,"Class3",78,65.547,40.894,76,80.352,"N",28.122,54
78.153,"J",51.754,"Class2",56,83.175,3.882,75,33.621,"J",55.872,81
71.849,"Z",53.119,"Class4",68,52.188,80.62,19,72.899,"D",52.023,66
19.947,"R",19.158,"Class3",72,66.076,41.255,75,89.228,"G",53.498,16
45.367,"Y",62.713,"Class4",78,64.533,78.548,16,72.674,"Z",44.399,41
56.148,"Y",58.031,"Class4",67,56.302,76.395,17,72.23,"Z",46.013,48
53.141,"U",45.537,"Class1",47,7.908,33.704,88,22.757,"X",46.634,27
74.356,"S",52.81,"Class2",57,73.542,10.46,86,37.747,"J",54.864,78
59.054,"M",52.166,"Class2",57,68.537,15.295,79,37.08,"Z",17.44,77
77.08,"M",58.974,"Class2",70,72.738,17.746,81,39.188,"Q",54.628,79
47.426,"Z",54.298,"Class4",19,65.325,79.339,21,72.054,"Z",42.11,69
62.442,"U",51.967,"Class1",34,8.672,31.264,72,5.746,"J",57.652,20
34.049,"C",58.906,"Class4",17,58.021,81.328,22,72.551,"T",54.344,69
43.357,"Z",62.319,"Class1",23,7.196,39.061,71,34.477,"L",61.621,21
77.293,"S",52.748,"Class2",62,73.183,25.795,86,42.722,"P",47.217,78
66.5,"M",50.058,"Class2",74,83.448,6.619,90,31.978,"Z",41.241,78
85.298,"U",61.377,"Class4",48,67.768,77.862,16,72.745,"U",53.99,63
55.746,"Y",79.027,"Class4",50,61.508,80.14,16,72.113,"T",58.978,39
68.047,"U",57.88,"Class4",90,54.877,74.882,20,72.153,"D",44.738,32
47.357,"R",45.284,"Class1",51,8.843,34.776,69,12.461,"L",46.638,34
85.161,"Z",45.094,"Class4",50,72.82,75.909,16,72.639,"J",47.959,53
52.794,"S",54.857,"Class1",50,7.134,37.071,86,18.721,"J",46.371,30
25.958,"S",23.841,"Class3",73,63.344,30.944,70,91.293,"C",41.636,19
45.466,"R",60.295,"Class1",51,7.368,31.677,51,32.909,"X",56.238,32
68.384,"D",56.552,"Class2",53,62.549,21.77,92,35.16,"J",18.331,78
20.231,"Y",19.69,"Class3",69,66.992,44.744,73,86.579,"N",25.974,31
26.749,"O",46.115,"Class1",36,8.108,36.541,75,51.073,"X",50.272,32
59.445,"R",63.505,"Class1",52,7.341,42.153,68,4.657,"J",46.051,21
20.777,"Y",13.989,"Class3",72,79.897,42.496,82,85.549,"D",51.562,44
45.336,"U",47.495,"Class1",14,8.649,33.807,66,15.348,"L",49.309,15
43.736,"Y",90.304,"Class4",78,62.747,76.809,22,72.264,"U",45.22,29
43.317,"U",51.737,"Class1",51,8.049,35.888,51,18.373,"L",45.775,37
85.221,"J",56.266,"Class2",66,78.801,3.653,65,42.262,"J",56.938,79
43.159,"R",51.592,"Class1",17,8.896,37.297,67,31.575,"J",62.273,21
71.34,"Z",63.773,"Class1",49,7.05,42.559,54,8.198,"L",58.379,24
65.313,"M",50.725,"Class2",65,72.895,5.911,86,39.037,"U",18.874,75
72.913,"S",46.566,"Class2",68,67.594,22.619,82,38.816,"Z",38.233,79
64.367,"M",49.365,"Class2",64,75.649,2.33,84,33.169,"Q",34.901,76
23.873,"F",16.014,"Class3",79,66.303,42.07,72,84.622,"F",14.555,21
19.694,"S",20.149,"Class3",74,67.784,35.614,81,78.944,"N",14.971,35
27.437,"U",56.638,"Class1",24,8.613,33.976,76,26.329,"S",48.253,23
31.069,"Y",19.346,"Class3",77,51.068,43.811,75,77.489,"F",37.735,12
70.191,"K",41.165,"Class4",70,66.044,78.192,20,72.129,"D",49.963,60
69.004,"Y",78.22,"Class4",66,53.113,80.316,17,72.296,"Z",52.816,55
65.299,"J",49.873,"Class2",68,82.222,7.962,73,30.678,"Z",NA,78
76.925,"S",50.005,"Class2",67,77.77,19.961,82,35.538,"Z",28.613,77
21.029,"F",27.512,"Class3",70,51.795,42.251,80,88.687,"N",48.927,49
83.928,"R",45.582,"Class1",21,7.496,31.467,50,15.52,"L",49.937,20
59.085,"J",52.81,"Class2",54,66.091,20.807,69,40.218,"J",35.115,76
29.689,"F",17.739,"Class3",78,62.897,34.927,80,81.614,"N",31.645,12
72.724,"J",50.797,"Class2",60,77.228,24.409,65,33.04,"J",46.274,76
39.415,"S",63.375,"Class1",53,7.884,38.056,67,42.011,"F",51.511,14
58.236,"C",40.729,"Class4",32,55.654,78.066,20,72.613,"T",42.589,62
36.441,"Y",56.267,"Class4",38,66.161,74.39,16,72.482,"J",53.718,57
64.562,"M",47.546,"Class2",54,59.017,27.958,87,40.75,"P",41.945,77
40.925,"S",5.115,"Class3",73,69.803,45.519,83,92.941,"G",NA,46
46.383,"S",59.835,"Class1",7,7.822,38.753,65,13.106,"S",50.302,31
25.262,"R",28.491,"Class3",69,75.791,38.591,71,84.081,"C",42.776,40
45.801,"C",23.089,"Class4",80,60.796,74.506,18,72.72,"T",60.777,66
63.461,"B",54.057,"Class2",70,78.732,14.72,72,40.362,"J",29.096,81
87.901,"U",49.613,"Class4",48,54.34,81.656,19,72.243,"U",57.555,67
48.727,"V",25.047,"Class3",75,61.924,37.051,67,88.823,"F",26.758,34
35.411,"F",18.362,"Class3",80,84.708,34.417,74,90.975,"N",24.823,35
24.501,"V",25.804,"Class3",80,54.832,50.364,82,90.334,"F",NA,36
67.757,"M",47.924,"Class2",56,61.913,6.548,86,36.326,"Q",20.49,75
37.005,"Y",20.141,"Class3",71,81.21,50.563,67,88.595,"N",47.785,28
68.308,"C",60.514,"Class4",59,57.914,74.212,15,72.83,"J",50.115,40
44.075,"F",16.833,"Class3",72,77.83,49.995,75,79.736,"C",57.088,38
19.105,"Y",22.013,"Class3",74,67.77,49.361,78,86.01,"C",5.957,20
41.735,"F",18.365,"Class3",70,64.242,30.356,77,81.242,"F",17.258,24
41.334,"U",57.531,"Class1",27,8.751,37.02,85,12.193,"S",49.335,30
50.037,"C",70.541,"Class4",51,52.02,78.071,16,71.75,"Z",47.137,34
29.638,"F",7.673,"Class3",72,65.49,35.021,81,88.999,"F",35.49,15
75.641,"R",55.45,"Class1",49,8.613,35.562,66,14.134,"S",64.836,28
53.773,"O",NA,"Class1",35,7.624,37.697,66,16.102,"S",63.211,23
31.324,"Z",54.533,"Class1",30,8.581,42.529,85,25.788,"X",58.73,31
38.959,"S",12.666,"Class3",78,50.162,37.485,78,81.256,"G",29.061,26
48.996,"Y",20.549,"Class3",71,46.804,40.724,71,83.778,"D",31.46,50
43.901,"V",5.522,"Class3",75,71.859,49.818,76,87.751,"F",24.864,23
70.756,"U",56.45,"Class1",48,8.507,33.926,82,12.859,"J",58.648,30
42.43,"Y",17.21,"Class3",79,83.385,49.861,81,87.136,"N",13.944,26
61.558,"U",47.424,"Class1",15,8.469,37.403,58,24.756,"L",50.98,36
70.06,"M",52.335,"Class2",61,59.849,20.709,65,40.286,"Z",56.402,76
56.856,"S",54.919,"Class2",55,77.509,3.899,67,32.711,"Q",55.384,75
80.616,"K",76.762,"Class4",87,58.37,74.604,19,72.031,"D",55.421,45
44.144,"U",70.866,"Class4",72,67.546,74.085,19,72.453,"T",51.39,44
95.963,"O",NA,"Class1",45,8.963,38.639,88,26.241,"J",60.844,21
62.325,"S",53.213,"Class2",53,64.451,22.53,88,37.625,"Q",19.547,78
41.659,"Y",19.785,"Class3",69,47.85,48.778,83,91.478,"F",48.237,28
31.542,"S",13.06,"Class3",73,53.023,31.238,75,93.255,"G",28.068,53
51.716,"Z",80.443,"Class4",10,64.743,77.905,22,72.255,"D",52.283,69
70.374,"J",50.584,"Class2",66,62.476,4.262,80,38.193,"Z",33.053,75
24.555,"S",29.476,"Class3",69,82.918,30.829,80,92.639,"C",35.623,42
49.352,"K",74.829,"Class4",77,57.952,78.972,21,72.63,"U",40.372,70
14.624,"K",59.023,"Class4",89,62.732,74.435,21,72.129,"T",58.669,62
45.805,"K",31.388,"Class4",44,72.27,76.419,17,72.748,"J",50.606,62
73.899,"U",70.509,"Class4",73,70.782,76.894,22,72.205,"U",49.44,38
40.977,"V",24.224,"Class3",69,47.246,37.584,74,75.006,"G",48.855,24
28.559,"F",23.165,"Class3",70,56.171,42.539,83,80.032,"C",24.964,13
68.1,"B",50.349,"Class2",67,66.78,16.37,82,45.744,"J",55.93,79
78.566,"K",40.662,"Class4",59,71.045,74.333,19,72.413,"U",46.1,41
32.107,"Y",26.324,"Class3",74,50.298,45.671,81,83.107,"D",16.609,46
63.665,"D",54.823,"Class2",51,61.746,6.547,80,37.678,"Z",33.927,77
61.117,"U",79.976,"Class4",57,69.184,78.452,20,72.594,"J",61.69,56
56.247,"U",36.941,"Class4",14,55.59,78.272,20,72.188,"U",40.537,64
21.968,"Y",27.474,"Class3",78,70.211,35.395,67,86.787,"C",37.012,17
29.661,"U",60.037,"Class1",7,7.042,37.334,56,27.1,"S",54.774,26
7.699,"F",16.177,"Class3",77,59.175,44.632,73,82.8,"D",51.348,40
26.404,"Y",22.068,"Class3",76,57.092,31.362,71,89.293,"F",23.107,22
63.92,"Y",85.689,"Class4",76,61.493,78.912,19,71.977,"U",55.215,66
49.094,"Z",15.912,"Class4",19,55.804,76.296,17,72.852,"D",52.188,45
68.868,"C",76.834,"Class4",53,62.907,77.799,19,73.243,"D",43.684,43
49.522,"B",45.739,"Class2",74,82.787,11.395,69,35.353,"P",26.33,77
66.088,"C",41.33,"Class4",62,56.75,81.947,16,72.206,"J",44.228,47
35.633,"Y",22.452,"Class3",70,68.923,34.917,76,84.3,"D",30.593,44
75.102,"B",50.436,"Class2",74,72.187,22.53,84,38.033,"P",30.428,75
63.785,"Z",50.128,"Class4",52,64.195,79.836,19,72.356,"D",41.983,41
53.604,"S",13.078,"Class3",80,53.538,36.871,83,97.661,"N",6.495,50
50.004,"C",116.284,"Class4",24,72.145,81.255,17,72.932,"Z",41.749,56
56.04,"D",51.313,"Class2",72,64.778,23.567,77,41.876,"J",57.934,78
19.53,"F",NA,"Class3",80,81.121,35.828,79,84.563,"D",26.608,20
45.953,"Y",67.211,"Class4",46,52.296,78.754,15,73.211,"T",49.87,55
71.245,"M",44.515,"Class2",68,69.807,4.297,83,38.432,"Q",31.95,78
65.777,"D",58.491,"Class2",72,77.639,21.659,90,35.159,"P",19.988,75
55.596,"Y",33.322,"Class3",80,79.456,46.628,80,93.967,"N",53.896,46
31.345,"V",19.359,"Class3",71,76.665,39.876,81,91.756,"G",18.052,24
80.52,"S",NA,"Class2",67,63.017,12.307,91,42.4,"P",48.838,77
78.839,"U",72.858,"Class4",80,58.262,77.397,20,72.073,"D",60.052,62
46.812,"R",15.757,"Class3",80,51.875,40.244,77,88.833,"C",NA,38
