"Y1","Output24","Y2","Y3","Y4","Y5","Y6","Y7","Y8","Y9","Y10","Y11"
66.621,"Class1",40.167,"I",NA,55,58.474,42.438,17,45.56,45,46.226
76.597,"Class1",7.727,"I","U",54,81.137,19.179,19,41.555,55,53.701
35.069,"Class2",68.26,"K","Y",40,83.281,73.638,70,77.985,41,61.278
83.541,"Class1",20.199,"B","U",8,36.615,23.916,4,42.172,53,51.774
68.824,"Class1",56.529,"C","U",15,35.944,12.144,16,42.452,33,42.238
67.339,"Class1",63.886,"B","U",11,38.538,24.78,4,41.589,33,51.885
76.431,"Class1",58.895,"T","Y",24,71.607,13.282,9,40.509,43,38.674
67.95,"Class1",1.161,"B","Y",51,74.911,61.712,9,45.525,69,57.679
35.122,"Class2",67.564,"V","Y",37,77.937,64.472,85,61.675,39,31.163
29.074,"Class2",67.149,"V","H",38,71.307,75.791,76,73.837,38,-7.903
63.845,"Class1",22.105,"C","U",10,32.784,14.401,4,43.579,30,40.169
73.946,"Class2",68.983,"V","Y",40,84.758,59.653,78,60.26,54,-9.639
74.604,"Class2",68.963,"S","O",30,83.351,82.407,71,52.567,24,-25.349
22.301,"Class2",68.115,"V","J",34,83.348,77.803,83,55.095,37,24.727
73.267,"Class2",68.65,"W","Z",41,73.799,72.518,75,57.368,41,41.965
77.058,"Class1",27.118,"I","Y",32,14.961,64.929,3,39.638,41,37.139
50.595,"Class2",67.297,"S","Y",38,71.748,62.205,70,67.514,25,50.873
62.391,"Class1",9.785,"I",NA,21,8.418,31.26,18,39.716,62,45.961
26.826,"Class2",67.661,"S","Z",34,81.564,55.568,85,69.284,34,28.265
83.689,"Class1",29.626,"T","Y",38,53.906,55.018,15,41.767,53,51.282
28.786,"Class2",68.437,"W","Z",30,84.551,68.12,80,81.644,25,22.735
84.909,"Class1",51.578,"C","Y",10,41.542,77.388,17,44.81,56,57.369
55.361,"Class2",67.214,"S","J",41,93.362,83.197,74,52.267,43,40.269
67.208,"Class1",62.865,"T","H",12,24.781,13.667,15,44.465,58,61.089
72.37,"Class1",48.573,"T","H",15,37.336,20.927,3,44.738,52,66.952
31.789,"Class2",68.879,"L","Y",38,60.897,59.576,75,65.113,31,-7.19
53.38,"Class2",68.832,"L","O",33,81.187,65.618,74,77.582,36,-3.587
60.119,"Class1",36.594,"C","U",28,65.576,27.383,9,38.586,41,54.428
42.533,"Class2",68.395,"L","Z",43,82.829,77.999,69,66.195,25,23.351
NA,"Class1",14.126,"C","Y",9,15.96,64.458,14,44.35,29,55.623
67.708,"Class1",40.227,"C","U",45,72.543,60.664,16,38.98,35,46.423
67.53,"Class1",0.273,"B","Y",15,18.377,22.948,7,43.633,42,49.508
22.736,"Class2",67.872,"V",NA,42,94.994,69.077,81,79.075,33,18.87
NA,"Class1",30.384,"T","Y",6,46.359,28.903,12,40.078,40,60.939
67.496,"Class1",-14.29,"I","U",16,88.18,43.489,8,43.064,48,35.761
73.729,"Class2",68.713,"W","J",38,94.78,61.978,83,79.318,49,18.17
69.178,"Class1",114.834,"Q","Z",19,31.133,58.683,20,45.467,52,70.239
79.305,"Class1",16.353,"B","H",31,76.538,42.373,15,42.473,51,50.809
79.122,"Class2",67.439,"V","O",38,83.086,75.359,75,81.548,55,47.327
49.637,"Class2",69.539,"L","J",39,83.851,61.314,82,54.667,24,80.902
52.799,"Class2",67.34,"S","O",39,84.501,64.25,87,62.312,39,46.079
77.207,"Class1",29.984,"C","H",43,54.211,24.139,3,42.59,31,42.336
61.246,"Class1",62.275,"T","H",33,85.58,77.912,12,45.591,34,41.267
58.269,"Class2",68.451,"S","O",34,96.232,60.534,72,55.964,54,40.904
73.408,"Class1",56.378,"B","Z",54,-40.702,65.503,12,40.399,42,38.243
33.77,"Class2",68.127,"K","Z",40,81.11,70.364,86,49.291,28,41.414
73.312,"Class2",69.071,"K",NA,33,76.842,57.819,78,78.891,51,42.105
61.004,"Class1",33.889,"C","H",42,17.215,52.23,12,39.029,46,36.701
70.465,"Class1",54.958,"Q","H",51,67.377,19.659,14,45.752,35,29.275
49.254,"Class2",68.234,"S","O",37,90.434,66.383,78,72.01,27,33.12
35.155,"Class2",68.785,"W","O",41,74.946,83.11,85,57.886,29,38.041
66.219,"Class2",69.226,"L","O",42,100.524,66.606,78,63.742,23,33.176
81.36,"Class1",19.407,"B","W",8,95.039,53.115,8,40.912,59,60.593
61.502,"Class2",67.784,"V","J",33,79.06,82.071,74,52.686,47,33.447
72.63,"Class2",67.234,"S","O",32,58.331,62.489,83,68.352,37,6.21
19.549,"Class2",68.4,"W",NA,42,80.313,64.527,83,65.692,46,43.301
27.692,"Class2",68.93,"S","O",40,73.678,63.107,73,66.104,29,60.652
51.481,"Class2",69.086,"V","J",36,93.932,77.98,71,79.109,36,6.596
79.356,"Class1",115.312,"B","Z",14,48.817,66.174,6,42.859,65,44.031
76.6,"Class1",19.857,"I","W",4,37.384,64.55,7,45.712,47,47.259
46.775,"Class2",70.026,"W","Z",31,87.38,67.079,85,73.897,29,22.539
80.781,"Class2",68.717,"S","J",30,89.711,83.967,77,60.921,28,26.757
50.827,"Class2",66.294,"L","J",37,83.074,65.544,75,78.484,33,54.905
40.541,"Class2",69.273,"W","Z",32,92.556,62.648,73,82.04,34,27.853
75.826,"Class2",69.287,"W","Y",43,87.033,78.997,77,66.01,36,25.145
61.973,"Class1",29.169,"Q","U",53,19.617,51.288,11,45.831,37,46.265
80.392,"Class1",23.326,"Q","H",35,2.638,42.81,8,45.966,30,57.348
54.479,"Class2",69.12,"L","O",30,79.194,67.588,75,62.582,39,51.657
70.531,"Class2",68.596,"W","J",33,88.675,57.179,72,61.563,38,32.695
77.436,"Class2",68.619,"V","Z",36,82.989,65.875,83,76.35,23,18.525
62.589,"Class1",31.714,"T","H",21,89.195,31.585,9,39.713,54,58.002
63.46,"Class1",68.13,"I","W",20,16.735,27.548,5,38.703,36,44.634
NA,"Class1",22.749,"C","Y",33,63.972,52.122,20,40.264,29,55.061
56.419,"Class2",69.918,"W","Z",36,93.232,79.744,87,60.056,55,47.325
61.909,"Class1",32.835,"C","Z",7,52.788,73.068,8,40.362,33,59.002
69.401,"Class1",77.674,"Q","H",23,61.353,53.968,12,40.3,62,31.972
66.425,"Class1",-38.815,"Q","Y",53,63.328,61.776,13,45.296,67,60.76
67.72,"Class1",59.564,"I","Y",26,75.382,37.201,18,40.226,34,50.751
25.115,"Class2",68.105,"V","H",35,76.82,64.622,82,55.409,25,17.085
64.3,"Class1",-0.653,"T","H",53,-38.713,38.959,11,45.023,35,56.523
77.124,"Class2",68.583,"V","H",34,95.08,70.263,73,59.761,26,30.288
60.391,"Class1",47.971,"T","U",54,29.581,34.505,12,45.461,53,48.65
51.852,"Class2",68.547,"S","Y",36,91.037,83.769,82,62.288,39,10.916
23.039,"Class2",68.15,"S","J",40,101.708,71.361,73,76.167,22,26.403
80.228,"Class2",68.02,"V","J",35,83.311,83.2,86,78.915,28,37.449
70.079,"Class2",69.093,"S","Z",32,77.612,77.547,87,65.323,41,-2.638
28.945,"Class2",67.838,"W","O",32,81.79,79.476,77,55.264,38,-12.99
NA,"Class2",68.765,"K","J",31,82.371,75.655,70,65.289,52,45.764
85.147,"Class1",73.092,"B","Z",22,65.821,10.969,17,39.262,50,53.523
71.188,"Class2",68.461,"W","J",32,95.622,59.528,84,70.519,25,6.937
64.402,"Class1",37.094,"I","U",39,60.576,48.38,18,44.689,49,62.458
NA,"Class2",69.398,"V","J",34,69.396,58.092,78,71.772,22,32.807
66.913,"Class1",5.179,"I","H",4,41.106,29.689,12,40.941,43,48.511
73.686,"Class1",55.581,"C","Z",43,60.622,63.688,12,41.415,74,46.006
76.767,"Class1",11.488,"C","Y",54,20.557,43.061,17,41.988,28,39.537
60.307,"Class1",32.576,"T","Y",55,-11.809,48.236,7,40.102,65,47.583
69.613,"Class1",62.915,"I","W",40,65.557,71.926,15,45.099,71,61.128
80.917,"Class2",72.235,"K","J",43,83.383,75.422,84,64.053,52,-6.82
74.857,"Class1",31.062,"Q","Y",40,-9.421,53.061,11,45.063,67,64.57
36.294,"Class2",68.706,"S","Z",30,92.239,57.417,86,69.153,24,29.81
73.752,"Class2",69.065,"S","Y",38,102.011,81.129,82,67.197,49,35.132
73.462,"Class1",53.122,"Q","U",50,69.638,31.2,11,39.071,61,50.221
81.447,"Class1",66.848,"T","H",19,71.318,53.193,11,38.26,45,49.287
85.649,"Class1",27.875,"T","U",21,44.851,39.327,17,45.605,31,45.59
43.594,"Class2",69.974,"W","J",40,69.108,65.919,80,78.505,28,53.695
81.549,"Class1",6.012,"T","Z",50,49.935,30.41,14,39.056,29,45.787
47.345,"Class2",67.825,"L","O",38,71.739,56.139,85,76.199,33,60.595
NA,"Class2",68.842,"W","Y",39,86.293,69.486,88,68.742,47,60.069
65.174,"Class1",42.23,"B",NA,15,67.178,75.528,3,39.972,53,66.821
80.909,"Class1",25.036,"Q","U",7,-18.947,63.571,16,39.919,59,58.561
NA,"Class1",6.248,"I","Y",53,58.614,22.19,7,41.122,69,48.879
64.825,"Class2",69.086,"L","H",36,89.035,67.625,84,68.682,46,11.451
NA,"Class1",57.773,"C","Y",42,56.837,44.138,20,40.685,49,50.694
60.24,"Class2",67.377,"W","Z",39,86.594,71.858,69,77.461,53,44.128
84.533,"Class1",60.542,"B","U",11,32.605,65.936,7,41.7,47,57.23
NA,"Class2",68.513,"S","Y",43,90.515,67.016,81,63.686,39,40.125
74.936,"Class1",52.59,"C","W",54,-17.442,57.178,18,38.064,49,29.8
81.366,"Class1",42.054,"C","U",3,84.658,47.448,18,38.557,50,65.571
72.025,"Class1",50.664,"I","Z",3,47.705,15.487,3,41.605,40,49.439
63.232,"Class1",67.474,"Q","W",7,63.285,43.582,12,45.216,45,59.403
56.351,"Class2",67.155,"V","Y",42,66.696,81.467,77,68.35,44,19.202
78.82,"Class1",69.88,"B","Z",48,76.784,30.993,19,39.899,37,47.76
84.578,"Class1",72.324,"Q","Z",9,60.537,56.978,15,45.079,55,43.902
80.345,"Class1",66.002,"I","W",55,117.255,37.455,6,43.672,72,60.003
73.491,"Class2",67.948,"V",NA,42,84.54,72.261,86,70.683,43,-5.919
77.528,"Class2",67.408,"L","Y",32,71.955,71.62,70,80.783,48,45.482
67.829,"Class2",68.31,"W","H",43,79.015,63.857,72,81.094,37,18.648
59.878,"Class1",17.431,"C","H",31,93.411,41.822,4,44.827,30,49.895
69.623,"Class1",56.783,"I","U",39,59.888,37.437,3,42.529,56,56.637
46.986,"Class2",69.302,"K","Z",32,92.034,67.256,86,65.38,56,8.449
45.238,"Class2",67.098,"V","Z",38,92.867,74.353,77,62.679,44,28.734
80.437,"Class1",30.913,"B","U",50,89.076,61.858,14,45.702,64,53.222
46.69,"Class2",70.671,"V","Z",43,96.271,56.958,69,64.877,48,8.59
75.779,"Class1",25.946,"I","W",19,42.906,39.976,12,41.169,65,70.883
25.794,"Class2",70.612,"K","O",38,84.109,77.483,73,55.766,50,47.784
76.434,"Class1",22.089,"T","W",33,15.19,65.702,19,43.317,68,54.137
59.245,"Class1",43.101,"B","H",28,14.299,64.454,3,39.107,31,60.599
61.421,"Class1",44.454,"B",NA,7,3.064,48.51,15,41.557,29,48.599
78.864,"Class1",13.901,"Q","Z",51,13.756,22.767,14,42.173,56,64.719
78.501,"Class1",40.517,"I","Y",39,60.966,51.686,12,44.092,45,48.081
80.616,"Class2",68.819,"K","Y",38,68.85,68.009,84,62.95,23,23.264
83.406,"Class1",4.481,"B","Z",26,6.583,25.693,12,45.115,69,57.546
68.723,"Class1",14.023,"T","H",12,91.34,39.091,12,38.472,65,60.009
60.543,"Class1",39.489,"T",NA,23,95.186,21.347,8,39.614,47,44.092
65.295,"Class2",69.106,"L","Z",38,77.323,69.75,85,63.087,50,28.241
61.082,"Class1",49.946,"Q","H",8,44.294,76.651,8,38.163,44,52.997
55.001,"Class2",69.55,"V","Z",40,86.507,65.97,77,73.303,44,51.986
84.54,"Class1",50.504,"T","Z",33,24.127,33.701,7,43.59,36,48.395
59.462,"Class2",66.83,"S","Y",41,74.641,81.041,70,54.906,26,10.666
47.193,"Class2",67.07,"K","Z",33,82.016,59.054,82,64.342,24,37.019
80.272,"Class1",58.042,"T","H",25,40.14,68.17,15,41.222,54,54.823
77.087,"Class1",30.121,"B","Z",10,14.26,44.627,11,40.627,43,61.989
32.049,"Class2",69.234,"S","O",33,75.08,78.285,77,60.678,55,24.672
63.327,"Class1",40.964,"Q","U",41,50.774,21.088,10,39.256,38,51.055
77.35,"Class1",59.989,"B","Z",41,43.71,52.764,4,44.883,56,47.617
62.41,"Class1",7.389,"Q","U",44,51.192,47.611,8,41.585,69,52.392
80.973,"Class1",16.685,"T","H",53,56.491,77.963,7,40.696,58,50.569
80.25,"Class1",22.055,"C","U",6,49.755,19.509,20,40.044,57,37.069
65.783,"Class1",67.171,"Q",NA,46,61.666,12.719,20,41.242,60,65.259
22.078,"Class2",68.358,"K",NA,37,101.41,66.032,86,56.885,44,-5.229
57.433,"Class2",70.598,"K","H",31,86.643,55.541,81,56.048,29,18.913
81.339,"Class1",36.975,"I","Z",30,18.982,11.335,17,40.441,43,48.516
73.509,"Class1",71.594,"T","H",18,39.211,36.114,14,45.381,49,55.721
68.937,"Class2",66.811,"S","O",42,91.68,78.479,80,69.579,51,14.761
70.502,"Class1",36.855,"C","Z",4,48.155,57.603,12,40.553,59,41.512
46.489,"Class2",67.269,"K","J",34,103.655,62.617,83,53.838,35,11.921
61.9,"Class2",69.683,"K","J",42,87.434,76.325,85,50.826,26,22.677
72.718,"Class1",14.289,"B","U",32,66.187,30.897,6,40.89,67,41.045
45.189,"Class2",66.532,"W","O",36,98.083,58.89,78,52.097,30,37.773
21.372,"Class2",68.742,"V","O",35,92.154,81.606,85,68.802,35,27.322
80.008,"Class1",-27.853,"B","Z",25,38.312,58.812,18,42.498,36,40.558
80.365,"Class1",58.047,"T","U",16,31.822,23.466,8,45.772,71,44.537
69.041,"Class1",65.027,"Q","Z",7,8.353,37.159,7,39.228,64,54.848
78.1,"Class1",43.626,"C","U",39,107.319,68.45,8,43.38,28,45.399
54.649,"Class2",69.171,"W","Y",36,81.307,82.742,79,73.066,43,2.457
65.188,"Class1",27.153,"C","Z",9,76.973,33.266,17,40.542,49,27.866
72.045,"Class2",67.757,"S","H",38,98.133,71.184,83,60.798,41,58.522
72.86,"Class2",69.794,"S","H",33,93.241,78.306,85,80.956,47,10.805
67.792,"Class1",45.655,"B","U",34,9.99,33.717,14,43.648,53,43.095
83.16,"Class1",58.374,"Q",NA,49,42.938,69.334,14,42.518,51,71.062
71.706,"Class1",44.649,"I","W",42,69.346,75.694,4,42.747,59,53.06
84.545,"Class1",10.682,"Q","W",15,55.253,26.125,3,40.18,60,46.988
63.585,"Class1",84.431,"T","Y",40,47.982,67.298,14,43.371,57,52.7
22.432,"Class2",68.607,"V",NA,36,93.754,64.694,86,70.566,53,25.624
67.811,"Class1",40.945,"I","W",56,4.295,24.373,14,41.187,70,35.891
59.302,"Class2",69.783,"L","Y",30,87.6,69.681,78,62.362,53,48.53
64.135,"Class2",68.899,"K","Z",37,96.241,58.863,72,78.139,28,2.03
46.088,"Class2",69.228,"V","O",34,85.565,67.851,88,65.183,33,20.991
NA,"Class1",51.26,"I","H",29,40.436,64.456,10,40.58,65,51.35
59.679,"Class2",67.649,"S","H",33,89.427,68.468,82,70.541,33,32.124
60.983,"Class1",38.292,"T","U",28,-4.141,67.29,16,38.19,70,27.238
65.662,"Class2",69.681,"V","Z",42,83.355,79.957,84,54.177,45,25.95
52.377,"Class2",68.429,"W","O",36,84.704,55.203,76,82.204,43,40.496
23.387,"Class2",68.446,"K","Z",39,85.204,73.54,77,55.713,50,45.466
74.803,"Class2",67.488,"K","Y",38,81.649,74.165,85,72.629,44,1.774
59.693,"Class2",68.859,"L","H",32,79.481,73.855,75,69.182,41,34.344
70.73,"Class2",68.887,"S","J",31,73.46,74.811,70,64.301,30,43.665
69.243,"Class2",68.59,"V","Z",36,73.025,59.515,83,82.129,26,-28.819
76.954,"Class1",35.737,"B","H",27,30.452,39.099,2,44.789,59,34.291
68.491,"Class1",46.842,"I","U",49,32.9,40.516,3,38.784,47,46.392
78.888,"Class1",47.257,"Q","W",43,70.104,69.86,12,39.784,30,41.761
73.935,"Class1",30.37,"T","U",3,77.379,14.262,14,38.293,74,65.432
70.82,"Class2",68.067,"L","H",30,68.658,62.527,76,63.739,51,9.866
63.857,"Class1",12.221,"T","Y",2,73.811,29.163,6,42.634,65,40.647
74.795,"Class1",17.625,"I","Z",3,13.632,62.433,15,43.261,34,36.769
73.969,"Class1",29.057,"T","Z",17,25.957,64.747,11,43.841,35,48.131
62.115,"Class1",34.445,"B","Y",50,25.182,10.648,2,44.736,65,58.241
65.907,"Class2",65.834,"W","J",39,83.933,73.805,77,66.707,43,71.54
56.514,"Class2",68.653,"L","H",37,88.536,73.698,73,74.728,29,5.253
26.117,"Class2",69.095,"L","Y",38,89.048,72.078,76,67.471,38,-1.255
43.695,"Class2",67.583,"L","J",40,94.692,78.189,80,53.826,36,46.923
60.399,"Class1",31.156,"B","U",44,83.493,26.153,3,43.486,50,46.558
55.936,"Class2",69.049,"S","Y",42,87.924,61.801,81,50.171,48,12.113
78.56,"Class1",10.591,"T","U",22,93.861,27.361,12,45.029,63,27.074
41.104,"Class2",68.668,"V","J",32,85.901,57.51,83,78.761,31,13.456
68.844,"Class1",92.875,"B","H",38,76.046,13.823,13,40.707,58,39.946
57.862,"Class2",69.445,"V","Z",31,88.648,59.92,85,52.17,38,24.776
63.257,"Class1",40.35,"T","H",22,40.943,39.059,11,45.347,36,47.431
60.46,"Class1",57.18,"Q","Y",31,-16.706,15.773,17,39.303,46,39.9
73.627,"Class2",67.532,"K","Y",30,89.407,73.185,88,82.485,43,31.766
60.292,"Class1",50.229,"I","H",12,1.605,18.02,13,44.01,64,59.182
22.685,"Class2",68.538,"W","H",30,90.019,82.41,75,54.655,49,31.732
74.788,"Class2",69.358,"V","J",30,93.756,73.515,80,78.894,43,51.914
62.82,"Class1",62.218,"C","Y",34,55.292,60.114,7,42.99,31,47.967
41.956,"Class2",69.063,"K","O",30,94.271,64.002,81,71.867,39,33.493
79.558,"Class1",38.819,"C","W",47,48.222,12.811,16,42.847,60,45.64
85.572,"Class1",77.432,"C","Z",20,92.818,72.037,14,43.476,66,36.675
77.398,"Class2",70.65,"V","Y",34,87.381,68.962,79,73.957,42,40.602
75.536,"Class1",28.654,"T","H",17,16.974,58.12,13,39.152,72,41.563
83.984,"Class1",75.706,"B","U",27,63.314,43.944,5,38.458,62,56.871
76.896,"Class1",35.131,"I","Y",36,66.563,63.041,4,40.907,61,50.861
74.878,"Class1",11.906,"C","H",16,32.594,49.165,6,41.739,63,37.673
54.093,"Class2",67.603,"S","Y",36,90.03,55.866,85,76.2,32,48.567
85.437,"Class1",-19.565,"B","W",15,38.462,39.578,5,45.183,39,53.254
54.626,"Class2",68.896,"V","Z",42,70.673,65.657,76,68.796,25,17.437
75.039,"Class1",87.618,"I","Z",41,55.899,20.28,12,43.381,35,37.254
20.755,"Class2",69.675,"V","Z",32,73.537,70.385,72,51.55,37,1.853
63.026,"Class2",67.842,"W","Z",30,68.853,58.362,86,69.6,34,32.534
59.706,"Class1",97.411,"Q","Z",20,43.23,12.559,4,43.31,74,54.081
67.985,"Class1",63.655,"C","H",9,52.661,30.18,18,44.067,59,63.298
80.277,"Class1",62.459,"Q","Y",8,55.632,55.083,15,43.323,47,53.533
79.669,"Class1",50.255,"C","Y",40,87.065,23.706,12,41.329,58,43.641
62.406,"Class2",69.032,"V","Y",33,79.021,82.637,71,81.38,49,42.675
75.861,"Class1",50.652,"B","H",56,49.878,65.605,4,39.164,41,23.285
56.211,"Class2",68.614,"K","Y",35,81.013,67.5,77,59.755,52,22.905
67.786,"Class1",19.766,"T","U",32,34.285,57.42,12,39.993,48,57.264
NA,"Class2",68.96,"S","Z",39,76.966,64.607,72,65.215,45,22.511
80.101,"Class2",69.591,"L","H",41,72.046,75.296,69,80.869,31,46.012
52.845,"Class2",69.13,"L","H",42,83.348,71.456,81,64.324,47,26.201
53.115,"Class2",69.477,"L","J",31,100.658,74.982,82,53.477,51,27.5
56.006,"Class2",68.76,"S","H",43,93.908,79.175,87,80.122,28,49.793
74.162,"Class2",67.737,"W","Z",38,96.459,68.868,82,72.895,33,36.666
77.997,"Class1",25.246,"B","Z",20,63.643,46.286,17,41.308,58,43.422
59.584,"Class2",67.526,"L","J",42,98.145,73.779,78,51.27,49,29.245
64.259,"Class2",67.575,"V","Y",34,82.75,62.697,75,56.728,45,8.283
82.545,"Class1",35.89,"I","Y",26,99.857,67.252,12,41.454,29,50.653
71.876,"Class1",53.773,"I","W",46,74.425,72.936,4,40.173,46,49.612
77.859,"Class1",25.767,"T","H",13,54.384,34.107,16,41.316,47,42.418
65.357,"Class1",37.357,"I","U",44,47.798,43.18,4,38.436,63,45.714
60.691,"Class1",33.747,"C","U",32,106.569,32.567,11,40.552,68,51.07
68.746,"Class1",53.666,"Q","H",15,43.313,55.119,19,39.772,59,41.541
65.424,"Class2",67.33,"W","Y",31,88.559,71.782,82,54.903,49,34.517
64.646,"Class1",46.559,"T","W",53,44.471,55.228,18,40.562,63,52.723
19.104,"Class2",69.159,"L","Y",36,95.507,77.98,88,77.734,40,18.877
78.193,"Class1",20.837,"Q","W",19,79.156,20.146,10,44.698,41,43.839
37.879,"Class2",68.291,"V","Z",33,85.86,72.495,72,76.459,53,35.316
73.036,"Class1",34.184,"T","U",33,57.517,42.001,3,41.675,49,58.526
61.516,"Class2",69.555,"K","J",36,57.55,71.128,69,55.3,28,-0.154
79.969,"Class1",22.996,"Q","Y",26,73.138,66.146,5,43.949,32,52.431
79.276,"Class1",13.816,"I","Z",45,19.225,56.768,9,38.662,65,49.807
83.613,"Class1",-32.136,"B","W",12,89.69,12.872,12,40.021,32,51.043
60.797,"Class1",24.99,"C","Y",10,85.402,45.802,14,44.844,31,28.681
32.584,"Class2",68.485,"W","Y",37,83.48,63.317,77,60.097,53,59.516
54.321,"Class2",68.91,"V","J",33,78.862,68.932,87,57.1,52,10.158
57.863,"Class2",69.057,"V","H",31,95.547,64.26,73,51.788,51,-3.473
59.069,"Class1",56.38,"T","Y",55,39.072,59.602,14,40.974,55,69.4
70.15,"Class1",15.369,"I","H",8,65.209,23.182,5,43.921,35,43.345
74.668,"Class2",69.318,"S","H",33,103.895,81.657,79,51.193,52,46.612
65.615,"Class1",81.822,"B","W",44,20.379,38.049,5,38.758,72,31.525
52.48,"Class2",68.903,"V","O",38,88.81,67.17,80,71.968,35,42.88
75.356,"Class1",78.672,"I","H",24,47.961,73.422,11,38.147,29,44.355
65.798,"Class2",69.52,"S","Z",32,87.956,64.522,81,52.795,34,21.448
60.848,"Class1",53.462,"B","Z",55,3.962,15.85,16,45.265,28,54.244
60.57,"Class2",67.254,"W","Y",36,94.642,78.876,78,78.744,56,47.48
60.313,"Class1",9.343,"C","H",16,49.295,58.703,13,44.248,45,35.805
77.697,"Class1",60.649,"Q","Y",16,41.118,35.982,19,44.085,65,43.162
66.276,"Class1",3.67,"C","U",28,11.486,41.277,19,39.052,72,70.816
47.666,"Class2",68.187,"K","Z",33,80.177,57.746,82,81.449,33,55.875
NA,"Class1",77.922,"T","U",41,39.391,47.914,4,41.258,55,27.199
65.523,"Class1",42.348,"T","W",43,19.868,18.332,15,40.641,36,49.711
75.514,"Class1",38.339,"I","U",45,43.6,10.359,2,42.86,34,59.086
25.383,"Class2",68.724,"S","H",30,92.015,63.274,75,70.966,51,38.26
55.4,"Class2",67.584,"S","O",37,89.163,78.427,85,66.708,29,12.608
47.68,"Class2",67.466,"V","Z",30,88.857,65.021,73,50.853,42,-29.993
53.838,"Class2",69.825,"V","Z",36,91.483,60.699,73,52.282,43,8.854
34.198,"Class2",67.059,"K","Z",41,81.906,57.614,71,61.152,55,53.34
74.692,"Class1",45.894,"Q","W",31,38.529,38.331,5,38.489,30,59.815
35.047,"Class2",68.558,"V","J",41,86.415,59.466,82,49.468,53,37.983
78.034,"Class1",56.421,"I","Y",36,34.577,50.593,20,39.365,36,27.051
24.57,"Class2",69.194,"L",NA,41,93.127,73.449,87,59.121,51,93.311
31.276,"Class2",69.788,"W","Y",41,98.539,73.866,79,76.496,24,28.039
82.392,"Class1",13.342,"I","U",17,51.93,31.111,6,45.881,29,45.204
80.834,"Class2",68.817,"V","J",43,98.567,59.416,79,49.975,51,83.044
80.676,"Class2",68.567,"K","Z",41,81.98,58.076,84,61.246,56,15.562
81.279,"Class1",63.277,"Q","W",38,42.945,21.424,4,41.771,60,60.424
70.6,"Class2",68.67,"V","J",33,93.011,74.007,81,63.201,43,40.477
67.909,"Class2",67.312,"L","H",41,86.528,59.434,78,69.585,53,10.783
35.411,"Class2",69.179,"S","O",42,105.35,70.283,70,60.249,46,-8.101
79.318,"Class1",82.787,"B","H",8,45.02,11.011,2,44.743,57,37.907
29.231,"Class2",69.922,"W","H",37,98.301,70.74,83,77.762,35,18.74
21.295,"Class2",67.957,"V","H",30,85.634,78.8,76,69.05,52,41.019
70.818,"Class2",67.684,"L",NA,38,90.225,60.851,77,62.885,51,28.036
68.7,"Class1",67.207,"Q","H",42,19.025,26.029,11,39.933,33,52.703
61.167,"Class1",61.28,"B","W",3,34.713,65.279,15,43.77,67,51.675
79.281,"Class1",69.374,"Q","Z",4,74.913,54.91,4,41.544,41,52.233
74.933,"Class2",69.485,"V","J",43,93.86,77.221,82,78.494,24,60.535
76.488,"Class1",32.18,"C","Y",49,38.335,46.335,7,43.765,43,59.714
47.983,"Class2",67.446,"W","Z",43,85.595,62.819,79,65.423,40,61.097
56.558,"Class2",67.791,"W","J",36,84.455,84.57,71,79.646,43,27.721
68.849,"Class1",33.928,"B","Z",8,63.168,30.147,11,43.042,71,50.775
77.888,"Class1",11.632,"C","Y",22,27.372,32.851,11,39.754,53,37.336
21.991,"Class2",69.445,"S","Z",37,73.479,79.386,72,65.98,42,44.377
34.8,"Class2",68.681,"L","Z",30,92.143,71.839,84,50.152,45,37.336
45.995,"Class2",67.877,"S","O",40,85.099,64.534,76,54.673,37,36.042
61.113,"Class1",52.499,"C","W",36,28.585,54.202,19,42.07,52,55.844
67.316,"Class2",68.53,"S","H",31,83.654,84.747,81,74.977,24,29.813
49.997,"Class2",69.463,"S","H",42,92.265,76.975,73,55.054,48,84.14
54.854,"Class2",67.924,"L",NA,31,85.125,55.487,71,66.041,32,19.435
83.265,"Class1",11.983,"Q","Z",42,59.471,50.168,13,38.622,68,44.692
65.802,"Class1",55.355,"I","Y",2,90.581,40.862,20,44.404,42,48.958
48.851,"Class2",70.226,"S","Z",36,77.998,78.202,74,82.935,41,11.987
78.534,"Class1",13.321,"B","W",42,56.497,70.124,19,45.994,43,42.496
35.987,"Class2",67.85,"W","J",42,89.048,62.599,84,68.602,28,31.883
NA,"Class2",68.329,"S","Y",43,88.534,77.604,79,50.93,22,42.029
82.478,"Class1",33.409,"C","Z",48,23.678,35.572,8,40.125,63,59.863
64.508,"Class1",31.028,"Q","Z",44,25.236,43.43,14,38.896,44,60.372
71.487,"Class1",34.911,"B","W",9,7.65,57.462,10,42.614,59,58.496
41.502,"Class2",66.032,"L","Z",41,91.125,65.159,82,56.413,56,42.047
78.074,"Class2",69.577,"K","Z",30,97.578,58.448,79,60.828,56,49.66
72.782,"Class2",67.781,"K","H",41,84.449,66.338,70,70.824,36,4.667
40.672,"Class2",68.579,"W","Z",36,79.46,55.514,80,54.747,30,-15.668
69.854,"Class1",10.391,"I","Y",46,37.012,17.747,14,41.907,42,44.218
70.587,"Class2",68.336,"S","H",35,94.771,77.25,73,58.647,33,11.683
