"I1","I2","I3","I4","I5","I6","I7","I8","Output8","I9","I10","I11"
25.865,55,35.267,53.334,87.47,74,"J",49,"Class2",46.792,"L",45.287
27.891,77,36.11,51.69,95.241,70,"K",54,"Class2",46.855,"Q",44.209
30.517,61,35.389,49.052,76.282,70,"K",59,"Class2",46.661,"Q",64.245
46.866,23,27.66,83.952,57.876,72,"U",76,"Class1",62.047,"Q",80.481
28.535,56,34.06,49.744,86.743,69,"R",54,"Class2",47.367,"C",49.757
29.397,65,32.89,43.144,84.46,75,"O",56,"Class2",NA,"L",45.239
31.615,18,25.997,81.688,41.654,73,"X",75,"Class1",75.862,"T",80.235
23.581,23,53.329,83.754,91.638,72,"X",47,"Class1",75.746,"Q",80.815
21.415,73,33.237,52.329,76.46,79,"O",58,"Class2",46.641,"L",66.543
25.263,22,18.432,90.672,89.897,72,"X",60,"Class1",64.946,"T",79.944
1.693,20,24.374,86.433,89.729,73,"R",45,"Class1",69.298,"Q",80.412
33.788,67,36.382,42.581,74.19,77,"E",49,"Class2",46.636,"M",86.018
48.205,21,62.508,81.743,80.703,73,"W",54,"Class1",66.176,"V",80.604
54.647,21,37.584,86.444,52.554,73,"Z",70,"Class1",80.874,"V",80.802
49.332,27,72.363,87.495,66.931,72,"R",40,"Class1",70.391,"U",80.394
35.907,64,33.007,46.162,75.583,68,"J",58,"Class2",47.418,"G",53.075
29.321,57,32.392,47.782,82.28,64,"O",53,"Class2",46.959,"M",44.468
37.648,26,27.28,87.918,69.21,72,"U",75,"Class1",71.85,"U",80.654
12.484,25,52.14,83.368,73.029,72,"R",76,"Class1",68.134,"W",80.825
71.556,18,54.88,90.735,61.189,73,"W",69,"Class1",76.242,"T",80.257
31.555,61,34.386,52.994,80.226,76,"J",53,"Class2",46.309,"C",53.752
28.302,62,33.154,50.808,86.055,82,"K",56,"Class2",46.314,"G",66.761
23.496,18,35.945,90.121,75.572,73,"R",61,"Class1",66.622,"W",80.482
28.931,62,33.296,48.628,77.366,79,"R",53,"Class2",47.507,"C",74.621
38.763,17,35.05,85.124,72.054,73,"W",59,"Class1",63.951,"W",80.27
6.794,20,31.469,87.527,92.6,73,"R",72,"Class1",68.975,"T",80.735
26.831,68,33.759,53.755,89.078,64,"O",49,"Class2",47.23,"Q",66.411
15.219,26,40.429,85.152,56.77,72,"Z",66,"Class1",56.459,"Q",80.057
38.226,73,32.672,53.518,80.83,69,"K",54,"Class2",47.405,"C",62.345
38.216,25,68.815,89.294,81.928,73,"U",50,"Class1",62.549,"Q",80.181
21.056,27,47.838,83.405,44.602,72,"U",42,"Class1",61.177,"V",79.777
33.17,74,32.711,50.661,91.838,78,"J",52,"Class2",NA,"L",50.721
31.909,71,36.533,45.979,89.444,69,"J",49,"Class2",47.307,"Q",49.511
39.541,26,56.396,86.543,60.074,73,"X",43,"Class1",59.916,"T",80.96
33.643,59,37.221,51.653,95.145,71,"O",53,"Class2",46.611,"L",71.951
2.732,24,63.387,89.511,89.074,73,"X",39,"Class1",77.205,"Q",80.811
30.488,59,34.094,51.917,80.617,76,"K",58,"Class2",47.892,"C",34.433
5.653,23,36.798,82.309,44.584,73,"X",70,"Class1",83.453,"V",80.513
27.801,73,34.456,48.137,82.457,80,"K",53,"Class2",47.139,"G",52.186
27.333,58,38.168,53.235,91.229,78,"R",55,"Class2",48.441,"C",58.33
36.364,54,33.428,43.434,93.313,71,"O",56,"Class2",47.444,"G",93.665
10.811,22,62.242,83.071,54.233,72,"R",50,"Class1",56.665,"T",80.501
34.01,69,34.367,42.111,93.461,68,"J",57,"Class2",47.337,"L",29.689
28.467,77,32.07,42.343,77.342,82,"K",56,"Class2",46.49,"Q",52.436
30.187,55,33.94,53.505,89.911,70,"O",52,"Class2",46.457,"C",48.179
12.973,18,64.101,89.633,63.651,72,"X",45,"Class1",71.527,"W",80.142
39.904,69,34.203,42.293,76.784,76,"R",54,"Class2",47.832,"G",74.031
31.428,75,33.219,44.678,77.048,66,"K",55,"Class2",47.007,"G",97.692
29.812,59,34.209,46.884,94.081,64,"O",52,"Class2",45.937,"G",66.727
37.324,26,38.269,84.023,78.876,73,"U",58,"Class1",66.636,"W",80.887
7.107,24,32.873,85.891,77.701,72,"W",71,"Class1",61.598,"V",80.527
53.353,25,54.225,82.856,61.084,72,"U",50,"Class1",63.084,"W",79.998
26.957,55,37.525,51.439,95.91,78,"K",56,"Class2",47.619,"L",53.438
18.791,19,59.445,87.541,88.68,73,"U",59,"Class1",52.137,"T",80.994
15.052,70,37.384,52.854,74.398,66,"K",56,"Class2",46.822,"L",92.242
30.097,68,35.741,42.2,84.807,66,"E",57,"Class2",46.514,"G",83.839
68.416,26,65.719,90.427,50.148,72,"W",62,"Class1",70.474,"T",80.633
30.866,64,33.166,47.582,87.705,70,"O",59,"Class2",47.431,"Q",87.66
19.519,69,33.265,46.409,84.796,65,"O",59,"Class2",46.732,NA,92.498
23.201,18,30.19,84.712,48.704,72,"Z",64,"Class1",64.528,"V",80.571
17.145,19,56.944,90.48,70.332,73,"R",40,"Class1",65.229,"V",80.857
27.36,67,37.19,47.835,83.935,70,"K",49,"Class2",47.471,"C",23.785
23.473,56,36.774,44.398,78.718,64,"J",58,"Class2",47.031,"G",52.172
26.658,75,36.875,44.343,92.321,81,"E",58,"Class2",46.451,"Q",27.932
31.576,20,17.834,82.617,49.267,72,"R",42,"Class1",64.486,"V",80.748
29.378,63,33.203,47.673,81.091,81,"K",53,"Class2",46.433,"L",51.634
25.317,67,36.041,50.127,80.131,70,"E",51,"Class2",48.139,"G",94.002
49.697,17,22.722,82.549,57.161,72,"R",54,"Class1",78.469,"V",80.69
15.85,17,26.118,89.21,77.419,72,"R",73,"Class1",71.675,"Q",80.402
41.701,64,33.202,45.487,90.349,75,"O",52,"Class2",45.329,"Q",77.809
19.432,27,67.341,88.54,35.224,72,"R",41,"Class1",59.099,"V",81.157
12.943,27,59.158,86.827,71.821,72,"Z",70,"Class1",82.546,"T",80.431
8.083,19,74.11,85.69,76.423,73,"R",69,"Class1",65.784,"U",81.519
33.457,25,46.58,87.107,55.105,73,"X",71,"Class1",64.735,"V",80.455
32.709,24,71.072,84.283,50.429,72,"W",65,"Class1",52.66,"T",80.29
21.329,17,58.967,89.995,72.642,72,"R",56,"Class1",71.858,"Q",79.837
26.617,26,31.108,81.197,76.841,73,"Z",75,"Class1",56.018,NA,80.545
22.974,74,35.644,53.406,94.866,80,"O",51,"Class2",47.605,"C",83.205
47.006,18,44.922,90.825,75.798,72,"Z",62,"Class1",89.06,NA,80.848
18.903,25,60.128,81.224,71.908,72,"R",61,"Class1",65.017,"U",80.461
29.373,74,37.25,43.88,85.116,78,"R",56,"Class2",47.154,"Q",57.792
31.875,63,32.851,48.169,85.838,81,"R",59,"Class2",47.13,"G",43.059
23.202,19,44.993,90.79,59.344,73,"W",65,"Class1",67.055,"U",80.187
59.788,21,45.281,85.953,68.924,72,"R",62,"Class1",55.922,"W",80.882
28.832,60,35.246,52.78,80.037,76,"O",59,"Class2",47.412,"L",87.233
39.444,23,42.802,85.21,35.605,73,"X",47,"Class1",58.546,"U",80.366
28.629,63,33.484,43.721,84.54,71,"O",54,"Class2",47.724,"L",75.157
33.072,17,39.16,89.021,55.669,72,"X",77,"Class1",61.779,"U",81.181
54.341,21,47.329,84.635,44.607,73,"X",50,"Class1",68.512,"Q",80.74
23.329,27,38.938,83.232,88.245,72,"X",64,"Class1",83.395,"V",80.778
22.373,27,30.092,82.744,45.846,73,"Z",46,"Class1",57.239,"V",80.349
31.359,19,24.398,83.738,39.503,72,"Z",51,"Class1",68.844,"T",80.429
22.481,23,21.472,88.252,42.43,73,"X",44,"Class1",NA,NA,80.798
26.619,66,32.75,43.541,77.687,64,"J",56,"Class2",46.927,"M",66.625
46.77,24,43.571,87.948,62.769,72,"W",59,"Class1",66.841,"W",79.861
29.374,63,33.789,44.066,75.143,75,"O",56,"Class2",46.25,"C",68.569
28.443,56,38.647,48.525,78.609,69,"J",54,"Class2",47.194,"C",77.104
10.145,19,20.503,85.08,36.473,73,"U",57,"Class1",76.678,"U",80.837
31.776,53,33.926,46.822,92.874,77,"R",55,"Class2",47.155,"Q",69.892
24.812,19,28.247,85.486,41.477,72,"X",78,"Class1",NA,"T",80.364
31.646,68,37.576,50.353,79.493,76,"R",49,"Class2",46.91,"L",41.405
34.924,21,62.012,86.382,84.065,73,"W",74,"Class1",83.928,"T",79.764
28.757,68,37.748,43.914,78.542,81,"E",54,"Class2",47.885,"G",53.014
45.307,23,49.8,87.219,74.612,72,"X",47,"Class1",67.737,"W",80.179
21.355,72,32.741,52.495,95.419,67,"E",50,"Class2",47.515,"Q",53.208
27.637,68,37.201,45.624,82.866,73,"E",59,"Class2",47.498,"G",91.355
23.692,77,34.578,50.473,90.56,70,"J",53,"Class2",46.613,"L",58.377
33.228,25,33.289,85.994,59.105,73,"W",49,"Class1",85.624,"V",80.638
22.704,54,33.123,50.718,85.246,66,"J",50,"Class2",46.054,"L",70.649
13.89,27,41.913,86.582,56.433,73,"U",49,"Class1",NA,"Q",80.487
45.693,21,68.138,84.272,71.045,73,"X",64,"Class1",59.621,"V",79.804
7.704,18,39.512,90.14,58.584,72,"W",39,"Class1",59.87,"V",81.142
26.741,52,33.438,44.435,74.669,73,"J",58,"Class2",47.902,"L",61.785
16.593,24,65.162,90.469,70.636,73,"Z",66,"Class1",62.934,"W",80.171
30.399,72,38.72,44.211,86.497,78,"O",53,"Class2",46.65,"G",61.263
37.712,21,37.039,81.758,41.209,72,"Z",54,"Class1",60.011,"U",80.487
8.321,21,29.186,81.931,83.992,72,"R",41,"Class1",68.683,"T",80.32
28.99,23,43.663,88.134,48.359,73,"Z",50,"Class1",66.437,"U",80.739
-38.252,19,39.186,86.499,62.106,73,"W",78,"Class1",66.242,"W",80.397
26.851,53,33.802,50.229,79.527,64,"K",51,"Class2",46.72,"C",73.236
32.417,17,51.114,89.134,56.853,72,"W",72,"Class1",66.311,"Q",80.627
27.353,27,69.117,89.036,86.299,73,"W",44,"Class1",49.884,"Q",80.258
66.163,18,45.1,83.983,76.354,72,"Z",53,"Class1",67.71,"T",80.377
30.013,75,32.932,53.769,81.749,68,"O",54,"Class2",46.977,"C",84.924
22.494,21,38.755,81.112,45.533,73,"R",63,"Class1",73.326,NA,80.9
36.06,53,35.026,44.424,81.969,69,"R",57,"Class2",47.052,"C",64.839
37.397,26,74.614,87.411,65.435,73,"W",76,"Class1",68.77,"W",80.145
30.369,52,32.845,43.698,89.229,79,"R",50,"Class2",46.656,"G",62.214
23.649,63,35.363,42.08,84.803,65,"K",58,"Class2",47.008,"Q",63.733
30.334,60,36.387,47.897,94.954,68,"R",52,"Class2",NA,"G",74.268
24.558,64,34.846,46.337,94.401,66,"E",57,"Class2",47.613,"Q",46.079
39.952,17,64.813,84.384,71.959,73,"U",70,"Class1",NA,"U",80.54
37.434,66,38.196,45.513,76.493,79,"K",59,"Class2",46.684,"Q",52.626
27.399,74,37.297,46.218,84.356,64,"E",53,"Class2",47.03,"C",44.877
28.347,56,33.268,43.067,74.067,68,"R",59,"Class2",46.611,"Q",69.911
50.538,27,41.79,85.551,44.262,73,"W",75,"Class1",57.702,"Q",80.459
34.319,19,73.144,87.303,82.585,72,"W",45,"Class1",57.811,"V",80.625
26.895,55,32.387,43.324,86.119,82,"K",53,"Class2",47.327,"L",66.64
24.309,75,35.405,46.132,86.931,79,"O",59,"Class2",47.19,"M",66.331
-1.574,17,68.698,84.456,74.347,72,"R",72,"Class1",73.405,"U",80.041
58.415,24,63.245,87.677,66.085,73,"X",61,"Class1",57.844,"Q",80.483
31.522,70,35.824,49.565,95.939,78,"O",50,"Class2",46.691,"C",49.429
48.853,24,41.047,82.712,36.381,72,"W",69,"Class1",58.159,"W",80.21
37.207,18,17.449,90.029,66.841,73,"Z",51,"Class1",63.796,"U",80.544
48.973,22,46.653,81.383,84.898,72,"R",67,"Class1",71.341,"T",79.803
34.831,62,33.8,45.482,84.14,65,"J",51,"Class2",46.398,"C",30.111
20.892,20,56.454,83.665,81.624,73,"U",77,"Class1",56.797,"T",80.255
41.081,55,38.097,52.354,76.754,78,"K",53,"Class2",46.834,"M",55.178
20.831,17,19.878,81.006,36.145,72,"Z",77,"Class1",76.183,"V",79.953
29.864,26,38.072,81.353,90.607,72,"U",59,"Class1",57.084,NA,80.757
28.843,20,68.525,90.707,73.862,72,"U",74,"Class1",71.203,"V",80.567
58.642,26,65.012,88.674,70.78,72,"Z",54,"Class1",71.739,"U",79.792
35.295,63,36.718,49.946,79.078,78,"K",50,"Class2",48.171,"Q",60.515
30.994,26,60.673,82.283,39.727,72,"U",71,"Class1",62.745,"Q",81.017
24.931,60,34.367,42.404,78.8,82,"R",49,"Class2",46.971,"C",57.209
34.902,74,38.519,52.592,79.123,78,"O",58,"Class2",46.383,"M",96.32
13.484,17,62.984,88.191,93.496,72,"Z",76,"Class1",60.131,"W",80.466
31.707,53,35.986,46.587,94.047,79,"E",52,"Class2",47.163,"M",85.553
30.82,62,37.568,50.404,82.296,82,"E",54,"Class2",NA,"L",40.601
31.977,74,34.149,44.256,92.457,73,"R",51,"Class2",46.921,"G",63.248
14.769,19,72.899,89.723,91.386,72,"R",62,"Class1",74.812,"V",80.646
29.652,57,32.451,44.017,90.956,70,"K",58,"Class2",47.956,"M",51.251
46.307,22,54.222,90.416,76.894,72,"W",61,"Class1",64.071,"V",80.54
24.643,67,35.27,45.815,92.452,76,"J",58,"Class2",46.248,"L",35.584
36.445,20,61.247,86.378,38.01,73,"U",70,"Class1",76.297,"T",80.852
30.58,63,37.777,48.247,83.383,80,"K",53,"Class2",45.702,"M",80.422
-9.113,27,44.92,83.143,81.581,72,"Z",65,"Class1",64.086,"U",80.411
18.922,54,33.081,51.241,88.269,76,"J",49,"Class2",46.79,"M",67.9
46.419,27,72.293,83.35,75.47,73,"R",44,"Class1",77.288,"V",80.857
36.126,65,36.286,53.142,86.089,65,"O",55,"Class2",47.36,"M",63.018
31.728,60,32.536,47.115,95.721,77,"O",53,"Class2",45.87,"Q",73.437
22.874,61,35.438,46.168,82.894,68,"K",52,"Class2",46.704,"M",37.91
42.837,17,36.482,88.205,60.611,72,"U",65,"Class1",56.216,"T",80.294
42.344,27,44.666,88.941,74.432,72,"U",43,"Class1",72.967,"W",80.812
-27.331,17,68.358,85.611,90.07,72,"W",61,"Class1",66.448,"Q",80.678
43.147,19,24.811,81.453,88.057,72,"U",63,"Class1",67.115,"Q",80.588
36.153,61,38.298,44.527,74.96,65,"J",51,"Class2",47.336,"G",58.067
34.131,64,34.536,43.937,80.548,80,"R",50,"Class2",47.278,"C",92.148
30.156,24,51.013,81.952,37.486,72,"W",75,"Class1",64.991,"T",80.362
35.025,75,32.358,48.384,94.253,72,"R",51,"Class2",47.795,"C",28.462
20.437,18,29.165,90.624,81.947,72,"R",52,"Class1",54.822,"Q",80.093
68.903,26,41.399,81.486,62.648,72,"W",77,"Class1",NA,"U",80.966
42.423,18,43.085,85.238,81.949,73,"X",49,"Class1",70.68,"V",80.145
-4.293,22,65.694,82.18,76.072,72,"Z",59,"Class1",74.549,"T",80.666
29.993,26,44.776,83.425,90.779,72,"W",57,"Class1",66.051,"Q",80.332
25.656,63,34.736,45.663,94.338,68,"R",56,"Class2",47.715,"L",46.938
32.921,72,33.867,42.715,79.611,74,"O",50,"Class2",46.072,"L",46.909
36.343,17,42.576,84.148,48.565,72,"X",50,"Class1",65.275,"W",80.468
30.246,77,33.956,44.975,83.724,78,"E",51,"Class2",47.402,"Q",72.503
30.683,62,36.812,50.592,82.751,69,"J",58,"Class2",47.576,"Q",82.929
16.35,53,33.15,49.761,92.814,78,"E",59,"Class2",46.845,"M",53.011
31.708,73,36.961,49.328,94.12,78,"R",59,"Class2",47.467,"Q",48.255
27.349,26,67.999,90.692,87.853,73,"W",64,"Class1",76.29,"T",79.858
75.206,20,21.246,89.193,75.051,72,"Z",61,"Class1",68.361,"T",80.958
39.458,55,38.654,45.747,88.678,64,"R",58,"Class2",47.718,"M",82.19
20.456,76,35.162,51.261,93.2,69,"J",59,"Class2",46.651,"M",101.01
27.408,75,34.893,47.942,79.604,81,"J",52,"Class2",46.294,"L",55.011
28.667,53,32.796,45.021,81.631,80,"K",53,"Class2",45.036,"G",67.273
47.017,26,24.647,85.232,77.204,72,"W",44,"Class1",64.712,NA,80.789
30.545,62,35.893,45.299,79.2,67,"K",49,"Class2",47.351,"Q",77.243
35.245,63,37.842,50.168,91.802,80,"O",56,"Class2",46.584,"C",62.03
34.754,63,32.678,43.436,80.263,69,"K",50,"Class2",46.575,"G",56.051
32.84,68,32.721,49.144,90.656,82,"K",51,"Class2",47.504,"Q",23.691
14.338,54,38.223,43.244,81.974,77,"J",57,"Class2",46.125,"G",96.41
23.464,68,33.309,51.622,87.309,76,"J",58,"Class2",47.009,"Q",60.728
60.617,23,24.216,82.418,88.576,72,"X",74,"Class1",68.303,"U",80.448
0.25,20,57.303,82.642,64.119,73,"Z",51,"Class1",62.124,"V",80.658
17.259,19,23.021,82.064,47.935,73,"W",74,"Class1",45.22,"Q",80.901
20.82,21,71.055,87.584,89.056,73,"R",53,"Class1",65.398,"V",80.884
29.362,76,37.698,45.739,94.312,82,"E",53,"Class2",47.734,"C",62.155
58.543,18,49.311,86.904,59.144,72,"R",64,"Class1",77.143,"Q",79.795
37.225,18,58.952,87.526,75.75,72,"Z",77,"Class1",63.818,"Q",81.231
39.212,25,29.917,86.235,62.802,72,"X",73,"Class1",72.08,"W",80.463
1.038,19,50.426,81.185,51.313,72,"W",54,"Class1",43.196,"U",80.477
28.814,75,34.431,42.57,92.011,72,"E",52,"Class2",47.497,"M",61.127
29.61,64,35.384,42.069,94.077,81,"K",57,"Class2",47.621,"M",66.171
28.332,52,32.515,46.559,87.865,75,"R",56,"Class2",47.029,"Q",41.434
24.987,19,42.784,86.222,57.83,72,"U",51,"Class1",45.371,"U",80.832
15.725,25,17.685,86.153,51.825,72,"Z",47,"Class1",74.992,"T",80.708
28.351,25,36.591,89.299,61.022,72,"X",68,"Class1",56.18,"W",80.005
45.769,27,62.065,89.921,49.98,72,"Z",74,"Class1",62.311,"T",80.324
37.179,76,34.071,48.456,95.105,81,"R",51,"Class2",47.435,"G",91.837
32.716,70,38.533,43.386,84.875,66,"K",49,"Class2",46.697,"C",62.467
-13.002,18,51.431,90.106,90.103,73,"U",77,"Class1",61.793,"V",80.186
16.592,22,57.264,88.032,88.495,73,"X",56,"Class1",70.077,"V",80.622
38.171,18,39.995,86.598,35.449,72,"X",68,"Class1",68.136,"U",80.141
13.21,27,53.029,90.74,91.567,72,"U",46,"Class1",73.687,"W",80.485
38.456,18,51.845,86.99,56.467,72,"R",53,"Class1",83.339,"T",80.139
37.339,65,33.162,53.172,87.46,76,"E",49,"Class2",NA,"L",81.376
30.674,73,34.603,49.488,83.455,65,"E",56,"Class2",47.029,"G",64.081
32.846,76,36.692,52.156,78.475,76,"R",54,"Class2",47.211,"C",57.932
27.46,19,17.689,89.428,84.476,72,"U",49,"Class1",74.292,"U",80.5
30.254,63,33.936,47.033,80.908,68,"K",50,"Class2",45.557,NA,56.767
28.26,58,34.308,43.394,95.378,70,"E",54,"Class2",47.106,"C",68.109
25.001,67,36.526,51.401,90.566,67,"J",59,"Class2",46.862,NA,86.99
31.564,19,35.216,86.253,49.705,72,"X",62,"Class1",78.032,"Q",80.715
25.265,67,35.003,52.86,90.393,71,"R",52,"Class2",46.77,"G",0.338
43.618,20,35.556,86.843,60.061,73,"U",43,"Class1",78.127,"T",80.831
31.301,71,33.44,50.157,90.295,69,"K",55,"Class2",45.904,"Q",55.139
19.541,26,58.916,86.037,83.061,73,"R",67,"Class1",70.568,NA,80.056
29.137,72,38.654,49.906,90.19,68,"E",55,"Class2",46.821,"Q",90.481
58.437,21,53.392,86.552,56.394,72,"U",65,"Class1",67.096,"Q",80.147
42.616,68,32.057,53.32,83.468,67,"R",51,"Class2",46.951,"G",83.579
49.96,24,53.701,86.693,76.782,72,"U",55,"Class1",92.057,NA,80.421
41.476,22,34.744,85.194,77.049,72,"R",42,"Class1",70.791,"U",80.316
27.391,18,65.096,88.082,71.564,73,"U",78,"Class1",55.934,"V",79.896
26.442,55,36.728,42.16,74.031,72,"K",51,"Class2",47.465,"Q",47.748
28.5,58,33.15,49.713,88.211,76,"E",56,"Class2",47.123,"C",68.105
12.242,24,29.401,87.806,82.226,73,"R",45,"Class1",59.019,"U",80.527
38.468,20,43.795,84.051,56.878,73,"X",50,"Class1",56.321,"T",80.241
34.698,74,35.762,44.994,74.734,70,"J",58,"Class2",45.809,"M",72.59
40.823,27,25.157,86.442,83.297,73,"X",57,"Class1",87.055,"V",80.44
25.446,23,25.114,90.727,86.338,73,"X",42,"Class1",71.934,"W",80.817
22.282,58,37.655,51.967,84.539,75,"K",59,"Class2",47.304,"L",82.321
34.593,20,68.813,88.13,76.379,73,"W",62,"Class1",66.245,"T",80.551
35.269,55,38.974,45.155,93.525,64,"E",57,"Class2",NA,"L",93.939
30.458,56,37.984,46.995,82.895,77,"J",49,"Class2",46.557,"G",27.312
-0.108,24,23.806,88.521,43.047,72,"X",44,"Class1",68.048,"T",80.936
34.019,57,35.33,48.442,89.141,76,"E",49,"Class2",47.612,"Q",49.542
23.289,26,38.957,88.011,39.444,72,"U",64,"Class1",67.974,"V",80.602
61.454,18,18.679,84.282,55.736,72,"Z",65,"Class1",80.087,"V",80.539
26.146,64,32.223,51.862,89.734,65,"R",58,"Class2",44.965,"Q",52.532
22.7,27,50.472,85.943,60.015,73,"R",69,"Class1",75.141,"U",80.108
28.076,77,36.173,51.925,83.293,78,"E",50,"Class2",47.131,"M",91.216
12.328,17,24.613,82.618,37.213,73,"R",39,"Class1",69.185,"U",80.397
28.104,76,35.972,45.268,86.6,68,"O",49,"Class2",NA,NA,63.209
17.293,26,34.5,89.099,40.068,72,"Z",74,"Class1",61.536,"Q",80.793
36.808,64,38.094,49.891,93.968,72,"K",56,"Class2",46.57,"G",64.667
34.975,66,35.195,49.458,83.152,74,"K",56,"Class2",46.771,"Q",103.702
29.209,18,37.061,86.747,90.657,72,"X",58,"Class1",78.237,"V",81.007
27.448,67,35.08,45.429,78.008,75,"R",59,"Class2",46.281,"G",62.899
54.728,18,45.947,81.567,78.279,72,"Z",65,"Class1",71.324,"W",81.388
23.602,52,37.105,49.128,85.442,71,"J",53,"Class2",47.395,"G",65.243
25.243,24,48.553,90.113,43.988,72,"Z",64,"Class1",73.814,"T",80.292
35.635,59,36.12,50.241,82.223,74,"K",57,"Class2",48.038,"C",63.655
55.491,23,54.748,86.06,51.252,73,"X",54,"Class1",NA,"U",80.368
36.533,54,36.649,47.842,89.242,74,"R",58,"Class2",46.705,"M",47.554
25.686,69,36.344,49.913,90.466,65,"E",51,"Class2",46.652,"C",94.496
27.677,66,34.898,43.899,82.752,76,"K",56,"Class2",46.318,"Q",112.043
27.258,73,36.981,51.198,90.289,72,"E",59,"Class2",47.467,"G",42.586
26.757,55,36.548,47.956,90.473,76,"J",55,"Class2",48.117,"L",43.325
51.973,17,48.173,85.365,68.996,72,"U",70,"Class1",71.341,"Q",80.404
40.4,19,70.648,81.419,39.93,72,"X",65,"Class1",NA,"W",80.637
35.647,67,32.986,50.199,90.788,68,"J",56,"Class2",47.918,"C",53.283
26.602,71,36.988,53.117,81.072,66,"R",59,"Class2",46.335,"G",84.626
27.537,61,34.437,51.191,86.739,65,"E",57,"Class2",45.486,"L",55.353
41.34,21,20.62,89.983,63.986,72,"W",76,"Class1",68.474,"T",81.293
25.815,17,23.309,87.973,90.285,72,"R",45,"Class1",57.297,"Q",80.312
35.471,52,37.036,45.26,86.656,82,"O",56,"Class2",47.548,"L",37.602
29.158,53,37.553,46.739,84.029,69,"O",50,"Class2",47.252,"M",53.747
32.606,62,36.694,43.5,79.618,67,"E",51,"Class2",47.059,"M",35.771
37.52,64,32.992,48.581,91.649,79,"E",51,"Class2",46.995,"G",104.593
23.843,72,33.677,47.723,74.288,79,"J",53,"Class2",48.664,"M",72.394
28.421,64,33.441,43.707,83.591,78,"J",50,"Class2",47.409,"Q",55.047
27.642,77,33.127,51.564,75.618,80,"R",49,"Class2",46.932,"M",46.267
20.667,22,41.017,90.097,68.063,73,"R",55,"Class1",55.719,"V",80.586
28.861,75,32.133,47.847,75.812,64,"K",57,"Class2",47.089,NA,76.527
30.283,64,33.203,49.177,76.776,81,"K",55,"Class2",47.201,"L",68.463
29.745,20,52.109,81.178,47.517,73,"W",78,"Class1",NA,"V",80.465
11.181,26,17.199,87.082,53.143,73,"W",43,"Class1",66.581,"U",80.396
49.813,27,58.054,84.558,87.998,73,"U",41,"Class1",54.591,"W",80.56
22.337,58,37.205,52.327,74.438,77,"J",54,"Class2",NA,NA,66.372
42.092,21,23.262,82.048,64.069,72,"W",49,"Class1",NA,"T",80.635
9.777,20,56.504,82.213,47.533,73,"U",54,"Class1",68.121,"T",80.839
31.599,76,33.028,53.384,88.263,71,"K",55,"Class2",47.11,"Q",52.007
35.565,17,52.986,84.406,93.928,72,"R",56,"Class1",58.955,"V",80.517
28.155,23,60.036,82.481,63.377,73,"Z",52,"Class1",58.869,"V",80.026
38.416,22,50.141,81.732,82.245,72,"R",66,"Class1",76.074,"W",80.15
25.941,58,33.323,48.846,91.993,67,"E",58,"Class2",46.13,"C",65.417
31.879,63,34.661,45.006,74.152,81,"E",56,"Class2",46.795,"Q",47.26
36.888,18,45.008,88.6,39.292,72,"W",78,"Class1",89.78,"V",80.895
-17.715,25,51.343,88.674,63.361,73,"U",71,"Class1",78.578,"W",80.675
32.289,63,36.113,50.319,84.862,66,"J",49,"Class2",47.206,"M",78.806
22.141,66,32.213,48.377,94.282,74,"K",56,"Class2",46.979,"Q",66.198
27.856,55,34.919,49.594,88.79,66,"K",49,"Class2",46.544,"G",48.21
37.286,59,37.276,45.863,91.245,81,"E",51,"Class2",46.349,"C",78.145
26.006,56,32.447,53.725,77.479,68,"E",58,"Class2",46.088,"M",96.164
29.448,67,37.73,45.456,79.406,67,"O",54,"Class2",47.467,"L",63.786
27.906,73,37.347,51.508,77.014,70,"E",50,"Class2",46.606,"C",47.916
39.998,72,38.613,53.032,84.305,67,"E",49,"Class2",47.016,"M",71.182
24.995,65,35.286,51.677,83.711,80,"O",58,"Class2",46.771,"L",26.168
13.704,27,28.712,89.681,55.911,72,"U",59,"Class1",63.918,"Q",80.695
55.54,26,72.158,86.08,79.678,73,"R",42,"Class1",68.826,"T",80.423
34.975,57,36.787,52.358,74.202,74,"O",56,"Class2",46.879,"M",68.181
38.026,57,32.805,43.841,78.411,67,"R",59,"Class2",45.458,"Q",34.583
25.556,70,35.922,47.218,84.606,80,"O",57,"Class2",46.651,"G",97.485
54.796,22,73.327,85.502,84.51,72,"U",40,"Class1",73.857,"Q",80.547
33.682,70,33.231,45.274,92.396,66,"O",49,"Class2",47.439,NA,69.68
63.772,18,37.464,83.551,44.618,73,"R",59,"Class1",60.076,"W",80.437
22.804,20,71.881,90.384,55.315,72,"R",68,"Class1",61.976,"T",80.733
-4.424,22,59.164,85.919,50.199,72,"U",52,"Class1",57.374,"T",80.058
39.989,20,17.346,81.355,83.578,73,"U",58,"Class1",62.937,"Q",80.787
49.212,25,70.2,90.563,68.013,73,"W",63,"Class1",78.209,"W",80.267
35.666,74,36.757,53.631,81.284,64,"K",50,"Class2",47.616,"L",91.055
14.676,19,56.164,87.768,91.914,73,"X",46,"Class1",61.15,"T",80.083
46.614,19,18.683,90.963,51.382,72,"R",45,"Class1",66.55,"V",80.722
20.966,23,57.61,86.297,69.255,72,"U",63,"Class1",64.956,"U",81.06
18.223,54,38.722,53.24,90.281,81,"K",53,"Class2",NA,"M",53.272
