"Output4","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","E11"
"Class2",60,92,60.311,14.759,34.75,"H",31.997,66,12.739,"B",45.085
"Class1",31,68,64.7,83.093,75.671,"F",57.676,61,64.4,"J",15.963
"Class3",32,41,53.002,40.158,83.852,"L",48.963,88,39.524,"A",52.73
"Class1",20,72,66.785,82.748,97.09,"I",77.553,73,48.176,"U",17.621
"Class3",31,77,51.957,50.915,75.054,"F",44.103,89,75,"Z",57.542
"Class3",34,47,50.996,63.169,91.899,"F",51.227,77,40.151,"A",60.935
"Class2",59,93,58.076,20.267,40.832,"J",31.21,52,6.861,"U",67.594
"Class1",21,71,77.476,81.989,57.39,"F",51.342,46,58.587,"R",24.777
"Class3",30,67,52.526,29.215,77.238,"V",32.452,83,40.108,"A",59.208
"Class3",35,30,55.269,38.621,84.5,"O",41.892,81,47.133,"P",56.167
"Class3",28,56,51.094,49.463,81.052,"F",40.384,93,80.175,"A",61.079
"Class4",2,66,61.927,48.269,71.092,"L",45.467,56,54.638,"D",86.304
"Class3",30,30,55.45,59.704,85.307,"F",46.598,84,51.016,"A",56.238
"Class2",88,92,60.531,6.962,38.614,"F",34.272,55,33.213,"U",70.34
"Class4",35,71,56.262,64.887,52.942,"E",45.191,51,59.004,"T",82.16
"Class1",3,76,49.108,89.904,75.987,"H",42.204,40,42.067,"C",24.727
"Class3",34,66,59.156,66.026,78.553,"O",37.747,88,63.704,"Z",52.445
"Class1",23,80,68.783,80.128,79.963,"I",55.61,28,54.311,"K",20.508
"Class3",28,12,47.753,63.74,75.263,"V",51.704,90,36.943,"P",65.772
"Class4",29,64,78.957,31.734,49.905,"J",45.7,56,60.769,"T",81.461
"Class1",17,78,66.031,71.251,97.446,"H",53.89,49,45.427,"U",16.468
"Class4",39,70,24.62,67.579,81.891,"U",44.662,55,55.067,"H",75.628
"Class2",95,92,56.087,17.737,48.112,"J",26.997,58,-1.652,"U",67.517
"Class2",60,94,61.486,18.975,40.472,"L",18.794,50,-0.412,"J",62.009
"Class2",73,93,62.374,6.819,33.254,"H",37.795,59,22.544,"B",77.287
"Class3",29,83,47.277,29.219,84.563,"V",26.104,94,40.044,"D",58.598
"Class2",44,94,61.961,19.703,40.713,"F",18.47,69,15.73,"V",77.563
"Class3",29,36,44.66,50.796,91.735,"L",42.005,74,53.468,"D",50.857
"Class1",5,80,74.528,91.595,44.291,"Q",42.927,58,40.587,"C",16.086
"Class1",27,69,70.016,72.238,70.187,"Q",72.25,16,46.018,"U",18.632
"Class2",47,94,59.193,22.028,37.775,"F",30.185,52,16.085,"J",72.886
"Class2",76,94,60.354,16.765,31.37,"H",36.017,56,13.464,"V",44.473
"Class4",2,88,20.63,58.878,48.972,"E",45.418,59,43.572,"H",85.56
"Class2",36,93,56.81,4.542,42.585,"H",36.902,50,17.424,"U",76.243
"Class2",48,93,60.144,21.345,44.575,"H",41.12,64,3.996,"B",47.757
"Class1",17,79,60.563,87.714,84.837,"I",71.708,22,41.157,"K",22.96
"Class2",89,92,57.977,15.312,41.75,"F",29.049,64,15.912,"B",64.363
"Class1",32,77,66.785,65.309,43.947,"I",66.018,19,69.165,"K",25.863
"Class4",28,64,28.593,49.883,49.175,"U",44.786,63,51.403,"U",72.207
"Class3",32,66,52.93,NA,84.637,"O",31.025,74,65.884,"M",55.779
"Class2",52,93,61.909,12.602,26.788,"O",30.24,60,22.404,"B",42.463
"Class1",33,68,72.07,NA,75.133,"E",71.362,38,36.942,"R",19.052
"Class1",22,74,73.444,76.675,78.008,"I",71.665,43,45.136,"K",20.52
"Class2",78,92,58.986,8.138,48.596,"F",39.573,65,9.107,"U",44.75
"Class1",24,76,74.941,91.918,93.451,"H",50.589,69,61.371,"J",22.448
"Class1",5,81,65.275,65.81,69.25,"Q",73.786,71,62.182,"K",18.945
"Class4",17,70,52.695,42.253,54.919,"E",45.625,48,56.467,"H",66.415
"Class2",37,93,57.248,21.457,35.139,"H",30.523,56,12.662,"L",44.213
"Class1",12,70,84.372,81.052,92.136,"E",33.637,21,28.953,"U",25.21
"Class1",6,72,74.754,62.23,67.43,"H",40.446,48,37.846,"K",28.199
"Class1",8,68,67.503,64.927,51.916,"H",46.638,28,52.318,"K",24.104
"Class3",29,52,50.449,54.174,84.182,"F",39.502,75,35.384,"P",61.1
"Class3",31,79,51.33,51.91,83.533,"L",36.348,85,58.334,"D",65.779
"Class4",37,73,57.663,61.521,73.958,"L",45.771,61,49.778,"B",63.493
"Class1",10,70,79.885,70.186,84.057,"F",59.08,57,57.318,"C",15.975
"Class1",24,75,48.851,63.818,40.955,"Q",59.929,44,60.997,"K",20.377
"Class3",29,66,56.869,30.166,80.443,"L",39.14,89,63.332,"A",49.686
"Class3",30,87,60.363,41.534,85.803,"F",32.279,76,76.774,"D",65.304
"Class3",33,49,47.835,23.3,80.273,"L",33.021,79,39.801,"M",53.674
"Class1",18,75,87.755,67.251,86.23,"Q",53.529,45,NA,"K",16.346
"Class1",2,79,81.371,NA,44.53,"E",62.857,63,61.382,"R",29.411
"Class3",35,87,42.272,25.858,84.934,"L",27.967,78,53.497,"A",50.915
"Class1",33,75,49.76,71.473,85.805,"I",81.78,33,55.905,"R",16.209
"Class1",27,67,73.465,71.056,72.65,"E",62.561,53,32.414,"K",27.712
"Class2",76,93,59.294,13.463,27.383,"J",22.693,57,17.651,"U",58.752
"Class4",18,62,39.288,39.349,68.738,"L",45.805,49,59.607,"B",86.429
"Class2",42,94,56.372,11.656,49.617,"H",31.274,57,-3.857,"V",53.336
"Class1",17,76,71.085,NA,57.923,"E",52.711,20,50.425,"C",17.457
"Class4",29,66,71.411,56.889,47.545,"J",45.471,64,58.313,"H",64.554
"Class1",22,76,78.325,75.418,61.623,"H",61.399,17,59.837,"C",29.775
"Class4",32,52,68.434,24.391,78.731,"M",45.381,59,50.898,"D",71.001
"Class2",95,93,61.601,19.7,34.24,"F",39.97,65,NA,"L",63.553
"Class4",21,83,30.457,NA,65.111,"L",46.132,49,59.156,"H",73.608
"Class3",31,51,57.029,64.779,87.504,"L",35.559,90,48.111,"Z",64.685
"Class3",30,32,47.865,48.627,77.862,"F",52.275,90,57.193,"Z",62.158
"Class4",15,60,64.156,26.164,79.335,"J",45.267,63,52.753,"H",87.996
"Class4",25,96,14.03,59.281,85.347,"L",45.572,49,55.077,"D",87.234
"Class4",29,94,45.297,43.158,44.245,"J",45.473,56,41.881,"T",64.905
"Class4",21,72,53.746,24.919,67.076,"M",45.028,60,54.565,"H",85.555
"Class3",35,53,60.069,NA,87.007,"V",49.456,89,59.177,"Z",52.945
"Class1",22,77,75.786,63.995,47.886,"Q",64.146,33,54.594,"J",26.689
"Class1",9,75,79.388,62.249,74.129,"F",78.165,56,50.102,"R",18.711
"Class3",31,34,44.026,35.181,92.834,"O",44.85,92,63.404,"Z",62.769
"Class1",21,69,65.743,64.729,43.151,"H",50.355,61,NA,"U",29.818
"Class1",30,67,71.305,72.846,77.654,"E",49.338,38,33.859,"J",29.149
"Class4",1,86,42.38,20.389,66.999,"M",45.419,55,53.236,"T",88.853
"Class1",24,79,76.51,75.169,83.105,"Q",63.385,17,47.534,"J",20.533
"Class2",93,93,60.527,6.869,43.887,"L",37.187,68,20.023,"U",48.935
"Class4",11,54,45.214,58.733,68.054,"J",45.154,52,50.684,"B",91.273
"Class4",11,77,42.886,55.966,51.186,"U",45.916,63,48.614,"D",72.476
"Class4",30,75,22.165,65.071,74.539,"L",45.356,62,NA,"T",70.429
"Class4",5,61,49.567,20.868,44.513,"J",45.641,65,57.21,"D",87.235
"Class4",18,64,20.584,73.44,67.196,"U",45.13,61,60.685,"U",63.564
"Class1",17,70,79.775,71.204,43.928,"H",63.488,35,65.048,"U",19.315
"Class4",18,65,65.468,38.44,45.245,"M",45.405,51,48.04,"T",79.554
"Class4",12,59,79.535,NA,53.114,"M",45.277,57,53.161,"U",68.267
"Class2",45,92,59.106,13.488,30.692,"O",28.012,67,NA,"V",61.687
"Class4",32,65,58.518,66.21,71.583,"U",45.091,58,51.173,"D",93.343
"Class3",29,55,46.783,48.666,75.852,"F",45.435,85,59.659,"Z",61.766
"Class3",34,13,52.203,31.415,92.565,"L",40.404,79,42.895,"A",50.108
"Class1",24,79,60.387,71.32,58.287,"H",41.903,19,63.667,"U",25.64
"Class2",71,94,62.024,9.402,36.298,"O",36.911,52,13.722,"J",53.388
"Class1",24,75,71.486,62.799,85.926,"E",47.153,54,57.567,"C",24.995
"Class4",16,95,90.766,48.895,63.417,"J",45.704,65,44.118,"T",71.72
"Class1",8,70,73.244,65.812,63.268,"Q",52.783,28,39.576,"K",15.049
"Class2",53,92,56.945,16.986,31.55,"L",36.889,56,5.712,"B",58.61
"Class1",4,70,68.531,80.481,56.07,"E",74.432,59,54.273,"U",24.768
"Class4",12,56,53.79,37.388,83.215,"J",45.359,56,53.288,"H",69.408
"Class1",10,79,79.306,71.444,41.522,"H",64.63,68,NA,"J",23.383
"Class4",4,51,25.213,63.985,72.288,"E",45.474,64,53.643,"D",74.567
"Class3",35,21,49.163,41.117,76.849,"T",32.786,79,63.701,"Z",53.507
"Class4",16,87,59.833,68.71,69.614,"M",45.234,59,47.22,"T",69.824
"Class2",90,92,60.025,19.598,42.949,"F",39.65,54,19.805,"V",67.694
"Class3",29,23,45.755,25.886,74.785,"L",35.132,88,53.097,"D",61.41
"Class1",33,69,73.707,NA,94.616,"E",77.399,38,51.091,"C",23.239
"Class4",39,53,48.33,33.118,82.807,"U",45.257,63,51.508,"T",63.45
"Class1",18,72,48.859,87.607,61.675,"H",66.194,36,25.834,"R",17.519
"Class1",33,78,70.441,79.598,83.243,"I",72.42,59,61.477,"J",25.247
"Class4",25,53,63.977,56.623,45.683,"U",45.433,50,54.466,"B",91.713
"Class3",34,24,36.803,42.416,75.528,"T",50.183,81,64.922,"P",55.249
"Class4",20,73,63.241,21.359,45.62,"L",45.553,55,51.148,"D",70.707
"Class1",25,74,62.015,88.895,74.12,"F",40.977,60,38.381,"U",19.974
"Class4",20,53,54.684,54.59,52.381,"U",45.819,60,52.675,"D",63.384
"Class3",32,36,52.461,26.528,91.99,"T",37.06,84,52.061,"Z",52.598
"Class2",61,93,57.744,12.968,42.985,"H",39.151,62,9.081,"V",51.837
"Class3",28,26,50.599,22.818,80.108,"V",47.203,93,48.235,"P",62.091
"Class3",36,72,55.183,44.147,92.311,"V",41.513,81,49.455,"Z",56.05
"Class2",77,94,58.239,5.561,35.814,"L",16.045,63,2.557,"V",46.14
"Class4",22,73,25.169,48.664,52.265,"U",45.878,63,51.003,"D",84.318
"Class2",41,93,58.831,NA,48.822,"H",30.927,56,3.165,"L",44.779
"Class4",20,61,43.27,45.093,73.326,"M",45.178,60,56.077,"B",70.498
"Class4",34,58,56.701,47.866,63.641,"J",45.378,63,56.697,"D",64.772
"Class1",22,76,47.413,73.92,68.21,"E",47.59,49,38.46,"R",28.124
"Class3",31,12,52.315,57.466,88.779,"V",29.199,90,36.834,"M",57.237
"Class3",29,74,40.226,53.484,79.971,"T",18.902,88,70.389,"D",51.756
"Class1",25,79,53.82,75.286,51.19,"Q",26.988,45,46.639,"J",25.495
"Class1",24,81,74.212,70.385,83.305,"F",69.56,51,49.419,"U",17.771
"Class1",25,76,73.678,62.246,77.585,"Q",63.839,26,50.427,"J",23.503
"Class3",33,43,60.946,66.266,88.596,"O",39.669,86,54.118,"M",64.086
"Class3",33,45,65.046,67.614,93.958,"L",46.509,89,50.112,"D",55.855
"Class4",1,78,77.022,64.398,55.849,"J",45.127,65,49.172,"U",73.853
"Class4",18,91,26.64,68.801,45.599,"U",46.151,61,53.094,"D",93.829
"Class3",31,55,50.013,37.755,93.826,"V",26.364,78,58.514,"A",57.511
"Class4",20,78,46.456,41.729,58.052,"U",45.096,53,NA,"T",70.382
"Class1",5,78,104.528,72.265,53.28,"F",46.037,59,72.126,"R",27.485
"Class1",13,67,70.138,62.038,92.856,"Q",48.194,40,59.943,"R",25.729
"Class3",36,78,52.87,52.289,93.869,"L",22.865,81,43.537,"P",54.234
"Class4",35,79,71.318,60.48,55.346,"M",45.253,55,51.005,"T",77.414
"Class1",14,77,82.625,62.21,72.651,"H",62.288,42,44.953,"K",20.445
"Class1",2,69,76.619,67.557,89.392,"I",66.873,59,42.257,"C",25.192
"Class3",34,52,65.322,54.971,90.574,"V",31.294,91,53.685,"P",56.639
"Class2",67,92,57.196,20.914,32.679,"F",32.018,68,-2.175,"U",44.431
"Class1",28,80,74.604,69.019,85.786,"H",69.221,66,57.927,"J",18.438
"Class3",32,77,51.185,44.181,82.18,"V",33.607,90,54.891,"P",53.528
"Class2",68,92,59.967,11.074,29.905,"H",35.234,59,7.373,"J",42.617
"Class1",30,79,71.581,88.168,81.686,"Q",55.514,56,63.631,"R",27.674
"Class3",33,39,58.228,37.792,92.645,"V",23.875,91,98.513,"D",51.428
"Class2",88,93,63.214,17.945,41.417,"J",26.942,66,10.147,"U",69.825
"Class2",70,92,58.685,18.058,27.631,"F",27.206,61,NA,"B",58.776
"Class3",29,66,46.699,61.617,81.458,"L",37.018,85,45.03,"D",61.11
"Class1",2,67,84.306,74.452,77.617,"H",38.23,46,30.487,"C",19.934
"Class3",31,28,43.574,34.729,89.76,"T",38.656,85,42.463,"D",55.065
"Class4",6,82,8.156,52.466,74.935,"L",45.94,51,55.072,"B",89.306
"Class4",5,62,48.538,22.899,60.229,"J",45.451,59,57.002,"H",78.238
"Class1",15,71,57.07,79.318,73.636,"Q",50.563,24,46.135,"J",27.511
"Class4",11,62,74.917,20.338,83.299,"L",45.566,62,46.769,"D",82.438
"Class1",13,79,81.885,64.88,39.556,"I",58.745,70,91.023,"K",18.015
"Class2",41,92,59.394,9.139,31.277,"L",29.167,65,10.939,"U",73.481
"Class2",46,94,59.268,17.267,26.648,"J",36.974,62,27.281,"B",70.136
"Class4",7,52,46.043,41.959,74.671,"E",45.178,61,52.714,"U",71.336
"Class4",16,86,36.976,38.149,74.792,"M",45.899,51,54.561,"H",82.705
"Class3",36,36,42.407,45.944,81.078,"O",29.4,89,58.617,"P",50.234
"Class3",35,27,60.86,61.662,79.14,"F",45.009,91,62.618,"P",63.822
"Class3",30,50,47.739,63.686,85.77,"O",46.995,89,68.192,"M",59.28
"Class1",26,77,64.857,NA,49.442,"I",64.984,22,46.883,"J",21.303
"Class2",80,92,58.955,20.702,43.108,"J",32.875,66,3.998,"L",47.956
"Class1",16,74,67.247,NA,81.143,"E",38.155,33,47.501,"K",20.235
"Class3",32,53,46.737,28.216,86.689,"T",46.889,83,96.052,"A",62.682
"Class4",26,68,54.903,57.403,58.64,"M",45.374,48,58.313,"T",76.114
"Class2",70,94,61.806,19.287,29.4,"L",34.335,66,9.596,"U",48.916
"Class2",38,93,61.36,10.122,40.32,"F",26.12,61,11.84,"J",53.692
"Class3",36,44,46.116,52.851,90.257,"F",31.612,80,59.518,"M",64.066
"Class4",24,62,30.713,59.553,83.638,"E",45.227,59,61.308,"B",66.838
"Class1",7,71,55.295,89.988,63.114,"Q",46.051,42,46.602,"J",20.366
"Class1",29,76,88.477,89.686,80.153,"E",47.557,48,43.722,"U",25.705
"Class4",5,70,16.118,24.418,75.099,"J",45.382,59,NA,"B",69.569
"Class2",78,93,62.169,18.413,35.218,"O",36.468,63,9.937,"J",52.408
"Class1",15,79,81.013,78.793,71.582,"E",65.805,49,70.869,"J",17.432
"Class3",33,35,45.488,54.374,90.174,"L",36.999,78,37.337,"P",56.153
"Class1",17,67,63.684,68.968,73.162,"H",49.801,50,57.703,"R",19.906
"Class3",34,27,50.887,44.494,75.376,"V",31.888,82,39.742,"A",49.857
"Class2",64,94,59.297,5.801,29.24,"F",39.341,69,16.139,"U",76.8
"Class1",24,68,54.241,87.037,75.243,"H",51.168,41,58.817,"J",21.496
"Class4",13,65,68.078,24.153,65.799,"L",45.025,54,55.202,"D",72.631
"Class4",27,71,53.973,59.713,62.89,"L",45.125,57,56.134,"T",66.369
"Class1",20,79,93.327,NA,60.987,"Q",52.516,42,44.396,"R",22.383
"Class3",34,47,67.047,54.924,73.964,"F",41.657,94,32.261,"Z",55.731
"Class2",53,94,57.9,17.541,39.758,"L",29.26,65,10.595,"J",52.495
"Class2",93,94,59.351,14.091,45.163,"J",42.607,64,14.88,"B",59.041
"Class1",23,73,71.659,72.238,95.547,"Q",49.382,38,47.999,"K",15.225
"Class1",24,78,92.88,87.677,87.262,"H",89.597,26,48.112,"K",16.136
"Class3",36,32,45.42,37.594,90.515,"O",43.525,75,NA,"P",49.922
"Class3",31,79,50.293,32.639,93.803,"T",33.381,89,69.754,"A",61.859
"Class1",29,78,82.041,89.322,44.963,"I",59.832,41,58.839,"U",19.894
"Class2",64,92,57.199,4.823,27.761,"O",32.497,57,2.473,"L",72.898
"Class2",47,92,57.144,12.745,38.533,"F",33.673,68,11.162,"B",48.278
"Class1",21,80,60.352,82.969,57.478,"F",87.708,50,44.431,"R",17.315
"Class1",19,72,85.262,63.629,59.32,"Q",29.717,23,39.119,"K",22.52
"Class2",96,94,59.748,8.783,29.593,"F",28.993,68,16.518,"J",53.664
"Class4",35,87,22.653,28.927,79.786,"U",45.94,53,46.576,"H",78.214
"Class4",26,54,49.385,20.064,81.885,"U",45.324,57,48.931,"U",61.45
"Class4",36,80,23.475,72.402,56.309,"J",45.178,65,53.617,"B",92.474
"Class2",68,94,57.683,17.6,39.387,"L",33.371,63,8.088,"B",62.202
"Class3",29,65,53.682,26.129,83.301,"T",44.988,76,18.871,"A",53.116
"Class4",3,69,6.706,52.493,81.02,"J",45.551,55,59.114,"T",66.539
"Class3",36,79,55.673,51.879,91.192,"T",39.103,83,55.421,"D",55.749
"Class2",54,94,60.07,14.091,49.296,"J",25.011,60,14.519,"J",69.248
"Class2",73,94,55.349,6.153,36.085,"L",46.151,63,11.441,"B",77.649
"Class3",35,73,47.215,34.476,80.129,"T",32.021,84,-4.196,"D",60.696
"Class2",90,94,58.223,5.826,31.473,"F",41.429,70,NA,"B",62.803
"Class3",32,76,52.532,68.595,79.66,"T",45.299,89,48.469,"D",64.659
"Class2",59,92,59.277,18.072,44.857,"O",33.067,69,8.484,"U",60.898
"Class1",27,68,79.968,92.894,39.971,"E",63.533,58,41.43,"C",26.772
"Class3",36,33,55.561,65.435,90.545,"O",34.096,83,58.006,"Z",55.468
"Class3",36,71,42.388,NA,93.599,"L",39.01,80,31.655,"P",63.219
"Class3",28,19,51.758,45.343,83.592,"L",38.509,76,NA,"D",61.188
"Class4",7,53,46.349,30.861,80.931,"J",45.763,64,NA,"T",92.774
"Class2",87,94,59.947,19.803,43.519,"J",39.061,55,14.729,"U",50.417
"Class2",80,94,58.336,22.082,46.829,"F",30.78,60,3.446,"U",57.342
"Class3",31,82,50.469,50.263,79.662,"O",47.373,77,29.841,"D",54.839
"Class4",7,52,62.688,59.545,78.132,"L",45.241,61,53.001,"U",90.449
"Class1",28,69,60.731,90.882,43.057,"F",66.777,64,49.814,"U",19.756
"Class2",66,92,57.098,22.474,39.773,"F",26.274,66,17.345,"J",42.733
"Class4",2,61,43.924,54.323,69.045,"J",45.532,51,52.722,"B",84.778
"Class2",59,92,61.034,3.111,40.631,"F",36.762,56,16.955,"L",52.296
"Class3",35,36,51.992,65.97,75.16,"L",28.165,83,53.732,"A",64.4
"Class1",19,68,69.032,75.95,74.1,"Q",62.492,40,33.193,"C",28.679
"Class1",15,80,92.289,86.302,74.715,"E",58.547,35,34.822,"J",26.843
"Class4",27,51,92.761,NA,83.812,"U",46.566,61,43.713,"B",89.566
"Class1",21,72,67.259,92.735,68.057,"I",41.763,61,40.291,"C",21.535
"Class3",31,17,54.161,33.391,74.279,"O",44.692,76,23.154,"P",57.424
"Class3",34,64,52.534,61.27,82.134,"V",51.697,94,48.129,"M",55.28
"Class2",79,94,60.802,3.487,34.679,"F",23.571,66,27.489,"V",48.511
"Class3",33,82,52.258,67.988,76.058,"L",51.626,85,60.297,"P",62.571
"Class2",38,92,58.924,17.424,44.286,"J",27.258,52,41.044,"B",66.86
"Class1",29,68,81.534,67.974,93.631,"I",54.252,69,NA,"U",18.659
"Class2",74,92,58.529,6.554,47.303,"F",29.012,53,3.483,"B",69.457
"Class1",11,70,72.944,NA,39.713,"H",72.03,65,48.216,"K",22.63
"Class4",18,66,62.59,22.78,45.767,"L",45.634,63,50.817,"U",64.149
"Class1",7,74,78.968,65.613,87.181,"H",61.477,63,48.933,"K",23.912
"Class2",89,94,58.3,9.487,47.97,"L",25.996,63,1.119,"V",55.316
"Class3",32,65,51.973,51.827,77.629,"F",66.726,90,88.774,"A",58.174
"Class4",16,64,52.926,74.51,73.823,"L",45.189,57,54.474,"B",83.041
"Class1",16,77,51.968,NA,57.505,"H",44.629,67,58.205,"R",23.428
"Class2",43,94,59.159,19.59,34.929,"L",29.164,55,-2.512,"J",44.24
"Class1",20,76,81.048,70.298,59.282,"I",53.038,45,64.984,"U",23.757
"Class1",9,77,48.356,75.326,83.638,"Q",27.48,30,50.284,"J",19.748
"Class3",35,29,47.185,50.124,92.796,"O",36.923,88,63.857,"D",64.155
"Class4",28,93,80.999,46.927,64.88,"L",45.833,58,50.932,"T",62.502
"Class3",30,18,49.996,60.508,87.602,"T",44.746,79,47.352,"A",54.5
"Class2",84,93,56.297,NA,41.527,"L",29.61,51,22.859,"U",75.503
"Class2",50,92,60.657,10.122,35.068,"H",32.202,53,27.249,"V",50.114
"Class2",54,93,57.687,10.932,32.448,"L",31.445,57,4.059,"L",59.17
"Class2",41,92,60.415,10.249,34.141,"O",28.073,59,36.8,"V",52.264
"Class1",3,71,72.655,80.488,61.612,"F",63.902,62,36.602,"K",17.425
"Class2",81,93,58.94,18.852,48.361,"F",26.161,69,2.349,"B",73.82
"Class1",3,71,58.112,89.157,97.769,"Q",55.168,31,11.231,"J",17.873
"Class4",3,92,39.889,32.269,44.603,"E",45.403,55,56.397,"B",78.507
"Class2",76,93,57.064,4.678,46.505,"H",39.475,62,NA,"B",56.099
"Class2",46,92,57.238,23.654,45.545,"L",25.776,50,4.67,"V",61.614
"Class4",24,64,54.51,48.126,68.975,"J",45.418,54,54.071,"U",92.119
"Class4",34,79,49.537,60.377,63.702,"J",46.347,54,55.786,"H",90.152
"Class1",33,69,68.19,74.683,43.596,"E",50.56,46,39.745,"R",19.192
"Class1",5,67,79.055,67.94,83.816,"Q",48.678,55,46.662,"J",21.42
"Class1",5,74,63.966,77.406,62.04,"H",54.188,73,33.838,"R",27.509
"Class4",12,55,50.172,48.13,82.268,"J",45.356,61,50.627,"T",70.916
"Class2",39,93,57.835,5.446,38.353,"L",15.582,54,15.557,"B",64.471
"Class1",28,73,74.431,68.505,58.357,"Q",41.631,69,37.505,"C",23.346
"Class2",73,94,60.491,22.173,41.045,"O",27.411,49,NA,"B",60.192
"Class3",33,54,45.116,45.406,80.361,"V",43.868,82,56.334,"P",52.808
"Class2",92,92,61.225,19.529,43.349,"O",26.873,48,18.905,"B",57.602
"Class4",35,68,56.269,52.741,56.361,"M",45.741,61,55.593,"H",91.672
"Class4",33,84,23.882,46.684,69.382,"L",45.716,63,59.085,"H",84.175
"Class4",31,96,19.087,31.901,71.225,"M",45.748,50,59.87,"T",89.214
"Class1",16,73,86.94,81.295,52.687,"H",73.244,63,40.352,"J",17.825
"Class2",79,92,62.729,15.557,43.109,"F",30.399,58,9.817,"U",67.056
"Class4",20,58,26.306,70.644,49.55,"E",44.714,51,55.523,"B",81.389
"Class4",6,53,44.897,31.05,80.813,"M",45.408,57,61.603,"B",81.826
"Class1",31,69,77.376,68.45,70.946,"H",40.962,57,51.314,"U",17.278
"Class2",84,93,58.595,20.87,32.258,"F",30.131,57,17.783,"U",70.569
"Class2",38,92,60.027,14.94,26.644,"J",27.716,52,28.808,"J",68.004
"Class2",82,94,59.204,17.652,39.953,"L",17.1,53,19.353,"U",63.901
"Class3",35,23,52.191,55.362,80.966,"V",35.219,77,46.862,"Z",56.808
"Class4",15,92,39.509,41.534,61.151,"U",45.511,48,53.742,"U",93.749
"Class3",32,83,51.988,NA,73.355,"V",41.058,84,32.979,"D",65.677
"Class4",7,76,54.65,59.098,55.892,"M",45.587,65,62.454,"H",94.11
"Class3",33,18,55.67,NA,77.557,"L",22.425,74,58.045,"P",63.727
"Class1",21,74,54.551,71.703,47.986,"E",52.701,29,39.445,"C",25.489
"Class3",33,43,55.432,29.383,88.91,"V",34.686,78,70.524,"Z",54.958
"Class3",28,67,47.297,71.767,90.594,"L",52.116,77,65.265,"M",59.344
"Class2",58,94,59.862,4.652,37.203,"L",24.078,69,14.538,"L",57.209
"Class4",5,86,42.001,23.032,54.523,"E",45.833,62,50.874,"B",73.004
"Class3",35,48,56.538,63.15,75.365,"T",58.285,75,66.081,"P",61.251
"Class4",18,61,58.948,63.771,51.086,"U",45.876,60,51.031,"H",61.665
"Class4",9,91,57.033,34.751,73.32,"E",45.098,60,52.153,"D",72.266
"Class1",27,71,48.624,74.29,87.154,"F",54.684,46,78.213,"C",16.346
"Class4",16,84,62.631,65.985,81.497,"M",45.397,50,60.868,"U",62.412
"Class3",36,37,52.551,29.732,88.257,"O",47.041,94,83.608,"P",56.139
"Class4",38,96,34.942,40.883,53.949,"J",45.887,52,57.878,"H",80.888
"Class4",10,80,60.423,20.338,65.894,"E",45.024,55,57.819,"B",85.007
"Class3",31,54,43.966,70.232,81.777,"F",52.621,79,37.616,"M",63.135
"Class3",32,76,54.26,47.229,92.299,"V",39.631,87,48.17,"M",65.286
"Class2",91,92,60.852,17.192,32.235,"L",30.088,60,16.492,"B",65.255
"Class2",81,93,62,NA,45.152,"F",33.434,58,NA,"V",49.089
"Class4",4,83,49.452,23.042,47.789,"M",44.418,59,48.344,"T",64.021
"Class2",61,93,61.851,18.3,28.785,"J",40.145,51,23.669,"U",46.706
"Class4",37,67,67.104,58.012,63.52,"E",45.652,64,56.448,"T",81.915
"Class1",7,77,95.253,62.704,96.088,"Q",47.736,50,57.158,"J",23.123
"Class3",35,39,55.964,NA,78.529,"T",24.068,84,67.522,"D",64.912
"Class2",77,92,59.788,6.291,28.971,"O",35.7,54,28.528,"B",56.426
"Class1",9,79,86.91,92.001,62.641,"E",69.351,71,48.953,"K",22.488
"Class3",30,59,57.319,54.767,80.506,"O",43.946,93,NA,"A",63.202
"Class1",30,67,73.01,77.292,88.089,"H",43.884,72,57.821,"C",24.941
"Class1",8,78,65.989,64.991,55.021,"I",108.175,39,49.182,"K",29.036
"Class1",28,75,61.841,78.2,67.279,"H",51.277,20,63.609,"K",25.709
"Class2",59,94,60.195,7.742,43.762,"O",31.225,61,18.205,"J",76.993
"Class2",73,94,60.111,12.706,38.378,"H",31.753,64,NA,"L",50.307
"Class1",9,79,79.739,84.542,56.399,"Q",76.86,47,59.002,"K",15.716
"Class4",11,71,35.617,60.577,75.183,"E",45.366,57,53.825,"H",92.988
"Class2",62,94,59.677,16.019,42.795,"O",34.512,55,-0.483,"V",75.457
