"D1","D2","D3","Output29","D4","D5","D6","D7","D8","D9","D10","D11"
57,53.657,"G","Class2",67,35.723,68.544,41.352,21.682,"A",30,37.853
81,37.639,"O","Class5",24,72.748,61.003,86.614,24.595,"U",94,76.941
42,39.353,"L","Class5",18,68.766,42.864,76.011,18.461,"U",71,80.466
78,62.632,"X","Class3",21,38.752,54.425,NA,60.994,"K",73,18.566
64,55.42,"W","Class2",69,56.491,67.379,NA,20.454,"N",49,38.771
52,56.262,"S","Class1",32,22.772,35.837,16.595,33.876,"I",76,25.765
52,84.848,"X","Class1",30,23.07,21.419,42.376,47.284,"F",24,18.086
54,38.002,"D","Class5",16,67.949,32.016,94.87,17.065,"B",88,47.417
41,48.561,"S","Class1",36,24.681,36.395,90.945,14.046,"B",49,19.98
78,58.458,"C","Class3",NA,38,47.678,72.012,58.997,"V",58,2.716
86,43.111,"E","Class4",45,57.083,69.267,55.743,16.859,"I",13,84.209
80,37.364,"L","Class5",38,68.312,56.847,93.502,23.125,"V",79,80.149
78,77.006,"R","Class3",32,39.397,63.831,83.825,54.475,"C",74,27.805
34,39.19,"O","Class5",41,72.459,40.444,78.882,15.396,"E",86,60.622
86,17.569,"V","Class4",37,44.424,72.902,64.732,33.923,"T",7,83.797
66,78.292,"E","Class1",30,22.22,9.352,13.051,57.017,"I",11,54.752
34,39.388,"H","Class5",31,71.749,65.33,NA,18.887,"Y",91,47.557
34,38.415,"D","Class5",39,66.128,68.097,74.58,16.045,"V",86,70.786
32,46.705,"E","Class1",29,22.733,25.67,40.191,5.749,"F",85,15.98
54,71.198,"S","Class1",NA,24.016,20.92,78.859,61.85,"F",63,16.563
67,44.594,"X","Class1",27,21.867,43.7,59.669,17.257,"B",9,36.825
78,67.535,"X","Class3",13,33.763,41.212,74.224,60.52,"K",59,11.503
79,71.427,"C","Class3",29,35.513,58.8,60.692,54.689,"E",72,16.978
38,75.186,"E","Class1",26,19.578,17.011,35.325,48.27,"B",11,42.51
79,69.674,"X","Class3",16,37.718,57.386,65.66,63.313,"C",73,36.58
42,85.547,"K","Class1",36,21.153,29.409,62.041,45.853,"P",77,11.1
29,51.374,"K","Class1",NA,22.758,24.692,60.277,50.594,"B",74,29.147
87,22.622,"V","Class4",45,59.38,55.895,61.598,36.366,"H",18,83.86
35,90.515,"P","Class1",25,20.826,34.984,73.02,44.337,"B",61,2.482
78,60.166,"X","Class3",29,36.261,51.379,69.676,55.585,"E",67,29.45
53,16.2,"W","Class2",68,61.717,69.485,42.63,22.19,"I",58,41.773
64,37.602,"O","Class5",38,68.488,76.072,67.569,19.539,"U",77,59.933
78,56.77,"Y","Class3",14,37.79,38.005,84.083,58.763,"V",70,3.59
88,42.505,"M","Class4",48,54.012,62.502,58.659,55.745,"H",32,84.101
26,39.951,"L","Class5",41,66.94,66.448,66.921,22.336,"V",69,28.566
86,44.068,"V","Class4",54,67.568,80.36,53.638,31.264,"T",8,85.791
78,59.454,"C","Class3",42,34.573,42.197,62.376,59.334,"E",61,17.516
63,30.104,"W","Class2",69,70.865,68.192,40.65,30.351,"A",75,53.875
86,32.545,"P","Class4",65,43.791,101.544,63.973,28.312,"T",10,86.434
26,85.886,"K","Class1",24,23.368,36.568,3.38,37.964,"I",26,24.733
73,38.332,"O","Class5",25,69.157,46.884,81.568,21.374,"U",71,54.99
87,29.03,"V","Class4",56,45.943,88.731,55.932,23.147,"Q",9,80.546
79,66.443,"Y","Class3",64,37.134,43.367,74.383,67.547,"V",69,22.121
87,30.074,"A","Class4",66,40.921,99.363,NA,46.254,"I",23,84.664
77,39.137,"H","Class5",36,70.055,59.404,72.25,18.125,"Y",83,51.607
79,77.784,"R","Class3",18,37.97,23.558,68.467,62.686,"V",56,13.52
78,67.16,"R","Class3",53,33.009,36.055,76.437,62.57,"V",61,37.648
88,41.023,"E","Class4",44,58.25,88.016,55.784,36.273,"T",6,82.753
59,39.619,"H","Class5",34,72.007,50.867,73.396,15.575,"U",91,62.358
26,39.487,"O","Class5",11,71.058,63.816,67.505,17.256,"Y",72,68.856
78,69.978,"R","Class3",53,39.553,51.261,69.337,51.961,"K",67,20.965
63,52.609,"Z","Class2",66,65.039,64.709,46.435,32.45,"M",54,31.35
78,38.182,"X","Class5",18,69.914,54.541,91.673,21.666,"Y",92,65.239
41,38.583,"X","Class5",5,67.873,55.592,77.913,16.969,"E",76,49.698
87,10.634,"P","Class4",54,68.668,64.309,51.838,17.101,"I",8,84.538
64,39.155,"O","Class5",33,67.513,44.521,76.75,13.684,"E",79,70.434
78,59.842,"H","Class3",49,36.577,40.06,85.124,54.154,"K",55,33.56
79,77.532,"X","Class3",37,39.194,60.361,69.405,53.421,"V",55,18.665
78,73.635,"C","Class3",42,34.461,60.4,72.237,55.145,"V",72,15.947
86,24.543,"E","Class4",42,58.609,83.737,54.854,23.335,"C",9,86.293
49,89.895,"S","Class1",26,19.108,39.557,46.617,9.25,"M",26,42.462
78,71.809,"Y","Class3",48,33.258,36.894,62.288,58.231,"C",62,16.57
87,20.901,"E","Class4",65,61.715,55.123,60.872,11.331,"C",17,85.437
41,65.429,"E","Class1",30,23.283,33.45,9.601,64.699,"F",64,34.916
52,19.014,"Z","Class2",71,62.953,66.948,38.323,29.119,"N",20,38.764
46,50.847,"Z","Class2",66,52.811,68.107,42.398,43.834,"I",44,46.591
49,49.376,"E","Class1",34,24.141,36.685,75.028,5.061,"M",23,41.622
63,53.226,"Z","Class2",70,36.015,67.627,38.035,11.945,"N",56,40.924
87,30.371,"M","Class4",NA,59.723,69.331,55.09,36.613,"T",12,86.09
35,84.885,"X","Class1",25,23.558,28.692,41.839,37.963,"P",85,53.47
59,80.706,"S","Class1",36,19.097,23.468,27.544,24.282,"B",24,46.001
57,37.276,"D","Class5",36,67.246,46.391,68.029,16.037,"U",83,64.213
79,80.253,"C","Class3",42,34.215,49.433,70.098,57.374,"C",66,14.333
87,10.366,"E","Class4",34,66.098,70.067,57.638,35.616,"I",25,86.057
49,22.266,"G","Class2",66,53.519,72.239,40.865,18.625,"M",68,67.953
88,36.634,"M","Class4",43,68.223,87.531,51.864,41.286,"I",11,83.837
40,59.381,"E","Class1",28,19.162,22.499,43.854,56.071,"I",39,62.759
63,81.424,"P","Class1",31,21.763,25.047,34.319,55.845,"B",83,43.462
50,68.209,"G","Class2",67,52.487,68.307,40.811,32.52,"R",69,54.39
67,80.041,"P","Class1",33,20.497,31.499,50.462,32.645,"B",14,54.04
50,55.697,"G","Class2",70,71.589,67.6,44.646,43.657,"M",48,41.024
57,56.066,"G","Class2",69,78.468,65.737,NA,36.428,"M",41,50.938
45,57.283,"R","Class2",67,45.403,69.641,NA,27.826,"R",79,45.359
79,79.229,"Y","Class3",10,38.59,30.067,59.594,57.942,"K",59,19.88
88,13.512,"A","Class4",43,41.91,58.455,65.805,36.042,"H",21,85.719
79,67.552,"X","Class3",7,36.52,25.645,65.792,65.983,"V",72,6.879
79,66.157,"R","Class3",21,34.614,47.96,69.128,54.913,"K",62,22.512
88,29.194,"P","Class4",48,41.993,69.245,58.299,30.636,"C",17,85.565
79,73.05,"C","Class3",42,39.9,30.644,60.184,49.947,"K",73,21.585
51,39.561,"X","Class5",44,70.135,51.972,82.616,17.111,"E",93,60.69
25,39.082,"L","Class5",48,73.849,67.379,94.491,19.706,"E",76,41.445
49,67.529,"W","Class2",69,79.189,71.448,45.678,32.016,"A",70,63.53
69,37.067,"X","Class5",36,72.073,58.872,67.547,16.8,"B",75,73.584
88,10.115,"P","Class4",64,44.705,77.622,58.855,15.159,"C",24,86.083
78,74.5,"C","Class3",32,38.617,37.641,65.728,61.088,"V",70,28.166
79,57.372,"C","Class3",23,34.289,29.88,53.941,63.605,"E",59,10.038
61,48.075,"E","Class1",30,20.555,25.108,48.67,22.176,"B",58,33.458
79,80.417,"H","Class3",56,33.951,56.104,69.742,54.36,"K",54,16.636
50,59.771,"X","Class1",28,21.506,22.866,54.19,16.823,"M",33,29.719
85,39.82,"L","Class5",32,68.994,56.62,NA,18.713,"U",90,53.588
87,24.751,"A","Class4",39,42.993,63.935,63.785,29.316,"I",15,83.228
78,59.696,"X","Class3",43,37.132,41.736,66.519,60.464,"K",70,15.999
55,37.949,"G","Class2",68,43.921,76.082,41.661,38.907,"I",43,50.074
78,67.343,"X","Class3",18,36.578,68.133,60.796,52.761,"C",71,13.292
56,58.354,"Z","Class2",69,71.864,70.925,48.84,25.404,"M",40,69.012
61,54.552,"W","Class2",68,53.547,72.042,44.012,23.981,"R",20,30.33
64,69.499,"W","Class2",71,36.665,69.239,49.527,29.896,"M",50,49.703
79,78.19,"C","Class3",20,36.597,29.486,87.766,52.528,"E",55,30.579
79,76.793,"H","Class3",27,36.111,41.698,59.722,60.058,"V",58,18.689
87,13.331,"E","Class4",69,46.842,46.217,NA,47.641,"Q",16,83.093
88,39.362,"A","Class4",33,63.697,74.305,56.883,27.004,"I",12,83.438
74,59.668,"S","Class1",36,22.541,11.25,9.297,55.171,"I",46,57.224
21,80.779,"K","Class1",25,19.196,16.822,31.716,35.178,"B",68,39.667
68,74.394,"S","Class1",25,24.654,26.574,9.403,-1.102,"P",21,2.679
49,22.897,"R","Class2",66,48.724,67.933,NA,24.389,"A",65,32.131
87,19.701,"M","Class4",62,48.889,55.523,58.451,52.185,"H",30,84.278
66,40.935,"W","Class2",66,71.164,65.545,48.352,16.175,"I",43,26.003
88,39.276,"M","Class4",41,55.173,75.349,62.619,55.329,"H",12,85.398
56,20.636,"W","Class2",67,78.614,65.55,37.208,40.259,"N",79,57.27
26,38.058,"D","Class5",45,73.934,34.968,82.416,15.822,"Y",79,49.689
79,62.06,"X","Class3",45,38.949,30.754,NA,56.344,"J",74,18.476
86,21.514,"E","Class4",55,64.508,41.387,58.563,31.917,"Q",28,85.072
55,47.455,"G","Class2",69,76.026,62.23,40.926,36.215,"N",51,55.588
48,77.766,"S","Class1",36,23.656,27.018,56.933,28.965,"B",97,55.247
32,70.147,"K","Class1",31,20.843,33.984,78.82,24.878,"P",86,34.262
79,54.478,"C","Class3",22,37.637,42.851,60.165,60.53,"E",71,22.7
78,55.094,"R","Class3",62,34.837,48.954,62.494,66.45,"V",67,26.04
46,38.539,"D","Class5",NA,71.158,59.785,79.045,19.542,"B",90,40.635
79,60.978,"H","Class3",34,37.834,23.328,80.393,56.696,"V",61,10.708
87,38.41,"P","Class4",69,63.354,67.307,66.361,58.177,"H",24,87.234
67,39.662,"L","Class5",29,71.617,78.643,73.603,15.635,"B",78,102.237
66,45.405,"K","Class1",36,22.335,29.532,72.8,41.729,"B",72,20.689
79,62.585,"C","Class3",7,34.528,25.653,55.086,55.475,"V",57,10.935
48,38.387,"X","Class5",42,73.366,61.399,66.114,14.257,"B",89,93.558
22,71.472,"E","Class1",27,22.595,22.244,89.431,30.937,"M",54,46.187
25,76.65,"S","Class1",24,22.043,35.669,80.333,29.954,"P",74,44.057
86,30.815,"M","Class4",64,47.967,83.133,56.349,34.677,"C",10,85.548
79,59.022,"C","Class3",47,33.049,44.122,85.383,61.346,"J",58,19.067
62,34.069,"E","Class2",67,78.536,65.894,37.553,20.79,"M",28,52.469
78,65.939,"C","Class3",63,36.206,44.943,77.619,57.594,"E",73,13.547
79,65.227,"C","Class3",49,38.605,51.149,82.913,57.49,"E",64,25
38,39.049,"O","Class5",NA,71.57,55.79,76.33,19.867,"E",79,52.448
39,75.283,"K","Class1",30,21.2,41.815,14.894,44.288,"I",49,40.134
50,72.047,"S","Class1",32,20.799,21.46,62.964,38.69,"F",91,41.575
79,67.111,"H","Class3",20,38.9,27.15,53.076,57.755,"C",65,17.491
78,67.823,"X","Class3",20,39.231,55.301,54.996,62.136,"J",57,25.956
86,38.318,"E","Class4",56,51.886,75.711,52.571,42.022,"H",11,86.053
67,60.4,"G","Class2",68,57.654,64.777,49.78,35.365,"A",41,79.808
22,65.165,"E","Class1",28,23.689,14.5,35.156,42.917,"P",21,12.026
56,35.86,"R","Class2",68,36.042,65.824,43.894,24.355,"I",55,42.791
25,39.968,"D","Class5",31,67.27,55.872,90.822,16.444,"Y",71,71.464
38,39.699,"X","Class5",9,68.285,56.012,84.583,18.532,"E",96,38.78
65,29.478,"G","Class2",69,57.159,61.509,48.744,22.006,"N",77,26.87
78,59.208,"Y","Class3",56,38.46,35.591,68.258,61.452,"V",68,17.337
45,62.582,"X","Class1",32,19.585,32.263,43.784,41.41,"B",90,64.397
79,80.566,"X","Class3",45,33.855,52.617,57.531,59.246,"E",59,24.531
39,59.525,"P","Class1",31,19.95,7.59,73.57,32.96,"F",88,53.858
86,33.414,"E","Class4",57,61.976,105.124,57.837,10.935,"Q",25,84.22
54,55.955,"P","Class1",29,21.863,33.396,NA,48.762,"F",20,20.831
84,38.435,"L","Class5",28,72.158,62.244,68.855,14.205,"B",77,45.086
63,74.798,"X","Class1",NA,23.627,31.873,86.405,49.252,"F",27,47.947
57,15.857,"R","Class2",66,45.159,63.441,48.141,17.595,"M",38,25.387
32,38.326,"H","Class5",55,73.231,41.196,93.493,20.812,"V",80,51.172
32,71.077,"X","Class1",30,19.766,24.901,18.951,9.576,"P",64,52.171
30,57.665,"X","Class1",35,19.11,23.615,8.051,0.409,"B",62,30.267
79,63.135,"C","Class3",18,37.827,55.366,59.933,58.467,"C",68,17.672
78,55.103,"Y","Class3",47,39.748,19.741,59.427,57.408,"J",70,31.254
80,47.737,"K","Class1",NA,21.675,15.879,38.516,34.593,"F",83,51.443
88,40.783,"M","Class4",34,52.763,62.144,58.653,54.49,"Q",11,83.947
48,52.223,"X","Class1",33,23.916,28.508,67.116,37.381,"P",55,29.437
38,38.04,"X","Class5",9,69.75,48.733,74.61,19.382,"U",69,46.835
67,14.715,"E","Class2",71,55.542,65.167,49.984,20.538,"M",69,51.206
61,41.538,"W","Class2",71,57.241,70.141,49.489,34.083,"R",19,42.031
51,63.67,"P","Class1",26,19.545,36.328,74.835,27.24,"B",68,22.663
78,55.198,"Y","Class3",39,35.404,29.083,67.566,55.808,"V",57,25.023
79,61.29,"Y","Class3",56,37.679,35.719,58.405,56.544,"E",62,22.953
87,41.575,"E","Class4",68,43.591,64.072,53.277,24.989,"Q",26,83.332
79,57.072,"C","Class3",18,37.242,34.528,54.21,61.245,"E",73,9.582
79,62.357,"X","Class3",25,37.773,57.304,76.134,56.942,"J",62,24.244
55,54.752,"R","Class2",67,54.338,64.962,44.599,42.378,"R",78,33.839
44,47.847,"P","Class1",23,19.518,20.299,72.275,44.001,"F",43,35.87
88,16.299,"P","Class4",57,53.89,66.186,52.658,5.673,"I",5,84.932
59,28.269,"G","Class2",68,76.527,59.45,47.295,14.938,"A",28,25.719
88,21.312,"E","Class4",41,45.543,51.939,NA,77.769,"T",30,86.457
87,13.637,"P","Class4",56,68.408,94.653,54.481,-11.583,"Q",15,87.926
79,59.196,"Y","Class3",64,36.161,44.468,73.091,65.381,"C",74,18.067
86,43.845,"A","Class4",52,61.667,70.668,52.59,14.222,"H",5,85.76
55,64.958,"P","Class1",25,22.609,24.114,50.88,19.55,"B",88,40.787
79,70.972,"H","Class3",50,36.096,34.152,61.137,58.382,"J",62,18.396
67,34.43,"E","Class2",69,41.031,70.246,41.008,23.38,"M",27,66.168
78,71.906,"H","Class3",46,35.78,51.053,63.406,53.831,"V",54,12.165
36,38.347,"H","Class5",42,71.472,62.889,86.689,20.141,"U",94,25.792
78,79.077,"R","Class3",34,34.147,34.495,84.002,58.768,"J",61,10.74
64,38.868,"H","Class5",38,73.962,50.202,72.326,19.751,"Y",80,44.767
79,85.558,"E","Class1",33,20.301,25.139,57.736,19.575,"M",53,34.88
36,37.649,"D","Class5",34,67.689,67.519,87.234,19.206,"V",76,81.175
59,84.075,"P","Class1",33,23.21,38.661,92.762,30.141,"P",47,21.015
79,63.737,"H","Class3",NA,38.85,39.451,71.29,53.726,"C",72,17.275
52,53.147,"W","Class2",71,61.897,70.659,37.236,22.9,"R",28,52.221
76,38.357,"O","Class5",5,70.955,53.496,NA,14.557,"B",86,39.049
88,43.972,"E","Class4",50,53.869,63.427,66.579,14.16,"I",22,86.905
88,12.934,"M","Class4",56,46.83,78.249,63.356,36.895,"Q",30,84.669
88,11.835,"P","Class4",40,39.168,35.707,67.006,30.016,"T",30,85.298
49,59.259,"S","Class1",24,20.772,32.071,59.559,32.652,"M",32,41.745
78,76.298,"P","Class1",23,22.574,30.227,11.536,9.287,"I",38,35.297
38,38.931,"X","Class5",52,68.223,50.061,NA,16.051,"V",91,45.684
67,21.883,"E","Class2",67,59.757,71.888,42.385,9.956,"M",45,48.646
46,39.201,"D","Class5",35,68.317,55.376,66.08,18.881,"U",78,65.358
37,37.081,"X","Class5",40,68.314,53.048,93.496,13.617,"U",69,54.867
66,39.593,"O","Class5",5,69.957,39.674,67.077,25.894,"E",83,32.684
78,54.558,"Y","Class3",NA,39.614,40.91,79.707,59.804,"K",63,16.071
78,56.084,"Y","Class3",11,38.877,60.567,60.651,61.557,"C",70,27.597
78,39.511,"D","Class5",43,72.825,55.086,75.119,18.688,"B",91,90.377
65,90.869,"E","Class1",24,21.169,25.643,32.809,63.257,"M",97,67.849
54,69.444,"Z","Class2",NA,63.156,69.85,46.338,34.393,"A",65,42.368
71,37.479,"L","Class5",26,67.07,50.216,NA,14.884,"E",74,52.047
79,54.712,"X","Class3",25,35.415,45.347,88.727,51.167,"K",54,29.753
64,52.686,"R","Class2",66,76.153,68.235,46.164,26.964,"N",35,62.351
86,10.1,"V","Class4",51,43.081,98.287,53.704,30.102,"T",8,83.766
31,88.878,"S","Class1",32,19.709,15.267,51.437,40.337,"M",42,49.941
79,64.723,"R","Class3",45,37.569,48.815,87.582,62.955,"K",66,15.008
68,70.197,"K","Class1",27,20.089,26.324,43.221,25.034,"M",38,37.205
78,69.163,"X","Class3",11,35.328,40.778,87.732,57.044,"K",66,21.867
40,37.365,"O","Class5",16,73.253,56.608,93.64,24.291,"U",71,51.191
53,55.971,"E","Class2",71,77.855,72.512,49.702,24.189,"A",36,42.842
86,44.729,"M","Class4",47,64.079,72.916,61.718,33.445,"H",8,84.775
62,70.074,"K","Class1",34,19.063,4.828,4.415,45.314,"F",81,8.697
88,18.364,"V","Class4",59,58.869,54.151,55.598,45.98,"I",25,84.356
88,40.026,"V","Class4",58,45.89,50.825,61.205,3.329,"C",10,86.64
58,53.282,"K","Class1",32,23.905,20.913,55.942,44.133,"F",24,18.478
79,58.749,"Y","Class3",21,37.993,40.494,56.447,53.149,"K",59,0.482
86,34.58,"V","Class4",41,57.577,78.55,66.531,21.019,"Q",22,85.774
78,61.212,"R","Class3",50,37.688,38.89,81.605,50.2,"J",67,11.866
40,39.208,"D","Class5",24,66.698,56.921,93.851,19.99,"E",75,31.255
88,27.368,"E","Class4",70,55.812,65.961,61.875,46.881,"Q",18,86.683
79,75.252,"H","Class3",39,33.139,50.611,59.612,53.874,"E",57,29.105
79,77.557,"Y","Class3",28,36.326,29.79,73.052,67.717,"K",68,21.032
32,38.318,"H","Class5",27,71.394,55.511,72.191,15.046,"Y",75,61.168
47,52.46,"R","Class2",66,52.713,67.884,43.136,16.508,"N",48,48.075
76,38.8,"O","Class5",38,69.128,46.045,81.523,18.228,"U",72,65.699
51,66.954,"S","Class1",31,20.443,35.454,9.34,27.47,"I",91,22.65
79,56.573,"R","Class3",61,38.176,43.826,54.554,57.462,"E",72,10.412
61,64.663,"Z","Class2",NA,63.502,65.14,48.528,23.083,"I",22,46.026
62,34.301,"W","Class2",69,44.179,64.966,43.637,36.149,"M",73,51.745
87,36.709,"M","Class4",59,45.237,94.324,55.228,14.672,"Q",21,86.784
63,13.04,"W","Class2",70,65.587,68.08,46.246,25.792,"N",44,59.747
88,22.614,"M","Class4",55,60.119,74.809,61.905,44.162,"T",13,85.505
78,73.578,"R","Class3",56,34.525,32.61,72.99,55.231,"E",68,12.268
60,59.388,"Z","Class2",69,39.574,64.42,41.57,9.987,"R",29,62.83
50,47.951,"Z","Class2",70,61.334,61.703,42.092,23.753,"R",54,61.434
86,28.371,"E","Class4",53,51.85,85.756,60.828,29.002,"C",19,84.268
69,68.73,"X","Class1",24,19.475,24.579,92.428,39.098,"B",38,41.861
79,69.876,"Y","Class3",30,39.304,46.483,82.699,59.36,"V",62,27.031
55,67.246,"P","Class1",NA,23.968,25.969,5.8,8.333,"P",79,30.651
53,48.148,"W","Class2",68,60.173,69.318,48.168,21.258,"R",25,62.38
76,87.941,"S","Class1",30,22.999,38.164,78.898,46.754,"M",11,30.054
78,63.127,"Y","Class3",12,34.794,34.776,88.791,64.084,"V",68,13.579
36,58.899,"S","Class1",32,21.468,12.826,76.69,67.917,"B",87,34.869
61,32.801,"R","Class2",70,62.944,73.558,49.653,29.238,"A",61,51.241
79,56.824,"X","Class3",28,39.485,50.266,77.059,58.064,"C",62,29.916
78,67.818,"X","Class3",44,35.446,53.471,62.944,55.958,"C",57,19.154
39,39.36,"X","Class5",8,68.076,40.42,81.327,14.571,"Y",88,54.272
47,37.711,"L","Class5",28,71.082,63.388,88.756,17.661,"Y",95,74.357
52,44.065,"E","Class2",67,65.593,67.86,46.08,25.646,"N",34,45.947
60,55.335,"W","Class2",71,58.858,68.215,49.03,39.393,"I",75,37.823
69,81.237,"P","Class1",33,21.469,37.737,19.38,16.495,"I",50,52.937
87,28.725,"V","Class4",59,56.854,78.511,54.412,26.516,"Q",9,83.762
79,77.983,"C","Class3",45,36.821,50.388,80.547,59.406,"K",56,17.843
38,37.135,"X","Class5",NA,73.18,55.417,90.585,16.389,"B",84,54.188
79,59.465,"Y","Class3",8,38.15,45.307,73.514,66.486,"E",59,12.048
64,52.703,"Z","Class2",66,43.55,66.906,40.149,25.999,"M",41,37.808
55,52.296,"Z","Class2",71,49.592,67.726,43.209,29.261,"N",73,35.627
44,39.382,"H","Class5",56,71.728,39.127,80.678,21.592,"Y",96,35.651
70,39.756,"O","Class5",22,68.67,50.31,79.901,17.738,"V",76,59.114
86,41.134,"E","Class4",43,53.625,86.925,52.228,39.689,"T",25,85.278
79,60.434,"R","Class3",31,34.839,44.322,76.859,54.262,"E",57,20.801
45,29.404,"E","Class2",69,74.431,71.621,36.64,28.137,"I",57,53.51
78,54.058,"R","Class3",49,36.267,35.555,80.871,57.58,"J",71,18.318
54,39.573,"O","Class5",44,66.062,44.519,78.899,22.42,"B",81,45.289
33,38.87,"D","Class5",46,72.792,77.371,71.373,19.837,"E",70,63.884
72,52.45,"X","Class1",26,19.744,33.229,66.496,41.347,"M",52,31.823
42,37.291,"L","Class5",43,73.053,59.097,86.258,20.563,"B",88,72.496
78,58.183,"X","Class3",29,38.975,50.962,65.37,68.837,"J",62,29.521
78,74.387,"X","Class3",22,36.161,43.631,88.126,60.519,"J",55,13.185
70,39.862,"X","Class5",28,72.095,23.756,92.271,19.29,"Y",96,71.413
75,37.505,"O","Class5",52,70.683,59.317,86.595,20.399,"B",94,81.648
88,37.406,"P","Class4",34,49.7,48.386,57.135,36.358,"T",19,85.606
80,37.946,"X","Class5",51,68.096,44.581,NA,17.279,"V",76,85.863
87,34.158,"M","Class4",42,57.797,66.413,58.895,24.719,"T",30,83.303
86,12.583,"E","Class4",36,67.052,78.254,64.121,16.451,"H",33,85.452
50,37.501,"X","Class5",12,71.071,61.561,67.207,21.946,"U",72,51.156
79,78.797,"Y","Class3",33,39.566,46.202,87.627,58.035,"V",61,22.887
61,25.96,"W","Class2",66,55.424,67.767,45.701,27.898,"A",34,55.4
65,80.631,"E","Class1",32,19.941,37.588,50.421,29.294,"P",11,30.725
51,39.07,"X","Class5",48,70.103,54.535,80.996,16.101,"V",92,62.74
78,38.667,"D","Class5",33,66.323,68.176,89.451,18.561,"Y",92,47.969
44,39.86,"O","Class5",26,70.572,42.548,91.814,19.249,"B",89,55.797
45,36.316,"Z","Class2",67,40.774,64.691,43.705,38.493,"M",30,34.199
41,48.63,"P","Class1",27,21.406,30.067,67.143,9.042,"M",19,19.317
57,38.367,"D","Class5",42,73.063,41.402,90.85,20.806,"B",80,41.231
28,38.216,"L","Class5",38,67.515,56.448,68.855,19.601,"V",94,64.133
78,60.435,"H","Class3",33,37.261,31.056,71.382,54.469,"E",59,19.83
87,12.988,"P","Class4",48,39.571,68.305,58.191,32.806,"H",31,87.149
69,48.827,"X","Class1",23,20.721,23.514,92.373,37.418,"B",86,0.666
79,78.721,"H","Class3",42,33.514,44.957,53.405,53.533,"J",58,29.136
65,67.57,"K","Class1",23,23.636,19.363,3.834,34.737,"B",24,48.434
78,57.084,"H","Class3",63,36.757,62.072,86.968,60.062,"C",57,11.907
56,69.735,"E","Class2",66,53.527,70.072,43.43,39.887,"A",74,44.331
59,53.442,"E","Class2",66,66.493,60.747,36.973,15.72,"I",63,44.579
64,15.892,"W","Class2",68,52.929,62.777,49.67,28.18,"A",21,54.796
88,39.113,"A","Class4",66,65.054,39.425,65.569,42.779,"H",5,83.593
87,29.406,"E","Class4",67,40.573,68.329,65.133,41.471,"H",25,85.805
50,84.764,"P","Class1",25,21.545,33.408,12.182,25.654,"F",40,57.411
88,18.817,"E","Class4",61,44.796,79.169,62.816,51.242,"Q",29,84.68
49,87.544,"S","Class1",36,21.168,40.636,34.066,32.627,"B",76,39.109
66,37.775,"O","Class5",50,71.634,44.611,83.368,20.475,"U",86,58.438
49,39.907,"L","Class5",9,69.948,69.2,86.098,15.416,"V",91,32.188
46,59.525,"Z","Class2",69,59.188,60.396,39.588,24.087,"R",71,48.832
76,64.249,"K","Class1",26,23.06,8.915,60.39,65.188,"P",70,44.993
86,30.675,"V","Class4",68,53.364,58.382,60.269,54.197,"C",28,83.686
34,62.629,"X","Class1",28,21.963,57.747,39.55,33.079,"I",41,34.772
45,29.138,"E","Class2",NA,58.884,60.046,41.201,20.335,"A",27,46.118
36,39.021,"D","Class5",5,69.738,46.969,67.673,18.903,"U",69,38.965
75,45.559,"K","Class1",36,23.066,7.026,95.453,-16.496,"M",68,36.487
54,53.14,"K","Class1",30,23.154,33.969,42.163,3.301,"I",77,69.451
42,37.657,"O","Class5",20,66.279,51.434,67.928,15.793,"U",84,51.063
57,21.098,"W","Class2",69,40.114,72.31,42.829,24.229,"R",64,52.959
32,39.251,"D","Class5",38,71.568,64.975,72.504,15.017,"B",75,61.395
67,21.806,"Z","Class2",NA,39.277,71.437,36.054,37.689,"M",65,28.172
77,68.52,"S","Class1",26,22.558,48.52,85.772,16.637,"B",31,56.037
34,87.602,"P","Class1",26,21.706,10.374,96.015,50.031,"M",79,35.196
88,13.694,"P","Class4",54,45.247,86.125,59.404,30.303,"H",32,84.325
87,34.395,"A","Class4",41,51.521,49.773,56.069,24.178,"C",20,86.618
78,54.579,"Y","Class3",19,39.181,42.812,76.388,58.234,"J",62,31.101
82,39.982,"X","Class5",12,72.42,42.375,70.656,13.656,"U",80,23.944
30,38.213,"O","Class5",42,70.801,55.445,NA,21.358,"E",70,59.615
26,37.142,"D","Class5",56,73.009,42.057,67.43,21.198,"E",84,61.974
78,78.444,"X","Class3",44,33.571,42.104,86.308,55.445,"V",63,15.689
47,32.28,"W","Class2",66,56.776,67.038,47.592,33.75,"R",60,39.102
46,80.721,"E","Class1",28,24.507,33.934,32.817,58.284,"F",73,26.007
45,38.57,"X","Class5",36,71.044,71.197,79.072,14.649,"E",73,48.806
86,32.032,"A","Class4",61,55.206,54.933,58.61,0.693,"I",24,84.705
33,70.319,"P","Class1",33,20.855,39.696,12.643,38.581,"P",31,41.478
87,9.618,"E","Class4",70,56.026,82.314,64.794,38.672,"C",19,87.193
48,46.816,"K","Class1",36,19.162,21.434,80.007,21.916,"F",19,20.054
87,13.01,"V","Class4",37,62.245,65.514,65.773,56.075,"I",15,83.997
45,37.564,"L","Class5",10,73.085,35.715,72.527,13.578,"E",72,57.511
