"J1","J2","J3","J4","J5","J6","J7","J8","J9","Output35","J10","J11"
88.688,13.241,82.548,"M",21,20,15.958,21,"U","Class3",31.051,78.137
72.095,71.611,1.393,"S",51,33,11.957,77,"X","Class2",51.45,61.949
86.28,11.878,81.819,"R",15,92,21.234,21,"E","Class3",85.259,48.73
63.221,47.007,57.361,"D",89,26,80.103,88,"W","Class1",67.389,59.848
89.026,23.741,81.293,"P",18,88,18.006,33,"K","Class3",95.983,48.375
73.342,76.727,57.858,"F",97,47,80.741,82,"W","Class1",60.032,58.872
61.359,40.266,38.1,"T",48,34,13.447,60,"L","Class2",16.848,46.233
90.224,12.251,80.816,"P",22,44,16.98,29,"A","Class3",9.714,47.533
69.212,86.962,53.897,"R",92,43,12.003,64,"L","Class2",16.035,65.963
80.304,14.263,80.394,"M",15,85,15.839,21,"U","Class3",12.792,61.572
25.385,69.201,89.899,"K",78,39,87.944,71,"C","Class1",30.785,58.655
45.126,67.422,14.07,"S",83,14,75.901,79,"C","Class1",79.269,59.613
83.09,9.314,83.07,"X",20,31,18.873,9,"A","Class3",95.329,66.166
68.873,30.911,44.031,"L",80,39,13.266,54,"C","Class2",25.858,67.198
76.635,44.886,75.888,"S",95,20,13.534,56,"Y","Class2",8.642,88.512
17.881,79.158,34.791,"Q",87,10,75.418,77,"C","Class1",30.273,58.915
60.815,44.657,59.279,"F",77,55,76.34,74,"B","Class1",52.511,59.782
92.393,14.438,84.967,"N",15,32,15.574,27,"E","Class3",42.654,72.877
67.918,69.155,55.549,"K",75,33,67.479,70,"B","Class1",77.327,59.442
24.249,50.685,62.018,"S",96,55,80.523,92,"C","Class1",53.279,59.576
84.768,20.198,80.648,"R",23,99,15.897,25,"A","Class3",8.955,41.841
52.833,58.076,46.911,"S",77,49,72.89,88,"Y","Class1",44.1,59.414
70.735,74.121,37.649,"D",87,56,80.64,76,"N","Class1",76.872,58.585
55.014,47.619,23.859,"S",94,31,70.569,79,"C","Class1",43.18,59.832
81.906,86.857,52.585,"R",89,18,12.955,76,"C","Class2",57.205,23.188
74.163,28.656,83.169,"T",72,40,13.505,62,"X","Class2",31.572,18.049
43.626,75.161,60.929,"D",77,8,84.769,89,"C","Class1",47.166,59.713
64.305,36.482,49.2,"K",45,45,12.034,51,"X","Class2",2.709,19.366
105.203,10.257,79.517,"X",17,42,21.585,24,"E","Class3",84.759,41.778
85.667,52.577,41.027,"R",23,26,11.37,62,"C","Class2",75.242,82.088
51.736,48.434,42.282,"T",51,48,13.855,65,"Q","Class2",42.178,37.831
92.35,16.156,82.698,"X",17,48,23.979,27,"K","Class3",56.79,46.317
49.62,79.024,NA,"S",84,53,73.427,69,"W","Class1",30.838,59.091
44.502,34.471,31.833,"F",89,33,77.983,80,"Y","Class1",35.008,58.27
59.313,68.859,17.773,"F",79,13,79.949,89,"W","Class1",49.483,58.612
47.68,70.651,32.502,"K",85,40,69.101,72,"W","Class1",36.168,59.2
82.714,20.914,78.869,"P",24,86,9.159,29,"U","Class3",28.487,72.969
61.531,98.645,18.85,"R",35,46,11.226,72,"Y","Class2",52.28,44.362
57.928,87,46.398,"R",66,31,13.737,53,"C","Class2",18.142,74.708
84.18,25.044,80.827,"P",18,70,27.345,13,"U","Class3",76.873,64.082
60.502,86.503,47.649,"L",56,53,12.885,66,"X","Class2",50.346,76.887
51.991,57.036,67.017,"Q",95,7,83.565,82,"C","Class1",76.975,59.896
51.867,47.416,55.838,"F",80,NA,75.863,93,"N","Class1",52.308,59.298
46.407,58.17,58.368,"D",87,28,76.333,69,"C","Class1",36.167,58.606
67.486,74.908,78.981,"F",81,45,79.546,84,"N","Class1",42.382,58.907
87.829,10.959,81.131,"R",16,15,19.928,20,"K","Class3",68.445,42.855
77.348,36.407,53.77,"R",62,56,14.467,75,"L","Class2",58.135,81.383
71.129,62.875,78.017,"K",78,55,75.328,83,"N","Class1",56.467,59.807
87.572,24.364,85.093,"N",16,53,20.081,8,"K","Class3",3.511,52.914
60.025,74.227,75.248,"D",83,NA,80.179,78,"W","Class1",79.842,59.589
68.254,76.978,73.596,"T",54,NA,12.513,92,"L","Class2",13.459,83.827
59.25,32.75,41.725,"Q",76,14,76.578,89,"Y","Class1",70.028,58.477
56.431,75.039,44.418,"R",28,40,11.905,67,"Q","Class2",69.451,20.263
68.92,27.444,79.472,"L",59,23,10.718,81,"Q","Class2",45.829,76.469
75.997,38.833,46.662,"L",52,35,11.678,66,"L","Class2",45.428,46.051
42.24,36.358,59.583,"F",80,11,74.628,81,"B","Class1",36.212,58.384
97.452,11.555,80.978,"R",24,42,17.989,7,"E","Class3",76.961,66.198
58.919,34.219,56.765,"T",43,27,12.624,80,"L","Class2",37.426,79.569
93.575,76.329,70.313,"K",77,11,72.072,70,"N","Class1",75.282,59.17
77.658,14.94,83.768,"M",24,85,16.818,5,"M","Class3",32.259,61.004
50.732,77.575,56.785,"Q",76,42,76.651,89,"B","Class1",85.591,58.971
98.291,10.008,79.874,"P",19,65,17.029,34,"U","Class3",5.019,57.623
93.156,13.136,79.061,"M",21,98,19.518,33,"U","Class3",69.487,46.315
77.921,25.279,79.886,"N",21,42,20.425,24,"K","Class3",9.222,45.29
32.441,41.259,71.59,"Q",83,5,76.717,81,"N","Class1",36.024,58.731
74.642,20.869,80.551,"R",20,54,18.202,9,"K","Class3",52.384,75.024
82.505,10.467,83.889,"X",17,47,17.566,13,"A","Class3",42.384,71.805
43.642,82.709,61.669,"K",61,56,12.957,76,"Q","Class2",15.242,76.591
80.603,39.164,50.78,"Q",94,31,78.367,87,"B","Class1",31.026,58.799
85.015,22.963,80.425,"M",22,90,17.769,16,"U","Class3",83.703,78.734
82.916,21.512,80.796,"M",19,41,19.739,30,"U","Class3",40.651,49.894
83.222,11.662,82.691,"N",19,60,23.155,34,"K","Class3",95.3,63.741
80.192,87.137,52.743,"T",48,19,12.967,64,"X","Class2",4.902,29.065
49.78,62.163,68.765,"K",94,17,78.177,71,"N","Class1",56.321,59.253
55.061,71.347,49.142,"K",86,38,12.786,81,"Q","Class2",33.658,51.667
53.43,50.609,45.415,"L",94,37,11.089,60,"Y","Class2",69.114,41.524
63.669,49.589,39.64,"D",94,17,77.136,79,"W","Class1",35.467,58.361
57.386,83.01,69.355,"S",23,47,11.733,47,"Q","Class2",64.599,48.297
56.838,80.63,30.4,"Q",94,25,72.958,77,"W","Class1",50.802,59.527
72.249,17.129,82.874,"M",21,42,19.525,11,"K","Class3",37.216,40.876
73.484,87.591,41.054,"K",50,47,11.873,72,"X","Class2",75.528,63.052
97.676,18.857,80.033,"N",15,46,18.383,22,"A","Class3",98.288,70.45
36.556,33.549,51.549,"F",84,9,82.498,76,"N","Class1",60.141,58.259
47.551,63.542,52.336,"S",83,43,11.328,52,"X","Class2",18.597,70.409
39.272,45.8,60.405,"K",96,29,79.464,87,"N","Class1",30.316,58.828
68.917,57.137,59.557,"L",48,32,10.849,81,"L","Class2",8.205,22.737
65.292,50.701,21.07,"D",86,35,71.712,89,"Y","Class1",52.524,58.032
82.555,26.143,38.578,"S",52,18,13.437,88,"X","Class2",63.653,20.41
60.132,63.163,31.706,"S",22,13,12.244,76,"C","Class2",66.471,33.015
80.733,71.483,53.8,"R",83,50,12.834,85,"L","Class2",20.745,93.567
68.873,67.823,76.296,"S",73,31,12.07,56,"Q","Class2",74.974,17.154
92.954,26.734,81.446,"P",21,73,26.778,36,"K","Class3",84.123,69.607
91.848,18.401,NA,"X",15,98,10.81,22,"E","Class3",49.822,56.544
84.334,14.416,80.439,"M",22,80,18.887,10,"E","Class3",43.221,57.034
71.781,84.122,46.288,"S",81,39,12.278,71,"Y","Class2",43.776,65.422
84.578,23.262,81.136,"M",24,59,22.699,29,"K","Class3",60.194,38.059
84.583,25.307,79.426,"P",15,35,27.385,26,"M","Class3",52.084,72.979
57.263,43.69,45.373,"K",82,16,10.335,88,"L","Class2",44.41,31.636
83.606,15.585,82.162,"N",15,87,16.248,15,"E","Class3",91.515,39.84
66.217,43.823,82.028,"S",75,14,87.955,78,"C","Class1",72.642,58.269
53.53,38.809,78.625,"K",92,24,13.702,94,"X","Class2",8.467,84.12
93.162,60.399,56.693,"L",43,43,12.095,71,"X","Class2",50.072,82.545
75.609,89.236,40.931,"L",42,12,12.822,80,"Y","Class2",16.628,86.157
50.082,59.354,24.684,"D",97,53,79.01,92,"N","Class1",74.138,58.592
63.682,68.349,37.732,"K",91,47,71.613,70,"B","Class1",66.417,59.757
73.77,17.043,NA,"N",19,89,22.884,19,"A","Class3",48.102,52.835
48.704,62.167,32.85,"K",76,32,11.818,73,"Q","Class2",33.348,42.728
94.466,25.478,83.338,"X",18,60,24.18,32,"A","Class3",33.053,70.912
67.976,17.334,83.216,"N",18,23,20.321,13,"A","Class3",33.694,61.757
35.947,52.002,54.262,"D",81,14,73.185,86,"C","Class1",70.514,58.994
43.054,79.746,72.508,"R",53,12,11.748,70,"L","Class2",29.772,39.597
82.615,23.386,83.236,"M",15,43,12.872,8,"M","Class3",7.609,77.587
18.648,56.846,25.516,"F",90,34,77.306,89,"N","Class1",41.432,59.635
40.382,71.844,135.658,"Q",90,NA,76.171,93,"C","Class1",64.705,58.183
72.67,29.499,61.477,"K",94,39,11.589,73,"Y","Class2",16.129,81.725
85.733,14.48,80.84,"R",22,17,11.651,10,"U","Class3",24.969,65.854
53.592,67.602,31.368,"K",69,37,13.3,93,"Q","Class2",36.583,37.526
48.011,66.684,16.109,"D",94,16,79.56,90,"Y","Class1",70.904,58.428
98.868,14.666,81.418,"M",16,70,25.924,29,"A","Class3",26.418,38.616
78.169,62.037,81.709,"S",91,50,82.281,80,"C","Class1",76.434,58.706
84.134,32.899,55.52,"T",67,NA,11.646,70,"X","Class2",10.35,17.005
91.094,16.16,81.321,"M",23,89,16.383,7,"A","Class3",97.677,49.737
85.524,21.491,84.082,"R",21,32,17.887,16,"K","Class3",29.428,67.408
40.64,65.253,54.013,"T",47,54,12.525,90,"L","Class2",39.244,70.105
94.742,90.459,48.288,"T",50,19,13.137,56,"C","Class2",38.33,33.439
85.936,9.099,80.706,"P",22,63,22.537,19,"U","Class3",37.936,56.633
43.094,65.14,35.812,"Q",79,29,82.342,93,"N","Class1",37.707,58.766
61.269,52.693,43.793,"K",35,45,12.746,64,"X","Class2",12.037,38.452
83.971,24.254,82.87,"X",19,54,22.493,28,"E","Class3",54.161,58.812
60.125,65.932,11.925,"D",87,49,80.329,87,"N","Class1",84.608,59.739
82.824,14.437,80.173,"X",20,89,22.281,23,"M","Class3",65.224,75.738
73.671,77.578,36.977,"D",86,32,74.552,87,"Y","Class1",72.683,58.099
58.115,39.858,85.498,"S",89,49,88.792,86,"W","Class1",79.886,58.184
45.487,62.873,51.336,"K",54,46,11.312,88,"Q","Class2",10.847,23.331
50.799,76.663,48.705,"S",63,53,12.559,70,"L","Class2",39.608,27.277
68.143,94.611,59.641,"R",54,26,10.783,73,"Y","Class2",17.267,62.657
68.029,63.037,71.952,"K",58,16,13.21,73,"Q","Class2",30.866,79.985
94.202,21.399,80.156,"X",24,24,17.588,21,"K","Class3",66.377,53.325
43.358,32.188,NA,"S",97,46,80.775,80,"B","Class1",54.094,58.516
49.834,55.751,30.604,"S",26,50,12.081,73,"L","Class2",8.756,59.125
72.075,76.311,58.851,"R",40,53,11.652,64,"L","Class2",20.455,57.46
80.57,16.287,81.5,"P",22,47,12.511,28,"K","Class3",46.432,74.45
78.401,80.28,49.706,"F",80,32,80.006,82,"N","Class1",38.727,59.731
94.444,23.392,83.893,"M",24,55,18.014,28,"E","Class3",25.881,60.505
72.534,31.724,32.263,"T",68,NA,11.378,56,"Y","Class2",28.346,23.264
52.744,84.702,60.358,"S",59,NA,13.201,60,"X","Class2",13.005,71.707
50.006,44.524,69.801,"T",33,43,12.152,75,"X","Class2",46.759,22.513
89.592,12.824,82.15,"M",19,63,11.587,6,"K","Class3",67.027,58.426
46.678,66.031,36.706,"L",65,23,12.347,86,"Q","Class2",2.084,65.733
72.863,40.915,82.056,"L",40,45,12.827,77,"L","Class2",28.208,82.484
80.715,20.524,81.566,"X",23,67,26.119,34,"A","Class3",1.214,53.322
33.245,34.661,50.471,"S",80,NA,76.066,75,"C","Class1",63.971,59.199
97.509,24.093,81.628,"M",15,73,18.048,25,"K","Class3",5.091,46.122
61.978,86.417,39.642,"L",44,17,11.294,74,"Q","Class2",56.837,67.369
46.607,29.689,33.328,"L",25,21,13.325,67,"Y","Class2",73.216,65.166
29.229,74.581,38.539,"Q",84,55,69.802,88,"C","Class1",43.503,59.732
69.303,80.1,59.597,"S",32,16,11.458,50,"Y","Class2",17.752,20.168
88.398,22.437,82.135,"P",24,48,19.694,22,"A","Class3",65.31,66.585
68.235,38.477,53.958,"D",84,40,79.388,88,"B","Class1",74.454,59.36
92.357,12.353,83.71,"M",20,85,24.943,19,"U","Class3",58.603,53.004
77.478,19.762,84.356,"P",24,99,16.39,17,"A","Class3",26.783,48.572
37.522,67.614,52.789,"K",79,22,75.806,82,"W","Class1",77.547,59.631
86.097,18.47,81.793,"R",16,51,17.188,20,"M","Class3",24.922,66.956
87.395,18.893,80.852,"X",18,14,12.783,32,"A","Class3",59.236,58.041
44.973,54.387,44.062,"S",89,47,81.741,85,"W","Class1",65.995,58.232
53.569,56.23,60.4,"Q",77,19,78.966,86,"B","Class1",38.939,59.318
70.838,18.284,83.218,"R",21,50,20.226,7,"A","Class3",13.602,51.768
88.31,16.294,83.887,"N",20,44,13.961,25,"A","Class3",66.813,76.338
97.254,11.273,81.208,"M",17,48,23.68,23,"U","Class3",25.736,69.773
49.301,30.868,75.445,"L",31,40,12.417,81,"Q","Class2",49.13,24.692
64.818,57.302,38.767,"K",87,5,88.189,85,"W","Class1",57.937,59.904
61.978,81.737,100.336,"S",95,52,79.446,83,"C","Class1",54.457,59.182
53.54,75.913,68.783,"F",90,19,83.306,74,"B","Class1",83.7,59.806
87.913,9.204,80.012,"N",19,41,22.211,11,"A","Class3",19.293,62.92
44.441,65.837,31.198,"S",96,11,83.146,90,"W","Class1",61.085,58.707
54.479,45.295,31.172,"S",88,17,82.121,77,"N","Class1",45.841,58.399
51.299,90.319,37.792,"K",74,55,13.572,79,"L","Class2",10.034,24.461
109.514,23.76,80.174,"P",20,43,20.524,8,"E","Class3",34.982,63.189
92.918,19.08,83.951,"M",16,77,16.947,19,"K","Class3",87.629,44.476
90.966,20.249,78.663,"M",18,97,22.312,14,"K","Class3",64.859,45.328
79.574,14.454,81.687,"N",24,48,20.506,36,"K","Class3",7.802,46.074
92.055,12.485,81.958,"X",20,94,22.454,31,"K","Class3",61.763,67.47
72.876,18.675,80.043,"X",17,54,18.904,29,"K","Class3",48.491,56.08
68.94,65.817,45.965,"R",66,20,12.994,66,"Y","Class2",10.995,48.844
21.497,81.619,-3.988,"Q",76,38,82.895,84,"W","Class1",37.056,58.073
42.249,97.33,50.65,"T",25,28,11.041,80,"X","Class2",41.62,86.657
44.645,73.452,34.069,"L",91,27,11.684,82,"Q","Class2",6.863,22.021
53.924,82.122,45.102,"K",70,26,14.039,53,"Y","Class2",36.008,75.547
87.088,20.244,82.821,"M",15,21,18.653,23,"U","Class3",68.384,48.123
85.495,63.224,48.626,"Q",76,50,82.001,72,"N","Class1",75.165,59.676
46.789,76.876,52.03,"S",90,20,75.269,81,"N","Class1",40.755,59.449
59.745,55.036,NA,"L",49,39,12.984,75,"C","Class2",61.407,75.482
56.279,43.506,59.166,"K",59,41,11.763,50,"X","Class2",25.142,67.707
55.332,71.475,66.419,"F",94,20,84.315,86,"B","Class1",52.877,58.883
54.001,66.316,37.515,"Q",85,NA,78.62,89,"B","Class1",56.769,58.999
56.11,32.294,67.131,"K",70,16,12.303,56,"X","Class2",23.461,42.087
77.49,21.153,84.252,"M",15,47,17.021,16,"K","Class3",70.362,61.484
65.966,36.733,56.95,"K",70,22,11.965,94,"L","Class2",64.024,24.23
63.136,30.914,72.564,"K",90,31,13.034,64,"Y","Class2",7.347,74.515
90.878,23.769,80.148,"N",15,NA,19.19,19,"U","Class3",82.567,75.985
87.035,13.192,82.086,"X",22,NA,22.638,22,"E","Class3",37.801,69.767
46.892,69.513,42.515,"S",94,5,73.392,78,"N","Class1",39.937,59.235
75.771,93.575,33.695,"S",67,41,11.945,75,"Y","Class2",12.434,84.079
80.201,9.011,81.901,"X",24,NA,24.234,28,"E","Class3",64.169,53.321
100.804,9.899,NA,"M",22,67,17.548,32,"A","Class3",20.87,65.987
73.222,90.303,45.962,"L",59,23,11.634,61,"Y","Class2",14.147,30.767
35.89,71.64,NA,"L",79,13,11.69,92,"X","Class2",70.418,54.722
86.327,35.706,60.415,"D",77,5,73.429,79,"Y","Class1",82.506,59.494
28.533,77.684,50.775,"Q",84,37,77.472,84,"W","Class1",65.156,59.288
55.012,77.942,27.691,"K",77,10,71.48,88,"C","Class1",81.097,59.425
38.602,59.769,32.686,"Q",95,38,74.063,80,"B","Class1",80.022,59.098
60.816,49.402,47.057,"K",96,11,84.598,72,"W","Class1",79.252,59.877
83.351,25.757,81.881,"M",21,18,23.547,19,"E","Class3",1.061,49.697
82.144,78.506,65.729,"T",58,50,12.573,70,"C","Class2",13.078,77.716
54.929,75.482,NA,"R",48,36,14.916,62,"L","Class2",34.929,84.345
58.779,47.194,60.82,"F",90,39,70.368,73,"C","Class1",37.814,59.506
37.618,72.214,NA,"D",89,33,74.472,89,"B","Class1",79.776,59.884
79.898,81.065,23.533,"Q",84,12,78.525,82,"N","Class1",71.452,59.375
85.44,15.048,82.734,"P",18,14,14.174,23,"U","Class3",31.845,65.918
70.063,69.406,24.408,"F",90,26,74.32,84,"N","Class1",46.059,58.538
77.513,22.532,81.489,"M",18,NA,15.857,16,"E","Class3",90.401,64.812
82.748,21.296,81.408,"R",24,NA,19.673,24,"E","Class3",56.188,77.996
51.165,47.623,71.041,"R",80,37,12.207,65,"Q","Class2",70.447,88.046
82.548,17.703,82.722,"N",17,78,21.74,25,"A","Class3",84.696,73.143
58.869,69.665,70.121,"F",78,43,78.619,82,"Y","Class1",38.07,59.496
42.167,79.295,23.964,"K",78,15,82.559,77,"N","Class1",74.117,58.576
87.711,26.656,NA,"X",24,NA,15.571,36,"M","Class3",94.794,52.114
36.189,73.628,34.917,"S",96,48,84.093,69,"Y","Class1",76.494,58.197
51.714,57.463,68.859,"T",37,28,11.947,46,"Y","Class2",73.239,25.33
45.249,41.755,40.902,"S",93,27,74.516,78,"B","Class1",77.828,59.862
48.825,54.247,37.245,"S",85,20,85.592,93,"Y","Class1",77.474,59.3
91.625,37.573,59.232,"F",96,5,77.388,76,"N","Class1",53.791,58.461
29.982,61.434,4.622,"K",86,31,74.474,74,"W","Class1",62.346,59.481
41.021,52.694,87.95,"S",80,13,77.929,69,"C","Class1",84.855,59.423
40.192,53.223,72.789,"Q",85,29,83.229,70,"Y","Class1",39.475,58.234
49.593,80.216,47.597,"Q",97,27,76.309,82,"C","Class1",54.552,58.839
62.013,77.144,82.298,"D",75,18,82.497,86,"C","Class1",34.866,59.623
74.087,84.765,NA,"L",78,35,12.657,74,"X","Class2",71.861,29.675
79.891,10.77,81.458,"P",19,37,21.521,30,"A","Class3",10.547,50.326
93.284,14.72,82.967,"P",24,49,18.566,23,"M","Class3",32.758,55.064
84.08,38.008,50.679,"L",74,32,12.841,63,"Y","Class2",13.735,36.764
61.525,88.066,32.32,"S",59,25,14.553,65,"Q","Class2",52.988,72.068
49.586,81.557,NA,"K",44,41,12.577,77,"Q","Class2",17.262,49.404
88.183,23.913,82.844,"N",16,62,14.72,8,"A","Class3",9.448,70.582
81.973,50.908,37.758,"K",77,35,12.51,72,"L","Class2",42.902,85.506
51.884,80.016,54.857,"S",81,6,79.416,91,"B","Class1",34.588,59.181
65.218,88.322,55.49,"T",52,56,12.663,73,"Y","Class2",70.774,60.015
45.647,65.011,53.477,"F",76,24,74.737,78,"N","Class1",50.448,59.904
60.738,60.269,62.271,"S",58,30,13.191,56,"C","Class2",42.322,87.217
79.259,26.637,81.099,"R",23,32,26.163,32,"K","Class3",89.853,56.114
48.074,55.548,82.622,"Q",75,36,77.341,76,"B","Class1",37.714,58.009
78.56,22.658,81.324,"R",19,61,17.949,12,"E","Class3",80.341,67.083
74.915,23.436,83.444,"R",22,68,17.834,13,"K","Class3",53.677,58.992
97.749,15.816,NA,"P",22,71,17.336,25,"M","Class3",85.085,44.507
52.504,51.562,27.892,"R",65,20,13.461,75,"X","Class2",50.131,78.07
91.043,15.562,79.289,"R",16,59,21.755,9,"K","Class3",31.751,46.613
39.339,79.291,50.705,"S",63,26,12.456,89,"Q","Class2",30.601,34.595
79.083,69.633,42.05,"D",85,8,84.623,90,"Y","Class1",47.88,58.229
51.73,48.175,67.718,"T",80,36,13.81,67,"Q","Class2",54.071,64.927
61.548,68.599,65.389,"K",97,48,85.101,88,"Y","Class1",74.992,59.532
73.639,76.053,25.009,"Q",81,NA,76.875,75,"B","Class1",74.615,59.224
85.337,78.935,34.785,"R",44,32,12.303,85,"Q","Class2",36.344,77.156
84.71,23.096,80.819,"P",23,47,17.449,13,"K","Class3",51.461,46.362
64.767,78.481,65.041,"S",69,17,11.97,73,"C","Class2",18.818,71.987
77.264,22.784,81.744,"M",22,23,20.05,25,"U","Class3",85.345,68.96
46.545,39.979,16.502,"S",97,27,75.772,79,"C","Class1",40.372,59.733
96.533,63.727,61.291,"K",66,20,12.716,81,"L","Class2",65.369,46.54
62.599,13.597,83.325,"N",23,88,15.57,19,"K","Class3",10.747,56.502
57.235,27.163,58.974,"K",84,30,12.184,52,"Y","Class2",30.813,66.778
63.172,59.6,46.749,"S",97,50,69.744,87,"W","Class1",36.112,58.081
90.928,23.377,81.621,"P",17,68,18.672,14,"A","Class3",96.075,79.043
72.965,27.769,57.077,"R",85,30,12.065,74,"Y","Class2",37.98,93.27
59.381,63.385,71.345,"D",93,44,72.752,84,"W","Class1",39.698,58.948
84.13,77.493,43.873,"T",58,45,13.465,54,"C","Class2",67.969,88.032
76.231,46.309,89.051,"Q",75,5,73.479,71,"W","Class1",38.721,58.76
80.171,19.098,80.482,"M",19,53,23.067,18,"U","Class3",20.275,52.854
53.893,85.545,66.081,"T",60,26,10.838,47,"Y","Class2",60.345,47.175
80.777,11.582,82.119,"X",22,26,18.139,19,"K","Class3",80.405,67.496
84.313,77.024,49.794,"R",86,32,11.639,78,"X","Class2",2.004,31.117
92.744,10.545,NA,"N",17,19,21.498,27,"K","Class3",26.687,76.795
79.249,16.833,83.055,"M",19,46,20.727,31,"K","Class3",81.237,37.763
83.481,61.697,27.267,"S",87,24,80.149,87,"C","Class1",62.218,58.726
74.063,18.858,81.926,"X",19,28,23.494,24,"A","Class3",26.726,43.444
53.97,69.285,41.341,"Q",79,NA,76.126,89,"W","Class1",75.196,59.266
29.936,50.13,43.97,"D",89,16,77.114,88,"W","Class1",53.594,58.325
77.86,22.769,81.247,"M",21,35,16.591,29,"K","Class3",76.913,49.522
70.293,92.007,69.804,"T",30,36,12.851,54,"Q","Class2",7.859,50.153
89.24,25.236,82.196,"N",17,64,27.489,35,"E","Class3",77.572,74.49
71.758,42.72,71.778,"K",83,54,11.565,55,"C","Class2",63.838,78.154
52.146,56.322,37.245,"T",59,40,12.286,87,"Q","Class2",49.302,37.857
83.802,96.212,72.636,"T",86,20,11.478,52,"L","Class2",71.497,69.266
70.552,49.409,57.62,"S",95,10,78.701,70,"Y","Class1",61.625,59.797
58.973,44.28,53.694,"F",84,46,76.348,71,"B","Class1",83.478,59.49
84.446,62.312,59.245,"R",58,18,12.028,64,"Q","Class2",57.735,24.034
36.634,77.015,63.25,"Q",91,28,79.332,86,"N","Class1",70.084,58.866
56.108,93.625,51.978,"R",26,50,13.227,56,"Q","Class2",37.787,78.107
74.565,59.113,73.699,"R",33,45,11.321,88,"C","Class2",33.101,50.785
64.934,34.905,77.358,"F",78,9,79.574,93,"W","Class1",32.755,59.878
83.681,11.648,80.867,"R",19,17,20.911,9,"E","Class3",75.309,56.907
63.278,46.409,60.574,"S",35,15,11.313,54,"C","Class2",47.687,67.275
76.414,12.235,81.607,"R",22,28,16.872,24,"K","Class3",8.154,60.033
80.013,18.696,83.162,"M",15,70,22.195,24,"A","Class3",78.35,55.143
86.406,25.759,80.675,"N",19,NA,14.728,32,"E","Class3",1.911,46.935
74.274,65.278,34.225,"T",73,NA,12.604,80,"C","Class2",35.277,58.497
75.479,19.575,83.493,"R",24,87,18.153,19,"U","Class3",3.631,60.543
38.111,77.8,44.667,"Q",82,37,82.792,83,"Y","Class1",80.579,58.584
83.393,70.535,44.123,"Q",78,36,74.779,81,"Y","Class1",83.109,59.535
53.861,35.125,32.856,"S",95,18,78.933,81,"B","Class1",81.015,58.308
35.01,67.377,74.475,"K",37,44,13.501,87,"C","Class2",58.192,77.256
80.901,51.706,48.362,"L",22,44,12.535,72,"Y","Class2",4.288,25.613
77.723,16.302,82.303,"R",16,39,15.372,21,"M","Class3",30.604,46.205
24.42,81.563,57.477,"S",76,3,79.333,77,"C","Class1",42.681,59.796
81.979,9.242,82.95,"X",19,78,25.597,29,"U","Class3",68.297,75.517
84.568,90.718,44.92,"L",48,39,11.085,61,"Y","Class2",36.52,90.79
61.036,55.353,44.422,"L",77,37,11.587,53,"Y","Class2",9.098,49.354
62.818,51.621,79.682,"S",87,51,73.097,81,"N","Class1",81.833,58.277
63.884,83.702,67.767,"S",73,56,12.617,76,"X","Class2",62.317,79.476
45.757,29.66,NA,"K",62,17,11.716,52,"X","Class2",24.749,53.747
50.22,64.78,67.934,"K",84,40,11.59,78,"C","Class2",36.185,56.695
75.115,19.295,81.795,"R",19,87,16.387,35,"K","Class3",41.432,40.578
98.06,10.663,80.695,"M",16,78,18.25,18,"K","Class3",61.085,65.716
47.256,65.692,71.21,"S",77,51,14.72,69,"C","Class2",39.935,62.297
85.256,22.684,82.335,"X",18,50,18.878,7,"K","Class3",37.151,70.112
49.671,68.624,52.482,"R",67,NA,12.886,60,"Y","Class2",30.199,22.721
77.091,64.445,55.36,"R",86,39,11.47,64,"Y","Class2",41.551,87.857
77.293,26.213,81.451,"X",19,29,11.33,21,"M","Class3",1.115,77.726
38.111,69.517,NA,"K",93,50,69.151,89,"C","Class1",76.034,58.892
32.036,51.609,47.061,"K",89,33,77.765,93,"B","Class1",69.843,58.346
57.04,35.794,67.091,"S",92,32,78.553,77,"Y","Class1",37.647,58.645
94.55,16.207,80.392,"X",15,36,29.286,30,"K","Class3",58.398,73.411
46.998,69.78,67.235,"K",49,21,12.004,73,"Q","Class2",0.219,30.006
83.626,22.526,82.553,"N",22,51,14.772,26,"E","Class3",39.94,74.277
85.979,18.463,80.267,"X",23,58,23.141,13,"K","Class3",45.242,64.214
85.841,14.379,80.337,"M",18,39,16.111,12,"U","Class3",18.596,75.338
84.658,21.703,80.59,"R",21,86,31.808,18,"E","Class3",12.304,49.449
22.666,55.958,94.768,"F",93,40,67.527,84,"W","Class1",36.489,59.037
63.877,93.937,30.923,"K",27,35,13.225,52,"C","Class2",29.244,54.907
85.027,26.72,80.357,"P",20,NA,16.88,21,"M","Class3",48.898,57.287
59.593,43.691,75.083,"R",80,45,13.526,51,"L","Class2",68.624,75.883
57.793,47.006,42.836,"K",68,36,12.765,68,"L","Class2",58.32,42.229
47.192,60.326,54.478,"D",93,9,72.434,91,"Y","Class1",60.38,58.926
50.539,76.008,50.786,"K",92,42,72.761,93,"B","Class1",53.88,59.635
78.532,19.118,83.618,"P",17,57,20.078,11,"A","Class3",8.488,48.869
69.691,55.745,36.866,"D",85,51,80.255,90,"C","Class1",35.27,59.125
57.88,36.909,52.439,"F",77,10,80.589,86,"W","Class1",38.953,58.049
27.885,43.103,37.377,"S",93,55,73.586,73,"C","Class1",66.588,58.15
